RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,01577,Lee Janzen,68.2,30,44,-6.00
2,0,20157,Retief Goosen,67.9,19,28,-1.00
3,0,01810,Phil Mickelson,65.1,28,43,-5.00
4,0,02010,Loren Roberts,64.7,22,34,-1.00
5,0,08337,Mike Heinen,62.5,25,40,-6.00
6,0,06078,Esteban Toledo,61.6,45,73,-4.00
7,0,06527,Steve Stricker,61.0,25,41,-5.00
8,0,06567,Vijay Singh,60.6,20,33,-4.00
8,0,02214,Kirk Triplett,60.6,20,33,-3.00
10,0,01569,Peter Jacobsen,60.5,23,38,-6.00
11,0,06332,Neal Lancaster,59.4,38,64,-8.00
12,0,08123,Jeff Brehaut,59.3,32,54,-3.00
13,0,20645,John Senden,58.9,33,56,-10.00
14,0,01457,Jay Haas,58.5,31,53,-9.00
15,0,22046,Geoff Ogilvy,58.1,18,31,-8.00
15,0,23177,Kenneth Staton,58.1,18,31,-3.00
17,0,20663,Brenden Pappas,57.9,33,57,-8.00
18,0,02206,David Toms,57.4,27,47,-10.00
19,0,01024,Billy Andrade,57.1,36,63,-8.00
19,0,21209,Sergio Garcia,57.1,16,28,-7.00
19,0,06617,Brian Henninger,57.1,12,21,-3.00
19,0,02002,John Riegger,57.1,12,21,-4.00
23,0,07749,Brett Quigley,56.9,29,51,-5.00
24,0,10423,Mike Weir,56.8,21,37,-4.00
25,0,01553,John Huston,56.4,22,39,-5.00
26,0,20498,Briny Baird,56.3,36,64,-6.00
27,0,06004,Stephen Ames,55.7,39,70,-14.00
27,0,12823,Carlos Franco,55.7,34,61,-12.00
29,0,20229,Stewart Cink,55.4,41,74,-4.00
30,0,20940,Kenichi Kuboya,55.0,22,40,-5.00
30,0,11032,Frank Lickliter II,55.0,22,40,-5.00
32,0,10585,Scott McCarron,54.8,23,42,-7.00
33,0,10912,Craig Perks,54.7,35,64,-8.00
34,0,07721,Pat Bates,54.4,37,68,-2.00
35,0,10860,Justin Leonard,54.3,19,35,-3.00
36,0,06595,Kevin Sutherland,54.2,26,48,-5.00
37,0,01388,Robert Gamez,54.1,33,61,-4.00
37,0,02101,Joey Sindelar,54.1,33,61,-10.00
39,0,20771,Steven Alker,53.8,21,39,E
39,0,01938,David Peoples,53.8,21,39,-3.00
39,0,24502,Adam Scott,53.8,7,13,-3.00
42,0,01941,Tom Pernice Jr.,53.7,44,82,-12.00
43,0,01724,Jeff Maggert,53.6,15,28,-3.00
43,0,01948,Tim Petrovic,53.6,37,69,-19.00
45,0,07941,Mike Grob,53.3,16,30,-7.00
46,0,07223,Brian Bateman,53.1,17,32,-6.00
46,0,01098,Jay Don Blake,53.1,17,32,-1.00
46,0,20574,Mathew Goggin,53.1,26,49,-3.00
46,0,01887,Mark O'Meara,53.1,17,32,-3.00
50,0,01249,John Daly,52.9,9,17,-1.00
51,0,12652,Cameron Beckman,52.7,29,55,-10.00
52,0,24357,K.J. Choi,52.6,30,57,-9.00
53,0,01042,Paul Azinger,52.5,21,40,-4.00
53,0,01677,Tom Lehman,52.5,21,40,+3.00
55,0,12510,Chad Campbell,52.4,22,42,-5.00
55,0,19881,Robert Damron,52.4,22,42,-2.00
55,0,20121,Todd Fischer,52.4,33,63,-7.00
58,0,01707,Steve Lowery,52.1,25,48,-6.00
59,0,01378,David Frost,52.0,26,50,-9.00
60,0,01139,Olin Browne,51.9,27,52,-6.00
60,0,23338,David Gossett,51.9,28,54,-1.00
60,0,01685,J.L. Lewis,51.9,28,54,-6.00
60,0,08793,Tiger Woods,51.9,14,27,-1.00
64,0,01706,Davis Love III,51.6,16,31,-2.00
65,0,07457,Steve Flesch,51.5,35,68,-6.00
66,0,01666,Bernhard Langer,51.4,18,35,-5.00
67,0,10425,Jay Williamson,51.2,22,43,-6.00
68,0,01723,Andrew Magee,51.1,23,45,-6.00
69,0,20573,Scott Laycock,51.0,26,51,-4.00
69,0,12602,Dean Wilson,51.0,25,49,-5.00
71,0,12705,Cliff Kresge,50.9,29,57,-5.00
72,0,22548,Patrick Sheehan,50.7,35,69,-7.00
73,0,20099,Doug Barron,50.0,23,46,-5.00
73,0,20472,Alex Cejka,50.0,19,38,E
73,0,23135,Tim Clark,50.0,18,36,-3.00
73,0,06522,Ernie Els,50.0,13,26,-1.00
73,0,21805,Harrison Frazar,50.0,20,40,-3.00
73,0,12645,Brent Geiberger,50.0,18,36,-3.00
73,0,08537,J.P. Hayes,50.0,23,46,-6.00
73,0,21961,Charles Howell III,50.0,29,58,-8.00
73,0,20572,Rod Pampling,50.0,23,46,-5.00
82,0,01161,Mark Calcavecchia,49.1,27,55,-6.00
82,0,01361,Dan Forsman,49.1,26,53,-3.00
84,0,01619,Skip Kendall,48.9,22,45,-5.00
