RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,20498,Briny Baird,82.12,854,1040
2,0,20157,Retief Goosen,81.85,451,551
3,0,12510,Chad Campbell,81.73,801,980
4,0,08375,Paul Stankowski,81.63,480,588
5,0,06034,Marco Dawson,81.35,589,724
6,0,01361,Dan Forsman,81.01,751,927
7,0,10885,Robert Allenby,80.90,614,759
8,0,01677,Tom Lehman,80.26,610,760
9,0,06621,Joe Durant,80.16,792,988
10,0,07749,Brett Quigley,80.14,553,690
11,0,10565,Ian Leggatt,79.97,483,604
12,0,06515,Shaun Micheel,79.64,673,845
13,0,06522,Ernie Els,79.61,410,515
14,0,20094,Jonathan Kaye,79.44,622,783
15,0,01945,Kenny Perry,79.29,739,932
16,0,23353,J.J. Henry,79.15,706,892
17,0,06004,Stephen Ames,79.04,645,816
18,0,10809,Jim Furyk,78.73,844,1072
19,0,01706,Davis Love III,78.60,551,701
20,0,06581,David Sutherland,78.52,519,661
21,0,11011,Mike Sposa,78.46,459,585
22,0,12782,Tim Herron,78.33,705,900
23,0,02206,David Toms,78.27,569,727
24,0,08793,Tiger Woods,78.22,467,597
25,0,06595,Kevin Sutherland,78.20,653,835
26,0,02106,Chris Smith,78.16,655,838
27,0,02223,Bob Tway,78.14,615,787
28,0,20572,Rod Pampling,78.04,604,774
29,0,21961,Charles Howell III,77.99,783,1004
30,0,20574,Mathew Goggin,77.98,588,754
31,0,06567,Vijay Singh,77.90,698,896
31,0,02104,Jeff Sluman,77.90,786,1009
33,0,01553,John Huston,77.78,560,720
34,0,24357,K.J. Choi,77.57,695,896
35,0,01024,Billy Andrade,77.56,643,829
35,0,20548,Hidemichi Tanaka,77.56,895,1154
37,0,23338,David Gossett,77.40,668,863
38,0,01810,Phil Mickelson,77.37,417,539
39,0,19824,Craig Barlow,77.36,673,870
40,0,02246,Duffy Waldorf,77.31,627,811
41,0,01723,Andrew Magee,77.28,575,744
42,0,20645,John Senden,77.21,803,1040
43,0,12823,Carlos Franco,77.18,619,802
44,0,07867,Woody Austin,77.00,693,900
45,0,08075,Jerry Kelly,76.91,786,1022
46,0,01388,Robert Gamez,76.88,808,1051
47,0,25345,Carl Pettersson,76.83,534,695
48,0,08725,Tom Gillis,76.81,520,677
49,0,01320,Bob Estes,76.80,672,875
50,0,10733,Kent Jones,76.69,523,682
51,0,10860,Justin Leonard,76.64,548,715
52,0,01938,David Peoples,76.62,721,941
53,0,12662,Thomas Levet,76.50,560,732
54,0,07457,Steve Flesch,76.48,738,965
55,0,08339,Spike McRoy,76.42,742,971
56,0,21739,Aaron Barber,76.37,685,897
57,0,12645,Brent Geiberger,76.35,326,427
57,0,06332,Neal Lancaster,76.35,694,909
59,0,08633,Per-Ulrik Johansson,76.32,680,891
60,0,02002,John Riegger,76.31,393,515
61,0,01948,Tim Petrovic,76.11,739,971
62,0,06251,Chris DiMarco,76.05,670,881
62,0,01766,Billy Mayfair,76.05,794,1044
64,0,08931,Glen Day,76.00,757,996
64,0,02214,Kirk Triplett,76.00,687,904
66,0,21805,Harrison Frazar,75.97,604,795
67,0,19825,Darren Clarke,75.91,375,494
67,0,20663,Brenden Pappas,75.91,643,847
69,0,23983,Luke Donald,75.90,655,863
70,0,01226,Fred Couples,75.84,408,538
71,0,10423,Mike Weir,75.79,501,661
72,0,07223,Brian Bateman,75.78,463,611
72,0,01797,Rocco Mediate,75.78,582,768
74,0,01035,Tommy Armour III,75.75,456,602
74,0,23034,Brent Schwarzrock,75.75,406,536
76,0,12652,Cameron Beckman,75.74,590,779
77,0,08123,Jeff Brehaut,75.73,777,1026
77,0,01685,J.L. Lewis,75.73,677,894
79,0,21209,Sergio Garcia,75.65,348,460
80,0,20229,Stewart Cink,75.64,624,825
81,0,07721,Pat Bates,75.54,806,1067
82,0,21806,Paul Gow,75.52,401,531
83,0,20593,Greg Chalmers,75.48,594,787
84,0,22046,Geoff Ogilvy,75.47,526,697
85,0,06573,Brandt Jobe,75.45,544,721
86,0,02239,Scott Verplank,75.44,731,969
87,0,12388,Michael Clark II,75.41,371,492
88,0,07941,Mike Grob,75.39,634,841
88,0,01457,Jay Haas,75.39,573,760
90,0,20634,Peter Lonard,75.35,590,783
90,0,02101,Joey Sindelar,75.35,651,864
92,0,20095,Carl Paulson,75.32,766,1017
93,0,20121,Todd Fischer,75.30,619,822
