RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,02239,Scott Verplank,28
2,0,08793,Tiger Woods,27
3,0,08931,Glen Day,21
4,0,22293,Heath Slocum,20
5,0,28158,Steve Marino,18
6,0,01945,Kenny Perry,16
6,0,10423,Mike Weir,16
8,0,07867,Woody Austin,15
8,0,24358,Robert Garrigus,15
10,0,24357,K.J. Choi,14
10,0,20850,Daniel Chopra,14
10,0,25396,Kevin Na,14
13,0,20229,Stewart Cink,13
13,0,20766,Padraig Harrington,13
13,0,23353,J.J. Henry,13
13,0,10860,Justin Leonard,13
13,0,02002,John Riegger,13
18,0,06004,Stephen Ames,12
18,0,23409,James Driscoll,12
18,0,12823,Carlos Franco,12
18,0,26300,Matt Jones,12
18,0,22348,Nick O'Hern,12
18,0,23320,Ryan Palmer,12
18,0,20160,Charlie Wi,12
25,0,20098,Stuart Appleby,11
25,0,01035,Tommy Armour III,11
25,0,06034,Marco Dawson,11
25,0,20104,Ken Duke,11
25,0,19846,Brian Gay,11
25,0,12782,Tim Herron,11
25,0,08075,Jerry Kelly,11
25,0,27936,Martin Laird,11
25,0,26695,Michael Letzig,11
25,0,24912,Will MacKenzie,11
25,0,26679,Kevin Stadler,11
25,0,27214,Kevin Streelman,11
25,0,23623,Bo Van Pelt,11
25,0,27770,Camilo Villegas,11
25,0,25804,Bubba Watson,11
25,0,21878,Mark Wilson,11
41,0,23048,Eric Axley,10
41,0,20848,Ángel Cabrera,10
41,0,23125,Brad Elder,10
41,0,27561,Nick Flanagan,10
41,0,07457,Steve Flesch,10
41,0,01388,Robert Gamez,10
41,0,24924,Bill Haas,10
41,0,20634,Peter Lonard,10
41,0,01766,Billy Mayfair,10
41,0,24490,George McNeill,10
41,0,25842,Jon Mills,10
41,0,20127,Chris Riley,10
41,0,06567,Vijay Singh,10
41,0,06595,Kevin Sutherland,10
55,0,06197,Michael Allen,9
55,0,20498,Briny Baird,9
55,0,12510,Chad Campbell,9
55,0,20472,Alex Cejka,9
55,0,23541,Ben Crane,9
55,0,21209,Sergio Garcia,9
55,0,21350,Ryuji Imada,9
55,0,30925,Dustin Johnson,9
55,0,29718,Anthony Kim,9
55,0,23800,Bryce Molder,9
55,0,20572,Rod Pampling,9
55,0,20443,Jin Park,9
55,0,24361,Pat Perez,9
55,0,01941,Tom Pernice Jr.,9
55,0,26476,Chez Reavie,9
55,0,23797,Brett Rumford,9
55,0,20645,John Senden,9
55,0,26287,Roland Thatcher,9
55,0,02206,David Toms,9
55,0,02223,Bob Tway,9
55,0,27095,Nick Watney,9
55,0,25349,Tim Wilkinson,9
55,0,24663,Y.E. Yang,9
78,0,23778,Brad Adamonis,8
78,0,12652,Cameron Beckman,8
78,0,01132,Mark Brooks,8
78,0,25364,Paul Casey,8
78,0,20623,Gavin Coles,8
78,0,25720,Chad Collins,8
78,0,22621,Ben Curtis,8
78,0,21753,Brian Davis,8
78,0,28089,Jason Day,8
78,0,23983,Luke Donald,8
78,0,01313,Steve Elkington,8
78,0,01320,Bob Estes,8
78,0,10809,Jim Furyk,8
78,0,25900,Lucas Glover,8
78,0,20574,Mathew Goggin,8
78,0,12716,Charley Hoffman,8
78,0,21961,Charles Howell III,8
78,0,01553,John Huston,8
78,0,24024,Zach Johnson,8
78,0,10733,Kent Jones,8
78,0,06332,Neal Lancaster,8
78,0,01677,Tom Lehman,8
78,0,11032,Frank Lickliter II,8
78,0,01706,Davis Love III,8
78,0,01724,Jeff Maggert,8
78,0,12680,Shigeki Maruyama,8
78,0,27933,John Merrick,8
78,0,06515,Shaun Micheel,8
78,0,01810,Phil Mickelson,8
78,0,22046,Geoff Ogilvy,8
78,0,01948,Tim Petrovic,8
78,0,07749,Brett Quigley,8
78,0,23497,Tag Ridings,8
78,0,24502,Adam Scott,8
78,0,23788,D.J. Trahan,8
78,0,26668,Marc Turnesa,8
78,0,08385,Omar Uresti,8
78,0,26289,Boo Weekley,8
116,0,10885,Robert Allenby,7
116,0,22371,Aaron Baddeley,7
116,0,01226,Fred Couples,7
116,0,01261,Jay Delsing,7
116,0,10875,Todd Demsey,7
116,0,06251,Chris DiMarco,7
116,0,25686,Jason Dufner,7
116,0,22892,Jason Gore,7
116,0,06643,Paul Goydos,7
116,0,06575,Dudley Hart,7
116,0,20433,Mark Hensby,7
116,0,27141,J.B. Holmes,7
116,0,22378,Trevor Immelman,7
116,0,01577,Lee Janzen,7
116,0,23108,Matt Kuchar,7
116,0,27613,David Lutterus,7
116,0,24781,Hunter Mahan,7
116,0,27060,John Mallinger,7
116,0,27120,Troy Matteson,7
116,0,24140,Sean O'Hair,7
116,0,21949,Joe Ogilvie,7
116,0,28475,Jeff Overton,7
116,0,20663,Brenden Pappas,7
116,0,12660,Jesper Parnevik,7
116,0,25190,Jeff Quinney,7
116,0,22913,John Rollins,7
116,0,22405,Justin Rose,7
116,0,23621,Rory Sabbatini,7
116,0,27963,Chris Stroud,7
116,0,23322,Brett Wetterich,7
116,0,19913,Ron Whittaker,7
116,0,12602,Dean Wilson,7
148,0,21633,Steve Allan,6
148,0,23540,Jason Allred,6
148,0,23614,Rich Beem,6
148,0,10505,Shane Bertsch,6
148,0,24227,Justin Bolli,6
148,0,24925,Jonathan Byrd,6
148,0,01157,Tom Byrum,6
148,0,01161,Mark Calcavecchia,6
148,0,26500,Alejandro Cañizares,6
148,0,23135,Tim Clark,6
148,0,12826,Paul Claxton,6
148,0,06621,Joe Durant,6
148,0,01361,Dan Forsman,6
148,0,01381,Fred Funk,6
148,0,20157,Retief Goosen,6
148,0,20105,Jeff Gove,6
148,0,23718,Nathan Green,6
148,0,20378,Mathias Grönberg,6
148,0,01473,Todd Hamilton,6
148,0,08537,J.P. Hayes,6
148,0,21731,Freddie Jacobson,6
148,0,07547,Craig Kanada,6
148,0,06012,Greg Kraft,6
148,0,01685,J.L. Lewis,6
148,0,10585,Scott McCarron,6
148,0,06090,Jim McGovern,6
148,0,24449,Parker McLachlin,6
148,0,01823,Larry Mize,6
148,0,26596,Ryan Moore,6
148,0,25345,Carl Pettersson,6
148,0,22548,Patrick Sheehan,6
148,0,27649,Brandt Snedeker,6
148,0,12309,Bob Sowards,6
148,0,08845,Scott Sterling,6
148,0,06527,Steve Stricker,6
148,0,23325,Vaughn Taylor,6
148,0,22582,Kyle Thompson,6
148,0,28780,Nicholas Thompson,6
148,0,26951,Johnson Wagner,6
148,0,25632,Jimmy Walker,6
148,0,23349,Charles Warren,6
148,0,20436,Garrett Willis,6
190,0,01024,Billy Andrade,5
190,0,19803,Ryan Armour,5
190,0,19824,Craig Barlow,5
190,0,06214,Guy Boros,5
190,0,01116,Michael Bradley,5
190,0,01139,Olin Browne,5
190,0,01142,Bart Bryant,5
190,0,06522,Ernie Els,5
190,0,10117,Bob Heintz,5
190,0,06573,Brandt Jobe,5
190,0,23157,Richard Johnson,5
190,0,26420,Richard Johnson,5
190,0,25234,Jason Knutzon,5
190,0,12705,Cliff Kresge,5
190,0,22806,Doug LaBelle II,5
190,0,20382,Stephen Leaney,5
190,0,10565,Ian Leggatt,5
190,0,01707,Steve Lowery,5
190,0,01761,Len Mattiace,5
190,0,01797,Rocco Mediate,5
190,0,01928,Corey Pavin,5
190,0,25240,D.A. Points,5
190,0,10213,Dicky Pride,5
190,0,10649,Tom Scherrer,5
190,0,08375,Paul Stankowski,5
190,0,20396,Lee Westwood,5
190,0,10425,Jay Williamson,5
217,0,07223,Brian Bateman,4
217,0,01093,Ronnie Black,4
217,0,24507,Jason Bohn,4
217,0,25273,Andrew Buckle,4
217,0,19972,José Coceres,4
217,0,24494,Erik Compton,4
217,0,01249,John Daly,4
217,0,19881,Robert Damron,4
217,0,09011,David Duval,4
217,0,20585,Niclas Fasth,4
217,0,21461,Kenneth Ferrie,4
217,0,21805,Harrison Frazar,4
217,0,26631,Cody Freeman,4
217,0,30750,Tommy Gainey,4
217,0,19958,Miguel Angel Jiménez,4
217,0,22986,Søren Kjeldsen,4
217,0,30711,Colt Knost,4
217,0,29926,Danny Lee,4
217,0,24748,WC Liang,4
217,0,25972,Pablo Martin Benavides,4
217,0,21470,Daisuke Maruyama,4
217,0,22122,Andrew McLardy,4
217,0,23821,Yusaku Miyazato,4
217,0,24138,Ian Poulter,4
217,0,21959,Ted Purdy,4
217,0,27072,Alvaro Quiros,4
217,0,26882,Michael Sim,4
217,0,29221,Webb Simpson,4
217,0,20686,Jeev Milkha Singh,4
217,0,02104,Jeff Sluman,4
217,0,21528,Henrik Stenson,4
217,0,23969,Graeme Storm,4
217,0,02166,Chip Sullivan,4
217,0,06078,Esteban Toledo,4
217,0,27064,Jhonattan Vegas,4
217,0,26497,Casey Wittenberg,4
253,0,01042,Paul Azinger,3
253,0,20029,Notah Begay III,3
253,0,27958,Ryan Blaum,3
253,0,27766,Casey Bourque,3
253,0,08835,Kris Cox,3
