RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,28158,Steve Marino,18
2,0,07867,Woody Austin,15
2,0,02239,Scott Verplank,15
4,0,23353,J.J. Henry,13
5,0,20160,Charlie Wi,12
6,0,27936,Martin Laird,11
6,0,23320,Ryan Palmer,11
8,0,24924,Bill Haas,10
9,0,21350,Ryuji Imada,9
9,0,02206,David Toms,9
9,0,27095,Nick Watney,9
9,0,10423,Mike Weir,9
13,0,06004,Stephen Ames,8
13,0,20574,Mathew Goggin,8
13,0,12716,Charley Hoffman,8
13,0,01948,Tim Petrovic,8
13,0,06595,Kevin Sutherland,8
18,0,22371,Aaron Baddeley,7
18,0,12510,Chad Campbell,7
18,0,01320,Bob Estes,7
18,0,06643,Paul Goydos,7
18,0,24140,Sean O'Hair,7
23,0,06621,Joe Durant,6
23,0,01313,Steve Elkington,6
23,0,26300,Matt Jones,6
23,0,24781,Hunter Mahan,6
23,0,27120,Troy Matteson,6
23,0,24490,George McNeill,6
23,0,28475,Jeff Overton,6
23,0,20572,Rod Pampling,6
23,0,23325,Vaughn Taylor,6
23,0,25804,Bubba Watson,6
33,0,10885,Robert Allenby,5
33,0,06214,Guy Boros,5
33,0,20229,Stewart Cink,5
33,0,27141,J.B. Holmes,5
33,0,21961,Charles Howell III,5
33,0,06332,Neal Lancaster,5
33,0,10860,Justin Leonard,5
33,0,01706,Davis Love III,5
33,0,01761,Len Mattiace,5
33,0,01766,Billy Mayfair,5
33,0,01797,Rocco Mediate,5
33,0,01810,Phil Mickelson,5
33,0,12660,Jesper Parnevik,5
33,0,22913,John Rollins,5
33,0,23797,Brett Rumford,5
33,0,27963,Chris Stroud,5
33,0,26289,Boo Weekley,5
50,0,06197,Michael Allen,4
50,0,12652,Cameron Beckman,4
50,0,23614,Rich Beem,4
50,0,01116,Michael Bradley,4
50,0,23135,Tim Clark,4
50,0,24494,Erik Compton,4
50,0,28089,Jason Day,4
50,0,01361,Dan Forsman,4
50,0,21805,Harrison Frazar,4
50,0,30750,Tommy Gainey,4
50,0,25900,Lucas Glover,4
50,0,22892,Jason Gore,4
50,0,01577,Lee Janzen,4
50,0,06573,Brandt Jobe,4
50,0,22122,Andrew McLardy,4
50,0,20663,Brenden Pappas,4
50,0,01941,Tom Pernice Jr.,4
50,0,23497,Tag Ridings,4
50,0,02104,Jeff Sluman,4
50,0,26679,Kevin Stadler,4
50,0,08845,Scott Sterling,4
50,0,27214,Kevin Streelman,4
50,0,06078,Esteban Toledo,4
50,0,26668,Marc Turnesa,4
50,0,08385,Omar Uresti,4
50,0,27064,Jhonattan Vegas,4
50,0,25632,Jimmy Walker,4
50,0,25349,Tim Wilkinson,4
78,0,23540,Jason Allred,3
78,0,20498,Briny Baird,3
78,0,27766,Casey Bourque,3
78,0,01132,Mark Brooks,3
78,0,24925,Jonathan Byrd,3
78,0,22621,Ben Curtis,3
78,0,21753,Brian Davis,3
78,0,01381,Fred Funk,3
78,0,10809,Jim Furyk,3
78,0,20433,Mark Hensby,3
78,0,07547,Craig Kanada,3
78,0,01823,Larry Mize,3
78,0,24361,Pat Perez,3
78,0,25594,Travis Perkins,3
78,0,07749,Brett Quigley,3
78,0,23621,Rory Sabbatini,3
78,0,26675,Jon Turcott,3
78,0,27770,Camilo Villegas,3
96,0,20098,Stuart Appleby,2
96,0,19803,Ryan Armour,2
96,0,01042,Paul Azinger,2
96,0,07223,Brian Bateman,2
96,0,10505,Shane Bertsch,2
96,0,24507,Jason Bohn,2
96,0,24227,Justin Bolli,2
96,0,25203,SSP Chawrasia,2
96,0,20850,Daniel Chopra,2
96,0,23409,James Driscoll,2
96,0,23125,Brad Elder,2
96,0,06522,Ernie Els,2
96,0,01329,Brad Faxon,2
96,0,21461,Kenneth Ferrie,2
96,0,24725,Richard Finch,2
96,0,24184,Alastair Forsyth,2
96,0,32495,Rob Grube,2
96,0,01473,Todd Hamilton,2
96,0,10117,Bob Heintz,2
96,0,21187,Hidemasa Hoshino,2
96,0,27613,David Lutterus,2
96,0,06090,Jim McGovern,2
96,0,07235,John Morse,2
96,0,22348,Nick O'Hern,2
96,0,22046,Geoff Ogilvy,2
96,0,32329,Stephen Poole,2
96,0,01978,Fran Quinn,2
96,0,25190,Jeff Quinney,2
96,0,26882,Michael Sim,2
96,0,27649,Brandt Snedeker,2
96,0,22582,Kyle Thompson,2
96,0,31114,Drew Weaver,2
96,0,26497,Casey Wittenberg,2
