RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
83,168,02054,Ken Schall,29.35,2319,79,24
85,168,01039,Perry Arthur,29.36,2026,69,23
85,168,01736,Roger Maltbie,29.36,1938,66,22
85,168,02292,Bob Wolcott,29.36,3494,119,25
88,168,01042,Paul Azinger,29.37,2232,76,25
88,168,01072,Chip Beck,29.37,2702,92,22
88,168,01306,David Edwards,29.37,2849,97,24
88,168,01723,Andrew Magee,29.37,2702,92,22
88,168,02223,Bob Tway,29.37,2232,76,22
93,168,01388,Robert Gamez,29.38,2321,79,22
94,169,01112,Charlie Bowles,29.39,2204,75,21
94,169,06150,Carl Cooper,29.39,2087,71,23
94,169,01261,Jay Delsing,29.39,2733,93,22
94,169,01323,Brad Fabel,29.39,2733,93,21
94,169,01984,Sam Randolph,29.39,2028,69,25
99,169,02303,Robert Wrenn,29.40,2617,89,23
100,170,01093,Ronnie Black,29.41,2235,76,23
100,170,01096,Phil Blackmar,29.41,2412,82,22
100,170,01458,Jerry Haas,29.41,2882,98,24
100,170,01475,Donnie Hammond,29.41,2235,76,17
100,170,01599,Steve Jones,29.41,2676,91,22
100,170,01837,Gil Morgan,29.41,2412,82,23
100,170,02095,Larry Silveira,29.41,2323,79,23
107,170,06010,Brad Bell,29.42,1677,57,20
107,170,01724,Jeff Maggert,29.42,2648,90,24
109,170,06197,Michael Allen,29.43,2531,86,24
110,172,01129,Bill Britton,29.44,2826,96,22
110,172,01783,Mark McCumber,29.44,2326,79,23
112,172,01320,Bob Estes,29.45,2945,100,24
112,172,01938,David Peoples,29.45,2857,97,17
112,172,06581,David Sutherland,29.45,2238,76,22
115,172,06332,Neal Lancaster,29.46,3241,110,23
115,172,02100,Tim Simpson,29.46,2445,83,25
117,172,02041,Bill Sander,29.47,1709,58,24
117,172,02256,Tom Watson,29.47,1503,51,25
117,172,06577,John Wilson,29.47,2505,85,22
120,172,01157,Tom Byrum,29.48,2948,100,21
120,172,01307,Joel Edwards,29.48,2535,86,23
122,172,01014,Fulton Allem,29.49,1976,67,20
122,172,01154,Bill Buttner,29.49,2330,79,24
122,172,02224,Greg Twiggs,29.49,2448,83,25
125,202,01203,Russ Cochran,29.51,2921,99,14
125,202,01444,Ken Green,29.51,2744,93,23
125,202,02111,Mike Smith,29.51,3010,102,24
128,202,01313,Steve Elkington,29.52,2686,91,24
129,202,01682,Wayne Levi,29.53,2215,75,25
129,202,01766,Billy Mayfair,29.53,3130,106,21
129,202,02311,Kim Young,29.53,1565,53,24
132,203,01040,Emlyn Aubrey,29.54,3102,105,23
132,203,01266,Clark Dennis,29.54,2363,80,22
132,203,01771,Blaine McCallister,29.54,2895,98,25
135,204,01926,Steve Pate,29.55,2837,96,24
136,204,01715,Mark Lye,29.56,2690,91,23
136,204,02090,Tom Sieckmann,29.56,2513,85,24
136,204,02170,Hal Sutton,29.56,2986,101,24
136,204,02190,Doug Tewell,29.56,2010,68,25
140,205,06140,Sean Murphy,29.57,2011,68,24
141,205,01633,Tom Kite,29.58,2633,89,25
141,205,01846,Jodie Mudd,29.58,1775,60,25
143,205,06072,Greg Whisman,29.60,2486,84,24
144,206,02321,Fuzzy Zoeller,29.61,1658,56,24
145,207,02298,Jim Woodward,29.62,2399,81,20
146,207,01219,John Cook,29.63,2726,92,24
147,209,06571,Bryan Norton,29.64,1897,64,24
147,209,02067,Ted Schulz,29.64,2934,99,22
149,209,01185,Brandel Chamblee,29.65,2461,83,24
149,209,01249,John Daly,29.65,3113,105,24
151,216,06016,Brad Lardon,29.69,1841,62,23
152,216,01626,Karl Kimball,29.70,2049,69,25
152,216,06048,Dicky Thompson,29.70,2554,86,26
154,216,01288,Ed Dougherty,29.71,3387,114,24
155,216,01078,Jim Benepe,29.73,2230,75,23
155,216,06579,Craig Rudolph,29.73,1992,67,23
157,217,02195,Leonard Thompson,29.74,2379,80,24
158,225,01945,Kenny Perry,29.76,2351,79,25
159,225,02167,Mike Sullivan,29.77,2620,88,24
160,226,01282,Trevor Dodds,29.79,2562,86,25
161,226,01662,Greg Ladehoff,29.82,2147,72,25
162,226,01143,Brad Bryant,29.83,2267,76,25
162,226,01797,Rocco Mediate,29.83,2506,84,25
164,227,02201,Jim Thorpe,29.84,2417,81,24
165,227,06034,Marco Dawson,29.85,2448,82,23
165,227,02023,Clarence Rose,29.85,1552,52,24
167,227,02101,Joey Sindelar,29.88,2809,94,24
168,228,01133,Billy Ray Brown,29.90,2811,94,22
169,228,01725,John Mahaffey,29.91,2094,70,23
169,228,02322,Richard Zokol,29.91,2064,69,25
171,229,06573,Brandt Jobe,29.92,1885,63,22
172,229,06284,Jim Hallet,29.93,3202,107,21
173,229,01878,Andy North,29.94,1587,53,21
174,229,01006,John Adams,29.96,2756,92,25
175,229,06118,Greg Bruckner,29.97,2967,99,24
176,229,02135,Mike Standly,29.99,2639,88,25
177,229,01690,Bruce Lietzke,30.00,2130,71,23
178,272,01156,Curt Byrum,30.04,2914,97,25
179,272,06044,Scott Gump,30.05,2765,92,24
180,273,01569,Peter Jacobsen,30.07,2165,72,25
180,273,02196,Robert Thompson,30.07,1834,61,21
182,274,01060,Dave Barr,30.16,2594,86,24
183,275,01550,Ed Humenik,30.21,2779,92,26
183,275,01971,Dillard Pruitt,30.21,2568,85,26
185,281,01469,Dan Halldorson,30.31,2607,86,25
186,283,01142,Bart Bryant,30.34,2852,94,25
187,285,01975,Tom Purtzer,30.39,2674,88,24
188,323,01191,Barry Cheesman,30.62,2082,68,24
189,324,01151,Clark Burroughs,30.65,1655,54,24
