RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,10809,Jim Furyk,43.14,792,1836
2,0,06088,Steve Gotsche,40.40,589,1458
3,0,01510,Nolan Henke,40.33,588,1458
4,0,06012,Greg Kraft,39.89,718,1800
5,0,01200,Keith Clearwater,39.86,495,1242
6,0,01607,Brian Kamm,39.69,643,1620
7,0,01766,Billy Mayfair,39.56,705,1782
8,0,01116,Michael Bradley,39.46,625,1584
9,0,02214,Kirk Triplett,39.44,710,1800
10,0,01414,Bob Gilder,39.41,603,1530
11,0,06197,Michael Allen,39.38,404,1026
12,0,02267,D.A. Weibring,39.22,586,1494
13,0,01475,Donnie Hammond,39.17,564,1440
14,0,06577,John Wilson,39.12,669,1710
15,0,02049,Gene Sauers,39.04,527,1350
16,0,06657,Steve Rintoul,39.00,674,1728
17,0,10860,Justin Leonard,38.99,772,1980
18,0,20095,Carl Paulson,38.98,435,1116
19,0,01701,Bob Lohr,38.89,665,1710
19,0,01925,Jerry Pate,38.89,490,1260
21,0,01096,Phil Blackmar,38.82,531,1368
22,0,06641,Jeff Leonard,38.81,503,1296
23,0,20094,Jonathan Kaye,38.80,454,1170
24,0,01458,Jerry Haas,38.75,572,1476
25,0,01353,Bruce Fleisher,38.73,481,1242
26,0,01905,Joe Ozaki,38.71,432,1116
27,0,01685,J.L. Lewis,38.50,589,1530
28,0,02226,Tray Tyner,38.48,568,1476
29,0,01320,Bob Estes,38.46,630,1638
30,0,06791,Mark Wurtz,38.43,581,1512
31,0,10425,Jay Williamson,38.38,449,1170
32,0,08537,J.P. Hayes,38.13,549,1440
33,0,06613,Tommy Tolles,37.76,537,1422
34,0,01996,Mike Reid,37.72,421,1116
35,0,01381,Fred Funk,37.70,760,2016
36,0,02111,Mike Smith,37.65,488,1296
37,0,01619,Skip Kendall,37.62,650,1728
38,0,01599,Steve Jones,37.50,540,1440
39,0,01891,David Ogrin,37.48,614,1638
39,0,02225,Howard Twitty,37.48,587,1566
41,0,08717,Kawika Cotner,37.47,553,1476
41,0,02190,Doug Tewell,37.47,371,990
43,0,01971,Dillard Pruitt,37.45,519,1386
44,0,10213,Dicky Pride,37.42,559,1494
45,0,07867,Woody Austin,37.33,766,2052
45,0,01175,Jim Carter,37.33,645,1728
47,0,02146,Payne Stewart,37.29,651,1746
48,0,01330,David Feherty,37.25,476,1278
49,0,01006,John Adams,37.24,543,1458
49,0,02279,Mark Wiebe,37.24,429,1152
51,0,02223,Bob Tway,37.23,630,1692
52,0,01927,Dennis Paulson,37.20,549,1476
53,0,01185,Brandel Chamblee,37.19,502,1350
54,0,01408,Kelly Gibson,37.18,676,1818
55,0,01943,Chris Perry,37.16,582,1566
56,0,01098,Jay Don Blake,37.14,575,1548
57,0,01201,Lennie Clements,37.10,621,1674
58,0,08931,Glen Day,37.06,607,1638
58,0,01374,Robin Freeman,37.06,647,1746
58,0,02239,Scott Verplank,37.06,567,1530
61,0,10569,Mike Brisky,37.04,580,1566
61,0,06575,Dudley Hart,37.04,640,1728
63,0,10215,Charlie Rymer,36.96,499,1350
64,0,06251,Chris DiMarco,36.93,585,1584
65,0,06034,Marco Dawson,36.92,545,1476
66,0,06048,Dicky Thompson,36.90,465,1260
67,0,01992,Don Reese,36.89,498,1350
68,0,01945,Kenny Perry,36.88,624,1692
69,0,01920,Craig Parry,36.84,504,1368
70,0,01938,David Peoples,36.82,338,918
71,0,02135,Mike Standly,36.80,616,1674
72,0,01388,Robert Gamez,36.79,543,1476
73,0,02242,Lanny Wadkins,36.72,390,1062
74,0,02180,Harry Taylor,36.67,561,1530
75,0,02218,Ted Tryba,36.65,686,1872
76,0,01203,Russ Cochran,36.63,534,1458
77,0,08563,Bruce Vaughan,36.62,613,1674
78,0,01093,Ronnie Black,36.54,592,1620
79,0,01864,Larry Nelson,36.51,368,1008
80,0,02167,Mike Sullivan,36.50,565,1548
81,0,01682,Wayne Levi,36.43,341,936
82,0,06332,Neal Lancaster,36.42,590,1620
83,0,01707,Steve Lowery,36.34,700,1926
84,0,01334,Keith Fergus,36.31,536,1476
85,0,01723,Andrew Magee,36.24,561,1548
86,0,01960,Don Pooley,36.22,502,1386
87,0,01072,Chip Beck,36.20,606,1674
88,0,01196,Brian Claar,36.17,625,1728
89,0,01129,Bill Britton,36.15,436,1206
89,0,01837,Gil Morgan,36.15,462,1278
91,0,01771,Blaine McCallister,36.11,585,1620
92,0,01266,Clark Dennis,36.05,597,1656
93,0,01361,Dan Forsman,36.00,499,1386
94,0,06090,Jim McGovern,35.91,627,1746
95,0,08337,Mike Heinen,35.89,562,1566
96,0,01378,David Frost,35.88,465,1296
96,0,02010,Loren Roberts,35.88,536,1494
98,0,01748,Doug Martin,35.81,593,1656
99,0,02099,Scott Simpson,35.73,566,1584
100,0,06522,Ernie Els,35.65,385,1080
101,0,01261,Jay Delsing,35.64,494,1386
102,0,01550,Ed Humenik,35.57,557,1566
103,0,01040,Emlyn Aubrey,35.53,550,1548
104,0,01527,Scott Hoch,35.50,639,1800
105,0,01132,Mark Brooks,35.48,594,1674
106,0,01024,Billy Andrade,35.37,573,1620
107,0,01823,Larry Mize,35.32,445,1260
108,0,02094,Tony Sills,35.31,464,1314
109,0,09011,David Duval,35.27,565,1602
110,0,06315,Pete Jordan,35.22,374,1062
111,0,07101,Dave Stockton Jr.,35.19,589,1674
112,0,01161,Mark Calcavecchia,35.13,664,1890
113,0,01307,Joel Edwards,35.03,599,1710
114,0,01331,Rick Fehr,35.01,479,1368
115,0,06214,Guy Boros,34.99,611,1746
115,0,10145,Tom Hearn,34.99,359,1026
117,0,01553,John Huston,34.98,510,1458
118,0,06617,Brian Henninger,34.95,497,1422
119,0,01444,Ken Green,34.94,434,1242
120,0,02104,Jeff Sluman,34.93,635,1818
120,0,02148,Ray Stewart,34.93,415,1188
122,0,10585,Scott McCarron,34.92,484,1386
122,0,02008,Lee Rinker,34.92,572,1638
124,0,01887,Mark O'Meara,34.90,603,1728
125,0,06809,Bob Burns,34.87,521,1494
126,0,01926,Steve Pate,34.80,595,1710
127,0,01385,Jim Gallagher Jr.,34.74,619,1782
128,0,01549,Mike Hulbert,34.69,637,1836
129,0,08375,Paul Stankowski,34.68,568,1638
130,0,01035,Tommy Armour III,34.66,574,1656
131,0,06044,Scott Gump,34.59,579,1674
132,0,01975,Tom Purtzer,34.58,361,1044
133,0,01706,Davis Love III,34.52,553,1602
134,0,01705,Tim Loustalot,34.44,341,990
135,0,01143,Brad Bryant,34.33,587,1710
135,0,02159,Curtis Strange,34.33,519,1512
137,0,06527,Steve Stricker,34.27,512,1494
138,0,20051,Joe Acosta Jr.,34.23,456,1332
139,0,07721,Pat Bates,34.22,499,1458
139,0,02133,Craig Stadler,34.22,425,1242
141,0,08385,Omar Uresti,34.14,590,1728
142,0,01249,John Daly,34.07,460,1350
143,0,07569,Mark Carnevale,34.05,472,1386
144,0,07235,John Morse,34.04,435,1278
145,0,01418,Bill Glasson,34.02,447,1314
146,0,02170,Hal Sutton,33.98,575,1692
147,0,01329,Brad Faxon,33.97,532,1566
147,0,01468,Gary Hallberg,33.97,477,1404
149,0,01724,Jeff Maggert,33.95,495,1458
150,0,01014,Fulton Allem,33.94,336,990
151,0,01156,Curt Byrum,33.86,646,1908
152,0,01042,Paul Azinger,33.77,462,1368
152,0,01797,Rocco Mediate,33.77,310,918
152,0,02246,Duffy Waldorf,33.77,547,1620
155,0,01577,Lee Janzen,33.74,583,1728
156,0,01060,Dave Barr,33.68,479,1422
157,0,06643,Paul Goydos,33.64,660,1962
158,0,02241,Bobby Wadkins,33.62,581,1728
159,0,01457,Jay Haas,33.59,532,1584
160,0,02245,Grant Waite,33.47,506,1512
161,0,01690,Bruce Lietzke,33.44,319,954
162,0,02131,Mike Springer,33.42,403,1206
163,0,01968,Nick Price,33.25,395,1188
164,0,01725,John Mahaffey,33.20,484,1458
165,0,12660,Jesper Parnevik,33.08,387,1170
166,0,01306,David Edwards,33.03,440,1332
167,0,01142,Bart Bryant,32.93,486,1476
168,0,02101,Joey Sindelar,32.86,420,1278
169,0,01633,Tom Kite,32.82,514,1566
170,0,06124,Patrick Burke,32.81,443,1350
171,0,06567,Vijay Singh,32.77,466,1422
172,0,06386,Bill Porter,32.75,448,1368
173,0,01928,Corey Pavin,32.70,465,1422
174,0,01133,Billy Ray Brown,32.65,382,1170
175,0,01783,Mark McCumber,32.41,385,1188
175,0,01810,Phil Mickelson,32.41,455,1404
177,0,01235,Ben Crenshaw,32.29,465,1440
178,0,01313,Steve Elkington,31.69,405,1278
179,0,01876,Greg Norman,31.32,327,1044
180,0,01226,Fred Couples,31.07,302,972
181,0,01569,Peter Jacobsen,31.06,520,1674
182,0,01326,Nick Faldo,31.02,402,1296
183,0,01986,Joey Rassett,30.71,304,990
184,0,02321,Fuzzy Zoeller,30.61,303,990
185,0,01219,John Cook,29.43,445,1512
186,0,01890,Brett Ogle,29.25,337,1152
187,0,02256,Tom Watson,28.77,290,1008
188,0,01677,Tom Lehman,28.72,336,1170
