RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,06527,Steve Stricker,1.818,101.807,77.428,24.378,56
2,0,20157,Retief Goosen,1.598,84.708,48.581,36.128,53
3,0,10809,Jim Furyk,1.564,93.844,69.521,24.324,60
4,0,23983,Luke Donald,1.493,79.146,32.801,46.346,53
5,0,23108,Matt Kuchar,1.461,109.552,62.058,47.492,75
6,0,25364,Paul Casey,1.411,62.098,25.839,36.258,44
7,0,06522,Ernie Els,1.322,72.733,54.567,18.164,55
8,0,22405,Justin Rose,1.195,83.677,66.643,17.031,70
9,0,23623,Bo Van Pelt,1.192,103.730,94.919,8.809,87
10,0,10885,Robert Allenby,1.156,70.505,61.855,8.646,61
11,0,20766,Padraig Harrington,1.063,46.756,35.145,11.609,44
12,0,01810,Phil Mickelson,1.001,57.079,65.598,-8.519,57
13,0,12716,Charley Hoffman,.995,76.610,68.472,8.138,77
14,0,24357,K.J. Choi,.984,60.047,56.572,3.475,61
15,0,30925,Dustin Johnson,.979,61.665,54.730,6.932,63
16,0,27141,J.B. Holmes,.936,82.360,76.407,5.953,88
17,0,24924,Bill Haas,.918,68.885,73.859,-4.976,75
18,0,27095,Nick Watney,.915,63.129,55.635,7.492,69
19,0,23541,Ben Crane,.862,56.913,39.197,17.712,66
19,0,24502,Adam Scott,.862,44.806,83.693,-38.883,52
21,0,25396,Kevin Na,.854,64.890,27.499,37.389,76
22,0,23135,Tim Clark,.832,56.586,38.331,18.255,68
23,0,20229,Stewart Cink,.827,53.779,40.831,12.947,65
24,0,32102,Rickie Fowler,.793,65.831,55.222,10.606,83
25,0,24024,Zach Johnson,.792,59.422,15.742,43.681,75
26,0,21961,Charles Howell III,.784,70.516,29.652,40.861,90
27,0,23638,Brendon de Jonge,.762,69.312,68.867,.443,91
28,0,06567,Vijay Singh,.753,42.931,85.134,-42.204,57
29,0,28089,Jason Day,.738,52.374,53.382,-1.008,71
30,0,12602,Dean Wilson,.736,34.606,-2.058,36.666,47
31,0,22046,Geoff Ogilvy,.735,36.761,18.213,18.547,50
32,0,21731,Freddie Jacobson,.722,55.574,36.890,18.684,77
33,0,28237,Rory McIlroy,.714,28.543,37.758,-9.214,40
34,0,25804,Bubba Watson,.695,46.580,51.611,-5.032,67
35,0,02206,David Toms,.693,48.520,30.342,18.174,70
36,0,27770,Camilo Villegas,.691,38.717,60.883,-22.166,56
37,0,26596,Ryan Moore,.687,41.888,23.473,18.414,61
38,0,20160,Charlie Wi,.679,60.446,10.700,49.745,89
39,0,24781,Hunter Mahan,.665,44.530,39.925,4.603,67
40,0,12510,Chad Campbell,.645,52.228,60.763,-8.535,81
41,0,28475,Jeff Overton,.630,44.734,15.746,28.988,71
42,0,08725,Tom Gillis,.616,55.451,23.529,31.921,90
43,0,24140,Sean O'Hair,.615,39.954,45.300,-5.347,65
44,0,20645,John Senden,.608,52.938,65.191,-12.255,87
45,0,24846,Ricky Barnes,.604,50.118,48.141,1.975,83
46,0,22293,Heath Slocum,.580,42.333,61.077,-18.744,73
47,0,24361,Pat Perez,.572,47.480,16.045,31.430,83
47,0,27649,Brandt Snedeker,.572,42.876,8.142,34.734,75
49,0,28158,Steve Marino,.567,35.720,19.350,16.366,63
50,0,27466,Spencer Levin,.564,55.243,42.454,12.789,98
51,0,08375,Paul Stankowski,.561,29.748,12.340,17.409,53
52,0,01313,Steve Elkington,.557,32.861,13.333,19.528,59
53,0,25345,Carl Pettersson,.554,46.016,-21.823,67.836,83
54,0,06004,Stephen Ames,.553,38.142,12.824,25.319,69
55,0,10860,Justin Leonard,.539,38.840,25.652,13.188,72
56,0,20127,Chris Riley,.538,33.896,22.103,11.790,63
57,0,24925,Jonathan Byrd,.524,42.989,40.301,2.685,82
58,0,19846,Brian Gay,.518,42.478,-17.275,59.751,82
59,0,23800,Bryce Molder,.507,37.016,2.446,34.567,73
60,0,22913,John Rollins,.497,37.264,53.217,-15.954,75
61,0,26300,Matt Jones,.495,39.598,-1.634,41.231,80
62,0,23788,D.J. Trahan,.494,40.509,78.977,-38.469,82
63,0,06515,Shaun Micheel,.487,25.826,13.281,12.545,53
64,0,06621,Joe Durant,.481,27.414,44.148,-16.735,57
65,0,06595,Kevin Sutherland,.468,36.486,43.541,-7.056,78
66,0,24507,Jason Bohn,.430,31.852,22.438,9.414,74
67,0,26851,Marc Leishman,.418,30.066,40.522,-10.459,72
68,0,01945,Kenny Perry,.401,22.462,36.113,-13.650,56
69,0,27436,Graham DeLaet,.396,30.104,57.139,-27.036,76
70,0,23325,Vaughn Taylor,.387,30.602,35.250,-4.647,79
71,0,23353,J.J. Henry,.360,28.472,11.116,17.356,79
71,0,02239,Scott Verplank,.360,20.178,18.071,2.103,56
73,0,20593,Greg Chalmers,.354,30.792,-36.907,67.700,87
74,0,11123,Chris Couch,.307,18.122,.144,17.975,59
75,0,25900,Lucas Glover,.297,17.535,24.568,-7.035,59
76,0,23320,Ryan Palmer,.294,20.868,-9.871,30.735,71
77,0,21350,Ryuji Imada,.286,24.053,-22.256,46.306,84
78,0,28620,Aron Price,.259,16.039,14.962,1.077,62
79,0,20848,Ángel Cabrera,.249,12.699,20.422,-7.724,51
79,0,01948,Tim Petrovic,.249,23.384,23.972,-.589,94
81,0,26882,Michael Sim,.235,12.429,-14.975,27.402,53
