RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,24140,Sean O'Hair,66.7,52,78,-10.00
2,0,29289,S.Y. Noh,62.5,40,64,-10.00
3,0,27129,Luke List,62.3,33,53,-2.00
4,0,27644,Brian Harman,61.4,54,88,-3.00
5,0,29268,Bronson Burgoon,60.7,37,61,-5.00
6,0,35539,Luke Guthrie,60.6,20,33,-7.00
7,0,25364,Paul Casey,59.1,26,44,-2.00
8,0,32757,Patton Kizzire,58.6,34,58,-9.00
9,0,34046,Jordan Spieth,57.7,41,71,-11.00
10,0,26331,Charl Schwartzel,57.4,31,54,-6.00
11,0,28089,Jason Day,57.1,32,56,-10.00
11,0,25396,Kevin Na,57.1,28,49,-3.00
13,0,36689,Brooks Koepka,56.7,34,60,-8.00
14,0,23108,Matt Kuchar,56.5,35,62,-7.00
15,0,29222,Billy Hurley III,56.3,27,48,-8.00
15,0,36699,Patrick Rodgers,56.3,36,64,-7.00
17,0,23638,Brendon de Jonge,56.1,32,57,-4.00
18,0,33141,Keegan Bradley,56.0,28,50,-3.00
19,0,30944,Jason Kokrak,55.9,38,68,-13.00
20,0,24502,Adam Scott,55.8,29,52,-1.00
21,0,32150,Michael Thompson,55.6,25,45,-3.00
21,0,21878,Mark Wilson,55.6,20,36,-2.00
23,0,23320,Ryan Palmer,55.4,46,83,-7.00
24,0,20472,Alex Cejka,55.0,22,40,-5.00
25,0,33448,Justin Thomas,54.7,35,64,-3.00
26,0,27064,Jhonattan Vegas,54.5,48,88,-6.00
27,0,32876,Martin Piller,54.4,31,57,-4.00
27,0,33418,Shawn Stefani,54.4,37,68,-9.00
29,0,29420,Billy Horschel,54.3,25,46,-7.00
30,0,39975,Michael Kim,54.2,58,107,-15.00
31,0,01810,Phil Mickelson,54.1,33,61,-11.00
32,0,32366,Kevin Chappell,54.0,34,63,-5.00
32,0,27214,Kevin Streelman,54.0,27,50,-5.00
34,0,22405,Justin Rose,53.8,14,26,-3.00
35,0,28114,Dawie van der Walt,53.7,29,54,-4.00
36,0,23541,Ben Crane,53.6,30,56,-8.00
36,0,29518,Brendan Steele,53.6,30,56,-6.00
36,0,34264,Hudson Swafford,53.6,45,84,-15.00
39,0,28237,Rory McIlroy,53.5,23,43,-7.00
40,0,21961,Charles Howell III,53.4,39,73,-6.00
41,0,12510,Chad Campbell,53.2,33,62,-12.00
