RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
48,0,31202,William McGirt,60.76,350,576
49,0,33418,Shawn Stefani,60.57,318,525
50,0,35539,Luke Guthrie,60.55,221,365
51,0,25720,Chad Collins,60.53,299,494
52,0,37273,Derek Ernst,60.52,210,347
53,0,25198,Francesco Molinari,60.40,244,404
54,0,25892,Steve Wheatcroft,60.36,335,555
54,0,21878,Mark Wilson,60.36,236,391
56,0,26851,Marc Leishman,60.34,324,537
57,0,30163,Henrik Norlander,60.31,231,383
58,0,21731,Freddie Jacobson,60.29,328,544
59,0,20157,Retief Goosen,60.16,222,369
59,0,31323,Gary Woodland,60.16,308,512
61,0,26596,Ryan Moore,60.12,300,499
62,0,32200,Roberto Castro,60.11,324,539
63,0,34099,Harris English,60.10,369,614
64,0,20766,Padraig Harrington,60.00,216,360
65,0,36801,Mark Hubbard,59.97,382,637
66,0,24846,Ricky Barnes,59.86,343,573
67,0,10213,Dicky Pride,59.79,223,373
68,0,27974,Sung Kang,59.74,325,544
69,0,26331,Charl Schwartzel,59.64,235,394
70,0,30925,Dustin Johnson,59.58,283,475
71,0,34409,David Lingmerth,59.57,305,512
72,0,27942,Rob Oppenheim,59.56,246,413
73,0,27770,Camilo Villegas,59.55,321,539
74,0,24502,Adam Scott,59.50,238,400
75,0,29221,Webb Simpson,59.42,246,414
76,0,27466,Spencer Levin,59.41,360,606
77,0,27747,Hiroshi Iwata,59.34,359,605
78,0,25493,Nick Taylor,59.26,288,486
79,0,32366,Kevin Chappell,59.15,333,563
80,0,20645,John Senden,59.13,285,482
81,0,31416,Derek Fathauer,59.10,380,643
82,0,29974,Branden Grace,59.05,212,359
83,0,29479,Scott Brown,59.03,327,554
84,0,27064,Jhonattan Vegas,58.97,299,507
85,0,31557,Jim Herman,58.96,339,575
86,0,25572,Graeme McDowell,58.85,226,384
87,0,34466,Peter Malnati,58.79,341,580
88,0,28237,Rory McIlroy,58.70,199,339
89,0,25396,Kevin Na,58.53,326,557
90,0,32876,Martin Piller,58.47,214,366
91,0,35532,Tom Hoge,58.46,304,520
92,0,30944,Jason Kokrak,58.37,293,502
92,0,27936,Martin Laird,58.37,265,454
94,0,29268,Bronson Burgoon,58.33,280,480
94,0,26289,Boo Weekley,58.33,280,480
96,0,22892,Jason Gore,58.30,260,446
97,0,33399,Adam Hadwin,58.27,331,568
97,0,29485,Brett Stegmaier,58.27,296,508
99,0,33461,Morgan Hoffmann,58.24,258,443
100,0,34265,Will Wilcox,58.18,249,428
101,0,36699,Patrick Rodgers,58.17,274,471
102,0,22405,Justin Rose,58.10,208,358
103,0,30692,Scott Stallings,58.08,248,427
104,0,37454,Whee Kim,58.00,279,481
105,0,29745,Tyler Aldridge,57.96,284,490
105,0,29725,Tony Finau,57.96,346,597
107,0,32640,Troy Merritt,57.93,296,511
108,0,25240,D.A. Points,57.86,184,318
109,0,26951,Johnson Wagner,57.81,274,474
110,0,24140,Sean O'Hair,57.79,304,526
111,0,12716,Charley Hoffman,57.75,324,561
112,0,25632,Jimmy Walker,57.71,307,532
113,0,21209,Sergio Garcia,57.66,158,274
114,0,23320,Ryan Palmer,57.63,287,498
115,0,35545,Blayne Barber,57.62,276,479
116,0,32150,Michael Thompson,57.49,238,414
117,0,25818,Scott Piercy,57.29,283,494
118,0,29289,S.Y. Noh,57.25,296,517
119,0,10809,Jim Furyk,57.24,170,297
120,0,24912,Will MacKenzie,57.23,277,484
121,0,25834,Daniel Summerhays,57.21,377,659
122,0,29926,Danny Lee,57.19,334,584
123,0,25900,Lucas Glover,57.18,219,383
124,0,33419,Cameron Tringale,57.14,272,476
125,0,28158,Steve Marino,56.97,237,416
126,0,27963,Chris Stroud,56.96,274,481
127,0,40026,Daniel Berger,56.95,295,518
128,0,24494,Erik Compton,56.93,267,469
129,0,29478,Kevin Kisner,56.88,335,589
130,0,27141,J.B. Holmes,56.68,263,464
131,0,45526,Abraham Ancer,56.67,187,330
132,0,28679,Fabián Gómez,56.59,292,516
132,0,29223,Sam Saunders,56.59,236,417
134,0,37189,Harold Varner III,56.53,316,559
135,0,06567,Vijay Singh,56.52,273,483
136,0,23638,Brendon de Jonge,56.49,283,501
137,0,23621,Rory Sabbatini,56.48,196,347
138,0,31420,Anirban Lahiri,56.40,260,461
139,0,25686,Jason Dufner,56.39,309,548
140,0,26300,Matt Jones,56.26,292,519
141,0,32757,Patton Kizzire,56.24,320,569
142,0,22046,Geoff Ogilvy,56.22,217,386
143,0,24461,Thomas Aiken,56.21,199,354
144,0,24507,Jason Bohn,56.16,228,406
145,0,35879,Kelly Kraft,56.07,194,346
146,0,35732,Wes Roach,56.04,204,364
147,0,29476,Kyle Reifers,55.95,362,647
148,0,29720,Andres Gonzales,55.79,265,475
149,0,34431,Robert Streb,55.77,285,511
150,0,32448,James Hahn,55.72,302,542
151,0,33448,Justin Thomas,55.56,330,594
152,0,36689,Brooks Koepka,55.53,231,416
153,0,35891,Cameron Smith,55.29,256,463
154,0,24781,Hunter Mahan,55.26,226,409
155,0,30110,Kyle Stanley,55.13,290,526
156,0,20848,Ángel Cabrera,55.10,227,412
156,0,31646,Emiliano Grillo,55.10,281,510
158,0,34264,Hudson Swafford,54.97,321,584
159,0,46440,Smylie Kaufman,54.87,293,534
160,0,32618,Rhein Gibson,54.84,170,310
160,0,33413,Ben Martin,54.84,289,527
162,0,29518,Brendan Steele,54.76,259,473
163,0,06522,Ernie Els,54.66,252,461
163,0,23325,Vaughn Taylor,54.66,252,461
165,0,33141,Keegan Bradley,54.57,245,449
166,0,29420,Billy Horschel,54.55,222,407
167,0,26329,Louis Oosthuizen,54.21,174,321
168,0,34563,Chesson Hadley,54.05,267,494
169,0,33204,Shane Lowry,53.91,186,345
170,0,20229,Stewart Cink,53.54,174,325
171,0,24490,George McNeill,53.50,176,329
172,0,24358,Robert Garrigus,53.48,192,359
173,0,23353,J.J. Henry,53.11,205,386
174,0,27214,Kevin Streelman,52.97,241,455
175,0,35300,Andrew Loupe,52.83,261,494
176,0,25804,Bubba Watson,52.74,202,383
177,0,20104,Ken Duke,52.53,208,396
177,0,35451,Scott Pinckney,52.53,249,474
179,0,27436,Graham DeLaet,52.39,197,376
180,0,28114,Dawie van der Walt,52.03,218,419
181,0,20691,Greg Owen,51.70,228,441
182,0,10885,Robert Allenby,50.75,169,333
183,0,28092,D.H. Lee,50.61,207,409
184,0,33667,Carlos Ortiz,50.00,240,480
185,0,25274,Steven Bowditch,49.14,286,582
