RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,06527,Steve Stricker,66.01,233,353
2,0,23800,Bryce Molder,65.38,355,543
3,0,20472,Alex Cejka,65.03,251,386
4,0,01810,Phil Mickelson,64.32,283,440
5,0,22371,Aaron Baddeley,64.30,380,591
6,0,23983,Luke Donald,64.15,331,516
7,0,08075,Jerry Kelly,64.04,292,456
8,0,34360,Patrick Reed,63.97,403,630
9,0,34046,Jordan Spieth,63.93,319,499
10,0,25349,Tim Wilkinson,63.66,275,432
11,0,28475,Jeff Overton,63.59,269,423
12,0,24924,Bill Haas,63.30,307,485
13,0,34262,Jon Curran,63.28,417,659
14,0,20098,Stuart Appleby,63.26,303,479
15,0,26476,Chez Reavie,62.75,310,494
16,0,40058,Zac Blair,62.73,404,644
16,0,30926,Chris Kirk,62.73,345,550
16,0,27649,Brandt Snedeker,62.73,345,550
19,0,34261,Scott Langley,62.35,255,409
20,0,37455,Si Woo Kim,62.32,430,690
21,0,12510,Chad Campbell,62.21,321,516
21,0,32102,Rickie Fowler,62.21,265,426
23,0,31560,Brian Stuard,62.16,271,436
24,0,24024,Zach Johnson,62.11,341,549
25,0,34174,John Huh,62.09,321,517
26,0,28089,Jason Day,61.92,252,407
27,0,30711,Colt Knost,61.90,333,538
28,0,33122,Russell Knox,61.86,300,485
28,0,33410,Andrew Landry,61.86,193,312
30,0,20572,Rod Pampling,61.73,200,324
31,0,23541,Ben Crane,61.65,307,498
32,0,29222,Billy Hurley III,61.63,273,443
33,0,24357,K.J. Choi,61.54,280,455
34,0,23108,Matt Kuchar,61.51,342,556
35,0,30927,Brendon Todd,61.46,319,519
36,0,25364,Paul Casey,61.44,239,389
36,0,29461,Jamie Lovemark,61.44,349,568
38,0,27644,Brian Harman,61.40,404,658
39,0,39975,Michael Kim,61.25,392,640
40,0,26758,David Hearn,61.14,332,543
41,0,34098,Russell Henley,61.06,265,434
42,0,27895,Jonas Blixt,61.05,326,534
43,0,02206,David Toms,61.04,235,385
44,0,21961,Charles Howell III,60.88,319,524
44,0,27129,Luke List,60.88,277,455
46,0,32839,Hideki Matsuyama,60.86,255,419
47,0,28132,Tyrone Van Aswegen,60.84,393,646
