RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
80,0,10860,Justin Leonard,49
80,0,33413,Ben Martin,49
80,0,24140,Sean O'Hair,49
80,0,22046,Geoff Ogilvy,49
80,0,24361,Pat Perez,49
80,0,25240,D.A. Points,49
80,0,27214,Kevin Streelman,49
80,0,27095,Nick Watney,49
80,0,25349,Tim Wilkinson,49
80,0,31323,Gary Woodland,49
80,0,24663,Y.E. Yang,49
106,0,12510,Chad Campbell,48
106,0,32366,Kevin Chappell,48
106,0,20229,Stewart Cink,48
106,0,23638,Brendon de Jonge,48
106,0,25191,Gonzalo Fernandez-Castaño,48
106,0,28500,Martin Flores,48
106,0,29740,Brad Fritsch,48
106,0,10809,Jim Furyk,48
106,0,30750,Tommy Gainey,48
106,0,29535,Brice Garnett,48
106,0,24358,Robert Garrigus,48
106,0,24924,Bill Haas,48
106,0,34563,Chesson Hadley,48
106,0,27141,J.B. Holmes,48
106,0,24024,Zach Johnson,48
106,0,34409,David Lingmerth,48
106,0,32839,Hideki Matsuyama,48
106,0,31202,William McGirt,48
106,0,26329,Louis Oosthuizen,48
106,0,25345,Carl Pettersson,48
106,0,34360,Patrick Reed,48
106,0,30692,Scott Stallings,48
106,0,29425,Andrew Svoboda,48
106,0,34264,Hudson Swafford,48
106,0,20160,Charlie Wi,48
131,0,10885,Robert Allenby,47
131,0,20498,Briny Baird,47
131,0,24507,Jason Bohn,47
131,0,32200,Roberto Castro,47
131,0,28089,Jason Day,47
131,0,20104,Ken Duke,47
131,0,06522,Ernie Els,47
131,0,22378,Trevor Immelman,47
131,0,33122,Russell Knox,47
131,0,27936,Martin Laird,47
131,0,01706,Davis Love III,47
131,0,23800,Bryce Molder,47
131,0,33419,Cameron Tringale,47
131,0,32333,Kevin Tway,47
131,0,28132,Tyrone Van Aswegen,47
131,0,26951,Johnson Wagner,47
131,0,25804,Bubba Watson,47
131,0,10423,Mike Weir,47
149,0,25274,Steven Bowditch,46
149,0,34021,Bud Cauley,46
149,0,37273,Derek Ernst,46
149,0,32448,James Hahn,46
149,0,31557,Jim Herman,46
149,0,21961,Charles Howell III,46
149,0,27466,Spencer Levin,46
149,0,01724,Jeff Maggert,46
149,0,27933,John Merrick,46
149,0,31193,Jim Renner,46
149,0,22913,John Rollins,46
149,0,06567,Vijay Singh,46
149,0,27330,Josh Teater,46
149,0,28780,Nicholas Thompson,46
149,0,27064,Jhonattan Vegas,46
149,0,34265,Will Wilcox,46
165,0,24925,Jonathan Byrd,45
165,0,25686,Jason Dufner,45
165,0,25900,Lucas Glover,45
165,0,26956,Bronson La'Cassie,45
165,0,29461,Jamie Lovemark,45
165,0,27120,Troy Matteson,45
171,0,23353,J.J. Henry,44
171,0,26679,Kevin Stadler,44
171,0,30110,Kyle Stanley,44
171,0,21878,Mark Wilson,44
175,0,28486,Michael Putnam,43
176,0,26289,Boo Weekley,42
177,0,35541,John Peterson,41
