RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,25572,Graeme McDowell,57
2,0,28307,Matt Every,56
3,0,32150,Michael Thompson,55
4,0,21731,Freddie Jacobson,54
4,0,30926,Chris Kirk,54
4,0,23108,Matt Kuchar,54
4,0,29926,Danny Lee,54
4,0,28237,Rory McIlroy,54
4,0,25562,Andres Romero,54
4,0,30927,Brendon Todd,54
4,0,27770,Camilo Villegas,54
12,0,20098,Stuart Appleby,53
12,0,22371,Aaron Baddeley,53
12,0,28259,Sangmoon Bae,53
12,0,25364,Paul Casey,53
12,0,20593,Greg Chalmers,53
12,0,34098,Russell Henley,53
12,0,01810,Phil Mickelson,53
12,0,24502,Adam Scott,53
12,0,20645,John Senden,53
12,0,27649,Brandt Snedeker,53
12,0,21528,Henrik Stenson,53
12,0,20396,Lee Westwood,53
24,0,32334,Charlie Beljan,52
24,0,21209,Sergio Garcia,52
24,0,35539,Luke Guthrie,52
24,0,26758,David Hearn,52
24,0,33461,Morgan Hoffmann,52
24,0,24490,George McNeill,52
24,0,23320,Ryan Palmer,52
24,0,29221,Webb Simpson,52
24,0,25632,Jimmy Walker,52
33,0,29479,Scott Brown,51
33,0,24494,Erik Compton,51
33,0,22621,Ben Curtis,51
33,0,21753,Brian Davis,51
33,0,27436,Graham DeLaet,51
33,0,23983,Luke Donald,51
33,0,28092,D.H. Lee,51
33,0,35300,Andrew Loupe,51
33,0,32640,Troy Merritt,51
33,0,25396,Kevin Na,51
33,0,29289,S.Y. Noh,51
33,0,28475,Jeff Overton,51
33,0,27556,Ted Potter Jr.,51
33,0,24138,Ian Poulter,51
33,0,23621,Rory Sabbatini,51
33,0,34046,Jordan Spieth,51
33,0,29518,Brendan Steele,51
33,0,34431,Robert Streb,51
33,0,27963,Chris Stroud,51
33,0,31560,Brian Stuard,51
33,0,25834,Daniel Summerhays,51
33,0,02206,David Toms,51
33,0,23623,Bo Van Pelt,51
56,0,24846,Ricky Barnes,50
56,0,27895,Jonas Blixt,50
56,0,20848,Ángel Cabrera,50
56,0,24357,K.J. Choi,50
56,0,23541,Ben Crane,50
56,0,23409,James Driscoll,50
56,0,27644,Brian Harman,50
56,0,25444,Justin Hicks,50
56,0,12716,Charley Hoffman,50
56,0,29420,Billy Horschel,50
56,0,30852,Ryo Ishikawa,50
56,0,30925,Dustin Johnson,50
56,0,08075,Jerry Kelly,50
56,0,36689,Brooks Koepka,50
56,0,34261,Scott Langley,50
56,0,35139,Richard Lee,50
56,0,24912,Will MacKenzie,50
56,0,24781,Hunter Mahan,50
56,0,26596,Ryan Moore,50
56,0,35732,Wes Roach,50
56,0,22405,Justin Rose,50
56,0,26331,Charl Schwartzel,50
56,0,22293,Heath Slocum,50
56,0,33418,Shawn Stefani,50
80,0,07867,Woody Austin,49
80,0,33141,Keegan Bradley,49
80,0,23135,Tim Clark,49
80,0,25720,Chad Collins,49
80,0,34099,Harris English,49
80,0,32102,Rickie Fowler,49
80,0,19846,Brian Gay,49
80,0,20157,Retief Goosen,49
80,0,34174,John Huh,49
80,0,29222,Billy Hurley III,49
80,0,26300,Matt Jones,49
80,0,27408,Martin Kaymer,49
80,0,29478,Kevin Kisner,49
80,0,30944,Jason Kokrak,49
80,0,26851,Marc Leishman,49
