RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,01887,Mark O'Meara,82.85,686,828
2,0,01677,Tom Lehman,81.36,467,574
3,0,01313,Steve Elkington,81.25,468,576
4,0,01549,Mike Hulbert,81.20,756,931
5,0,01876,Greg Norman,80.93,382,472
6,0,02241,Bobby Wadkins,80.80,749,927
7,0,01569,Peter Jacobsen,80.66,659,817
8,0,02101,Joey Sindelar,80.51,541,672
9,0,01156,Curt Byrum,80.41,739,919
10,0,01599,Steve Jones,80.18,611,762
11,0,01142,Bart Bryant,80.05,662,827
12,0,01975,Tom Purtzer,79.92,418,523
13,0,01060,Dave Barr,79.77,619,776
14,0,02133,Craig Stadler,79.73,531,666
15,0,01890,Brett Ogle,79.48,399,502
16,0,01201,Lennie Clements,79.41,806,1015
17,0,06034,Marco Dawson,79.35,565,712
18,0,02099,Scott Simpson,79.33,660,832
19,0,01006,John Adams,79.31,575,725
20,0,01226,Fred Couples,79.22,347,438
21,0,02104,Jeff Sluman,79.20,693,875
22,0,01527,Scott Hoch,79.03,652,825
23,0,02245,Grant Waite,79.02,693,877
24,0,20051,Joe Acosta Jr.,78.92,513,650
25,0,02321,Fuzzy Zoeller,78.90,374,474
26,0,06124,Patrick Burke,78.88,534,677
27,0,01203,Russ Cochran,78.73,607,771
28,0,01723,Andrew Magee,78.47,616,785
29,0,10585,Scott McCarron,78.42,505,644
29,0,06527,Steve Stricker,78.42,596,760
31,0,01418,Bill Glasson,78.36,507,647
32,0,01385,Jim Gallagher Jr.,78.35,637,813
33,0,01098,Jay Don Blake,78.31,650,830
34,0,02170,Hal Sutton,78.17,734,939
35,0,07101,Dave Stockton Jr.,78.12,657,841
36,0,02256,Tom Watson,78.10,346,443
37,0,02246,Duffy Waldorf,78.06,605,775
38,0,02214,Kirk Triplett,77.99,801,1027
39,0,01633,Tom Kite,77.88,623,800
40,0,01408,Kelly Gibson,77.85,675,867
41,0,10215,Charlie Rymer,77.67,494,636
42,0,12660,Jesper Parnevik,77.61,468,603
42,0,06613,Tommy Tolles,77.61,468,603
44,0,01837,Gil Morgan,77.59,554,714
45,0,01725,John Mahaffey,77.58,640,825
46,0,01040,Emlyn Aubrey,77.49,678,875
47,0,06044,Scott Gump,77.43,772,997
48,0,01326,Nick Faldo,77.38,503,650
48,0,06575,Dudley Hart,77.38,691,893
50,0,01219,John Cook,77.37,564,729
51,0,01707,Steve Lowery,77.32,692,895
52,0,01093,Ronnie Black,77.27,612,792
53,0,01361,Dan Forsman,77.08,538,698
54,0,09011,David Duval,77.03,617,801
55,0,01132,Mark Brooks,77.02,677,879
56,0,06567,Vijay Singh,77.00,492,639
57,0,01905,Joe Ozaki,76.99,435,565
58,0,08337,Mike Heinen,76.97,585,760
58,0,01690,Bruce Lietzke,76.97,411,534
60,0,01926,Steve Pate,76.90,626,814
61,0,02242,Lanny Wadkins,76.85,395,514
62,0,02008,Lee Rinker,76.83,733,954
63,0,01706,Davis Love III,76.78,562,732
64,0,01024,Billy Andrade,76.68,572,746
65,0,01577,Lee Janzen,76.66,634,827
66,0,06214,Guy Boros,76.65,640,835
67,0,01797,Rocco Mediate,76.60,370,483
68,0,06332,Neal Lancaster,76.55,542,708
69,0,01374,Robin Freeman,76.54,685,895
70,0,01143,Brad Bryant,76.53,649,848
71,0,01971,Dillard Pruitt,76.52,606,792
72,0,06577,John Wilson,76.50,661,864
73,0,02223,Bob Tway,76.48,660,863
74,0,01938,David Peoples,76.46,367,480
75,0,02239,Scott Verplank,76.38,608,796
76,0,01724,Jeff Maggert,76.36,546,715
