RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,06522,Ernie Els,11.35,783,69
2,0,22293,Heath Slocum,11.24,989,88
3,0,01706,Davis Love III,11.06,774,70
4,0,20645,John Senden,11.02,1036,94
5,0,22378,Trevor Immelman,10.93,918,84
6,0,23353,J.J. Henry,10.76,1033,96
7,0,01313,Steve Elkington,10.72,536,50
8,0,24924,Bill Haas,10.66,981,92
9,0,10809,Jim Furyk,10.65,916,86
9,0,23788,D.J. Trahan,10.65,969,91
9,0,25804,Bubba Watson,10.65,841,79
12,0,23614,Rich Beem,10.62,563,53
12,0,06621,Joe Durant,10.62,754,71
14,0,21209,Sergio Garcia,10.56,644,61
15,0,30946,Alex Prugh,10.54,864,82
15,0,31323,Gary Woodland,10.54,980,93
17,0,27141,J.B. Holmes,10.53,558,53
17,0,22405,Justin Rose,10.53,811,77
19,0,12510,Chad Campbell,10.51,1040,99
19,0,20472,Alex Cejka,10.51,620,59
19,0,24140,Sean O'Hair,10.51,736,70
22,0,12716,Charley Hoffman,10.49,965,92
23,0,01797,Rocco Mediate,10.47,555,53
23,0,28475,Jeff Overton,10.47,953,91
25,0,28087,Kris Blanks,10.45,961,92
26,0,10885,Robert Allenby,10.42,865,83
27,0,24846,Ricky Barnes,10.41,812,78
27,0,24925,Jonathan Byrd,10.41,854,82
27,0,22621,Ben Curtis,10.41,687,66
27,0,06643,Paul Goydos,10.41,843,81
27,0,30925,Dustin Johnson,10.41,739,71
27,0,22913,John Rollins,10.41,885,85
33,0,24357,K.J. Choi,10.39,779,75
33,0,10860,Justin Leonard,10.39,852,82
33,0,26668,Marc Turnesa,10.39,561,54
36,0,01116,Michael Bradley,10.38,768,74
36,0,08725,Tom Gillis,10.38,571,55
38,0,26476,Chez Reavie,10.37,954,92
39,0,25686,Jason Dufner,10.36,808,78
39,0,29518,Brendan Steele,10.36,922,89
41,0,27466,Spencer Levin,10.35,1170,113
42,0,25572,Graeme McDowell,10.32,485,47
43,0,24358,Robert Garrigus,10.31,856,83
43,0,25900,Lucas Glover,10.31,763,74
43,0,27214,Kevin Streelman,10.31,928,90
46,0,31202,William McGirt,10.30,1061,103
47,0,23673,Michael Connell,10.29,782,76
47,0,24138,Ian Poulter,10.29,525,51
49,0,25834,Daniel Summerhays,10.28,771,75
50,0,23623,Bo Van Pelt,10.27,924,90
51,0,30926,Chris Kirk,10.26,893,87
51,0,26851,Marc Leishman,10.26,893,87
53,0,26331,Charl Schwartzel,10.25,574,56
53,0,23325,Vaughn Taylor,10.25,912,89
55,0,06567,Vijay Singh,10.24,809,79
56,0,20098,Stuart Appleby,10.23,665,65
57,0,20157,Retief Goosen,10.22,501,49
58,0,09011,David Duval,10.21,684,67
58,0,21805,Harrison Frazar,10.21,592,58
60,0,21753,Brian Davis,10.20,1071,105
60,0,27936,Martin Laird,10.20,775,76
60,0,21878,Mark Wilson,10.20,887,87
63,0,26289,Boo Weekley,10.17,671,66
64,0,33419,Cameron Tringale,10.16,1118,110
