RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,26289,Boo Weekley,1.00,66,66
2,0,25444,Justin Hicks,.93,56,60
3,0,06621,Joe Durant,.87,62,71
3,0,08725,Tom Gillis,.87,48,55
5,0,27064,Jhonattan Vegas,.83,70,84
6,0,34072,Will Strickler,.76,39,51
7,0,27797,Derek Lamely,.74,48,65
7,0,23788,D.J. Trahan,.74,67,91
9,0,10885,Robert Allenby,.73,61,83
9,0,34255,Joseph Bramlett,.73,53,73
9,0,26881,Jarrod Lyle,.73,61,83
9,0,24502,Adam Scott,.73,43,59
13,0,30925,Dustin Johnson,.72,51,71
14,0,31401,Zack Miller,.71,61,86
14,0,23623,Bo Van Pelt,.71,64,90
16,0,12510,Chad Campbell,.70,69,99
16,0,01797,Rocco Mediate,.70,37,53
16,0,30110,Kyle Stanley,.70,69,98
16,0,31323,Gary Woodland,.70,65,93
20,0,12652,Cameron Beckman,.69,49,71
20,0,21805,Harrison Frazar,.69,40,58
22,0,23614,Rich Beem,.68,36,53
22,0,08537,J.P. Hayes,.68,38,56
22,0,28158,Steve Marino,.68,52,76
22,0,32640,Troy Merritt,.68,43,63
26,0,06567,Vijay Singh,.67,53,79
27,0,24980,Scott Gutschewski,.66,44,67
27,0,26476,Chez Reavie,.66,61,92
27,0,25457,Alexandre Rocha,.66,43,65
27,0,25804,Bubba Watson,.66,52,79
31,0,25686,Jason Dufner,.65,51,78
31,0,31557,Jim Herman,.65,45,69
31,0,24781,Hunter Mahan,.65,58,89
31,0,22405,Justin Rose,.65,50,77
35,0,24846,Ricky Barnes,.64,50,78
35,0,25572,Graeme McDowell,.64,30,47
37,0,28087,Kris Blanks,.63,58,92
37,0,24358,Robert Garrigus,.63,52,83
37,0,23548,Bill Lunde,.63,58,92
37,0,01766,Billy Mayfair,.63,59,94
37,0,27963,Chris Stroud,.63,55,88
42,0,30750,Tommy Gainey,.62,64,104
42,0,23718,Nathan Green,.62,50,81
42,0,01810,Phil Mickelson,.62,48,77
42,0,25818,Scott Piercy,.62,48,78
42,0,22913,John Rollins,.62,53,85
47,0,09011,David Duval,.61,41,67
47,0,06515,Shaun Micheel,.61,47,77
47,0,25834,Daniel Summerhays,.61,46,75
47,0,26287,Roland Thatcher,.61,41,67
51,0,24290,D.J. Brigman,.60,40,67
51,0,24140,Sean O'Hair,.60,42,70
51,0,30692,Scott Stallings,.60,50,84
54,0,07867,Woody Austin,.59,35,59
54,0,25274,Steven Bowditch,.59,51,86
54,0,32698,Bobby Gates,.59,48,82
54,0,20766,Padraig Harrington,.59,35,59
54,0,12716,Charley Hoffman,.59,54,92
54,0,10733,Kent Jones,.59,45,76
54,0,27933,John Merrick,.59,42,71
54,0,26331,Charl Schwartzel,.59,33,56
54,0,20436,Garrett Willis,.59,42,71
63,0,24507,Jason Bohn,.58,43,74
63,0,23541,Ben Crane,.58,42,73
63,0,22621,Ben Curtis,.58,38,66
63,0,06573,Brandt Jobe,.58,58,100
63,0,29718,Anthony Kim,.58,41,71
63,0,24361,Pat Perez,.58,44,76
63,0,25240,D.A. Points,.58,52,89
63,0,20127,Chris Riley,.58,44,76
71,0,06522,Ernie Els,.57,39,69
71,0,28620,Aron Price,.57,33,58
71,0,26668,Marc Turnesa,.57,31,54
71,0,27770,Camilo Villegas,.57,39,68
75,0,20472,Alex Cejka,.56,33,59
75,0,24357,K.J. Choi,.56,42,75
75,0,06643,Paul Goydos,.56,45,81
75,0,19970,Robert Karlsson,.56,33,59
