RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
50,0,21805,Harrison Frazar,51.92,203,391
51,0,02206,David Toms,51.81,215,415
52,0,12782,Tim Herron,51.72,225,435
53,0,06621,Joe Durant,51.71,121,234
54,0,06613,Tommy Tolles,51.65,219,424
55,0,06034,Marco Dawson,51.41,146,284
56,0,01014,Fulton Allem,51.39,111,216
57,0,01619,Skip Kendall,51.38,205,399
58,0,23353,J.J. Henry,51.31,176,343
59,0,20593,Greg Chalmers,51.30,197,384
60,0,20566,Kaname Yokoo,51.15,178,348
61,0,08545,Glen Hnatiuk,51.12,160,313
62,0,01926,Steve Pate,51.06,217,425
63,0,01418,Bill Glasson,50.90,142,279
64,0,12388,Michael Clark II,50.79,193,380
65,0,01203,Russ Cochran,50.68,150,296
66,0,20094,Jonathan Kaye,50.53,237,469
67,0,02002,John Riegger,50.46,165,327
68,0,12705,Cliff Kresge,50.38,198,393
69,0,06567,Vijay Singh,50.32,235,467
70,0,06515,Shaun Micheel,50.31,240,477
71,0,08553,Lee Porter,50.28,177,352
72,0,07457,Steve Flesch,50.20,246,490
73,0,07749,Brett Quigley,50.15,165,329
74,0,10565,Ian Leggatt,50.14,183,365
75,0,06078,Esteban Toledo,50.11,219,437
76,0,10733,Kent Jones,50.00,152,304
76,0,01941,Tom Pernice Jr.,50.00,257,514
78,0,06090,Jim McGovern,49.84,157,315
79,0,01723,Andrew Magee,49.80,252,506
80,0,06251,Chris DiMarco,49.72,263,529
81,0,02110,Jerry Smith,49.64,209,421
82,0,01706,Davis Love III,49.63,203,409
83,0,09011,David Duval,49.62,194,391
83,0,01707,Steve Lowery,49.62,198,399
85,0,22051,Ben Ferguson,49.60,186,375
86,0,10963,Jimmy Green,49.56,224,452
86,0,01920,Craig Parry,49.56,113,228
88,0,01200,Keith Clearwater,49.53,157,317
89,0,01320,Bob Estes,49.44,219,443
90,0,02218,Ted Tryba,49.38,237,480
91,0,01307,Joel Edwards,49.31,179,363
92,0,01374,Robin Freeman,49.20,247,502
93,0,11011,Mike Sposa,49.11,194,395
94,0,01175,Jim Carter,49.08,187,381
95,0,01823,Larry Mize,48.97,142,290
95,0,02245,Grant Waite,48.97,166,339
97,0,12645,Brent Geiberger,48.91,157,321
98,0,20127,Chris Riley,48.51,195,402
99,0,01685,J.L. Lewis,48.43,246,508
100,0,20043,Edward Fryatt,48.42,199,411
101,0,06809,Bob Burns,48.39,180,372
102,0,10912,Craig Perks,48.35,176,364
103,0,12680,Shigeki Maruyama,48.31,229,474
104,0,12823,Carlos Franco,48.30,227,470
105,0,20574,Mathew Goggin,48.25,221,458
106,0,21806,Paul Gow,48.12,166,345
107,0,20229,Stewart Cink,48.10,253,526
107,0,08057,Brian Wilson,48.10,190,395
109,0,08633,Per-Ulrik Johansson,48.06,161,335
110,0,02239,Scott Verplank,48.02,182,379
111,0,12753,David Morland IV,47.97,189,394
112,0,22046,Geoff Ogilvy,47.95,140,292
113,0,01388,Robert Gamez,47.90,114,238
114,0,08881,Tripp Isenhour,47.79,184,385
114,0,10860,Justin Leonard,47.79,205,429
116,0,01487,Jeff Hart,47.68,144,302
117,0,22122,Andrew McLardy,47.55,155,326
118,0,19881,Robert Damron,47.52,163,343
119,0,10885,Robert Allenby,47.42,230,485
120,0,20099,Doug Barron,47.39,145,306
121,0,02099,Scott Simpson,47.34,151,319
122,0,19846,Brian Gay,47.28,191,404
123,0,01599,Steve Jones,47.21,161,341
124,0,06595,Kevin Sutherland,47.20,236,500
125,0,08931,Glen Day,47.19,151,320
126,0,07763,Doug Dunakey,47.18,184,390
126,0,06315,Pete Jordan,47.18,176,373
128,0,01313,Steve Elkington,47.14,132,280
129,0,10423,Mike Weir,47.06,208,442
130,0,01771,Blaine McCallister,47.04,135,287
130,0,20436,Garrett Willis,47.04,175,372
132,0,06575,Dudley Hart,46.96,193,411
133,0,06036,Scott Dunlap,46.88,150,320
134,0,21007,Gabriel Hjertstedt,46.78,160,342
134,0,12660,Jesper Parnevik,46.78,211,451
136,0,02294,Willie Wood,46.55,135,290
137,0,21584,Richie Coughlan,46.48,119,256
138,0,10213,Dicky Pride,46.20,146,316
139,0,20433,Mark Hensby,46.13,137,297
139,0,10425,Jay Williamson,46.13,179,388
141,0,24604,Hunter Haas,46.09,206,447
142,0,21633,Steve Allan,46.07,211,458
142,0,06431,Jean Van de Velde,46.07,88,191
144,0,01724,Jeff Maggert,46.05,163,354
145,0,23125,Brad Elder,46.00,224,487
146,0,01063,Ben Bates,45.98,103,224
147,0,11032,Frank Lickliter II,45.97,211,459
148,0,08063,Kelly Grunewald,45.85,160,349
149,0,01553,John Huston,45.83,132,288
150,0,07547,Craig Kanada,45.63,193,423
151,0,12760,Danny Ellis,45.60,171,375
152,0,01527,Scott Hoch,45.40,148,326
153,0,20098,Stuart Appleby,45.32,218,481
154,0,01329,Brad Faxon,45.28,211,466
155,0,01161,Mark Calcavecchia,45.21,184,407
156,0,01098,Jay Don Blake,45.19,169,374
157,0,08535,Gary Nicklaus,44.97,210,467
158,0,06527,Steve Stricker,44.94,200,445
159,0,10809,Jim Furyk,44.86,144,321
160,0,23621,Rory Sabbatini,44.75,179,400
161,0,01810,Phil Mickelson,44.64,179,401
162,0,01927,Dennis Paulson,44.50,186,418
163,0,06617,Brian Henninger,44.48,153,344
164,0,06643,Paul Goydos,44.44,144,324
165,0,01761,Len Mattiace,44.31,187,422
166,0,01968,Nick Price,44.28,147,332
167,0,20095,Carl Paulson,44.26,162,366
168,0,01887,Mark O'Meara,44.00,165,375
169,0,08993,Franklin Langham,43.94,127,289
170,0,01766,Billy Mayfair,43.67,162,371
171,0,01381,Fred Funk,43.43,162,373
172,0,21949,Joe Ogilvie,43.20,235,544
173,0,06591,Rocky Walcher,43.00,126,293
174,0,01361,Dan Forsman,42.86,135,315
175,0,06522,Ernie Els,42.64,142,333
176,0,01132,Mark Brooks,42.43,143,337
177,0,08537,J.P. Hayes,42.06,151,359
178,0,10649,Tom Scherrer,41.69,143,343
178,0,02246,Duffy Waldorf,41.69,148,355
180,0,02279,Mark Wiebe,41.50,122,294
181,0,01666,Bernhard Langer,41.42,128,309
182,0,10201,Matt Gogel,41.12,162,394
183,0,06140,Sean Murphy,41.03,135,329
184,0,01157,Tom Byrum,40.83,118,289
185,0,19972,José Coceres,40.74,88,216
186,0,06373,José María Olazábal,40.55,103,254
187,0,21209,Sergio Garcia,40.45,108,267
188,0,01024,Billy Andrade,40.39,164,406
189,0,07101,Dave Stockton Jr.,40.32,127,315
190,0,01603,Jeff Julian,40.12,136,339
191,0,02010,Loren Roberts,39.47,150,380
192,0,01378,David Frost,38.94,169,434
193,0,01185,Brandel Chamblee,38.23,138,361
194,0,01928,Corey Pavin,36.62,104,284
