RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,30911,Tommy Fleetwood,9.84,122,12
2,0,46442,Maverick McNealy,9.80,245,24
3,0,48045,Michael Gellerman,9.76,123,12
4,1,28252,Seamus Power,9.00,100,9
5,2,40098,Matt Fitzpatrick,8.90,191,17
6,3,24502,Adam Scott,8.85,113,10
7,7,30925,Dustin Johnson,8.46,201,17
8,-2,30927,Brendon Todd,8.45,296,25
8,3,35658,Kris Ventura,8.45,142,12
10,2,51894,Vince Whaley,8.40,119,10
11,-1,46046,Scottie Scheffler,8.22,292,24
12,-8,47959,Bryson DeChambeau,8.20,256,21
13,0,34213,Grayson Murray,8.04,112,9
14,1,47993,Denny McCarthy,8.00,300,24
15,1,34466,Peter Malnati,7.95,176,14
16,1,47128,Richy Werenski,7.88,203,16
17,1,27963,Chris Stroud,7.86,140,11
18,1,49964,Aaron Wise,7.84,153,12
19,1,29221,Webb Simpson,7.73,207,16
20,0,29478,Kevin Kisner,7.69,234,18
20,0,39953,Chase Seiffert,7.69,169,13
20,0,27649,Brandt Snedeker,7.69,195,15
23,2,10809,Jim Furyk,7.65,170,13
24,2,19803,Ryan Armour,7.59,158,12
25,2,32254,Xinjun Zhang,7.53,239,18
26,2,37455,Si Woo Kim,7.48,214,16
27,-3,34360,Patrick Reed,7.47,241,18
28,1,33410,Andrew Landry,7.46,201,15
29,9,25396,Kevin Na,7.30,233,17
30,0,28679,Fabián Gómez,7.27,165,12
31,0,35506,Mackenzie Hughes,7.22,263,19
32,0,32640,Troy Merritt,7.18,209,15
33,3,32618,Rhein Gibson,7.02,171,12
34,3,28775,Nate Lashley,6.99,186,13
35,-1,46970,Jon Rahm,6.98,258,18
36,3,30692,Scott Stallings,6.96,230,16
37,11,29725,Tony Finau,6.91,246,17
37,3,31323,Gary Woodland,6.91,217,15
39,2,40058,Zac Blair,6.90,203,14
39,2,24138,Ian Poulter,6.90,145,10
41,19,34363,Tyrrell Hatton,6.82,132,9
42,1,46441,Robby Shelton,6.80,250,17
43,-8,45526,Abraham Ancer,6.79,221,15
44,0,29268,Bronson Burgoon,6.78,177,12
45,43,33448,Justin Thomas,6.77,192,13
46,-1,45157,Cam Davis,6.73,208,14
47,-1,35450,Patrick Cantlay,6.63,181,12
48,-1,32139,Danny Willett,6.62,136,9
49,0,35732,Wes Roach,6.59,91,6
50,0,29420,Billy Horschel,6.50,246,16
50,-17,26851,Marc Leishman,6.50,200,13
52,0,50525,Collin Morikawa,6.47,278,18
52,1,27556,Ted Potter Jr.,6.47,139,9
54,0,25632,Jimmy Walker,6.37,157,10
55,0,51766,Wyndham Clark,6.32,190,12
56,0,35461,Beau Hossler,6.31,222,14
57,0,33486,Roger Sloan,6.29,159,10
58,16,34099,Harris English,6.27,351,22
59,-1,56762,Will Gordon,6.25,112,7
60,-1,26300,Matt Jones,6.23,273,17
61,0,29518,Brendan Steele,6.17,243,15
62,0,34021,Bud Cauley,6.11,229,14
63,0,35449,Adam Long,6.08,329,20
64,0,33490,Bo Hoag,6.07,280,17
65,0,34255,Joseph Bramlett,6.06,165,10
65,0,25900,Lucas Glover,6.06,198,12
65,0,36871,Matthew NeSmith,6.06,231,14
68,1,30944,Jason Kokrak,6.03,199,12
69,2,29535,Brice Garnett,5.99,217,13
70,3,27129,Luke List,5.97,268,16
71,5,22056,Cameron Percy,5.84,154,9
72,5,35310,Lanto Griffin,5.78,346,20
73,5,24024,Zach Johnson,5.76,243,14
74,21,23320,Ryan Palmer,5.74,209,12
75,4,33597,Harry Higgs,5.71,280,16
75,4,36699,Patrick Rodgers,5.71,385,22
77,4,37275,Sam Ryder,5.68,229,13
78,4,28089,Jason Day,5.66,159,9
78,4,49771,J.T. Poston,5.66,265,15
80,4,32448,James Hahn,5.65,124,7
80,4,27936,Martin Laird,5.65,124,7
80,4,24361,Pat Perez,5.65,177,10
80,4,34046,Jordan Spieth,5.65,177,10
84,5,29479,Scott Brown,5.58,215,12
85,5,53165,Doc Redman,5.57,287,16
86,5,34098,Russell Henley,5.56,252,14
86,5,32757,Patton Kizzire,5.56,198,11
86,5,27330,Josh Teater,5.56,108,6
89,5,46402,Talor Gooch,5.54,325,18
90,5,46435,Austin Cook,5.53,217,12
91,6,26758,David Hearn,5.49,164,9
91,7,32839,Hideki Matsuyama,5.49,237,13
93,6,49766,Hank Lebioda,5.39,167,9
93,6,27942,Rob Oppenheim,5.39,167,9
95,24,48822,Sebastián Muñoz,5.38,316,17
96,5,22371,Aaron Baddeley,5.33,150,8
96,5,25804,Bubba Watson,5.33,244,13
98,5,28420,Ryan Brehm,5.30,132,7
98,5,52375,Doug Ghim,5.30,132,7
100,5,23108,Matt Kuchar,5.29,208,11
101,5,19846,Brian Gay,5.24,191,10
102,5,29926,Danny Lee,5.21,211,11
103,5,34076,Joel Dahmen,5.19,231,12
104,6,31560,Brian Stuard,5.18,251,13
