RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,46442,Maverick McNealy,2.62,61,16
2,0,24502,Adam Scott,2.35,17,4
3,1,35658,Kris Ventura,2.19,32,7
4,1,29221,Webb Simpson,2.00,45,9
5,1,28252,Seamus Power,1.92,26,5
6,1,27649,Brandt Snedeker,1.90,42,8
7,2,32640,Troy Merritt,1.55,58,9
8,2,28775,Nate Lashley,1.54,52,8
9,5,45526,Abraham Ancer,1.43,56,8
9,3,30911,Tommy Fleetwood,1.43,21,3
9,3,32254,Xinjun Zhang,1.43,63,9
12,-1,30927,Brendon Todd,1.39,79,11
13,2,46970,Jon Rahm,1.38,80,11
14,1,46441,Robby Shelton,1.33,60,8
15,5,34363,Tyrrell Hatton,1.32,38,5
16,2,40098,Matt Fitzpatrick,1.30,54,7
16,2,29535,Brice Garnett,1.30,54,7
16,70,33448,Justin Thomas,1.30,54,7
19,1,33948,Byeong Hun An,1.29,62,8
19,1,33410,Andrew Landry,1.29,62,8
19,1,22405,Justin Rose,1.29,31,4
22,2,49766,Hank Lebioda,1.28,39,5
22,2,34213,Grayson Murray,1.28,39,5
24,-9,46046,Scottie Scheffler,1.27,79,10
25,1,32618,Rhein Gibson,1.25,32,4
25,1,34466,Peter Malnati,1.25,40,5
25,13,34360,Patrick Reed,1.25,72,9
25,1,32139,Danny Willett,1.25,40,5
29,0,23108,Matt Kuchar,1.23,57,7
30,0,40042,Tyler McCumber,1.22,41,5
30,0,23623,Bo Van Pelt,1.22,41,5
32,0,28420,Ryan Brehm,1.21,33,4
32,0,56762,Will Gordon,1.21,33,4
34,0,37275,Sam Ryder,1.19,67,8
35,0,34021,Bud Cauley,1.18,68,8
36,0,32791,K.H. Lee,1.17,60,7
36,0,47128,Richy Werenski,1.17,60,7
38,0,34255,Joseph Bramlett,1.16,43,5
39,1,32366,Kevin Chappell,1.15,26,3
39,1,33597,Harry Higgs,1.15,78,9
39,1,30692,Scott Stallings,1.15,61,7
42,1,39324,J.J. Spaun,1.14,35,4
43,1,29926,Danny Lee,1.13,53,6
43,1,29518,Brendan Steele,1.13,71,8
45,1,46435,Austin Cook,1.11,54,6
45,1,28679,Fabián Gómez,1.11,54,6
47,25,30925,Dustin Johnson,1.09,46,5
48,3,25349,Tim Wilkinson,1.08,37,4
49,28,23320,Ryan Palmer,1.07,56,6
50,2,51766,Wyndham Clark,1.06,47,5
50,2,36699,Patrick Rodgers,1.06,85,9
50,2,39953,Chase Seiffert,1.06,47,5
53,2,33486,Roger Sloan,1.05,38,4
53,2,51894,Vince Whaley,1.05,19,2
55,2,19846,Brian Gay,1.04,48,5
56,-7,35310,Lanto Griffin,1.03,97,10
56,2,27554,Scott Harrington,1.03,68,7
58,-12,26851,Marc Leishman,1.02,49,5
59,1,47504,Sam Burns,1.01,69,7
59,1,47993,Denny McCarthy,1.01,79,8
61,23,29725,Tony Finau,1.00,60,6
61,1,52375,Doug Ghim,1.00,40,4
61,1,25900,Lucas Glover,1.00,60,6
61,1,26300,Matt Jones,1.00,60,6
61,1,33413,Ben Martin,1.00,20,2
61,-11,25396,Kevin Na,1.00,60,6
67,-1,19803,Ryan Armour,.98,41,4
67,-8,29420,Billy Horschel,.98,61,6
67,-1,25632,Jimmy Walker,.98,41,4
70,-2,27129,Luke List,.97,62,6
70,-2,34256,Andrew Putnam,.97,31,3
72,-2,40058,Zac Blair,.96,52,5
72,-2,27644,Brian Harman,.96,73,7
74,-2,21407,Arjun Atwal,.95,21,2
74,-2,33204,Shane Lowry,.95,42,4
74,-2,47347,Adam Schenk,.95,63,6
77,0,36871,Matthew NeSmith,.94,53,5
78,1,45157,Cam Davis,.93,54,5
78,8,34099,Harris English,.93,97,9
78,1,24138,Ian Poulter,.93,43,4
81,0,28089,Jason Day,.89,45,4
81,0,31323,Gary Woodland,.89,56,5
83,1,27556,Ted Potter Jr.,.88,34,3
84,-12,47959,Bryson DeChambeau,.87,69,6
84,2,53165,Doc Redman,.87,69,6
84,2,27064,Jhonattan Vegas,.87,46,4
87,4,26499,Rafa Cabrera Bello,.86,35,3
88,4,10809,Jim Furyk,.85,47,4
88,4,27214,Kevin Streelman,.85,59,5
90,-9,40026,Daniel Berger,.83,60,5
90,4,34098,Russell Henley,.83,72,6
92,3,21961,Charles Howell III,.82,49,4
92,3,34046,Jordan Spieth,.82,49,4
92,3,31560,Brian Stuard,.82,73,6
95,3,25804,Bubba Watson,.81,62,5
