RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,08793,Tiger Woods,6163533
2,0,27649,Brandt Snedeker,5171606
3,0,25686,Jason Dufner,5059704
4,0,24781,Hunter Mahan,4883193
5,0,25804,Bubba Watson,4787397
6,0,24024,Zach Johnson,4504244
7,0,01810,Phil Mickelson,4431021
8,0,29221,Webb Simpson,4163068
9,0,33141,Keegan Bradley,4121058
10,0,23108,Matt Kuchar,4098398
11,0,24924,Bill Haas,3789951
12,0,10809,Jim Furyk,3711805
13,0,27095,Nick Watney,3652224
14,0,06527,Steve Stricker,3596021
15,0,30925,Dustin Johnson,3536220
16,0,23623,Bo Van Pelt,3283509
17,0,24358,Robert Garrigus,3276336
18,0,32102,Rickie Fowler,3066293
19,0,25396,Kevin Na,2899443
20,0,26596,Ryan Moore,2858944
21,0,25818,Scott Piercy,2816339
22,0,34174,John Huh,2692113
23,0,23541,Ben Crane,2518898
24,0,22621,Ben Curtis,2514467
25,0,30110,Kyle Stanley,2458471
26,0,21878,Mark Wilson,2277580
27,0,23800,Bryce Molder,2251649
28,0,26951,Johnson Wagner,2237807
29,0,34021,Bud Cauley,2178479
30,0,28307,Matt Every,1972166
31,0,02206,David Toms,1820828
32,0,22913,John Rollins,1816265
33,0,30750,Tommy Gainey,1795949
34,0,24925,Jonathan Byrd,1779675
35,0,32150,Michael Thompson,1711776
36,0,28475,Jeff Overton,1709080
37,0,25632,Jimmy Walker,1638419
38,0,27466,Spencer Levin,1602765
39,0,26679,Kevin Stadler,1593214
40,0,21961,Charles Howell III,1576045
41,0,23320,Ryan Palmer,1548626
42,0,25240,D.A. Points,1542441
43,0,20104,Ken Duke,1511628
44,0,27556,Ted Potter Jr.,1383170
45,0,32334,Charlie Beljan,1373528
46,0,31202,William McGirt,1333920
47,0,30692,Scott Stallings,1323036
48,0,23353,J.J. Henry,1297802
49,0,33419,Cameron Tringale,1292639
50,0,12716,Charley Hoffman,1292083
51,0,29910,Blake Adams,1285114
52,0,10213,Dicky Pride,1259712
53,0,08725,Tom Gillis,1238058
54,0,24140,Sean O'Hair,1224981
55,0,27120,Troy Matteson,1215041
56,0,30926,Chris Kirk,1197562
57,0,34099,Harris English,1186003
58,0,27141,J.B. Holmes,1179505
59,0,27330,Josh Teater,1170933
60,0,24490,George McNeill,1147991
61,0,27060,John Mallinger,1146852
62,0,27644,Brian Harman,1146448
63,0,27933,John Merrick,1124199
64,0,25834,Daniel Summerhays,1111522
65,0,27214,Kevin Streelman,1080662
66,0,24361,Pat Perez,1064053
67,0,10860,Justin Leonard,1058555
68,0,01320,Bob Estes,1054486
69,0,28500,Martin Flores,1035569
70,0,29518,Brendan Steele,1033003
71,0,01706,Davis Love III,989753
72,0,19846,Brian Gay,986230
73,0,27963,Chris Stroud,981070
74,0,12510,Chad Campbell,945434
75,0,32366,Kevin Chappell,907329
76,0,26289,Boo Weekley,889747
77,0,30711,Colt Knost,888547
78,0,22961,David Mathis,888417
79,0,31323,Gary Woodland,878454
80,0,01766,Billy Mayfair,862046
81,0,12782,Tim Herron,847416
82,0,24507,Jason Bohn,839676
83,0,24846,Ricky Barnes,830691
84,0,23409,James Driscoll,792313
85,0,28308,Troy Kelly,786832
86,0,28455,Will Claxton,780969
87,0,32200,Roberto Castro,755095
88,0,21805,Harrison Frazar,752423
89,0,30944,Jason Kokrak,750221
90,0,20498,Briny Baird,729740
91,0,29420,Billy Horschel,721549
92,0,26476,Chez Reavie,713417
93,0,23788,D.J. Trahan,711711
94,0,08075,Jerry Kelly,699813
95,0,01724,Jeff Maggert,693521
96,0,28087,Kris Blanks,693092
97,0,22293,Heath Slocum,645697
98,0,23548,Bill Lunde,622198
99,0,23325,Vaughn Taylor,595780
100,0,32698,Bobby Gates,593781
101,0,01948,Tim Petrovic,592165
102,0,35139,Richard Lee,547733
103,0,24604,Hunter Haas,512985
104,0,26287,Roland Thatcher,508368
105,0,29478,Kevin Kisner,498991
106,0,06251,Chris DiMarco,489967
107,0,01249,John Daly,488505
108,0,29479,Scott Brown,478763
109,0,20229,Stewart Cink,477173
110,0,30927,Brendon Todd,474295
111,0,29222,Billy Hurley III,474130
112,0,01941,Tom Pernice Jr.,457348
113,0,29476,Kyle Reifers,448960
114,0,06621,Joe Durant,443658
115,0,33120,Mark Anderson,441019
116,0,31558,J.J. Killeen,414257
117,0,06573,Brandt Jobe,389716
118,0,24494,Erik Compton,359765
119,0,20070,Matt Bettencourt,353926
120,0,11123,Chris Couch,344928
121,0,06643,Paul Goydos,331432
122,0,27797,Derek Lamely,324053
123,0,10505,Shane Bertsch,303849
124,0,12652,Cameron Beckman,295998
125,0,01116,Michael Bradley,292752
126,0,01577,Lee Janzen,274677
127,0,01797,Rocco Mediate,262278
128,0,06036,Scott Dunlap,230220
129,0,01473,Todd Hamilton,214339
130,0,23614,Rich Beem,208979
131,0,20436,Garrett Willis,204134
132,0,01226,Fred Couples,188378
133,0,20127,Chris Riley,187331
134,0,02246,Duffy Waldorf,182485
135,0,07867,Woody Austin,171558
136,0,21949,Joe Ogilvie,163493
137,0,31401,Zack Miller,146192
138,0,08375,Paul Stankowski,142706
139,0,26668,Marc Turnesa,142344
140,0,06197,Michael Allen,142105
141,0,11032,Frank Lickliter II,137858
142,0,25892,Steve Wheatcroft,135196
143,0,01161,Mark Calcavecchia,134495
144,0,10585,Scott McCarron,134088
145,0,25900,Lucas Glover,131112
146,0,22548,Patrick Sheehan,129590
147,0,24912,Will MacKenzie,127260
