RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
1,0,28237,Rory McIlroy,174.292,2091.500
2,0,08793,Tiger Woods,151.283,2269.242
3,0,25804,Bubba Watson,118.476,1777.143
4,0,25686,Jason Dufner,111.068,2110.300
5,0,24024,Zach Johnson,100.948,2018.960
6,0,23983,Luke Donald,99.558,1294.250
7,0,06527,Steve Stricker,97.033,1455.500
8,0,22405,Justin Rose,95.067,1426.000
9,0,24781,Hunter Mahan,91.503,1738.550
10,0,23108,Matt Kuchar,88.872,1599.700
11,0,06522,Ernie Els,85.102,1446.742
12,0,24502,Adam Scott,80.463,965.554
13,0,25572,Graeme McDowell,79.806,1037.479
14,0,33141,Keegan Bradley,79.519,1669.896
15,0,29221,Webb Simpson,79.133,1424.400
16,0,25345,Carl Pettersson,76.852,1690.750
17,0,22621,Ben Curtis,76.698,997.079
18,0,01810,Phil Mickelson,76.264,1372.750
19,0,30925,Dustin Johnson,73.153,1097.300
20,0,21209,Sergio Garcia,71.953,935.383
21,0,10809,Jim Furyk,67.568,1283.800
22,0,27649,Brandt Snedeker,66.358,1194.450
23,0,32102,Rickie Fowler,65.564,1245.722
24,0,20396,Lee Westwood,64.827,713.100
25,0,26329,Louis Oosthuizen,61.854,927.813
26,0,24924,Bill Haas,59.038,1180.750
27,0,23623,Bo Van Pelt,58.733,1174.667
28,0,24138,Ian Poulter,58.150,697.800
29,0,24358,Robert Garrigus,57.737,1154.739
30,0,25818,Scott Piercy,56.716,1304.472
31,0,27936,Martin Laird,51.390,976.412
32,0,26951,Johnson Wagner,51.359,1181.262
33,0,26851,Marc Leishman,50.134,1002.670
34,0,30110,Kyle Stanley,49.059,1177.423
35,0,34174,John Huh,48.809,1122.597
36,0,20645,John Senden,48.158,866.850
37,0,21878,Mark Wilson,46.952,986.000
38,0,23541,Ben Crane,44.675,848.833
39,0,23135,Tim Clark,44.199,707.179
40,0,20766,Padraig Harrington,43.054,645.813
41,0,20160,Charlie Wi,42.886,900.610
42,0,10213,Dicky Pride,41.875,586.250
43,0,25396,Kevin Na,41.259,866.442
44,0,26331,Charl Schwartzel,39.889,518.563
45,0,34021,Bud Cauley,39.200,901.611
46,0,23320,Ryan Palmer,39.189,744.583
47,0,24925,Jonathan Byrd,38.514,731.773
48,0,28307,Matt Every,37.446,711.480
49,0,07749,Brett Quigley,37.000,37.000
50,0,22046,Geoff Ogilvy,36.702,623.929
51,0,02206,David Toms,36.624,622.613
52,0,22913,John Rollins,34.877,732.413
53,0,27095,Nick Watney,34.566,725.876
54,0,24140,Sean O'Hair,33.908,644.250
