RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
55,0,01928,Corey Pavin,33.500,67.000
56,0,26596,Ryan Moore,33.436,635.289
57,0,22371,Aaron Baddeley,33.425,635.077
58,0,21731,Freddie Jacobson,33.347,500.200
59,0,25632,Jimmy Walker,33.175,763.033
60,0,29289,S.Y. Noh,33.092,827.310
61,0,21528,Henrik Stenson,32.851,394.208
62,0,33419,Cameron Tringale,32.806,688.920
63,0,23638,Brendon de Jonge,32.589,814.725
64,0,25240,D.A. Points,32.466,714.250
65,0,28089,Jason Day,32.056,416.729
66,0,06567,Vijay Singh,31.850,668.855
67,0,21753,Brian Davis,31.631,727.512
68,0,24357,K.J. Choi,31.416,596.910
69,0,27895,Jonas Blixt,31.366,470.483
70,0,20104,Ken Duke,31.040,776.000
71,0,27556,Ted Potter Jr.,30.786,646.503
72,0,32150,Michael Thompson,30.179,633.750
73,0,24361,Pat Perez,30.167,603.333
74,0,01706,Davis Love III,29.543,443.140
75,0,26679,Kevin Stadler,29.522,619.960
76,0,27466,Spencer Levin,29.402,735.058
77,0,28475,Jeff Overton,28.981,666.573
78,0,21961,Charles Howell III,28.936,665.533
79,0,24490,George McNeill,28.520,598.930
80,0,26881,Jarrod Lyle,28.451,199.160
81,0,27141,J.B. Holmes,28.395,567.897
82,0,25834,Daniel Summerhays,28.371,567.410
83,0,20157,Retief Goosen,27.458,329.500
84,0,23353,J.J. Henry,27.409,712.633
85,0,30926,Chris Kirk,27.356,574.480
86,0,12716,Charley Hoffman,27.311,628.143
87,0,01226,Fred Couples,26.950,107.800
88,0,08725,Tom Gillis,26.917,511.430
89,0,20593,Greg Chalmers,26.773,589.000
90,0,25562,Andres Romero,26.657,506.490
91,0,20691,Greg Owen,26.478,556.043
92,0,28259,Sangmoon Bae,26.268,604.173
93,0,23621,Rory Sabbatini,26.192,602.420
94,0,02294,Willie Wood,26.000,26.000
95,0,27933,John Merrick,25.986,571.690
96,0,27060,John Mallinger,25.873,543.333
97,0,27120,Troy Matteson,25.479,662.457
98,0,30692,Scott Stallings,25.159,553.500
99,0,34099,Harris English,24.951,548.920
100,0,01249,John Daly,24.823,297.870
101,0,23800,Bryce Molder,24.761,495.214
102,0,01320,Bob Estes,24.086,457.625
103,0,31202,William McGirt,24.083,602.063
104,0,12510,Chad Campbell,23.494,516.870
105,0,28500,Martin Flores,23.159,555.825
106,0,28455,Will Claxton,23.054,530.250
107,0,01161,Mark Calcavecchia,22.767,68.300
108,0,32200,Roberto Castro,22.726,477.250
109,0,29910,Blake Adams,22.185,599.000
110,0,27436,Graham DeLaet,22.054,441.082
111,0,24846,Ricky Barnes,21.258,488.940
112,0,27963,Chris Stroud,21.057,484.303
113,0,28308,Troy Kelly,20.741,394.070
114,0,29420,Billy Horschel,20.632,288.842
115,0,27644,Brian Harman,20.559,493.427
116,0,22378,Trevor Immelman,20.533,410.667
117,0,21805,Harrison Frazar,20.343,386.520
118,0,27330,Josh Teater,20.220,505.500
119,0,01577,Lee Janzen,19.909,219.000
120,0,01724,Jeff Maggert,19.674,432.833
121,0,26758,David Hearn,19.632,431.903
122,0,27214,Kevin Streelman,19.276,424.073
123,0,10885,Robert Allenby,18.968,417.290
124,0,20572,Rod Pampling,18.939,397.710
125,0,32366,Kevin Chappell,18.618,446.822
126,0,06621,Joe Durant,18.614,204.750
127,0,23409,James Driscoll,18.549,408.083
128,0,19846,Brian Gay,18.424,423.760
129,0,20472,Alex Cejka,18.417,165.750
130,0,19970,Robert Karlsson,18.351,238.563
131,0,23204,Gary Christian,18.341,421.840
132,0,08075,Jerry Kelly,18.316,384.640
133,0,01761,Len Mattiace,18.250,18.250
134,0,26289,Boo Weekley,18.242,364.845
135,0,24663,Y.E. Yang,17.528,350.563
136,0,30750,Tommy Gainey,17.177,463.773
137,0,06197,Michael Allen,17.167,51.500
138,0,01766,Billy Mayfair,17.065,392.500
139,0,01945,Kenny Perry,16.900,84.500
140,0,31323,Gary Woodland,16.870,320.537
141,0,02246,Duffy Waldorf,16.823,168.230
142,0,29518,Brendan Steele,16.690,333.807
143,0,27064,Jhonattan Vegas,16.388,360.537
144,0,20229,Stewart Cink,16.313,309.952
145,0,30711,Colt Knost,16.232,389.560
146,0,24507,Jason Bohn,15.764,362.563
147,0,22293,Heath Slocum,15.200,364.790
148,0,12782,Tim Herron,14.733,338.850
149,0,20127,Chris Riley,14.425,144.250
150,0,20098,Stuart Appleby,14.349,286.980
151,0,26476,Chez Reavie,14.217,326.990
152,0,01619,Skip Kendall,14.200,71.000
153,0,23325,Vaughn Taylor,14.185,312.080
154,0,24494,Erik Compton,14.152,311.333
155,0,23548,Bill Lunde,14.023,294.485
156,0,01473,Todd Hamilton,13.802,110.417
157,0,23718,Nathan Green,13.606,244.910
158,0,06573,Brandt Jobe,13.602,244.827
159,0,29476,Kyle Reifers,13.516,310.870
160,0,32698,Bobby Gates,13.512,337.810
161,0,08931,Glen Day,13.250,39.750
162,0,35139,Richard Lee,13.113,262.250
163,0,28087,Kris Blanks,12.928,297.352
164,0,22961,David Mathis,12.889,322.215
165,0,06214,Guy Boros,12.750,25.500
166,0,27770,Camilo Villegas,12.710,266.900
167,0,06251,Chris DiMarco,12.641,316.013
168,0,01677,Tom Lehman,12.625,25.250
169,0,10860,Justin Leonard,12.605,277.300
170,0,23614,Rich Beem,12.567,113.100
171,0,29478,Kevin Kisner,12.395,247.896
172,0,32334,Charlie Beljan,12.327,221.885
173,0,01381,Fred Funk,11.688,46.750
174,0,11123,Chris Couch,11.503,241.560
175,0,22348,Nick O'Hern,11.363,249.983
176,0,30927,Brendon Todd,11.245,281.121
177,0,07867,Woody Austin,11.171,78.200
178,0,29222,Billy Hurley III,11.139,256.200
179,0,26287,Roland Thatcher,11.064,188.083
180,0,25457,Alexandre Rocha,10.747,182.700
181,0,06643,Paul Goydos,10.667,64.000
182,0,29479,Scott Brown,10.575,211.500
183,0,23788,D.J. Trahan,10.558,242.840
184,0,24604,Hunter Haas,10.459,251.020
185,0,20848,Ángel Cabrera,10.423,177.190
186,0,29926,Danny Lee,10.292,226.423
187,0,01797,Rocco Mediate,10.269,195.110
188,0,27302,Garth Mulroy,10.203,173.450
189,0,28093,Miguel Angel Carballo,10.148,213.100
190,0,33120,Mark Anderson,9.950,208.950
191,0,31558,J.J. Killeen,9.861,285.970
192,0,20623,Gavin Coles,9.665,183.627
193,0,01707,Steve Lowery,9.250,9.250
194,0,26668,Marc Turnesa,9.222,83.000
195,0,24912,Will MacKenzie,9.083,54.500
196,0,28158,Steve Marino,9.000,54.000
197,0,26300,Matt Jones,8.936,142.975
198,0,01116,Michael Bradley,8.654,173.070
199,0,33122,Russell Knox,8.649,164.327
200,0,06004,Stephen Ames,8.368,142.250
201,0,06515,Shaun Micheel,8.354,100.250
202,0,21407,Arjun Atwal,7.870,181.020
203,0,26420,Richard Johnson,7.750,54.250
203,0,02049,Gene Sauers,7.750,15.500
205,0,27797,Derek Lamely,7.619,159.992
206,0,01941,Tom Pernice Jr.,7.308,138.857
207,0,30944,Jason Kokrak,7.168,164.873
208,0,10733,Kent Jones,7.106,49.742
209,0,20498,Briny Baird,7.077,92.000
210,0,11032,Frank Lickliter II,7.050,56.400
211,0,12652,Cameron Beckman,6.989,153.750
212,0,08375,Paul Stankowski,6.893,48.250
213,0,20070,Matt Bettencourt,6.544,176.690
214,0,22548,Patrick Sheehan,6.327,107.560
215,0,01142,Bart Bryant,6.047,18.140
216,0,29461,Jamie Lovemark,5.963,95.413
217,0,20436,Garrett Willis,5.792,69.500
218,0,21949,Joe Ogilvie,5.761,97.930
219,0,01948,Tim Petrovic,5.576,78.060
220,0,27974,Sung Kang,5.414,146.190
221,0,20574,Mathew Goggin,5.412,102.830
222,0,25892,Steve Wheatcroft,5.101,91.810
223,0,23322,Brett Wetterich,4.964,34.750
224,0,25274,Steven Bowditch,4.800,72.000
225,0,06036,Scott Dunlap,4.785,76.560
226,0,21350,Ryuji Imada,4.727,113.442
227,0,10505,Shane Bertsch,4.692,61.000
228,0,19881,Robert Damron,4.321,30.250
229,0,20850,Daniel Chopra,4.088,69.500
230,0,29718,Anthony Kim,3.200,32.000
231,0,23542,Tommy Biershenk,3.171,72.930
232,0,23048,Eric Axley,3.083,9.250
232,0,01132,Mark Brooks,3.083,9.250
234,0,25900,Lucas Glover,2.952,47.230
235,0,19824,Craig Barlow,2.917,17.500
236,0,22892,Jason Gore,2.844,22.750
237,0,06034,Marco Dawson,2.399,43.180
238,0,22582,Kyle Thompson,2.289,43.500
239,0,24940,Edward Loar,2.245,42.660
240,0,02239,Scott Verplank,2.178,17.420
241,0,21959,Ted Purdy,2.170,8.680
242,0,25364,Paul Casey,2.156,19.400
243,0,01978,Fran Quinn,1.200,6.000
244,0,01388,Robert Gamez,1.139,9.110
245,0,23552,Hank Kuehne,1.111,10.000
246,0,09011,David Duval,.912,15.500
247,0,06373,José María Olazábal,.734,3.670
248,0,08385,Omar Uresti,.651,2.603
249,0,31401,Zack Miller,.587,5.280
250,0,02256,Tom Watson,.583,1.750
251,0,20634,Peter Lonard,.500,2.000
252,0,06595,Kevin Sutherland,.478,1.910
253,0,12660,Jesper Parnevik,.293,.880
254,0,06332,Neal Lancaster,.229,1.830
255,0,27939,Matt McQuillan,.184,1.840
256,0,23903,Stephen Gangluff,.183,3.470
257,0,02214,Kirk Triplett,.155,.465
