RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
36,0,27936,Martin Laird,9.62,976,10150,0,3
37,0,30110,Kyle Stanley,9.31,1177,12650,1,2
38,0,20645,John Senden,8.98,867,9650,0,5
39,0,21878,Mark Wilson,8.84,986,11150,1,2
40,0,23541,Ben Crane,8.53,849,9950,0,4
41,0,20160,Charlie Wi,8.34,901,10800,0,3
42,0,20766,Padraig Harrington,8.33,646,7750,0,3
43,0,23135,Tim Clark,8.32,707,8500,0,2
44,0,34021,Bud Cauley,7.87,902,11450,0,5
45,0,25396,Kevin Na,7.81,866,11100,0,6
46,0,28307,Matt Every,7.73,711,9200,0,5
47,0,23320,Ryan Palmer,7.60,745,9800,0,4
48,0,07749,Brett Quigley,7.40,37,500,0
49,0,26331,Charl Schwartzel,7.36,519,7050,0,2
50,0,01761,Len Mattiace,7.30,18,250,0
51,0,24925,Jonathan Byrd,7.21,732,10150,0,5
52,0,22913,John Rollins,7.01,732,10450,0,5
53,0,29289,S.Y. Noh,6.98,827,11850,0,3
54,0,02206,David Toms,6.88,623,9050,0,4
55,0,22046,Geoff Ogilvy,6.82,624,9150,0,1
56,0,01928,Corey Pavin,6.70,67,1000,0
57,0,23638,Brendon de Jonge,6.68,815,12200,0,2
58,0,21528,Henrik Stenson,6.63,394,5950,0,1
59,0,24140,Sean O'Hair,6.57,644,9800,0,2
60,0,26596,Ryan Moore,6.55,635,9700,0,4
61,0,25632,Jimmy Walker,6.52,763,11700,0,4
62,0,27095,Nick Watney,6.51,726,11150,0,3
63,0,27895,Jonas Blixt,6.49,470,7250,0,3
64,0,33419,Cameron Tringale,6.44,689,10700,0,4
65,0,25240,D.A. Points,6.38,714,11200,0,3
66,0,20104,Ken Duke,6.36,776,12200,0,6
67,0,21753,Brian Davis,6.35,728,11450,0,4
68,0,26679,Kevin Stadler,6.29,620,9850,0,3
69,0,22371,Aaron Baddeley,6.26,635,10150,0,3
70,0,27556,Ted Potter Jr.,6.16,647,10500,1,1
71,0,21731,Freddie Jacobson,6.14,500,8150,0,1
72,0,26881,Jarrod Lyle,6.13,199,3250,0,1
73,0,24361,Pat Perez,6.06,603,9950,0,1
74,0,06567,Vijay Singh,6.05,669,11050,0,3
75,0,27466,Spencer Levin,5.98,735,12300,0,3
76,0,25834,Daniel Summerhays,5.97,567,9500,0,4
77,0,32150,Michael Thompson,5.95,634,10650,0,2
78,0,27141,J.B. Holmes,5.92,568,9600,0,2
79,0,28089,Jason Day,5.91,417,7050,0,3
80,0,24357,K.J. Choi,5.88,597,10150,0,2
81,0,23353,J.J. Henry,5.84,713,12200,1,3
82,0,28475,Jeff Overton,5.82,667,11450,0,2
83,0,24490,George McNeill,5.73,599,10450,1,1
84,0,30926,Chris Kirk,5.69,574,10100,0,4
85,0,21961,Charles Howell III,5.64,666,11800,0,1
86,0,01706,Davis Love III,5.61,443,7900,0,2
87,0,25562,Andres Romero,5.51,506,9200,0,2
88,0,12716,Charley Hoffman,5.49,628,11450,0,2
89,0,27933,John Merrick,5.39,572,10600,0,2
90,0,20691,Greg Owen,5.37,556,10350,0,2
91,0,08725,Tom Gillis,5.33,511,9600,0,1
92,0,27060,John Mallinger,5.25,543,10350,0,2
93,0,27120,Troy Matteson,5.22,662,12700,0,3
93,0,23621,Rory Sabbatini,5.22,602,11550,0,2
95,0,20593,Greg Chalmers,5.14,589,11450,0
96,0,01226,Fred Couples,5.13,108,2100,0
97,0,06214,Guy Boros,5.10,26,500,0
98,0,31202,William McGirt,5.08,602,11850,0,2
99,0,20157,Retief Goosen,5.03,330,6550,0,2
100,0,01249,John Daly,5.01,298,5950,0,1
100,0,30692,Scott Stallings,5.01,554,11050,1,2
102,0,23800,Bryce Molder,4.98,495,9950,0,1
103,0,28259,Sangmoon Bae,4.97,604,12150,0,2
103,0,32200,Roberto Castro,4.97,477,9600,0,1
105,0,28455,Will Claxton,4.93,530,10750,0,2
106,0,34099,Harris English,4.90,549,11200,0,3
107,0,01577,Lee Janzen,4.87,219,4500,0,1
108,0,29420,Billy Horschel,4.81,289,6000,0,1
109,0,28500,Martin Flores,4.79,556,11600,0,2
110,0,12510,Chad Campbell,4.72,517,10950,0,2
111,0,01320,Bob Estes,4.67,458,9800,0,1
112,0,29910,Blake Adams,4.50,599,13300,0,2
113,0,27436,Graham DeLaet,4.48,441,9850,0,2
114,0,06621,Joe Durant,4.45,205,4600,0,1
114,0,28308,Troy Kelly,4.45,394,8850,0,1
116,0,27963,Chris Stroud,4.32,484,11200,0,2
117,0,24846,Ricky Barnes,4.31,489,11350,0,1
118,0,01161,Mark Calcavecchia,4.27,68,1600,0,1
118,0,27330,Josh Teater,4.27,506,11850,0,3
120,0,21805,Harrison Frazar,4.20,387,9200,0,2
121,0,27644,Brian Harman,4.13,493,11950,0
122,0,26758,David Hearn,4.07,432,10600,0,1
123,0,26289,Boo Weekley,4.05,365,9000,0,2
124,0,20472,Alex Cejka,4.04,166,4100,0
125,0,23204,Gary Christian,4.02,422,10500,0,1
126,0,08931,Glen Day,3.98,40,1000,0
127,0,02246,Duffy Waldorf,3.96,168,4250,0
128,0,19846,Brian Gay,3.91,424,10850,0,2
128,0,22378,Trevor Immelman,3.91,411,10500,0
130,0,08075,Jerry Kelly,3.90,385,9850,0
130,0,01724,Jeff Maggert,3.90,433,11100,0,1
130,0,20572,Rod Pampling,3.90,398,10200,0,1
133,0,27214,Kevin Streelman,3.87,424,10950,0,3
134,0,06197,Michael Allen,3.81,52,1350,0,1
135,0,10885,Robert Allenby,3.76,417,11100,0,2
136,0,23409,James Driscoll,3.73,408,10950,0,2
137,0,32366,Kevin Chappell,3.71,447,12050,0,1
138,0,01707,Steve Lowery,3.70,9,250,0
139,0,20127,Chris Riley,3.61,144,4000,0
140,0,01619,Skip Kendall,3.55,71,2000,0
141,0,01766,Billy Mayfair,3.54,393,11100,0,1
142,0,30750,Tommy Gainey,3.45,464,13450,0,1
143,0,29518,Brendan Steele,3.44,334,9700,0,3
144,0,19970,Robert Karlsson,3.41,239,7000,0
145,0,30711,Colt Knost,3.40,390,11450,0,2
145,0,27064,Jhonattan Vegas,3.40,361,10600,0,2
147,0,01945,Kenny Perry,3.38,85,2500,0
148,0,24507,Jason Bohn,3.34,363,10850,0,2
149,0,01473,Todd Hamilton,3.30,110,3350,0,1
150,0,22293,Heath Slocum,3.29,365,11100,0
150,0,24663,Y.E. Yang,3.29,351,10650,0
152,0,20229,Stewart Cink,3.18,310,9750,0
153,0,31323,Gary Woodland,3.17,321,10100,0
154,0,23325,Vaughn Taylor,3.12,312,10000,0
155,0,24494,Erik Compton,3.11,311,10000,0
156,0,02049,Gene Sauers,3.10,16,500,0
157,0,23718,Nathan Green,3.06,245,8000,0,1
158,0,20098,Stuart Appleby,3.02,287,9500,0
159,0,23548,Bill Lunde,2.99,294,9850,0
160,0,01677,Tom Lehman,2.97,25,850,0
161,0,12782,Tim Herron,2.96,339,11450,0
162,0,23614,Rich Beem,2.94,113,3850,0
163,0,35139,Richard Lee,2.91,262,9000,0
164,0,29476,Kyle Reifers,2.89,311,10750,0
165,0,32698,Bobby Gates,2.87,338,11750,0,1
166,0,06573,Brandt Jobe,2.85,245,8600,0,1
167,0,07867,Woody Austin,2.84,78,2750,0
168,0,32334,Charlie Beljan,2.77,222,8000,0,1
169,0,29478,Kevin Kisner,2.75,248,9000,0,1
170,0,24912,Will MacKenzie,2.73,55,2000,0
171,0,26476,Chez Reavie,2.71,327,12050,0
172,0,01381,Fred Funk,2.67,47,1750,0
173,0,22961,David Mathis,2.64,322,12200,0,1
174,0,28087,Kris Blanks,2.62,297,11350,0
175,0,06251,Chris DiMarco,2.61,316,12100,0,1
176,0,27770,Camilo Villegas,2.58,267,10350,0
177,0,10860,Justin Leonard,2.53,277,10950,0,2
178,0,26287,Roland Thatcher,2.51,188,7500,0,1
179,0,25457,Alexandre Rocha,2.44,183,7500,0,1
180,0,11123,Chris Couch,2.39,242,10100,0
180,0,30927,Brendon Todd,2.39,281,11750,0,1
182,0,29222,Billy Hurley III,2.38,256,10750,0,2
183,0,26668,Marc Turnesa,2.37,83,3500,0
184,0,29479,Scott Brown,2.35,212,9000,0,3
185,0,22348,Nick O'Hern,2.30,250,10850,0,1
186,0,29926,Danny Lee,2.26,226,10000,0
187,0,28093,Miguel Angel Carballo,2.24,213,9500,0
187,0,24604,Hunter Haas,2.24,251,11200,0,1
189,0,01797,Rocco Mediate,2.23,195,8750,0
190,0,33120,Mark Anderson,2.20,209,9500,0
191,0,23788,D.J. Trahan,2.19,243,11100,0,1
192,0,26420,Richard Johnson,2.17,54,2500,0
193,0,20623,Gavin Coles,2.16,184,8500,0
194,0,06643,Paul Goydos,2.13,64,3000,0
194,0,27302,Garth Mulroy,2.13,173,8150,0
196,0,31558,J.J. Killeen,2.10,286,13600,0,1
197,0,26300,Matt Jones,2.04,143,7000,0,1
198,0,20848,Ángel Cabrera,2.03,177,8750,0
199,0,10733,Kent Jones,1.99,50,2500,0
200,0,06515,Shaun Micheel,1.97,100,5100,0
201,0,33122,Russell Knox,1.93,164,8500,0
201,0,08375,Paul Stankowski,1.93,48,2500,0
203,0,11032,Frank Lickliter II,1.88,56,3000,0
204,0,01116,Michael Bradley,1.80,173,9600,0
205,0,28158,Steve Marino,1.74,54,3100,0
206,0,06004,Stephen Ames,1.73,142,8200,0
207,0,21407,Arjun Atwal,1.67,181,10850,0
208,0,27797,Derek Lamely,1.60,160,10000,0
209,0,01941,Tom Pernice Jr.,1.53,139,9100,0,1
210,0,20498,Briny Baird,1.51,92,6100,0
211,0,12652,Cameron Beckman,1.50,154,10250,0
211,0,30944,Jason Kokrak,1.50,165,11000,0,1
213,0,22548,Patrick Sheehan,1.43,108,7500,0
214,0,20070,Matt Bettencourt,1.39,177,12700,0,1
214,0,20436,Garrett Willis,1.39,70,5000,0
216,0,01948,Tim Petrovic,1.30,78,6000,0
217,0,23322,Brett Wetterich,1.26,35,2750,0
218,0,29461,Jamie Lovemark,1.23,95,7750,0
219,0,01142,Bart Bryant,1.21,18,1500,0
220,0,20574,Mathew Goggin,1.18,103,8750,0
221,0,27974,Sung Kang,1.16,146,12600,0
221,0,21949,Joe Ogilvie,1.16,98,8450,0
223,0,25892,Steve Wheatcroft,1.15,92,8000,0
224,0,25274,Steven Bowditch,1.11,72,6500,0
225,0,19881,Robert Damron,1.10,30,2750,0
226,0,06036,Scott Dunlap,1.09,77,7000,0
227,0,10505,Shane Bertsch,1.04,61,5850,0
228,0,21350,Ryuji Imada,.98,113,11600,0,1
229,0,23048,Eric Axley,.93,9,1000,0
230,0,20850,Daniel Chopra,.89,70,7850,0
231,0,19824,Craig Barlow,.88,18,2000,0
232,0,22892,Jason Gore,.70,23,3250,0
233,0,23542,Tommy Biershenk,.69,73,10600,0
233,0,01132,Mark Brooks,.69,9,1350,0
235,0,29718,Anthony Kim,.64,32,5000,0
236,0,21959,Ted Purdy,.58,9,1500,0
237,0,25900,Lucas Glover,.56,47,8500,0
238,0,06034,Marco Dawson,.54,43,8000,0
239,0,22582,Kyle Thompson,.51,44,8600,0
240,0,24940,Edward Loar,.50,43,8600,0
241,0,02239,Scott Verplank,.41,17,4300,0
242,0,25364,Paul Casey,.39,19,4950,0
243,0,01388,Robert Gamez,.30,9,3000,0
244,0,01978,Fran Quinn,.27,6,2250,0
245,0,23552,Hank Kuehne,.22,10,4500,0
246,0,09011,David Duval,.20,16,7850,0
247,0,20634,Peter Lonard,.16,2,1250,0
248,0,06373,José María Olazábal,.15,4,2450,0
248,0,08385,Omar Uresti,.15,3,1750,0
250,0,31401,Zack Miller,.14,5,3750,0
251,0,06595,Kevin Sutherland,.10,2,2000,0
251,0,02256,Tom Watson,.10,2,1700,0
253,0,12660,Jesper Parnevik,.06,1,1500,0
254,0,06332,Neal Lancaster,.05,2,4000,0
254,0,02214,Kirk Triplett,.05,0,1000,0
256,0,23903,Stephen Gangluff,.04,3,8500,0
256,0,27939,Matt McQuillan,.04,2,4250,0
