RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,29926,Danny Lee,22' 1",6229.917,282
1,0,22056,Cameron Percy,22' 1",5814.083,263
3,0,29420,Billy Horschel,22' 2",10509.750,475
4,0,12716,Charley Hoffman,22' 5",9016.750,402
5,0,49960,Sepp Straka,22' 8",13671.000,604
6,0,36326,David Lipsky,22' 10",14270.083,626
6,0,40115,Adam Svensson,22' 10",16596.500,726
8,0,45609,Tyler Duncan,23' 2",14172.750,612
8,0,52375,Doug Ghim,23' 2",14109.750,608
8,0,47983,Chad Ramey,23' 2",10703.750,462
11,0,55708,Hayden Buckley,23' 3",15501.000,666
11,0,39997,Corey Conners,23' 3",14478.583,623
13,0,33399,Adam Hadwin,23' 4",14362.250,615
13,0,39971,Sungjae Im,23' 4",15126.500,648
13,0,33122,Russell Knox,23' 4",15718.083,674
13,0,53165,Doc Redman,23' 4",12092.583,518
13,0,34431,Robert Streb,23' 4",13754.333,589
18,0,31646,Emiliano Grillo,23' 5",14208.667,607
18,0,34174,John Huh,23' 5",12416.083,531
18,0,23320,Ryan Palmer,23' 5",9118.750,390
18,0,24361,Pat Perez,23' 5",9621.667,411
22,0,37275,Sam Ryder,23' 6",15079.333,642
23,0,29535,Brice Garnett,23' 7",12874.167,545
23,0,36871,Matthew NeSmith,23' 7",15097.917,641
23,0,27349,Alex Noren,23' 7",8614.583,365
23,0,32139,Danny Willett,23' 7",7937.167,337
27,0,39324,J.J. Spaun,23' 8",14790.833,626
28,0,32448,James Hahn,23' 9",11816.083,497
28,0,27644,Brian Harman,23' 9",15230.500,642
28,0,49771,J.T. Poston,23' 9",15117.167,637
31,0,48117,Kurt Kitayama,23' 10",7768.583,326
31,0,51950,Max McGreevy,23' 10",11427.750,480
31,0,26476,Chez Reavie,23' 10",17029.500,715
31,0,47995,Davis Riley,23' 10",15455.583,649
31,0,37189,Harold Varner III,23' 10",9380.583,393
36,0,27895,Jonas Blixt,23' 11",7649.667,320
36,0,28089,Jason Day,23' 11",10011.417,418
36,0,25686,Jason Dufner,23' 11",7432.583,311
36,0,32662,Michael Gligic,23' 11",10941.000,458
36,0,31557,Jim Herman,23' 11",9499.417,397
36,0,47993,Denny McCarthy,23' 11",17520.583,733
36,0,32640,Troy Merritt,23' 11",15229.917,637
36,0,27214,Kevin Streelman,23' 11",18069.750,755
36,0,25493,Nick Taylor,23' 11",12276.333,514
45,0,30911,Tommy Fleetwood,24' 0",7296.500,304
45,0,47483,Will Zalatoris,24' 0",9515.917,397
47,0,32366,Kevin Chappell,24' 1",7107.667,295
47,0,28775,Nate Lashley,24' 1",12386.250,514
47,0,30692,Scott Stallings,24' 1",14459.000,600
47,0,32150,Michael Thompson,24' 1",15855.583,659
47,0,27770,Camilo Villegas,24' 1",9500.917,395
52,0,36799,Stephan Jaeger,24' 2",13380.250,554
52,0,32757,Patton Kizzire,24' 2",14589.000,603
52,0,39546,Keith Mitchell,24' 2",14554.167,603
52,0,25818,Scott Piercy,24' 2",12189.083,505
52,0,29518,Brendan Steele,24' 2",12901.583,534
52,0,32333,Kevin Tway,24' 2",10861.083,450
58,0,19803,Ryan Armour,24' 3",8814.833,364
58,0,35110,Brett Drewitt,24' 3",7800.250,322
58,0,24980,Scott Gutschewski,24' 3",7263.917,300
58,0,34563,Chesson Hadley,24' 3",11756.750,485
58,0,54628,Lee Hodges,24' 3",16813.667,694
58,0,31420,Anirban Lahiri,24' 3",12037.500,497
58,0,29908,C.T. Pan,24' 3",14222.750,586
65,0,45522,Christiaan Bezuidenhout,24' 4",11328.500,465
65,0,23325,Vaughn Taylor,24' 4",9003.000,370
67,0,35532,Tom Hoge,24' 5",14830.000,608
67,0,24502,Adam Scott,24' 5",10751.500,440
67,0,29221,Webb Simpson,24' 5",10684.000,437
67,0,31560,Brian Stuard,24' 5",15751.000,645
67,0,28114,Dawie van der Walt,24' 5",9393.167,385
67,0,52374,Brandon Wu,24' 5",10342.333,423
73,0,24925,Jonathan Byrd,24' 6",8761.000,358
73,0,25900,Lucas Glover,24' 6",18517.167,756
73,0,35449,Adam Long,24' 6",16411.583,671
73,0,33204,Shane Lowry,24' 6",9246.750,378
73,0,34264,Hudson Swafford,24' 6",9325.333,380
73,0,51634,Sahith Theegala,24' 6",16662.417,681
79,0,40098,Matt Fitzpatrick,24' 7",9278.750,378
79,0,47988,Nick Hardy,24' 7",7993.250,325
79,0,36852,Jim Knous,24' 7",6746.917,274
79,0,30163,Henrik Norlander,24' 7",12596.583,513
79,0,27139,David Skinns,24' 7",8830.250,359
79,0,49964,Aaron Wise,24' 7",14331.417,583
85,0,33141,Keegan Bradley,24' 8",12667.917,514
85,0,24924,Bill Haas,24' 8",12520.167,507
85,0,49298,Kramer Hickok,24' 8",16214.667,658
85,0,27974,Sung Kang,24' 8",12433.833,504
85,0,40162,Justin Lower,24' 8",11017.083,446
85,0,51890,Greyson Sigg,24' 8",14830.333,601
85,0,27095,Nick Watney,24' 8",11328.500,460
92,0,51766,Wyndham Clark,24' 9",12727.333,514
92,0,46414,Aaron Rai,24' 9",15699.917,634
92,0,23621,Rory Sabbatini,24' 9",10180.917,412
92,0,30927,Brendon Todd,24' 9",16484.000,666
92,0,33419,Cameron Tringale,24' 9",13351.000,539
92,0,40006,Erik van Rooyen,24' 9",8228.667,333
98,0,46435,Austin Cook,24' 10",11821.000,476
98,0,36801,Mark Hubbard,24' 10",11657.250,469
98,0,46601,Trey Mullinax,24' 10",11581.750,466
98,0,29289,S.Y. Noh,24' 10",7059.833,284
98,0,24138,Ian Poulter,24' 10",7751.000,312
98,0,34256,Andrew Putnam,24' 10",17044.917,686
104,0,34363,Tyrrell Hatton,24' 11",8014.167,322
104,0,34466,Peter Malnati,24' 11",16303.083,654
104,0,27649,Brandt Snedeker,24' 11",10557.167,423
104,0,54783,Dylan Wu,24' 11",10001.417,401
108,0,34076,Joel Dahmen,25' 0",16326.000,652
108,0,45157,Cam Davis,25' 0",14044.083,562
108,0,36884,Ben Kohles,25' 0",9193.833,368
108,0,34610,Matthias Schwab,25' 0",10989.500,439
108,0,33486,Roger Sloan,25' 0",11855.667,474
113,0,32102,Rickie Fowler,25' 1",11011.083,439
113,0,32791,K.H. Lee,25' 1",17475.500,697
113,0,47347,Adam Schenk,25' 1",13981.083,558
113,0,39953,Chase Seiffert,25' 1",7661.917,305
113,0,27064,Jhonattan Vegas,25' 1",11110.167,443
113,0,48887,Matt Wallace,25' 1",9765.500,389
119,0,23983,Luke Donald,25' 2",9965.250,396
119,0,23108,Matt Kuchar,25' 2",12979.750,516
119,0,46442,Maverick McNealy,25' 2",14468.000,575
119,0,40250,Taylor Pendrith,25' 2",11510.750,458
119,0,46046,Scottie Scheffler,25' 2",11708.000,465
119,0,50095,Austin Smotherman,25' 2",13644.667,542
125,0,48084,Wesley Bryan,25' 3",6444.667,255
125,0,45486,Joaquin Niemann,25' 3",10467.500,414
127,0,37212,Paul Barjon,25' 4",12524.750,495
127,0,33490,Bo Hoag,25' 4",7406.500,292
127,0,32839,Hideki Matsuyama,25' 4",10757.917,425
127,0,10381,Curtis Thompson,25' 4",7795.917,308
131,0,29725,Tony Finau,25' 5",13747.167,540
131,0,35506,Mackenzie Hughes,25' 5",12032.750,473
131,0,30926,Chris Kirk,25' 5",14160.750,557
131,0,49766,Hank Lebioda,25' 5",14177.417,557
135,0,49947,Taylor Moore,25' 6",16509.833,648
135,0,47529,Mito Pereira,25' 6",15684.583,616
135,0,22405,Justin Rose,25' 6",7722.167,303
138,0,35461,Beau Hossler,25' 7",11156.000,436
138,0,27936,Martin Laird,25' 7",14349.333,561
138,0,50525,Collin Morikawa,25' 7",10388.250,406
138,0,48699,Callum Tarren,25' 7",8634.500,337
138,0,33448,Justin Thomas,25' 7",11043.500,432
138,0,35617,Martin Trainer,25' 7",11110.667,434
144,0,46550,Brandon Hagy,25' 8",9703.250,378
144,0,33597,Harry Higgs,25' 8",12613.833,491
144,0,46717,Viktor Hovland,25' 8",11663.583,455
144,0,37455,Si Woo Kim,25' 8",17881.167,697
144,0,46340,Alex Smalley,25' 8",15453.500,603
144,0,47128,Richy Werenski,25' 8",9929.583,387
144,0,31323,Gary Woodland,25' 8",9819.500,382
151,0,34098,Russell Henley,25' 9",14621.667,567
151,0,24024,Zach Johnson,25' 9",12174.667,473
151,0,51997,Andrew Novak,25' 9",10044.667,390
154,0,35310,Lanto Griffin,25' 10",13438.667,521
154,0,21961,Charles Howell III,25' 10",10093.917,391
154,0,48822,Sebastián Muñoz,25' 10",13825.500,536
154,0,36699,Patrick Rodgers,25' 10",11423.583,442
154,0,48081,Xander Schauffele,25' 10",11845.333,459
159,0,45526,Abraham Ancer,25' 11",11367.917,438
159,0,46402,Talor Gooch,25' 11",11558.667,446
159,0,54421,Garrick Higgo,25' 11",8009.417,309
159,0,39977,Max Homa,25' 11",14067.083,543
159,0,47856,Seth Reeves,25' 11",10176.417,393
164,0,51894,Vince Whaley,26' 0",11892.500,458
165,0,47504,Sam Burns,26' 1",12891.583,494
166,0,29478,Kevin Kisner,26' 2",12601.167,482
167,0,20229,Stewart Cink,26' 3",13619.167,519
167,0,32816,Satoshi Kodaira,26' 3",10320.000,393
167,0,28237,Rory McIlroy,26' 3",9512.917,362
170,0,45540,Jared Wolfe,26' 4",9001.917,342
171,0,35879,Kelly Kraft,26' 5",13461.583,510
172,0,27129,Luke List,26' 6",11966.000,451
172,0,25198,Francesco Molinari,26' 6",8166.000,308
172,0,35891,Cameron Smith,26' 6",9259.583,349
175,0,33667,Carlos Ortiz,26' 7",10376.167,390
176,0,57366,Cameron Young,26' 8",14473.167,542
177,0,52372,Cameron Champ,26' 10",9483.333,353
177,0,29970,Dylan Frittelli,26' 10",13294.167,496
179,0,35450,Patrick Cantlay,27' 1",10710.583,396
180,0,26851,Marc Leishman,27' 2",11982.833,441
180,0,34046,Jordan Spieth,27' 2",11647.167,429
182,0,56278,Matthew Wolff,27' 3",6541.167,240
183,0,30978,Kiradech Aphibarnrat,27' 6",8939.000,325
183,0,39436,Joshua Creel,27' 6",8856.917,322
183,0,36689,Brooks Koepka,27' 6",6645.250,242
186,0,26300,Matt Jones,27' 9",10190.083,367
186,0,28252,Seamus Power,27' 9",12852.417,463
188,0,34255,Joseph Bramlett,27' 10",12041.833,433
189,0,39058,Lucas Herbert,28' 5",7674.250,270
189,0,46970,Jon Rahm,28' 5",12376.667,436
191,0,34360,Patrick Reed,28' 6",10792.000,379
192,0,30944,Jason Kokrak,28' 9",11483.750,400
193,0,29974,Branden Grace,29' 10",9991.000,335
