RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,32816,Satoshi Kodaira,1.58,9,568,-0.11
2,0,23325,Vaughn Taylor,1.81,10,551,+0.60
3,0,39953,Chase Seiffert,1.96,10,509,+0.90
4,0,26476,Chez Reavie,2.03,21,1032,+0.71
5,0,55708,Hayden Buckley,2.25,24,1067,+0.46
6,0,45609,Tyler Duncan,2.35,21,895,+0.71
7,0,31557,Jim Herman,2.36,14,593,+0.71
8,0,25686,Jason Dufner,2.42,13,537,+1.08
9,0,33204,Shane Lowry,2.44,16,657,+0.69
10,0,30927,Brendon Todd,2.48,24,969,+0.58
11,0,45526,Abraham Ancer,2.49,16,642,+0.38
12,0,40115,Adam Svensson,2.59,30,1158,+0.73
13,0,27644,Brian Harman,2.60,28,1078,+0.32
14,0,51890,Greyson Sigg,2.62,26,992,+0.73
15,0,29535,Brice Garnett,2.63,22,835,+0.82
16,0,36801,Mark Hubbard,2.65,20,755,+0.35
17,0,34256,Andrew Putnam,2.67,30,1122,+0.47
18,0,39971,Sungjae Im,2.70,29,1074,+0.21
19,0,27214,Kevin Streelman,2.71,30,1105,+0.67
20,0,34174,John Huh,2.74,23,838,+0.43
21,0,29221,Webb Simpson,2.78,20,720,+0.60
22,0,27936,Martin Laird,2.84,24,846,+0.50
23,0,47995,Davis Riley,2.85,32,1123,+0.69
24,0,37275,Sam Ryder,2.87,31,1081,+0.29
25,0,29478,Kevin Kisner,2.88,22,764,+0.32
26,0,31646,Emiliano Grillo,2.91,28,961,+0.29
27,0,35449,Adam Long,3.05,32,1048,+0.47
28,0,29725,Tony Finau,3.06,30,980,+0.43
28,0,31560,Brian Stuard,3.06,29,949,+0.52
30,0,24980,Scott Gutschewski,3.07,16,522,+0.75
31,0,47993,Denny McCarthy,3.08,37,1202,+0.51
32,0,39436,Joshua Creel,3.13,16,511,+0.69
33,0,54628,Lee Hodges,3.14,36,1145,+0.22
34,0,32150,Michael Thompson,3.23,33,1023,+0.45
35,0,49771,J.T. Poston,3.25,36,1106,+0.19
36,0,52372,Cameron Champ,3.26,21,645,+0.48
37,0,45522,Christiaan Bezuidenhout,3.32,27,813,-0.11
37,0,25900,Lucas Glover,3.32,39,1174,+0.33
37,0,24502,Adam Scott,3.32,29,873,+0.45
40,0,28775,Nate Lashley,3.34,28,838,+0.68
41,0,46435,Austin Cook,3.42,25,731,+0.60
41,0,24024,Zach Johnson,3.42,26,760,+0.73
43,0,36326,David Lipsky,3.43,35,1021,+0.63
44,0,50095,Austin Smotherman,3.46,30,866,+0.60
45,0,46414,Aaron Rai,3.49,34,973,+0.26
46,0,33490,Bo Hoag,3.52,18,511,+0.67
47,0,19803,Ryan Armour,3.55,18,507,+0.61
47,0,47983,Chad Ramey,3.55,27,760,+0.67
49,0,51634,Sahith Theegala,3.57,46,1290,+0.22
50,0,49964,Aaron Wise,3.60,38,1056,+0.45
51,0,34076,Joel Dahmen,3.61,38,1054,+0.45
51,0,49947,Taylor Moore,3.61,39,1079,+0.38
53,0,49298,Kramer Hickok,3.64,37,1017,+0.38
54,0,29908,C.T. Pan,3.68,36,978,+0.36
55,0,47988,Nick Hardy,3.69,23,623,+0.35
56,0,35879,Kelly Kraft,3.71,29,781,+0.28
57,0,29518,Brendan Steele,3.72,32,861,+0.28
58,0,31420,Anirban Lahiri,3.73,32,858,+0.44
59,0,50525,Collin Morikawa,3.74,26,696,+0.08
59,0,30163,Henrik Norlander,3.74,31,828,+0.35
61,0,29420,Billy Horschel,3.75,30,800,+0.40
62,0,48822,Sebastián Muñoz,3.78,37,978,+0.22
63,0,32662,Michael Gligic,3.82,30,786,+0.30
64,0,22056,Cameron Percy,3.86,17,440,+0.76
64,0,27649,Brandt Snedeker,3.86,26,674,+0.69
66,0,33399,Adam Hadwin,3.90,41,1051,+0.46
66,0,51950,Max McGreevy,3.90,30,770,+0.87
68,0,28114,Dawie van der Walt,3.97,26,655,+0.50
69,0,28252,Seamus Power,4.01,33,823,+0.45
70,0,40250,Taylor Pendrith,4.03,33,818,+0.39
71,0,40162,Justin Lower,4.04,30,742,+0.50
72,0,37455,Si Woo Kim,4.06,47,1159,+0.36
73,0,49766,Hank Lebioda,4.07,38,933,+0.42
74,0,34098,Russell Henley,4.10,36,878,+0.69
75,0,25818,Scott Piercy,4.13,38,920,+0.45
76,0,27895,Jonas Blixt,4.17,24,575,+0.38
76,0,23621,Rory Sabbatini,4.17,29,695,+0.21
78,0,35532,Tom Hoge,4.27,45,1055,+0.31
78,0,27770,Camilo Villegas,4.27,30,702,+0.50
80,0,37212,Paul Barjon,4.28,37,865,+0.22
81,0,45157,Cam Davis,4.38,46,1050,+0.63
82,0,47529,Mito Pereira,4.42,47,1064,+0.38
83,0,36871,Matthew NeSmith,4.43,49,1106,+0.37
84,0,46402,Talor Gooch,4.44,34,766,+0.26
84,0,30692,Scott Stallings,4.44,51,1149,+0.25
86,0,21961,Charles Howell III,4.45,29,651,+0.48
87,0,32448,James Hahn,4.46,37,830,+0.27
88,0,34431,Robert Streb,4.47,46,1028,+0.48
89,0,27974,Sung Kang,4.50,38,844,+0.68
90,0,24924,Bill Haas,4.53,42,928,+0.38
90,0,36884,Ben Kohles,4.53,28,618,+1.00
90,0,47483,Will Zalatoris,4.53,37,816,+0.22
93,0,28089,Jason Day,4.55,32,704,+0.50
94,0,35110,Brett Drewitt,4.56,26,570,+1.00
94,0,32791,K.H. Lee,4.56,56,1227,+0.34
96,0,24361,Pat Perez,4.58,32,699,+0.59
97,0,39324,J.J. Spaun,4.62,49,1061,+0.31
98,0,36852,Jim Knous,4.70,23,489,+0.70
98,0,54783,Dylan Wu,4.70,33,702,+0.61
100,0,35310,Lanto Griffin,4.72,44,933,+0.45
101,0,33141,Keegan Bradley,4.78,45,941,+0.36
102,0,46970,Jon Rahm,4.88,40,819,+0.33
103,0,39997,Corey Conners,4.91,51,1039,+0.25
104,0,39977,Max Homa,4.96,51,1028,+0.12
104,0,32839,Hideki Matsuyama,4.96,41,826,+0.37
106,0,30926,Chris Kirk,4.97,46,926,+0.37
106,0,34360,Patrick Reed,4.97,35,704,+0.69
108,0,32640,Troy Merritt,5.01,54,1077,+0.35
109,0,28237,Rory McIlroy,5.03,36,715,+0.61
110,0,49960,Sepp Straka,5.04,53,1051,+0.43
111,0,26300,Matt Jones,5.11,36,704,+0.25
112,0,29926,Danny Lee,5.14,28,545,+0.54
113,0,35506,Mackenzie Hughes,5.16,48,930,+0.38
114,0,27129,Luke List,5.17,47,909,+0.17
114,0,53165,Doc Redman,5.17,45,871,+0.44
114,0,46340,Alex Smalley,5.17,56,1083,+0.55
117,0,33419,Cameron Tringale,5.19,55,1059,+0.38
118,0,23108,Matt Kuchar,5.21,46,883,+0.28
118,0,33667,Carlos Ortiz,5.21,37,710,+0.32
118,0,46046,Scottie Scheffler,5.21,49,940,+0.47
121,0,46601,Trey Mullinax,5.22,47,900,+0.45
121,0,51997,Andrew Novak,5.22,40,766,+0.50
123,0,37189,Harold Varner III,5.24,41,783,+0.63
124,0,47347,Adam Schenk,5.26,56,1065,+0.50
125,0,33122,Russell Knox,5.29,57,1078,+0.35
126,0,25493,Nick Taylor,5.31,53,999,+0.45
127,0,48699,Callum Tarren,5.35,41,766,+0.39
128,0,34466,Peter Malnati,5.37,64,1191,+0.28
129,0,24925,Jonathan Byrd,5.42,32,590,+0.66
129,0,57366,Cameron Young,5.42,54,996,+0.41
131,0,26851,Marc Leishman,5.44,49,900,+0.29
132,0,47856,Seth Reeves,5.46,37,678,+0.49
133,0,52374,Brandon Wu,5.53,41,742,+0.22
134,0,30978,Kiradech Aphibarnrat,5.58,29,520,+0.76
135,0,48081,Xander Schauffele,5.68,48,845,+0.15
136,0,10381,Curtis Thompson,5.71,34,595,+0.38
137,0,46717,Viktor Hovland,5.72,46,804,+0.30
138,0,39546,Keith Mitchell,5.73,60,1048,+0.28
139,0,33597,Harry Higgs,5.83,54,927,+0.76
140,0,25198,Francesco Molinari,5.84,34,582,+0.18
141,0,32757,Patton Kizzire,5.91,67,1133,+0.49
142,0,51894,Vince Whaley,6.04,55,911,+0.45
143,0,20229,Stewart Cink,6.12,59,964,+0.49
144,0,40098,Matt Fitzpatrick,6.15,44,715,-0.09
145,0,45486,Joaquin Niemann,6.20,53,855,+0.08
146,0,35617,Martin Trainer,6.23,52,835,+0.69
147,0,47128,Richy Werenski,6.33,44,695,+0.84
148,0,35461,Beau Hossler,6.46,58,898,+0.47
149,0,36699,Patrick Rodgers,6.49,63,971,+0.19
150,0,36689,Brooks Koepka,6.52,35,537,+0.60
151,0,33486,Roger Sloan,6.53,55,842,+0.60
152,0,52375,Doug Ghim,6.55,65,992,+0.29
153,0,35450,Patrick Cantlay,6.57,51,776,+0.24
154,0,34255,Joseph Bramlett,6.59,60,910,+0.40
155,0,27349,Alex Noren,6.73,48,713,+0.19
156,0,32139,Danny Willett,6.80,41,603,+0.27
157,0,45540,Jared Wolfe,6.83,44,644,+0.34
158,0,35891,Cameron Smith,6.88,50,727,+0.22
159,0,46442,Maverick McNealy,6.94,74,1067,+0.35
160,0,36799,Stephan Jaeger,6.97,71,1018,+0.48
161,0,34264,Hudson Swafford,6.98,46,659,+0.39
162,0,23983,Luke Donald,7.04,52,739,+0.63
163,0,33448,Justin Thomas,7.09,62,874,+0.15
164,0,30944,Jason Kokrak,7.10,52,732,+0.33
165,0,40006,Erik van Rooyen,7.19,42,584,+0.43
166,0,48887,Matt Wallace,7.23,50,692,+0.78
167,0,47504,Sam Burns,7.27,73,1004,+0.27
168,0,32366,Kevin Chappell,7.32,44,601,+0.50
169,0,27139,David Skinns,7.33,52,709,+0.56
170,0,34610,Matthias Schwab,7.35,56,762,+0.20
171,0,22405,Justin Rose,7.44,43,578,+0.35
172,0,31323,Gary Woodland,7.59,62,817,+0.15
173,0,34563,Chesson Hadley,7.68,68,885,+0.46
174,0,46550,Brandon Hagy,7.74,62,801,+0.50
175,0,23320,Ryan Palmer,7.82,58,742,+0.36
176,0,29974,Branden Grace,7.85,51,650,+0.24
177,0,32333,Kevin Tway,7.86,72,916,+0.42
178,0,34046,Jordan Spieth,7.96,72,904,+0.07
179,0,48084,Wesley Bryan,7.99,41,513,+0.78
180,0,27095,Nick Watney,8.10,71,877,+0.34
181,0,27064,Jhonattan Vegas,8.15,70,859,+0.20
182,0,54421,Garrick Higgo,8.18,45,550,+0.67
183,0,30911,Tommy Fleetwood,8.32,50,601,+0.20
184,0,56278,Matthew Wolff,8.49,44,518,+0.64
185,0,24138,Ian Poulter,8.60,45,523,+0.31
186,0,39058,Lucas Herbert,8.61,49,569,+0.43
187,0,32102,Rickie Fowler,8.69,72,829,+0.49
188,0,29970,Dylan Frittelli,9.29,98,1055,+0.34
189,0,48117,Kurt Kitayama,9.43,64,679,+0.22
190,0,29289,S.Y. Noh,9.52,58,609,+0.66
191,0,34363,Tyrrell Hatton,9.59,68,709,+0.26
192,0,12716,Charley Hoffman,9.68,82,847,+0.43
193,0,51766,Wyndham Clark,10.06,107,1064,+0.32
