RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,08793,Tiger Woods,13,1,2,2
2,0,09011,David Duval,12,4,1,1
2,0,10809,Jim Furyk,12,1,2,2
4,0,01706,Davis Love III,10,1,1,2
4,0,06527,Steve Stricker,10,2
6,0,01527,Scott Hoch,9,2
6,0,01810,Phil Mickelson,9,2,2,1
6,0,02170,Hal Sutton,9,2,1
6,0,02223,Bob Tway,9,1
6,0,02239,Scott Verplank,9,2,1
11,0,01381,Fred Funk,8,1,1,1
11,0,01553,John Huston,8,2,1
11,0,10860,Justin Leonard,8,1,2
11,0,01724,Jeff Maggert,8,2
15,0,01161,Mark Calcavecchia,7,1,1,1
15,0,01320,Bob Estes,7,1,1
15,0,01887,Mark O'Meara,7,2,1,1
15,0,06567,Vijay Singh,7,2,3
19,0,20229,Stewart Cink,6,1
19,0,01219,John Cook,6,1
19,0,08931,Glen Day,6,2,2
19,0,01723,Andrew Magee,6,1,2
19,0,01968,Nick Price,6,1
19,0,02146,Payne Stewart,6,2,1
25,0,20098,Stuart Appleby,5,1
25,0,01226,Fred Couples,5,2,2,1
25,0,07457,Steve Flesch,5,1,1
25,0,01619,Skip Kendall,5,1
25,0,01677,Tom Lehman,5,1,1
25,0,11032,Frank Lickliter II,5
25,0,01766,Billy Mayfair,5,2,1
25,0,12660,Jesper Parnevik,5,1,1
25,0,01945,Kenny Perry,5,1
25,0,02104,Jeff Sluman,5,1,1,1
35,0,01035,Tommy Armour III,4,1
35,0,01185,Brandel Chamblee,4,1
35,0,01266,Clark Dennis,4,1
35,0,01282,Trevor Dodds,4,1,1
35,0,01313,Steve Elkington,4,1,1
35,0,06522,Ernie Els,4,1
35,0,12645,Brent Geiberger,4,1,1
35,0,01457,Jay Haas,4,1
35,0,01510,Nolan Henke,4,2
35,0,12782,Tim Herron,4
35,0,01707,Steve Lowery,4,1
35,0,01920,Craig Parry,4
35,0,01926,Steve Pate,4,1,1
35,0,01943,Chris Perry,4,1,1
35,0,02101,Joey Sindelar,4
35,0,02214,Kirk Triplett,4
35,0,02256,Tom Watson,4,1,2
52,0,06004,Stephen Ames,3,1
52,0,01024,Billy Andrade,3,1
52,0,01042,Paul Azinger,3,1
52,0,01175,Jim Carter,3,1
52,0,01203,Russ Cochran,3
52,0,01323,Brad Fabel,3,1
52,0,01361,Dan Forsman,3
52,0,21805,Harrison Frazar,3,1
52,0,01376,Bob Friend,3,1
52,0,01418,Bill Glasson,3,1
52,0,06575,Dudley Hart,3,1
52,0,10962,Bradley Hughes,3,1
52,0,01577,Lee Janzen,3,1,1
52,0,01761,Len Mattiace,3
52,0,10585,Scott McCarron,3
52,0,08635,Colin Montgomerie,3,1
52,0,02010,Loren Roberts,3
52,0,07101,Dave Stockton Jr.,3
52,0,06595,Kevin Sutherland,3,1
52,0,02206,David Toms,3,1
52,0,20396,Lee Westwood,3,1
52,0,02279,Mark Wiebe,3,1
74,0,20099,Doug Barron,2
74,0,01116,Michael Bradley,2,1
74,0,01139,Olin Browne,2,1
74,0,01157,Tom Byrum,2
74,0,01191,Barry Cheesman,2,1
74,0,01249,John Daly,2
74,0,06251,Chris DiMarco,2
74,0,06621,Joe Durant,2,1
74,0,01302,R.W. Eaks,2
74,0,01353,Bruce Fleisher,2
74,0,06064,Jeff Gallagher,2
74,0,06643,Paul Goydos,2,1
74,0,06044,Scott Gump,2,1
74,0,08537,J.P. Hayes,2,1,1
74,0,06617,Brian Henninger,2
74,0,21007,Gabriel Hjertstedt,2
74,0,01599,Steve Jones,2,1
74,0,08075,Jerry Kelly,2
74,0,06012,Greg Kraft,2
74,0,06332,Neal Lancaster,2
74,0,01685,J.L. Lewis,2
74,0,01797,Rocco Mediate,2
74,0,01823,Larry Mize,2,1
74,0,10457,Frank Nobilo,2
74,0,01928,Corey Pavin,2
74,0,07749,Brett Quigley,2
74,0,01996,Mike Reid,2
74,0,02106,Chris Smith,2
74,0,02133,Craig Stadler,2
74,0,08375,Paul Stankowski,2
74,0,02190,Doug Tewell,2
74,0,06078,Esteban Toledo,2,1
74,0,06613,Tommy Tolles,2,1
74,0,02218,Ted Tryba,2
74,0,02246,Duffy Waldorf,2
74,0,10423,Mike Weir,2
74,0,07753,Kevin Wentworth,2
74,0,02294,Willie Wood,2,1
74,0,02321,Fuzzy Zoeller,2
113,0,01014,Fulton Allem,1
113,0,10885,Robert Allenby,1
113,0,01063,Ben Bates,1
113,0,10944,Thomas Bjørn,1
113,0,01096,Phil Blackmar,1
113,0,01098,Jay Don Blake,1,1
113,0,06014,Eric Booker,1
113,0,10569,Mike Brisky,1
113,0,01156,Curt Byrum,1
113,0,07569,Mark Carnevale,1
113,0,01196,Brian Claar,1
113,0,19825,Darren Clarke,1
113,0,01201,Lennie Clements,1
113,0,10195,Tim Conley,1
113,0,21584,Richie Coughlan,1
113,0,19881,Robert Damron,1
113,0,01261,Jay Delsing,1
113,0,07267,Allen Doyle,1
113,0,01329,Brad Faxon,1
113,0,01331,Rick Fehr,1
113,0,01385,Jim Gallagher Jr.,1
113,0,01414,Bob Gilder,1
113,0,01468,Gary Hallberg,1
113,0,08337,Mike Heinen,1
113,0,01533,P.H. Horgan III,1
113,0,01549,Mike Hulbert,1,1
113,0,01569,Peter Jacobsen,1,1
113,0,06573,Brandt Jobe,1
113,0,01604,Steve Jurgensen,1
113,0,01666,Bernhard Langer,1
113,0,08993,Franklin Langham,1,1
113,0,01690,Bruce Lietzke,1,1
113,0,01705,Tim Loustalot,1,1
113,0,01717,Sandy Lyle,1
113,0,08547,John Maginnes,1
113,0,01748,Doug Martin,1
113,0,08339,Spike McRoy,1
113,0,01869,Jack Nicklaus,1
113,0,01905,Joe Ozaki,1
113,0,01941,Tom Pernice Jr.,1,1
113,0,08553,Lee Porter,1,1
113,0,01975,Tom Purtzer,1
113,0,02008,Lee Rinker,1
113,0,12702,Costantino Rocca,1
113,0,22405,Justin Rose,1
113,0,07087,Hugh Royer III,1
113,0,20869,Raymond Russell,1
113,0,02099,Scott Simpson,1,1
113,0,07707,Mike Small,1
113,0,02135,Mike Standly,1
113,0,12663,Phil Tataurangi,1,1
113,0,08385,Omar Uresti,1
113,0,02257,Brian Watts,1,1
113,0,02267,D.A. Weibring,1
113,0,02300,Ian Woosnam,1
