RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,36689,Brooks Koepka,589
2,0,25198,Francesco Molinari,404
3,0,23540,Jason Allred,316
4,0,28339,Victor Dubuisson,302
5,0,19970,Robert Karlsson,270
6,0,33199,Matteo Manassero,177
7,0,30978,Kiradech Aphibarnrat,177
8,0,25369,Jamie Donaldson,172
9,0,19958,Miguel Angel Jiménez,150
10,0,10944,Thomas Bjørn,144
11,0,39977,Max Homa,136
12,0,27060,John Mallinger,124
13,0,23814,Edoardo Molinari,117
14,0,33204,Shane Lowry,102
15,0,27929,Shiv Kapur,100
16,0,20376,Stephen Gallacher,95
17,0,33448,Justin Thomas,95
18,0,28300,Joost Luiten,89
19,0,24956,Mikko Ilonen,86
20,0,36699,Patrick Rodgers,85
21,0,28937,George Coetzee,84
22,0,25841,Marc Warren,82
23,0,22000,Chris Wood,67
24,0,32139,Danny Willett,65
25,0,23481,Marcel Siem,65
26,0,21498,Hideto Tanihara,64
27,0,24511,Thongchai Jaidee,61
28,0,20608,David Howell,59
29,0,27119,Koumei Oda,57
29,0,37365,Brady Watt,57
31,0,46435,Austin Cook,56
32,0,29974,Branden Grace,54
33,0,29454,Bernd Wiesberger,54
34,0,29720,Andres Gonzales,53
35,0,27171,Jay McLuen,52
35,0,27072,Alvaro Quiros,52
37,0,39954,Cody Gribble,50
38,0,34707,Siddikur Rahman,44
39,0,33948,Byeong Hun An,43
40,0,40026,Daniel Berger,40
40,0,34579,Alexander Levy,40
42,0,39974,Steven Ihm,40
43,0,34262,Jon Curran,38
44,0,28697,Gaganjeet Bhullar,38
44,0,35582,Kristoffer Broberg,38
46,0,24459,Richard Sterne,37
47,0,31420,Anirban Lahiri,34
48,0,23063,Scott Hend,30
49,0,37351,Oliver Goss,29
50,0,33803,Lucas Bjerregaard,29
50,0,40058,Zac Blair,29
50,0,27302,Garth Mulroy,29
53,0,26499,Rafa Cabrera Bello,29
54,0,22080,Prayad Marksaeng,26
54,0,45294,Kevin Penner,26
56,0,29223,Sam Saunders,24
57,0,26525,Grégory Bourdy,23
58,0,32070,Rafael Campos,22
58,0,31646,Emiliano Grillo,22
58,0,27139,David Skinns,22
61,0,31121,Berry Henson,22
62,0,26949,Josh Broadaway,20
63,0,30736,Oscar Fraustro,20
63,0,29939,Fabrizio Zanotti,20
65,0,37459,Ryan Sullivan,15
66,0,34076,Joel Dahmen,14
66,0,33399,Adam Hadwin,14
66,0,37278,Nicholas Lindheim,14
66,0,01978,Fran Quinn,14
70,0,46584,Kevin Lucas,13
71,0,31416,Derek Fathauer,12
72,0,27816,Jamie McLeary,11
72,0,25351,Chris Rodgers,11
74,0,37092,Hyung-Sung Kim,10
75,0,35459,Chris Williams,9
76,0,32105,Nicholas Fung,8
77,0,32496,Clayton Rask,7
78,0,46507,Bobby Wyatt,7
79,0,29253,Jeff Curl,6
80,0,10387,Chris Thompson,6
81,0,33667,Carlos Ortiz,5
82,0,20935,Toru Taniguchi,4
83,0,29476,Kyle Reifers,4
84,0,36801,Mark Hubbard,2
85,0,26341,Wade Ormsby,2
86,0,08635,Colin Montgomerie,1
87,0,26595,Derek Tolan,1
88,0,37189,Harold Varner III,1
89,0,24461,Thomas Aiken,1
89,0,32618,Rhein Gibson,1
91,0,26360,Bubba Dickerson,1
91,0,27118,Toshinori Muto,1
93,0,23706,Rashid Ismail,1
94,0,32354,Seuk-hyun Baek,1
95,0,32582,Eric Dugas,1
96,0,22764,Michael Block,1
