RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,63.65,457,718,-0.147
2,0,27141,J.B. Holmes,62.11,531,855,-0.060
3,0,30925,Dustin Johnson,61.20,541,884,-0.179
4,0,28237,Rory McIlroy,56.99,383,672,-0.230
5,0,35300,Andrew Loupe,55.94,523,935,-0.115
6,0,29725,Tony Finau,53.49,583,1090,-0.153
7,0,29461,Jamie Lovemark,49.83,575,1154,-0.162
8,0,28089,Jason Day,49.08,373,760,-0.214
9,0,30944,Jason Kokrak,48.47,507,1046,-0.176
10,0,27129,Luke List,48.02,436,908,-0.177
11,0,23320,Ryan Palmer,47.33,515,1088,-0.214
12,0,24502,Adam Scott,46.56,365,784,-0.200
13,0,31323,Gary Woodland,46.49,503,1082,-0.203
14,0,36689,Brooks Koepka,46.45,392,844,-0.143
15,0,36699,Patrick Rodgers,45.06,447,992,-0.161
16,0,33448,Justin Thomas,44.57,468,1050,-0.118
17,0,22405,Justin Rose,44.17,303,686,-0.208
18,0,24358,Robert Garrigus,43.95,338,769,-0.192
19,0,46440,Smylie Kaufman,43.77,443,1012,-0.210
20,0,32102,Rickie Fowler,43.67,393,900,-0.176
21,0,29518,Brendan Steele,43.37,419,966,-0.189
22,0,34264,Hudson Swafford,43.08,551,1279,-0.189
23,0,21961,Charles Howell III,42.65,470,1102,-0.157
24,0,27064,Jhonattan Vegas,41.63,470,1129,-0.236
25,0,24140,Sean O'Hair,41.45,487,1175,-0.191
26,0,25632,Jimmy Walker,41.43,411,992,-0.234
27,0,12716,Charley Hoffman,39.80,394,990,-0.119
28,0,26331,Charl Schwartzel,38.72,302,780,-0.116
29,0,33667,Carlos Ortiz,38.47,327,850,-0.067
30,0,25818,Scott Piercy,37.84,344,909,-0.209
31,0,21209,Sergio Garcia,37.79,164,434,-0.207
32,0,33204,Shane Lowry,37.26,193,518,-0.073
33,0,27936,Martin Laird,37.21,368,989,-0.147
34,0,37189,Harold Varner III,36.62,409,1117,-0.176
35,0,34099,Harris English,36.61,372,1016,-0.167
36,0,40026,Daniel Berger,35.86,360,1004,-0.189
37,0,33141,Keegan Bradley,35.80,315,880,-0.165
38,0,35451,Scott Pinckney,35.18,349,992,-0.158
39,0,34360,Patrick Reed,35.16,384,1092,-0.154
40,0,20691,Greg Owen,35.09,339,966,-0.109
41,0,32618,Rhein Gibson,35.06,216,616,-0.120
42,0,29974,Branden Grace,34.42,201,584,-0.095
43,0,34046,Jordan Spieth,34.24,278,812,-0.223
44,0,24781,Hunter Mahan,34.05,237,696,-0.131
45,0,34563,Chesson Hadley,33.58,313,932,-0.032
46,0,27436,Graham DeLaet,32.93,269,817,-0.130
47,0,25274,Steven Bowditch,32.77,253,772,-0.028
48,0,20229,Stewart Cink,32.02,219,684,-0.224
49,0,01810,Phil Mickelson,31.96,264,826,-0.235
50,0,37273,Derek Ernst,31.73,191,602,-0.131
51,0,25364,Paul Casey,31.70,253,798,-0.221
52,0,29485,Brett Stegmaier,31.55,330,1046,-0.188
53,0,20848,Ángel Cabrera,31.05,213,686,-0.075
54,0,32839,Hideki Matsuyama,30.79,250,812,-0.200
55,0,30692,Scott Stallings,30.34,267,880,-0.154
56,0,33410,Andrew Landry,30.09,139,462,-0.137
57,0,25493,Nick Taylor,30.04,277,922,-0.199
58,0,31646,Emiliano Grillo,30.02,308,1026,-0.208
59,0,37455,Si Woo Kim,29.77,412,1384,-0.155
60,0,28158,Steve Marino,29.62,231,780,-0.026
61,0,35732,Wes Roach,29.57,178,602,-0.157
62,0,25900,Lucas Glover,29.49,276,936,-0.210
63,0,06522,Ernie Els,29.16,228,782,-0.184
64,0,34431,Robert Streb,29.07,268,922,-0.146
65,0,26851,Marc Leishman,28.90,263,910,-0.175
66,0,29289,S.Y. Noh,28.79,277,962,-0.206
67,0,34098,Russell Henley,28.63,276,964,-0.141
68,0,25686,Jason Dufner,28.58,315,1102,-0.165
69,0,29720,Andres Gonzales,28.52,255,894,-0.208
70,0,26300,Matt Jones,28.49,251,881,-0.127
71,0,31420,Anirban Lahiri,28.27,190,672,-0.179
72,0,33461,Morgan Hoffmann,28.16,232,824,-0.246
73,0,32366,Kevin Chappell,28.13,306,1088,-0.170
74,0,26329,Louis Oosthuizen,28.08,164,584,-0.128
75,0,29420,Billy Horschel,27.94,223,798,-0.206
76,0,32448,James Hahn,27.02,264,977,-0.091
77,0,29268,Bronson Burgoon,26.71,242,906,-0.103
78,0,29223,Sam Saunders,26.62,189,710,-0.217
79,0,27649,Brandt Snedeker,26.47,279,1054,-0.183
80,0,33418,Shawn Stefani,26.26,282,1074,-0.113
81,0,28114,Dawie van der Walt,26.15,205,784,-0.239
82,0,29479,Scott Brown,25.98,252,970,-0.115
83,0,32150,Michael Thompson,25.66,193,752,-0.295
84,0,32876,Martin Piller,25.38,167,658,-0.138
85,0,27974,Sung Kang,25.15,256,1018,-0.203
86,0,34265,Will Wilcox,25.06,199,794,-0.236
87,0,31557,Jim Herman,24.80,246,992,-0.061
88,0,23621,Rory Sabbatini,24.72,134,542,-0.134
89,0,20645,John Senden,24.18,266,1100,-0.192
90,0,29478,Kevin Kisner,24.17,248,1026,-0.206
91,0,35879,Kelly Kraft,23.85,150,629,-0.220
92,0,26289,Boo Weekley,23.79,236,992,-0.267
93,0,22046,Geoff Ogilvy,23.78,166,698,-0.217
94,0,22371,Aaron Baddeley,23.76,249,1048,-0.209
95,0,27214,Kevin Streelman,23.68,211,891,-0.137
96,0,06567,Vijay Singh,23.62,214,906,-0.187
97,0,27644,Brian Harman,23.54,302,1283,-0.142
98,0,24924,Bill Haas,23.44,210,896,-0.100
99,0,32757,Patton Kizzire,23.28,243,1044,-0.255
100,0,20766,Padraig Harrington,23.21,143,616,-0.140
101,0,28679,Fabián Gómez,23.20,238,1026,-0.118
