RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
1,0,33448,Justin Thomas,414,WGC-Bridgestone,2,16,036
2,0,25804,Bubba Watson,411,Hyundai T of C,3,6,656
3,0,32618,Rhein Gibson,406,Canadian Open,3,16,032
4,0,28089,Jason Day,404,Canadian Open,2,18,032
5,0,29478,Kevin Kisner,403,Hyundai T of C,2,17,656
5,0,31323,Gary Woodland,403,Wells Fargo,4,16,698
7,0,01706,Davis Love III,400,Hyundai T of C,3,6,656
8,0,36689,Brooks Koepka,399,Hyundai T of C,2,17,656
9,0,28937,George Coetzee,398,Canadian Open,2,18,032
9,0,50527,Jared du Toit,398,Canadian Open,2,3,032
11,0,30925,Dustin Johnson,397,Hyundai T of C,1,12,656
11,0,33122,Russell Knox,397,Hyundai T of C,3,17,656
13,0,50757,Hugo Bernard,396,Canadian Open,2,10,032
14,0,06522,Ernie Els,395,Canadian Open,2,10,032
14,0,25818,Scott Piercy,395,Hyundai T of C,1,17,656
14,0,27649,Brandt Snedeker,395,Hyundai T of C,3,17,656
14,0,34046,Jordan Spieth,395,Hyundai T of C,4,6,656
14,0,29485,Brett Stegmaier,395,Phoenix Open,1,15,510
19,0,34643,Michael Johnson,394,Canadian Open,2,8,032
19,0,35300,Andrew Loupe,394,Canadian Open,2,3,032
21,0,46440,Smylie Kaufman,393,WGC-Bridgestone,4,16,036
21,0,29289,S.Y. Noh,393,Canadian Open,2,18,032
23,0,29479,Scott Brown,392,Canadian Open,2,18,032
23,0,32102,Rickie Fowler,392,Hyundai T of C,3,6,656
23,0,27141,J.B. Holmes,392,Hyundai T of C,1,6,656
26,0,29725,Tony Finau,391,Canadian Open,2,8,032
26,0,35973,Nathan Holman,391,WGC-Bridgestone,1,18,036
26,0,46970,Jon Rahm,391,Canadian Open,3,10,032
29,0,31646,Emiliano Grillo,390,Hyundai T of C,3,17,656
29,0,32448,James Hahn,390,Hyundai T of C,3,17,656
29,0,27974,Sung Kang,390,Canadian Open,2,8,032
32,0,25274,Steven Bowditch,389,Hyundai T of C,4,6,656
32,0,21961,Charles Howell III,389,Wells Fargo,2,16,698
32,0,27129,Luke List,389,Canadian Open,2,18,032
32,0,25632,Jimmy Walker,389,Hyundai T of C,3,17,656
36,0,24024,Zach Johnson,388,Hyundai T of C,3,17,656
36,0,28237,Rory McIlroy,388,Wells Fargo,4,16,698
36,0,34360,Patrick Reed,388,Hyundai T of C,4,17,656
39,0,32876,Martin Piller,387,Canadian Open,2,3,032
39,0,22405,Justin Rose,387,WGC-Bridgestone,1,8,036
41,0,25686,Jason Dufner,386,PGA Championshi,1,3,715
41,0,22892,Jason Gore,386,Canadian Open,2,18,032
41,0,30110,Kyle Stanley,386,Canadian Open,2,3,032
