RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,29518,Brendan Steele,49.38,79,160,-0.25
2,0,29461,Jamie Lovemark,42.31,77,182,-0.23
3,0,27129,Luke List,42.21,65,154,-0.32
4,0,21209,Sergio Garcia,41.86,36,86,-0.14
5,0,30944,Jason Kokrak,41.57,74,178,-0.18
6,0,21961,Charles Howell III,41.38,72,174,-0.22
7,0,33448,Justin Thomas,39.77,70,176,-0.06
8,0,35451,Scott Pinckney,38.89,63,162,-0.24
9,0,28237,Rory McIlroy,38.79,45,116,-0.36
10,0,35300,Andrew Loupe,38.67,58,150,-0.16
11,0,36689,Brooks Koepka,38.57,54,140,-0.04
12,0,29725,Tony Finau,38.46,70,182,-0.09
12,0,30925,Dustin Johnson,38.46,60,156,-0.07
14,0,23320,Ryan Palmer,38.37,66,172,-0.27
15,0,20691,Greg Owen,38.31,59,154,+0.02
16,0,27064,Jhonattan Vegas,38.17,71,186,-0.15
17,0,12716,Charley Hoffman,38.07,67,176,-0.15
18,0,34264,Hudson Swafford,38.00,76,200,-0.14
19,0,24358,Robert Garrigus,37.69,49,130,-0.18
19,0,25804,Bubba Watson,37.69,49,130,-0.16
21,0,34099,Harris English,37.64,67,178,-0.31
21,0,24140,Sean O'Hair,37.64,67,178,-0.28
23,0,24502,Adam Scott,37.50,51,136,-0.18
24,0,27436,Graham DeLaet,37.12,49,132,-0.12
25,0,31323,Gary Woodland,36.75,61,166,-0.28
26,0,29289,S.Y. Noh,36.42,59,162,-0.36
27,0,27936,Martin Laird,35.90,56,156,-0.18
28,0,25364,Paul Casey,35.61,47,132,-0.26
29,0,22405,Justin Rose,35.48,44,124,-0.18
30,0,32366,Kevin Chappell,35.39,63,178,-0.29
31,0,40026,Daniel Berger,35.19,57,162,-0.25
32,0,37189,Harold Varner III,34.24,63,184,-0.32
33,0,33141,Keegan Bradley,33.97,53,156,-0.28
34,0,29974,Branden Grace,33.65,35,104,+0.03
35,0,32102,Rickie Fowler,33.56,49,146,-0.22
36,0,28089,Jason Day,33.33,46,138,-0.24
37,0,25900,Lucas Glover,32.67,49,150,-0.29
38,0,26331,Charl Schwartzel,32.58,43,132,-0.12
39,0,36699,Patrick Rodgers,32.35,55,170,-0.07
39,0,29485,Brett Stegmaier,32.35,55,170,-0.27
41,0,25818,Scott Piercy,32.24,49,152,-0.29
42,0,30692,Scott Stallings,32.14,45,140,-0.11
43,0,33667,Carlos Ortiz,31.69,45,142,-0.16
44,0,20229,Stewart Cink,31.58,36,114,-0.25
45,0,26851,Marc Leishman,30.77,48,156,-0.35
46,0,24781,Hunter Mahan,30.70,35,114,E
47,0,20848,Ángel Cabrera,30.65,38,124,+0.11
48,0,32618,Rhein Gibson,30.56,33,108,-0.18
48,0,34046,Jordan Spieth,30.56,44,144,-0.39
50,0,29720,Andres Gonzales,30.13,47,156,-0.28
51,0,25632,Jimmy Walker,29.88,49,164,-0.39
52,0,26329,Louis Oosthuizen,29.81,31,104,-0.10
53,0,27141,J.B. Holmes,29.73,44,148,-0.05
54,0,22046,Geoff Ogilvy,29.66,35,118,-0.37
