RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,34262,Jon Curran,21.58,41,190,+0.10
2,0,02206,David Toms,20.97,26,124,+0.04
3,0,30711,Colt Knost,20.73,34,164,E
4,0,10213,Dicky Pride,17.92,19,106,+0.11
5,0,45526,Abraham Ancer,16.67,16,96,+0.13
5,0,31560,Brian Stuard,16.67,22,132,E
7,0,28092,D.H. Lee,15.79,18,114,-0.11
8,0,30927,Brendon Todd,15.08,19,126,E
9,0,21878,Mark Wilson,14.52,18,124,-0.06
10,0,29222,Billy Hurley III,14.39,19,132,-0.11
11,0,40058,Zac Blair,13.19,24,182,+0.04
11,0,08075,Jerry Kelly,13.19,19,144,-0.16
13,0,24357,K.J. Choi,13.01,19,146,-0.05
14,0,24507,Jason Bohn,12.69,17,134,+0.06
15,0,25396,Kevin Na,12.35,21,170,E
16,0,26596,Ryan Moore,12.34,19,154,+0.16
17,0,26758,David Hearn,11.54,21,182,+0.10
18,0,23353,J.J. Henry,11.36,15,132,+0.40
19,0,25720,Chad Collins,10.96,16,146,E
20,0,10885,Robert Allenby,10.78,11,102,-0.27
20,0,25240,D.A. Points,10.78,11,102,+0.09
22,0,10809,Jim Furyk,10.58,11,104,+0.09
23,0,21731,Freddie Jacobson,10.47,18,172,E
24,0,24494,Erik Compton,10.32,13,126,+0.23
25,0,34466,Peter Malnati,10.00,17,170,+0.24
26,0,25349,Tim Wilkinson,9.56,13,136,+0.15
27,0,20104,Ken Duke,9.26,10,108,+0.30
28,0,28475,Jeff Overton,9.23,12,130,+0.08
29,0,33419,Cameron Tringale,8.90,13,146,+0.23
30,0,39975,Michael Kim,8.85,17,192,+0.06
31,0,20472,Alex Cejka,8.73,11,126,E
31,0,27942,Rob Oppenheim,8.73,11,126,+0.27
33,0,25572,Graeme McDowell,8.33,10,120,E
33,0,23800,Bryce Molder,8.33,13,156,+0.46
35,0,33122,Russell Knox,8.02,13,162,+0.23
36,0,20098,Stuart Appleby,7.97,11,138,-0.09
37,0,23541,Ben Crane,7.64,11,144,+0.18
38,0,29478,Kevin Kisner,7.56,13,172,+0.15
39,0,30163,Henrik Norlander,7.46,10,134,+0.10
40,0,27466,Spencer Levin,7.29,14,192,+0.36
41,0,35539,Luke Guthrie,7.27,8,110,-0.38
42,0,31202,William McGirt,7.14,14,196,-0.14
43,0,24024,Zach Johnson,6.98,12,172,+0.08
44,0,23983,Luke Donald,6.85,10,146,+0.50
45,0,35879,Kelly Kraft,6.78,8,118,+0.25
46,0,32757,Patton Kizzire,6.74,12,178,+0.17
46,0,30110,Kyle Stanley,6.74,12,178,-0.08
48,0,06527,Steve Stricker,6.60,7,106,+0.14
49,0,34174,John Huh,6.47,11,170,-0.18
50,0,24461,Thomas Aiken,6.45,8,124,+0.13
50,0,24846,Ricky Barnes,6.45,12,186,+0.25
52,0,31416,Derek Fathauer,6.38,12,188,+0.25
53,0,34261,Scott Langley,6.35,8,126,+0.25
54,0,27963,Chris Stroud,6.25,10,160,+0.60
55,0,32200,Roberto Castro,6.19,12,194,-0.17
56,0,32876,Martin Piller,6.14,7,114,+0.29
57,0,20766,Padraig Harrington,6.00,6,100,+0.17
58,0,24490,George McNeill,5.88,6,102,+0.33
58,0,28132,Tyrone Van Aswegen,5.88,12,204,+0.08
60,0,37454,Whee Kim,5.77,9,156,-0.11
61,0,35891,Cameron Smith,5.74,7,122,+0.43
62,0,23108,Matt Kuchar,5.73,11,192,E
63,0,22892,Jason Gore,5.71,8,140,+0.13
64,0,36801,Mark Hubbard,5.67,11,194,+0.18
65,0,25274,Steven Bowditch,5.56,7,126,+1.14
65,0,30926,Chris Kirk,5.56,9,162,-0.11
65,0,25892,Steve Wheatcroft,5.56,9,162,+0.44
68,0,32640,Troy Merritt,5.48,8,146,+0.25
69,0,25198,Francesco Molinari,5.47,7,128,+0.43
70,0,29926,Danny Lee,5.36,9,168,+0.44
71,0,27895,Jonas Blixt,5.26,8,152,+0.75
72,0,22046,Geoff Ogilvy,5.08,6,118,-0.33
