RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
66,0,23541,Ben Crane,1.39,2,144,+0.50
66,0,26300,Matt Jones,1.39,2,144,-1.00
66,0,08075,Jerry Kelly,1.39,2,144,+1.00
66,0,01810,Phil Mickelson,1.39,2,144,+1.00
70,0,34409,David Lingmerth,1.37,2,146,E
71,0,34563,Chesson Hadley,1.33,2,150,+1.00
72,0,27895,Jonas Blixt,1.32,2,152,+1.00
73,0,23638,Brendon de Jonge,1.30,2,154,E
73,0,26596,Ryan Moore,1.30,2,154,-0.50
73,0,20691,Greg Owen,1.30,2,154,+2.00
76,0,37454,Whee Kim,1.28,2,156,+1.00
76,0,27936,Martin Laird,1.28,2,156,+1.00
76,0,23800,Bryce Molder,1.28,2,156,+1.50
79,0,24912,Will MacKenzie,1.25,2,160,E
80,0,29289,S.Y. Noh,1.23,2,162,E
81,0,31323,Gary Woodland,1.20,2,166,E
82,0,33413,Ben Martin,1.19,2,168,+1.50
83,0,34174,John Huh,1.18,2,170,+0.50
83,0,36699,Patrick Rodgers,1.18,2,170,+1.00
83,0,29485,Brett Stegmaier,1.18,2,170,+0.50
86,0,21209,Sergio Garcia,1.16,1,86,+1.00
86,0,24024,Zach Johnson,1.16,2,172,-1.00
86,0,26476,Chez Reavie,1.16,2,172,E
89,0,33418,Shawn Stefani,1.15,2,174,E
90,0,30944,Jason Kokrak,1.12,2,178,+0.50
90,0,24140,Sean O'Hair,1.12,2,178,E
90,0,30110,Kyle Stanley,1.12,2,178,E
93,0,25834,Daniel Summerhays,1.10,2,182,+0.50
94,0,45526,Abraham Ancer,1.04,1,96,+1.00
94,0,39975,Michael Kim,1.04,2,192,+0.50
94,0,27466,Spencer Levin,1.04,2,192,+0.50
97,0,32200,Roberto Castro,1.03,2,194,+0.50
98,0,31202,William McGirt,1.02,2,196,E
99,0,20766,Padraig Harrington,1.00,1,100,E
99,0,34264,Hudson Swafford,1.00,2,200,+1.00
101,0,24490,George McNeill,.98,1,102,-1.00
102,0,32618,Rhein Gibson,.93,1,108,E
103,0,20229,Stewart Cink,.88,1,114,E
103,0,28092,D.H. Lee,.88,1,114,+1.00
103,0,24781,Hunter Mahan,.88,1,114,+2.00
106,0,28237,Rory McIlroy,.86,1,116,-1.00
107,0,22046,Geoff Ogilvy,.85,1,118,E
108,0,31420,Anirban Lahiri,.82,1,122,+1.00
109,0,30927,Brendon Todd,.79,1,126,+1.00
110,0,24358,Robert Garrigus,.77,1,130,E
111,0,25364,Paul Casey,.76,1,132,E
111,0,27436,Graham DeLaet,.76,1,132,+1.00
113,0,32839,Hideki Matsuyama,.75,1,134,E
113,0,30163,Henrik Norlander,.75,1,134,+1.00
115,0,32150,Michael Thompson,.74,1,136,E
116,0,28089,Jason Day,.72,1,138,E
117,0,29420,Billy Horschel,.71,1,140,E
118,0,33667,Carlos Ortiz,.70,1,142,E
119,0,06567,Vijay Singh,.69,1,144,E
120,0,25900,Lucas Glover,.67,1,150,E
120,0,25493,Nick Taylor,.67,1,150,+1.00
122,0,34431,Robert Streb,.66,1,152,E
123,0,33141,Keegan Bradley,.64,1,156,E
123,0,26851,Marc Leishman,.64,1,156,+1.00
125,0,27963,Chris Stroud,.63,1,160,+2.00
126,0,25892,Steve Wheatcroft,.62,1,162,+1.00
127,0,24924,Bill Haas,.61,1,164,+1.00
127,0,27214,Kevin Streelman,.61,1,164,+1.00
129,0,26289,Boo Weekley,.60,1,166,+1.00
130,0,23320,Ryan Palmer,.58,1,172,E
131,0,32366,Kevin Chappell,.56,1,178,E
131,0,34099,Harris English,.56,1,178,+1.00
131,0,27649,Brandt Snedeker,.56,1,178,E
134,0,40058,Zac Blair,.55,1,182,E
134,0,29725,Tony Finau,.55,1,182,-1.00
134,0,29461,Jamie Lovemark,.55,1,182,E
137,0,37189,Harold Varner III,.54,1,184,E
138,0,25686,Jason Dufner,.51,1,196,+1.00
139,0,28132,Tyrone Van Aswegen,.49,1,204,E
140,0,29476,Kyle Reifers,.47,1,214,E
141,0,37455,Si Woo Kim,.46,1,218,+1.00
142,0,20098,Stuart Appleby,.00,0,138,E
142,0,40026,Daniel Berger,.00,0,162,E
142,0,29268,Bronson Burgoon,.00,0,158,E
142,0,20848,Ángel Cabrera,.00,0,124,E
142,0,20104,Ken Duke,.00,0,108,E
142,0,06522,Ernie Els,.00,0,124,E
142,0,32102,Rickie Fowler,.00,0,146,E
142,0,20157,Retief Goosen,.00,0,110,E
142,0,29974,Branden Grace,.00,0,104,E
142,0,31646,Emiliano Grillo,.00,0,172,E
142,0,35539,Luke Guthrie,.00,0,110,E
142,0,27644,Brian Harman,.00,0,200,E
142,0,12716,Charley Hoffman,.00,0,176,E
142,0,35532,Tom Hoge,.00,0,154,E
142,0,27141,J.B. Holmes,.00,0,148,E
142,0,21961,Charles Howell III,.00,0,174,E
142,0,29222,Billy Hurley III,.00,0,132,E
142,0,30925,Dustin Johnson,.00,0,156,E
142,0,33122,Russell Knox,.00,0,162,E
142,0,36689,Brooks Koepka,.00,0,140,E
142,0,23108,Matt Kuchar,.00,0,192,E
142,0,33410,Andrew Landry,.00,0,98,E
142,0,27129,Luke List,.00,0,154,E
142,0,33204,Shane Lowry,.00,0,100,E
142,0,28158,Steve Marino,.00,0,136,E
142,0,32640,Troy Merritt,.00,0,146,E
142,0,25198,Francesco Molinari,.00,0,128,E
142,0,25818,Scott Piercy,.00,0,152,E
142,0,35451,Scott Pinckney,.00,0,162,E
142,0,34360,Patrick Reed,.00,0,186,E
142,0,35732,Wes Roach,.00,0,110,E
142,0,22405,Justin Rose,.00,0,124,E
142,0,26331,Charl Schwartzel,.00,0,132,E
142,0,24502,Adam Scott,.00,0,136,E
142,0,20645,John Senden,.00,0,164,E
142,0,35891,Cameron Smith,.00,0,122,E
142,0,34046,Jordan Spieth,.00,0,144,E
142,0,30692,Scott Stallings,.00,0,140,E
142,0,31560,Brian Stuard,.00,0,132,E
142,0,23325,Vaughn Taylor,.00,0,144,E
142,0,33419,Cameron Tringale,.00,0,146,E
142,0,27064,Jhonattan Vegas,.00,0,186,E
142,0,26951,Johnson Wagner,.00,0,172,E
142,0,25804,Bubba Watson,.00,0,130,E
