RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
173,0,24507,Jason Bohn,272.9,225440,826
173,0,23983,Luke Donald,272.9,224353,822
175,0,31560,Brian Stuard,272.6,229010,840
176,0,06527,Steve Stricker,272.5,170560,626
176,0,30927,Brendon Todd,272.5,205453,754
178,0,40058,Zac Blair,272.4,308367,1132
179,0,25720,Chad Collins,272.3,243431,894
180,0,10213,Dicky Pride,271.6,155902,574
181,0,24357,K.J. Choi,271.4,251895,928
182,0,21878,Mark Wilson,270.9,207515,766
183,0,34262,Jon Curran,268.7,315445,1174
184,0,30711,Colt Knost,268.4,266295,992
185,0,02206,David Toms,267.1,201409,754
