RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,209.5,81276.1,388
2,0,37378,Min Woo Lee,208.0,97562.4,469
3,2,59095,Chris Gotterup,204.2,117029.9,573
4,5,51766,Wyndham Clark,204.1,99007.1,485
5,-2,31323,Gary Woodland,203.4,112271.5,552
6,4,40250,Taylor Pendrith,203.1,149454.5,736
7,-3,28237,Rory McIlroy,201.5,84430.3,419
8,-3,33948,Byeong Hun An,200.7,125652.3,626
8,11,29725,Tony Finau,200.7,127465.4,635
10,-5,47663,Kevin Dougherty,200.3,103755.0,518
11,0,38991,Alejandro Tosti,199.7,121045.8,606
12,0,56149,Wilson Furr,199.4,87541.2,439
13,2,52955,Ludvig Åberg,199.0,115003.1,578
13,16,33653,Thomas Detry,199.0,114029.6,573
15,-10,34255,Joseph Bramlett,198.9,133288.8,670
16,10,57366,Cameron Young,198.8,132181.4,665
17,14,59866,Nick Dunlap,198.6,105851.2,533
18,19,48081,Xander Schauffele,198.0,96820.1,489
18,-5,50484,Hayden Springer,198.0,115214.8,582
18,-4,27064,Jhonattan Vegas,198.0,101392.7,512
21,-5,51070,Vincent Norrman,197.8,86238.5,436
22,-5,48867,Matti Schmid,197.7,104365.6,528
23,14,24502,Adam Scott,197.4,113291.2,574
24,-7,59836,Pierceson Coody,197.2,123219.3,625
24,11,34046,Jordan Spieth,197.2,119880.3,608
26,15,47504,Sam Burns,197.0,113481.7,576
27,-5,52453,Nicolai Højgaard,196.9,77789.7,395
28,20,48117,Kurt Kitayama,196.3,84782.2,432
29,-4,51696,Rico Hoey,196.2,115370.2,588
30,-9,37212,Paul Barjon,196.1,79018.2,403
31,-4,29936,Ryan Fox,196.0,119164.6,608
32,-9,28420,Ryan Brehm,195.8,90655.8,463
33,-6,39546,Keith Mitchell,195.6,149244.3,763
34,-14,54421,Garrick Higgo,195.5,123355.2,631
35,16,33141,Keegan Bradley,195.0,120675.5,619
35,15,36799,Stephan Jaeger,195.0,145060.5,744
37,19,35450,Patrick Cantlay,194.5,106398.6,547
38,17,52215,Robert MacIntyre,194.4,111966.1,576
39,-15,54576,Patrick Fishburn,194.3,101426.5,522
39,8,47420,Jake Knapp,194.3,130782.2,673
41,-11,45242,Kevin Yu,194.2,122510.0,631
42,21,33448,Justin Thomas,194.1,90845.2,468
43,-4,47988,Nick Hardy,193.9,149848.1,773
44,-11,48699,Callum Tarren,193.7,111560.6,576
45,24,28089,Jason Day,193.5,103884.9,537
45,-6,60767,Blaine Hale Jr.,193.5,79160.8,409
45,-11,55893,Sam Stevens,193.5,153236.4,792
45,24,47483,Will Zalatoris,193.5,95028.9,491
49,-1,49947,Taylor Moore,193.4,156819.5,811
50,-19,32333,Kevin Tway,193.3,83701.9,433
51,-6,51977,Max Greyserman,193.2,99694.3,516
51,-15,50188,S.H. Kim,193.2,158440.9,820
53,19,45157,Cam Davis,193.0,114474.4,593
54,-9,27129,Luke List,192.8,117986.6,612
54,9,47995,Davis Riley,192.8,129576.2,672
56,-12,46113,Ryan McCormick,192.7,83623.8,434
57,-16,58168,Davis Thompson,192.5,138979.8,722
58,1,34099,Harris English,192.4,123332.1,641
58,21,48153,Matthieu Pavon,192.4,100644.3,523
60,-19,33408,Tyson Alexander,192.2,114959.3,598
60,20,39977,Max Homa,192.2,106842.2,556
60,-4,47347,Adam Schenk,192.2,152799.2,795
63,23,30911,Tommy Fleetwood,191.9,102298.8,533
63,-12,55454,Carl Yuan,191.9,100352.5,523
65,19,33204,Shane Lowry,191.7,117489.1,613
66,-5,59442,Parker Coody,191.4,90741.4,474
