RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
67,21,46046,Scottie Scheffler,191.2,114746.1,600
68,-6,40006,Erik van Rooyen,191.1,129765.7,679
69,-10,60004,Jacob Bridgeman,191.0,113071.3,592
70,24,32102,Rickie Fowler,190.9,102486.6,537
70,22,46717,Viktor Hovland,190.9,95055.9,498
72,3,36699,Patrick Rodgers,190.5,176004.7,924
73,-20,60067,Joe Highsmith,190.4,115576.7,607
73,4,35506,Mackenzie Hughes,190.4,156705.5,823
75,-21,51894,Vince Whaley,190.2,109170.8,574
76,-11,36871,Matt NeSmith,190.1,114087.3,600
77,-19,50497,Adrien Dumont de Chassart,189.8,112558.7,593
77,-11,27139,David Skinns,189.8,112356.6,592
77,-11,50493,Justin Suh,189.8,113519.6,598
80,-8,52514,Trace Crowe,189.6,115444.6,609
80,-4,33968,Thorbjørn Olesen,189.6,64857.8,342
82,19,39997,Corey Conners,189.5,134382.6,709
83,31,22405,Justin Rose,189.4,88848.4,469
84,-4,35461,Beau Hossler,189.3,151472.7,800
84,-4,34587,Chan Kim,189.3,116424.8,615
84,-4,59143,Mac Meissner,189.3,111101.5,587
87,21,29420,Billy Horschel,189.1,125356.1,663
88,-11,34374,Erik Barnes,188.9,84263.7,446
88,21,39971,Sungjae Im,188.9,142973.1,757
90,16,56630,Akshay Bhatia,188.8,148397.0,786
90,30,32839,Hideki Matsuyama,188.8,107623.4,570
92,-26,32366,Kevin Chappell,188.6,83919.8,445
93,33,29221,Webb Simpson,188.5,80123.8,425
94,3,47591,Eric Cole,188.4,170270.8,904
94,22,51634,Sahith Theegala,188.4,148816.2,790
96,25,28252,Seamus Power,188.3,134292.5,713
96,-10,39324,J.J. Spaun,188.3,130844.5,695
96,-25,48887,Matt Wallace,188.3,100718.3,535
99,12,34466,Peter Malnati,188.2,136036.1,723
99,-11,37275,Sam Ryder,188.2,119723.6,636
101,-11,33486,Roger Sloan,188.0,115085.5,612
102,-5,34563,Chesson Hadley,187.8,114367.8,609
102,-30,35617,Martin Trainer,187.8,75674.0,403
104,-5,52666,Sami Valimaki,187.7,96307.9,513
105,-4,46414,Aaron Rai,187.6,140878.5,751
106,-3,12716,Charley Hoffman,187.5,104639.8,558
107,-13,48084,Wesley Bryan,187.4,72696.0,388
107,-13,55708,Hayden Buckley,187.4,114867.2,613
109,15,30926,Chris Kirk,187.3,125328.1,669
110,-4,32367,Jorge Campillo,187.2,67192.7,359
111,-8,32070,Rafael Campos,187.1,83620.4,447
111,7,57362,Austin Eckroat,187.1,137529.9,735
111,-26,35310,Lanto Griffin,187.1,101011.6,540
114,4,33399,Adam Hadwin,186.9,128779.9,689
114,-22,39975,Michael Kim,186.9,120766.7,646
116,-5,57975,Harry Hall,186.8,120882.4,647
117,-8,54783,Dylan Wu,186.7,125810.1,674
118,-19,46442,Maverick McNealy,186.6,139587.9,748
118,-3,27349,Alex Noren,186.6,91421.7,490
120,6,54591,Ben Griffin,186.5,135013.7,724
121,15,40098,Matt Fitzpatrick,186.4,104936.1,563
122,-11,27330,Josh Teater,186.3,76743.9,412
123,-18,51997,Andrew Novak,186.2,134783.9,724
123,1,40115,Adam Svensson,186.2,176519.4,948
125,15,50525,Collin Morikawa,186.0,104740.1,563
125,-4,23320,Ryan Palmer,186.0,72338.4,389
127,-6,47983,Chad Ramey,185.6,119128.9,642
127,-36,50095,Austin Smotherman,185.6,76486.1,412
129,8,54628,Lee Hodges,184.7,137411.8,744
129,-12,32757,Patton Kizzire,184.7,97336.9,527
129,15,47679,Victor Perez,184.7,89780.1,486
132,-2,46340,Alex Smalley,184.3,97671.8,530
132,-3,27214,Kevin Streelman,184.3,101755.7,552
134,-6,36801,Mark Hubbard,184.1,159449.9,866
134,-2,48119,Ben Taylor,184.1,88011.0,478
136,-2,51287,Ryo Hisatsune,183.2,125836.7,687
137,-3,51349,Nico Echavarria,183.1,123604.4,675
138,-6,40026,Daniel Berger,183.0,114222.8,624
139,12,55182,Tom Kim,182.8,125212.7,685
140,7,49771,J.T. Poston,182.7,141561.9,775
141,-11,55789,Taylor Montgomery,182.6,73421.3,402
142,-2,57900,Chandler Phillips,182.3,137802.5,756
142,-3,52513,Carson Young,182.3,132512.0,727
144,-2,45609,Tyler Duncan,182.2,106558.0,585
144,10,31646,Emiliano Grillo,182.2,123184.9,676
146,-8,27936,Martin Laird,182.0,103396.7,568
147,8,49960,Sepp Straka,181.9,108973.4,599
148,-2,51890,Greyson Sigg,181.8,120879.0,665
149,9,35532,Tom Hoge,181.4,145811.6,804
150,-2,32791,K.H. Lee,180.9,112505.2,622
151,-1,40162,Justin Lower,180.7,133183.8,737
152,-1,32640,Troy Merritt,180.6,114483.9,634
153,-10,30163,Henrik Norlander,180.5,81057.1,449
154,-9,34021,Bud Cauley,180.4,96536.4,535
155,5,37455,Si Woo Kim,180.2,143040.8,794
156,6,25493,Nick Taylor,180.1,127361.0,707
157,-4,48319,Tom Whitney,180.0,95410.6,530
157,-8,52374,Brandon Wu,180.0,120571.9,670
159,0,39327,Ben Silverman,179.8,143854.7,800
160,-5,22371,Aaron Baddeley,179.6,105236.7,586
161,4,34098,Russell Henley,179.5,115231.3,642
162,1,47993,Denny McCarthy,179.3,136988.8,764
163,-8,52375,Doug Ghim,179.1,134353.9,750
164,-1,25900,Lucas Glover,178.8,134830.4,754
165,-5,36884,Ben Kohles,178.3,121928.3,684
166,3,27644,Brian Harman,177.9,152115.8,855
167,8,34256,Andrew Putnam,177.6,123268.9,694
168,9,45522,Christiaan Bezuidenhout,177.4,116747.6,658
169,-3,28775,Nate Lashley,177.3,109942.4,620
170,-4,24024,Zach Johnson,177.2,81886.7,462
170,-4,29478,Kevin Kisner,177.2,85573.4,483
172,-3,47806,Raul Pereda,176.8,69670.8,394
173,-2,34076,Joel Dahmen,176.5,139087.5,788
174,0,36326,David Lipsky,176.3,97489.8,553
174,-2,27649,Brandt Snedeker,176.3,102253.3,580
176,0,26476,Chez Reavie,175.7,101350.5,577
177,-5,46441,Robby Shelton,175.5,121653.3,693
178,-1,40058,Zac Blair,175.4,144862.4,826
179,0,29908,C.T. Pan,174.2,92330.2,530
180,3,30927,Brendon Todd,174.0,143936.5,827
181,-1,23108,Matt Kuchar,173.5,116413.2,671
182,-2,29535,Brice Garnett,173.2,73440.0,424
183,-1,27770,Camilo Villegas,172.9,72257.6,418
184,0,26596,Ryan Moore,171.0,115410.7,675
