RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
67,-1,60004,Jacob Bridgeman,2.630,306.605,116.581,275,0210303180
67,-1,52514,Trace Crowe,2.630,303.562,115.436,273,0200103181
67,-1,39546,Keith Mitchell,2.630,313.601,119.228,336,0201803242
70,9,40250,Taylor Pendrith,2.629,316.397,120.342,323,0220403386
70,-1,55893,Sam Stevens,2.629,311.210,118.366,350,0205503377
72,1,35450,Patrick Cantlay,2.628,309.961,117.962,257,0189003479
72,-2,29936,Ryan Fox,2.628,315.620,120.097,221,0180603243
74,-2,60067,Joe Highsmith,2.627,307.407,117.028,259,0215103556
74,8,36799,Stephan Jaeger,2.627,312.275,118.860,285,0208103159
74,2,55182,Tom Kim,2.627,299.872,114.151,335,0207103729
74,-1,32791,K.H. Lee,2.627,302.947,115.336,304,0209603197
78,-2,32070,Rafael Campos,2.626,306.954,116.884,219,0208703331
78,-2,22405,Justin Rose,2.626,301.152,114.679,231,0002003610
80,4,47995,Davis Riley,2.624,305.460,116.407,308,0206503520
80,-7,33486,Roger Sloan,2.624,296.860,113.127,234,0001203239
80,-1,27649,Brandt Snedeker,2.624,284.082,108.243,253,0208503227
80,-1,27064,Jhonattan Vegas,2.624,316.863,120.750,270,0197703157
84,4,57362,Austin Eckroat,2.622,302.395,115.318,336,0192003238
84,0,56149,Wilson Furr,2.622,316.874,120.857,200,0201803204
84,-2,33399,Adam Hadwin,2.622,301.372,114.959,317,0199203724
84,0,51997,Andrew Novak,2.622,301.734,115.083,293,0179803301
84,0,55454,Carl Yuan,2.622,309.400,117.992,227,0206403418
89,-1,55708,Hayden Buckley,2.621,299.013,114.092,292,0219903252
89,-1,33204,Shane Lowry,2.621,301.352,114.960,288,0213703281
89,9,46113,Ryan McCormick,2.621,311.267,118.753,208,0184303156
89,4,50525,Collin Morikawa,2.621,300.820,114.790,260,0215003910
89,-1,54783,Dylan Wu,2.621,298.708,113.977,320,0197703379
94,-6,47983,Chad Ramey,2.620,297.441,113.536,316,0199603151
94,-1,30927,Brendon Todd,2.620,285.220,108.852,404,0202603600
94,-1,52666,Sami Valimaki,2.620,301.075,114.921,221,0205003276
97,-4,34255,Joseph Bramlett,2.619,316.106,120.683,317,0205103273
98,1,54421,Garrick Higgo,2.618,312.512,119.388,298,0209603303
98,-5,48887,Matt Wallace,2.618,303.915,116.086,231,0195503492
100,-1,47591,Eric Cole,2.617,300.626,114.890,395,0203103555
100,1,51977,Max Greyserman,2.617,313.847,119.931,261,0221903109
100,1,40006,Erik van Rooyen,2.617,310.675,118.701,319,0000603590
103,0,59836,Pierceson Coody,2.616,313.333,119.795,291,0004403206
104,4,52955,Ludvig Åberg,2.615,312.060,119.336,272,0203303506
104,0,32367,Jorge Campillo,2.615,299.134,114.383,180,0216403086
104,2,39971,Sungjae Im,2.615,301.172,115.170,354,0207603602
104,2,32839,Hideki Matsuyama,2.615,302.784,115.800,277,0208603361
108,-4,52374,Brandon Wu,2.614,294.657,112.733,299,0182703205
109,-1,48867,Matti Schmid,2.613,309.764,118.553,268,0205303091
110,1,50493,Justin Suh,2.612,302.428,115.781,285,0172003308
111,-1,50188,S.H. Kim,2.611,307.387,117.709,373,0193403137
111,5,46046,Scottie Scheffler,2.611,311.264,119.209,282,0210803511
113,-2,35532,Tom Hoge,2.610,300.971,115.299,389,0204103420
113,-2,39327,Ben Silverman,2.610,294.211,112.727,361,0216203178
113,1,47483,Will Zalatoris,2.610,306.235,117.316,240,0215403192
116,1,35506,Mackenzie Hughes,2.607,301.435,115.622,396,0219103519
116,1,52215,Robert MacIntyre,2.607,308.195,118.234,263,0200803144
118,5,47504,Sam Burns,2.606,312.330,119.857,278,0166303544
118,-4,27936,Martin Laird,2.606,294.992,113.202,249,0143203188
118,3,28252,Seamus Power,2.606,302.166,115.958,369,0205703643
121,-4,38991,Alejandro Tosti,2.605,318.566,122.293,258,0193003248
122,0,56630,Akshay Bhatia,2.604,302.443,116.130,334,0192803435
122,6,34099,Harris English,2.604,305.214,117.200,316,0205003415
122,-5,30163,Henrik Norlander,2.604,298.660,114.671,194,0188503136
125,0,28089,Jason Day,2.603,305.806,117.482,258,0209403309
125,-2,24502,Adam Scott,2.603,310.595,119.307,285,0172703275
127,4,54591,Ben Griffin,2.599,298.435,114.848,348,0148103208
127,0,28237,Rory McIlroy,2.599,321.262,123.599,227,0199403007
129,-1,33408,Tyson Alexander,2.598,306.267,117.893,272,0141503219
129,4,39997,Corey Conners,2.598,304.844,117.360,348,0211303442
129,-3,46441,Robby Shelton,2.598,292.427,112.545,322,0193003266
132,-1,54628,Lee Hodges,2.597,298.377,114.910,355,0189303544
132,-4,35617,Martin Trainer,2.597,304.779,117.361,189,0168803142
134,-1,37455,Si Woo Kim,2.596,296.780,114.337,364,0000603538
135,3,45522,Christiaan Bezuidenhout,2.593,291.899,112.590,328,0146603337
135,2,29478,Kevin Kisner,2.593,286.053,110.305,239,0126703236
137,3,51766,Wyndham Clark,2.592,317.523,122.499,241,0151103442
137,1,33968,Thorbjørn Olesen,2.592,302.841,116.829,163,0204103072
139,-4,35310,Lanto Griffin,2.591,305.889,118.053,258,0212803019
140,-5,32333,Kevin Tway,2.590,310.279,119.816,210,0160603249
141,1,45242,Kevin Yu,2.587,307.766,118.967,275,0206803158
142,-1,50497,Adrien Dumont de Chassart,2.585,304.888,117.967,266,0004603090
142,1,36699,Patrick Rodgers,2.585,309.917,119.895,398,0196903403
144,-1,54576,Patrick Fishburn,2.583,313.495,121.385,221,0202803180
145,0,36884,Ben Kohles,2.581,291.198,112.842,326,0210203166
146,0,39977,Max Homa,2.579,306.621,118.877,262,0165403592
147,1,40115,Adam Svensson,2.577,298.995,116.018,429,0196903433
148,1,52453,Nicolai Højgaard,2.576,310.887,120.671,189,0214803274
148,-2,51894,Vince Whaley,2.576,308.035,119.560,254,0212403071
150,-1,40098,Matt Fitzpatrick,2.575,301.216,116.971,259,0176803426
151,4,59866,Nick Dunlap,2.574,310.120,120.482,241,0219003386
151,1,51696,Rico Hoey,2.574,313.059,121.604,263,0222603336
151,1,51070,Vincent Norrman,2.574,314.419,122.141,199,0168203418
151,4,57366,Cameron Young,2.574,313.861,121.929,315,0196903329
155,6,47679,Victor Perez,2.572,305.834,118.923,241,0175803117
156,2,37378,Min Woo Lee,2.571,319.472,124.280,229,0180503097
156,-2,46442,Maverick McNealy,2.571,303.805,118.144,354,0186303246
156,-5,48699,Callum Tarren,2.571,311.028,120.960,261,0190703146
159,2,40058,Zac Blair,2.570,283.973,110.504,361,0182803231
159,5,52372,Cameron Champ,2.570,325.220,126.564,195,0218303073
159,-4,34466,Peter Malnati,2.570,299.284,116.450,343,0192903179
159,-1,50484,Hayden Springer,2.570,313.555,121.998,256,0211703044
163,-2,36801,Mark Hubbard,2.569,296.728,115.502,396,0208103252
164,-6,22371,Aaron Baddeley,2.568,287.239,111.842,277,0192803182
164,1,36871,Matt NeSmith,2.568,300.512,117.022,286,0194503180
164,1,37275,Sam Ryder,2.568,296.623,115.509,298,0187503193
167,0,59442,Parker Coody,2.567,304.552,118.640,214,0190103009
167,0,49947,Taylor Moore,2.567,307.941,119.961,370,0141403441
169,0,27349,Alex Noren,2.566,298.242,116.218,213,0205503234
170,0,27129,Luke List,2.563,308.796,120.465,282,0002903323
171,0,46414,Aaron Rai,2.556,295.488,115.585,356,0206703413
172,0,28420,Ryan Brehm,2.553,306.666,120.126,208,0004403060
173,3,29725,Tony Finau,2.552,313.501,122.825,306,0211803468
173,0,27139,David Skinns,2.552,305.236,119.584,296,0173402995
175,-1,47663,Kevin Dougherty,2.551,321.435,125.988,235,0210803119
176,1,33653,Thomas Detry,2.549,308.997,121.226,239,0205403268
177,1,59095,Chris Gotterup,2.545,317.739,124.853,257,0170103038
178,-4,34256,Andrew Putnam,2.544,283.050,111.260,349,0014003663
179,0,48153,Matthieu Pavon,2.543,302.404,118.919,210,0196503501
180,1,48081,Xander Schauffele,2.531,312.754,123.561,240,0205303310
181,-1,31323,Gary Woodland,2.530,316.837,125.255,252,0210803082
182,0,47420,Jake Knapp,2.513,309.894,123.317,304,0203403067
183,0,47347,Adam Schenk,2.508,301.607,120.245,358,0036303528
184,0,55789,Taylor Montgomery,2.471,293.497,118.765,185,0001203130
