RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,28087,Kris Blanks,4,995,3
1,0,28679,Fabián Gómez,4,900,4
3,0,20593,Greg Chalmers,3,959,3
3,0,32102,Rickie Fowler,3,889,3
3,0,24024,Zach Johnson,3,860,1
3,0,30926,Chris Kirk,3,948,3
3,0,27120,Troy Matteson,3,970,3
3,0,24490,George McNeill,3,751,2
3,0,25562,Andres Romero,3,845,2
3,0,27963,Chris Stroud,3,957,1
11,0,29910,Blake Adams,2,1252,2
11,0,20498,Briny Baird,2,662,1
11,0,24846,Ricky Barnes,2,860,2
11,0,10505,Shane Bertsch,2,682,1
11,0,25274,Steven Bowditch,2,938,1
11,0,33141,Keegan Bradley,2,992,1
11,0,34255,Joseph Bramlett,2,790,2
11,0,24925,Jonathan Byrd,2,899,2
11,0,32366,Kevin Chappell,2,843,2
11,0,11123,Chris Couch,2,783,1
11,0,32698,Bobby Gates,2,876,1
11,0,24604,Hunter Haas,2,1026,1
11,0,26758,David Hearn,2,971,0
11,0,29420,Billy Horschel,2,808,0
11,0,06573,Brandt Jobe,2,1078,0
11,0,30925,Dustin Johnson,2,771,1
11,0,27797,Derek Lamely,2,698,1
11,0,31202,William McGirt,2,1129,1
11,0,01810,Phil Mickelson,2,829,2
11,0,21949,Joe Ogilvie,2,817,2
11,0,28475,Jeff Overton,2,1002,1
11,0,24361,Pat Perez,2,809,1
11,0,23621,Rory Sabbatini,2,923,1
11,0,29221,Webb Simpson,2,1071,2
11,0,27330,Josh Teater,2,1131,1
11,0,25632,Jimmy Walker,2,873,2
11,0,31323,Gary Woodland,2,1009,1
38,0,10885,Robert Allenby,1,915,1
38,0,06004,Stephen Ames,1,746,1
38,0,20098,Stuart Appleby,1,715,1
38,0,07867,Woody Austin,1,634,1
38,0,22371,Aaron Baddeley,1,837,1
38,0,01116,Michael Bradley,1,808,1
38,0,20848,Ángel Cabrera,1,540,0
38,0,12510,Chad Campbell,1,1085,1
38,0,24357,K.J. Choi,1,815,0
38,0,23541,Ben Crane,1,814,0
38,0,28089,Jason Day,1,807,1
38,0,23638,Brendon de Jonge,1,1137,1
38,0,06251,Chris DiMarco,1,1012,1
38,0,25686,Jason Dufner,1,854,1
38,0,06621,Joe Durant,1,769,1
38,0,09011,David Duval,1,716,1
38,0,06522,Ernie Els,1,761,1
38,0,07457,Steve Flesch,1,971,0
38,0,10809,Jim Furyk,1,949,1
38,0,21209,Sergio Garcia,1,673,1
38,0,24358,Robert Garrigus,1,900,1
38,0,19846,Brian Gay,1,980,1
38,0,08725,Tom Gillis,1,622,1
38,0,20157,Retief Goosen,1,529,0
38,0,23718,Nathan Green,1,888,1
38,0,24980,Scott Gutschewski,1,724,1
38,0,24924,Bill Haas,1,1005,1
38,0,23353,J.J. Henry,1,1031,1
38,0,21961,Charles Howell III,1,1185,1
38,0,21350,Ryuji Imada,1,902,1
38,0,22378,Trevor Immelman,1,920,1
38,0,26420,Richard Johnson,1,693,1
38,0,08075,Jerry Kelly,1,947,1
38,0,27936,Martin Laird,1,809,1
38,0,26851,Marc Leishman,1,943,0
38,0,10860,Justin Leonard,1,886,1
38,0,28158,Steve Marino,1,821,1
38,0,22961,David Mathis,1,910,0
38,0,01766,Billy Mayfair,1,1018,0
38,0,10585,Scott McCarron,1,710,0
38,0,25572,Graeme McDowell,1,517,1
38,0,32640,Troy Merritt,1,682,0
38,0,26596,Ryan Moore,1,816,1
38,0,22348,Nick O'Hern,1,960,0
38,0,25345,Carl Pettersson,1,1049,1
38,0,32876,Martin Piller,1,682,1
38,0,25240,D.A. Points,1,962,0
38,0,25457,Alexandre Rocha,1,716,1
38,0,22405,Justin Rose,1,831,1
38,0,26331,Charl Schwartzel,1,612,0
38,0,24502,Adam Scott,1,663,1
38,0,06567,Vijay Singh,1,859,0
38,0,22293,Heath Slocum,1,970,1
38,0,33911,Nate Smith,1,716,1
38,0,26679,Kevin Stadler,1,939,1
38,0,30110,Kyle Stanley,1,1067,0
38,0,06527,Steve Stricker,1,755,1
38,0,34072,Will Strickler,1,556,1
38,0,25834,Daniel Summerhays,1,806,0
38,0,23325,Vaughn Taylor,1,964,1
38,0,02206,David Toms,1,846,1
38,0,33419,Cameron Tringale,1,1204,1
38,0,26668,Marc Turnesa,1,584,1
38,0,23623,Bo Van Pelt,1,989,1
38,0,27064,Jhonattan Vegas,1,917,1
38,0,27770,Camilo Villegas,1,746,1
38,0,25804,Bubba Watson,1,847,0
38,0,26289,Boo Weekley,1,718,1
38,0,12602,Dean Wilson,1,662,1
38,0,21878,Mark Wilson,1,947,1
