RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,39546,Keith Mitchell,37,0,3,14,2018310
2,0,21961,Charles Howell III,36,3,1,12,2018500
3,0,24781,Hunter Mahan,33,1,2,8,2018410
4,0,34021,Bud Cauley,30,0,3,6,2018250
4,0,47993,Denny McCarthy,30,3,4,10,2018400
6,0,40009,Dominic Bozzelli,29,0,2,2,2018400
6,0,30926,Chris Kirk,29,5,4,8,2018150
8,0,47238,Jazz Janewattananond,28,1,2,14,2018020
8,0,26476,Chez Reavie,28,0,2,3,2018500
8,0,33418,Shawn Stefani,28,7,2,10,2018470
11,0,45609,Tyler Duncan,27,0,3,1,2018070
11,0,34098,Russell Henley,27,1,4,4,2018360
11,0,25818,Scott Piercy,27,0,2,17,2018160
14,0,37455,Si Woo Kim,26,1,4,5,2018030
14,0,33122,Russell Knox,26,3,1,18,2018130
14,0,28237,Rory McIlroy,26,1,2,10,2018360
14,0,26596,Ryan Moore,26,0,4,15,2018460
18,0,25198,Francesco Molinari,25,1,1,5,2018380
18,0,34256,Andrew Putnam,25,1,1,7,2018130
18,0,36699,Patrick Rodgers,25,0,1,4,2018320
18,0,32150,Michael Thompson,25,8,1,1,2018060
22,0,28679,Fabián Gómez,24,3,1,12,2018250
22,0,35506,Mackenzie Hughes,24,2,3,8,2018400
22,0,30944,Jason Kokrak,24,1,1,2,2018390
22,0,29908,C.T. Pan,24,2,3,12,2018470
22,0,39324,J.J. Spaun,24,9,1,3,2018320
22,0,49964,Aaron Wise,24,5,1,3,2018320
28,0,27958,Ryan Blaum,23,2,2,7,2018080
28,0,33141,Keegan Bradley,23,3,2,10,2018390
28,0,25364,Paul Casey,23,3,2,14,2018370
28,0,20229,Stewart Cink,23,4,1,2,2018030
28,0,27896,Ross Fisher,23,1,1,10,2018460
28,0,29420,Billy Horschel,23,2,1,17,2018380
28,0,24502,Adam Scott,23,6,4,1,2018320
28,0,31323,Gary Woodland,23,6,3,13,2018070
28,0,47483,Will Zalatoris,23,9,1,14,2018160
37,0,40058,Zac Blair,22,0,1,12,2018010
37,0,26499,Rafa Cabrera Bello,22,1,4,12,2018470
37,0,35376,Roberto Díaz,22,0,2,3,2018320
37,0,28500,Martin Flores,22,6,1,5,2018320
37,0,35421,Brandon Harkins,22,0,1,17,2018070
37,0,23353,J.J. Henry,22,3,1,7,2018390
37,0,27974,Sung Kang,22,0,1,11,2018470
37,0,27129,Luke List,22,1,1,7,2018250
37,0,30110,Kyle Stanley,22,3,2,17,2018490
37,0,29518,Brendan Steele,22,3,4,15,2018010
37,0,21528,Henrik Stenson,22,0,3,17,2018250
37,0,32333,Kevin Tway,22,4,3,14,2018320
37,0,37189,Harold Varner III,22,0,4,6,2018230
37,0,48319,Tom Whitney,22,3,1,2,2018130
51,0,40026,Daniel Berger,21,0,1,10,2018460
51,0,39997,Corey Conners,21,2,1,16,2018390
51,0,31646,Emiliano Grillo,21,5,3,11,2018370
51,0,31420,Anirban Lahiri,21,1,1,16,2018390
51,0,32839,Hideki Matsuyama,21,1,2,8,2018020
51,0,46501,Ollie Schniederjans,21,0,2,3,2018020
51,0,29221,Webb Simpson,21,5,3,15,2018470
51,0,30692,Scott Stallings,21,0,2,10,2018150
