RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,12,01249,John Daly,288.9,60672,210
2,20,01876,Greg Norman,282.3,35003,124
3,26,01226,Fred Couples,280.7,46028,164
4,39,01191,Barry Cheesman,276.0,37534,136
4,39,01361,Dan Forsman,276.0,48578,176
4,39,01975,Tom Purtzer,276.0,48570,176
7,42,01958,Dan Pohl,275.7,37500,136
8,45,06034,Marco Dawson,274.5,45011,164
9,47,01006,John Adams,274.3,50476,184
10,48,06332,Neal Lancaster,274.2,60318,220
11,49,06006,JC Anderson,274.1,33984,124
12,49,06072,Greg Whisman,273.6,45960,168
13,49,02135,Mike Standly,273.5,47869,175
14,52,01550,Ed Humenik,272.9,50219,184
15,52,01161,Mark Calcavecchia,272.6,42530,156
16,52,01468,Gary Hallberg,272.5,46594,171
17,53,01706,Davis Love III,272.4,53661,197
18,53,02246,Duffy Waldorf,272.0,52229,192
19,57,01553,John Huston,271.5,52662,194
20,58,01945,Kenny Perry,271.4,42605,157
21,58,01096,Phil Blackmar,271.2,44481,164
22,58,01035,Tommy Armour III,271.1,47170,174
23,60,06573,Brandt Jobe,270.7,34114,126
24,62,02133,Craig Stadler,270.2,37827,140
25,62,01042,Paul Azinger,270.1,41049,152
25,62,01156,Curt Byrum,270.1,52394,194
27,62,02067,Ted Schulz,270.0,53454,198
28,67,06197,Michael Allen,269.6,46365,172
29,68,01098,Jay Don Blake,269.2,53848,200
30,68,01846,Jodie Mudd,269.1,32294,120
31,68,01068,Andy Bean,269.0,39269,146
32,69,01143,Brad Bryant,268.7,40848,152
33,77,02101,Joey Sindelar,267.9,49826,186
34,77,01690,Bruce Lietzke,267.8,38034,142
35,80,01723,Andrew Magee,267.7,49253,184
35,80,02049,Gene Sauers,267.7,44430,166
37,80,01499,Mark Hayes,267.6,31576,118
38,84,01313,Steve Elkington,267.4,48673,182
39,90,01724,Jeff Maggert,266.9,48049,180
39,90,01926,Steve Pate,266.9,51237,192
39,90,02167,Mike Sullivan,266.9,46968,176
42,91,01282,Trevor Dodds,266.8,45893,172
43,93,06150,Carl Cooper,266.6,37861,142
43,93,01388,Robert Gamez,266.6,42121,158
45,93,01837,Gil Morgan,266.5,43704,164
46,97,01984,Sam Randolph,266.4,36492,137
46,97,02224,Greg Twiggs,266.4,44224,166
48,97,02095,Larry Silveira,266.3,41805,157
48,97,02303,Robert Wrenn,266.3,47393,178
50,97,01444,Ken Green,266.2,49510,186
51,97,02321,Fuzzy Zoeller,266.1,29801,112
52,98,01968,Nick Price,266.0,44153,166
53,98,01385,Jim Gallagher Jr.,265.8,59540,224
53,98,01527,Scott Hoch,265.8,61135,230
53,98,01599,Steve Jones,265.8,48376,182
53,98,01607,Brian Kamm,265.8,39344,148
57,101,01112,Charlie Bowles,265.6,39835,150
57,101,02241,Bobby Wadkins,265.6,54978,207
59,104,01715,Mark Lye,265.5,48330,182
60,106,01771,Blaine McCallister,265.4,52022,196
61,107,01475,Donnie Hammond,265.3,40324,152
62,109,02195,Leonard Thompson,265.0,42399,160
63,110,01093,Ronnie Black,264.6,39953,151
63,110,01887,Mark O'Meara,264.6,42861,162
65,111,02146,Payne Stewart,264.4,37275,141
66,114,01577,Lee Janzen,264.2,57605,218
67,114,01355,Raymond Floyd,264.1,31433,119
68,115,01261,Jay Delsing,264.0,49106,186
69,118,06044,Scott Gump,263.9,48563,184
69,118,06577,John Wilson,263.9,44867,170
71,118,02256,Tom Watson,263.8,26909,102
72,118,06118,Greg Bruckner,263.7,52222,198
73,118,02041,Bill Sander,263.6,30576,116
74,118,01797,Rocco Mediate,263.5,44260,168
74,118,02131,Mike Springer,263.5,47431,180
74,118,02170,Hal Sutton,263.5,52959,201
77,119,01014,Fulton Allem,263.4,35294,134
77,119,01331,Rick Fehr,263.4,43191,164
77,119,01662,Greg Ladehoff,263.4,37927,144
77,119,02100,Tim Simpson,263.4,43719,166
81,121,06090,Jim McGovern,263.2,51589,196
82,121,01938,David Peoples,263.1,50523,192
83,122,01469,Dan Halldorson,262.9,45216,172
84,126,06575,Dudley Hart,262.7,49912,190
84,126,02090,Tom Sieckmann,262.7,44659,170
86,126,01203,Russ Cochran,262.6,51988,198
87,127,01329,Brad Faxon,262.5,51452,196
88,135,01040,Emlyn Aubrey,262.0,55022,210
89,136,01185,Brandel Chamblee,261.9,43219,165
89,136,01569,Peter Jacobsen,261.9,37708,144
91,137,01783,Mark McCumber,261.8,41367,158
92,140,01039,Perry Arthur,261.6,36100,138
93,145,01323,Brad Fabel,261.1,48566,186
94,147,01766,Billy Mayfair,261.0,55333,212
95,149,01510,Nolan Henke,260.9,49571,190
96,153,06284,Jim Hallet,260.6,55764,214
97,154,01060,Dave Barr,260.5,44807,172
97,154,06010,Brad Bell,260.5,29172,112
99,160,01414,Bob Gilder,260.2,40596,156
100,170,06581,David Sutherland,259.7,39469,152
101,170,01078,Jim Benepe,259.6,38682,149
101,170,01549,Mike Hulbert,259.6,57117,220
103,171,01633,Tom Kite,259.5,45938,177
104,174,02033,Dave Rummells,259.4,52922,204
104,174,02201,Jim Thorpe,259.4,42021,162
106,176,01072,Chip Beck,259.3,47962,185
106,176,06571,Bryan Norton,259.3,33186,128
108,177,01024,Billy Andrade,259.1,51304,198
109,179,01129,Bill Britton,259.0,49734,192
109,179,01736,Roger Maltbie,259.0,34185,132
111,181,01151,Clark Burroughs,258.9,27958,108
112,181,01200,Keith Clearwater,258.8,53837,208
113,181,01049,Ian Baker-Finch,258.6,38275,148
114,182,01133,Billy Ray Brown,258.5,48607,188
115,185,01755,Dick Mast,258.4,35401,137
116,185,01390,Buddy Gardner,258.3,54761,212
116,185,06140,Sean Murphy,258.3,35130,136
116,185,02255,Denis Watson,258.3,29190,113
119,189,01288,Ed Dougherty,258.2,58862,228
120,189,01457,Jay Haas,258.1,48002,186
121,189,01235,Ben Crenshaw,258.0,30954,120
121,189,02023,Clarence Rose,258.0,26834,104
123,193,01219,John Cook,257.8,47172,183
124,196,01682,Wayne Levi,257.7,38662,150
125,196,01142,Bart Bryant,257.6,48437,188
125,196,01943,Chris Perry,257.6,53072,206
125,196,02298,Jim Woodward,257.6,41739,162
128,199,01307,Joel Edwards,257.4,44270,172
128,199,01626,Karl Kimball,257.4,35519,138
130,200,02214,Kirk Triplett,257.3,47346,184
131,202,02104,Jeff Sluman,257.1,55792,217
132,204,01197,Bobby Clampett,256.9,41621,162
133,205,02225,Howard Twitty,256.8,52638,205
133,205,02242,Lanny Wadkins,256.8,43908,171
135,207,02322,Richard Zokol,256.7,35426,138
136,207,01971,Dillard Pruitt,256.6,43620,170
137,207,01701,Bob Lohr,256.4,41538,162
138,208,02054,Ken Schall,256.3,40492,158
139,213,01132,Mark Brooks,256.1,55069,215
140,213,02148,Ray Stewart,256.0,47356,185
141,216,01201,Lennie Clements,255.9,26613,104
141,216,06048,Dicky Thompson,255.9,44013,172
143,219,02257,Brian Watts,255.7,40402,158
143,219,02292,Bob Wolcott,255.7,60855,238
145,220,01266,Clark Dennis,255.6,40889,160
145,220,02111,Mike Smith,255.6,52134,204
145,220,02186,Brian Tennyson,255.6,46522,182
148,220,02185,Lance Ten Broeck,255.5,25548,100
149,221,02159,Curtis Strange,255.3,33706,132
149,221,02223,Bob Tway,255.3,38805,152
151,232,01320,Bob Estes,254.7,50949,200
151,232,01639,Kenny Knox,254.7,59080,232
153,236,01303,Bob Eastwood,254.5,37668,148
153,236,01306,David Edwards,254.5,49371,194
153,236,01435,Wayne Grady,254.5,32581,128
156,240,01284,Mike Donald,254.4,52412,206
156,240,06579,Craig Rudolph,254.4,34091,134
158,245,01157,Tom Byrum,254.1,50558,199
159,247,01878,Andy North,254.0,26922,106
160,257,02294,Willie Wood,253.7,39077,154
161,257,02267,D.A. Weibring,253.6,43118,170
162,257,01378,David Frost,253.5,45627,180
163,258,02190,Doug Tewell,253.4,34467,136
164,263,02099,Scott Simpson,253.0,32894,130
165,277,01381,Fred Funk,252.3,48940,194
166,277,02279,Mark Wiebe,252.2,45905,182
167,277,01458,Jerry Haas,252.1,49418,196
168,277,01106,Jim Booros,252.0,48379,192
168,277,01196,Brian Claar,252.0,52173,207
168,277,01823,Larry Mize,252.0,45864,182
168,277,01928,Corey Pavin,252.0,49890,198
172,281,01725,John Mahaffey,251.7,35232,140
173,282,02010,Loren Roberts,251.5,53813,214
174,284,06016,Brad Lardon,251.3,30904,123
175,287,01946,Peter Persons,251.1,52227,208
176,288,01154,Bill Buttner,250.9,39649,158
177,289,02311,Kim Young,250.6,26562,106
178,302,01168,David Canipe,249.6,44934,180
178,302,02007,Larry Rinker,249.6,40437,162
180,303,02196,Robert Thompson,249.5,30440,122
181,309,01557,John Inman,248.5,49197,198
181,309,01835,Tommy Moore,248.5,29320,118
183,309,01790,Pat McGowan,248.4,31791,128
184,315,01996,Mike Reid,248.1,34237,138
185,316,01346,Ed Fiori,248.0,49592,200
186,319,02230,Stan Utley,247.8,45601,184
187,324,01559,Hale Irwin,247.6,29717,120
188,324,01495,Morris Hatalsky,247.4,41063,166
189,403,02239,Scott Verplank,240.8,26487,110
