RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
143,0,20104,Ken Duke,8' 11",3920.417,441
143,0,30925,Dustin Johnson,8' 11",2272.083,256
143,0,27129,Luke List,8' 11",2676.750,300
143,0,26596,Ryan Moore,8' 11",2876.583,323
143,0,10213,Dicky Pride,8' 11",3109.250,348
149,0,24227,Justin Bolli,9' 0",2746.333,304
149,0,20848,Ángel Cabrera,9' 0",2800.083,310
151,0,20593,Greg Chalmers,9' 1",3749.000,412
151,0,34099,Harris English,9' 1",3790.500,419
151,0,30852,Ryo Ishikawa,9' 1",2587.750,286
151,0,27503,Steve LeBrun,9' 1",2534.000,279
151,0,30163,Henrik Norlander,9' 1",2868.917,315
156,0,24399,Scott Gardiner,9' 2",2801.417,306
156,0,30711,Colt Knost,9' 2",3135.500,342
156,0,27936,Martin Laird,9' 2",2649.583,288
156,0,32150,Michael Thompson,9' 2",2844.083,310
156,0,31323,Gary Woodland,9' 2",3882.500,424
161,0,23353,J.J. Henry,9' 3",3376.250,366
161,0,23320,Ryan Palmer,9' 3",3317.083,360
163,0,32698,Bobby Gates,9' 4",2062.583,221
163,0,33418,Shawn Stefani,9' 4",2799.167,299
163,0,23325,Vaughn Taylor,9' 4",2110.667,227
166,0,30750,Tommy Gainey,9' 6",4209.167,445
167,0,23452,Nicolas Colsaerts,9' 7",1747.500,183
167,0,37273,Derek Ernst,9' 7",2716.917,283
167,0,36884,Ben Kohles,9' 7",3300.583,343
170,0,22806,Doug LaBelle II,9' 8",3250.083,336
171,0,24140,Sean O'Hair,9' 9",2994.083,307
171,0,26951,Johnson Wagner,9' 9",2842.500,292
173,0,33869,Eric Meierdierks,9' 10",2061.500,209
173,0,30692,Scott Stallings,9' 10",3405.167,346
173,0,30110,Kyle Stanley,9' 10",3030.750,307
176,0,32334,Charlie Beljan,9' 11",3011.833,304
176,0,24358,Robert Garrigus,9' 11",2464.833,249
176,0,27408,Martin Kaymer,9' 11",2199.667,222
179,0,28259,Sangmoon Bae,10' 0",3927.750,393
180,0,25444,Justin Hicks,10' 8",3625.750,341
