RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,22405,Justin Rose,6' 5",1449.417,225
2,0,28310,Lee Williams,6' 6",2030.417,313
3,0,23135,Tim Clark,6' 7",1786.833,271
4,0,32200,Roberto Castro,6' 9",2981.917,440
5,0,23983,Luke Donald,6' 10",1804.417,265
5,0,01320,Bob Estes,6' 10",2306.750,339
5,0,06527,Steve Stricker,6' 10",1098.333,160
8,0,20098,Stuart Appleby,7' 0",2963.500,423
9,0,23800,Bryce Molder,7' 1",2913.583,413
10,0,24357,K.J. Choi,7' 2",2398.167,335
10,0,10809,Jim Furyk,7' 2",2341.500,326
10,0,20766,Padraig Harrington,7' 2",1517.917,211
10,0,29221,Webb Simpson,7' 2",2622.917,368
10,0,26497,Casey Wittenberg,7' 2",2516.500,352
15,0,25900,Lucas Glover,7' 3",1943.667,268
15,0,22792,Peter Hanson,7' 3",1396.167,193
15,0,21961,Charles Howell III,7' 3",3001.333,414
15,0,23108,Matt Kuchar,7' 3",2675.417,371
15,0,10860,Justin Leonard,7' 3",3218.167,446
15,0,22046,Geoff Ogilvy,7' 3",1831.250,253
15,0,24138,Ian Poulter,7' 3",1612.500,222
15,0,20396,Lee Westwood,7' 3",1950.833,268
23,0,21731,Freddie Jacobson,7' 4",1981.583,269
23,0,19970,Robert Karlsson,7' 4",1552.500,211
23,0,27214,Kevin Streelman,7' 4",2594.583,352
26,0,25686,Jason Dufner,7' 5",2410.083,325
26,0,21528,Henrik Stenson,7' 5",1429.250,192
28,0,24924,Bill Haas,7' 6",2628.750,352
28,0,26300,Matt Jones,7' 6",2935.333,391
28,0,08075,Jerry Kelly,7' 6",2745.917,365
28,0,20691,Greg Owen,7' 6",2553.583,341
28,0,27963,Chris Stroud,7' 6",3340.333,444
28,0,23788,D.J. Trahan,7' 6",1484.583,197
34,0,25345,Carl Pettersson,7' 7",2648.750,349
34,0,34046,Jordan Spieth,7' 7",2678.417,354
34,0,22295,Darron Stiles,7' 7",1976.833,260
34,0,10423,Mike Weir,7' 7",2430.083,319
38,0,25274,Steven Bowditch,7' 8",2636.750,344
38,0,32366,Kevin Chappell,7' 8",2680.250,348
38,0,19846,Brian Gay,7' 8",3719.083,483
38,0,08725,Tom Gillis,7' 8",2835.417,369
38,0,21099,David Lynn,7' 8",2447.417,320
38,0,02206,David Toms,7' 8",1421.500,186
44,0,28089,Jason Day,7' 9",2718.167,351
44,0,28679,Fabián Gómez,7' 9",2493.083,320
44,0,33461,Morgan Hoffmann,7' 9",2279.500,293
44,0,20645,John Senden,7' 9",2624.583,337
44,0,23623,Bo Van Pelt,7' 9",2267.583,292
49,0,27895,Jonas Blixt,7' 10",3147.750,401
49,0,21753,Brian Davis,7' 10",3982.333,511
49,0,06522,Ernie Els,7' 10",2155.750,276
49,0,28500,Martin Flores,7' 10",3246.250,415
49,0,32102,Rickie Fowler,7' 10",2681.667,343
49,0,21209,Sergio Garcia,7' 10",1800.000,231
49,0,30926,Chris Kirk,7' 10",3387.333,432
49,0,01810,Phil Mickelson,7' 10",2353.500,299
49,0,27770,Camilo Villegas,7' 10",2658.833,340
58,0,22913,John Rollins,7' 11",2740.833,345
58,0,33419,Cameron Tringale,7' 11",3188.000,401
60,0,33141,Keegan Bradley,8' 0",2967.417,371
60,0,12716,Charley Hoffman,8' 0",3014.167,376
60,0,28092,D.H. Lee,8' 0",2534.667,318
60,0,26851,Marc Leishman,8' 0",2821.250,351
60,0,24781,Hunter Mahan,8' 0",2605.417,324
60,0,31202,William McGirt,8' 0",3200.833,400
60,0,21878,Mark Wilson,8' 0",2232.917,278
67,0,23638,Brendon de Jonge,8' 1",3903.667,481
67,0,23409,James Driscoll,8' 1",2794.500,347
67,0,12782,Tim Herron,8' 1",2213.000,275
67,0,34174,John Huh,8' 1",3238.083,399
67,0,22378,Trevor Immelman,8' 1",2647.333,326
67,0,01724,Jeff Maggert,8' 1",2388.667,295
67,0,20572,Rod Pampling,8' 1",1672.667,206
67,0,25818,Scott Piercy,8' 1",2855.583,353
67,0,20160,Charlie Wi,8' 1",3403.167,419
76,0,34021,Bud Cauley,8' 2",2553.250,312
76,0,28307,Matt Every,8' 2",3464.000,424
76,0,29740,Brad Fritsch,8' 2",2959.333,361
76,0,06573,Brandt Jobe,8' 2",2194.417,270
76,0,34261,Scott Langley,8' 2",2883.000,353
76,0,28237,Rory McIlroy,8' 2",1727.917,212
76,0,28475,Jeff Overton,8' 2",3386.667,416
76,0,25240,D.A. Points,8' 2",3269.500,400
76,0,06567,Vijay Singh,8' 2",1993.667,245
76,0,29518,Brendan Steele,8' 2",3242.167,398
76,0,31560,Brian Stuard,8' 2",2830.000,346
76,0,25632,Jimmy Walker,8' 2",3213.750,392
88,0,24846,Ricky Barnes,8' 3",2522.083,305
88,0,24494,Erik Compton,8' 3",2943.167,356
88,0,35139,Richard Lee,8' 3",3097.000,374
88,0,27120,Troy Matteson,8' 3",2615.750,318
88,0,27933,John Merrick,8' 3",2943.417,355
88,0,22056,Cameron Percy,8' 3",2505.333,304
88,0,27556,Ted Potter Jr.,8' 3",2616.333,317
88,0,25336,Alistair Presnell,8' 3",2278.917,277
88,0,23497,Tag Ridings,8' 3",2552.250,309
88,0,26679,Kevin Stadler,8' 3",2815.917,343
88,0,28135,Aaron Watkins,8' 3",1715.000,208
88,0,24663,Y.E. Yang,8' 3",1995.250,241
100,0,10885,Robert Allenby,8' 4",2478.417,296
100,0,27436,Graham DeLaet,8' 4",3124.750,375
100,0,35539,Luke Guthrie,8' 4",3184.083,381
100,0,25572,Graeme McDowell,8' 4",1873.250,225
100,0,34431,Robert Streb,8' 4",2901.333,347
100,0,25834,Daniel Summerhays,8' 4",3610.333,434
100,0,27330,Josh Teater,8' 4",2788.250,333
100,0,27095,Nick Watney,8' 4",3004.750,360
100,0,26289,Boo Weekley,8' 4",3477.500,419
109,0,01116,Michael Bradley,8' 5",1846.000,220
109,0,29479,Scott Brown,8' 5",2682.250,319
109,0,22621,Ben Curtis,8' 5",2178.833,260
109,0,27644,Brian Harman,8' 5",3799.917,453
109,0,26758,David Hearn,8' 5",3480.667,412
109,0,31557,Jim Herman,8' 5",1859.500,222
109,0,24024,Zach Johnson,8' 5",2791.917,333
109,0,22961,David Mathis,8' 5",2999.250,356
109,0,29289,S.Y. Noh,8' 5",2722.833,325
109,0,20443,Jin Park,8' 5",2157.083,256
109,0,25562,Andres Romero,8' 5",2699.500,320
109,0,27649,Brandt Snedeker,8' 5",2517.500,298
109,0,25804,Bubba Watson,8' 5",2290.750,272
122,0,06004,Stephen Ames,8' 6",2284.167,268
122,0,12510,Chad Campbell,8' 6",2989.333,350
122,0,23541,Ben Crane,8' 6",2797.917,328
122,0,24490,George McNeill,8' 6",3008.667,354
126,0,24507,Jason Bohn,8' 7",3263.250,380
126,0,20229,Stewart Cink,8' 7",2301.250,268
126,0,23621,Rory Sabbatini,8' 7",3118.583,363
126,0,24502,Adam Scott,8' 7",1849.000,216
126,0,29425,Andrew Svoboda,8' 7",1596.667,186
131,0,22371,Aaron Baddeley,8' 8",3375.083,389
131,0,24361,Pat Perez,8' 8",2724.917,313
133,0,29420,Billy Horschel,8' 9",3821.667,436
133,0,34360,Patrick Reed,8' 9",3794.167,435
133,0,28780,Nicholas Thompson,8' 9",3881.417,445
133,0,08793,Tiger Woods,8' 9",1848.250,211
137,0,32448,James Hahn,8' 10",3298.333,372
137,0,34098,Russell Henley,8' 10",3111.667,353
137,0,30944,Jason Kokrak,8' 10",3327.833,377
137,0,34409,David Lingmerth,8' 10",2966.333,337
137,0,26476,Chez Reavie,8' 10",3271.250,371
137,0,26331,Charl Schwartzel,8' 10",2397.583,271
143,0,28455,Will Claxton,8' 11",2836.667,317
