RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
132,0,21961,Charles Howell III,13.99,167,1194,+0.04
133,0,23325,Vaughn Taylor,14.05,182,1295,+0.19
134,0,06004,Stephen Ames,14.07,129,917,+0.11
134,0,23125,Brad Elder,14.07,103,732,+0.18
136,0,21350,Ryuji Imada,14.18,133,938,+0.08
136,0,22806,Doug LaBelle II,14.18,100,705,+0.16
138,0,21949,Joe Ogilvie,14.19,171,1205,+0.05
139,0,26631,Cody Freeman,14.21,106,746,+0.10
139,0,20634,Peter Lonard,14.21,157,1105,+0.10
141,0,06567,Vijay Singh,14.25,125,877,-0.08
142,0,24924,Bill Haas,14.29,177,1239,+0.02
143,0,06034,Marco Dawson,14.38,105,730,+0.11
144,0,29718,Anthony Kim,14.41,130,902,E
145,0,26500,Alejandro Cañizares,14.46,82,567,+0.15
146,0,23108,Matt Kuchar,14.48,141,974,+0.05
146,0,20663,Brenden Pappas,14.48,109,753,-0.05
148,0,23320,Ryan Palmer,14.51,120,827,+0.07
149,0,20378,Mathias Grönberg,14.55,158,1086,+0.12
150,0,06090,Jim McGovern,14.57,126,865,+0.11
151,0,26300,Matt Jones,14.60,166,1137,+0.08
152,0,10860,Justin Leonard,14.66,150,1023,+0.09
153,0,27649,Brandt Snedeker,14.73,137,930,+0.18
154,0,23497,Tag Ridings,14.78,163,1103,+0.13
155,0,28158,Steve Marino,14.80,212,1432,+0.13
156,0,25364,Paul Casey,14.84,73,492,+0.25
156,0,24358,Robert Garrigus,14.84,173,1166,+0.03
158,0,27770,Camilo Villegas,14.86,130,875,+0.17
159,0,26951,Johnson Wagner,14.94,140,937,+0.16
160,0,10875,Todd Demsey,14.96,146,976,+0.07
161,0,25900,Lucas Glover,14.97,172,1149,+0.15
162,0,28475,Jeff Overton,15.05,188,1249,+0.10
163,0,25842,Jon Mills,15.10,161,1066,+0.19
164,0,26420,Richard Johnson,15.17,103,679,+0.07
165,0,20766,Padraig Harrington,15.24,66,433,-0.02
166,0,25804,Bubba Watson,15.38,169,1099,-0.01
167,0,23349,Charles Warren,15.46,158,1022,+0.16
168,0,23353,J.J. Henry,15.53,212,1365,+0.18
169,0,23718,Nathan Green,15.60,195,1250,+0.15
170,0,12602,Dean Wilson,15.61,199,1275,+0.10
171,0,21209,Sergio Garcia,15.63,121,774,+0.03
172,0,23048,Eric Axley,15.83,209,1320,+0.18
173,0,01706,Davis Love III,15.85,142,896,+0.08
174,0,06575,Dudley Hart,15.87,147,926,+0.15
175,0,23540,Jason Allred,15.88,107,674,+0.21
176,0,24357,K.J. Choi,15.97,127,795,+0.18
177,0,30925,Dustin Johnson,16.53,181,1095,+0.04
178,0,20157,Retief Goosen,16.55,96,580,+0.24
179,0,20433,Mark Hensby,16.61,146,879,+0.05
180,0,20850,Daniel Chopra,16.83,158,939,+0.09
181,0,12705,Cliff Kresge,16.98,171,1007,+0.22
182,0,25562,Andres Romero,17.04,115,675,+0.15
183,0,20848,Ángel Cabrera,17.20,92,535,+0.09
184,0,23409,James Driscoll,17.24,179,1038,+0.09
185,0,07457,Steve Flesch,17.25,192,1113,+0.04
186,0,23157,Richard Johnson,17.51,162,925,+0.10
187,0,25345,Carl Pettersson,17.55,234,1333,+0.06
188,0,06527,Steve Stricker,17.65,140,793,+0.01
189,0,25632,Jimmy Walker,17.71,147,830,+0.12
190,0,24502,Adam Scott,17.88,86,481,-0.02
191,0,01945,Kenny Perry,17.98,228,1268,+0.11
192,0,12823,Carlos Franco,18.03,154,854,+0.04
193,0,12680,Shigeki Maruyama,18.18,104,572,+0.12
194,0,01577,Lee Janzen,18.89,194,1027,+0.20
195,0,01810,Phil Mickelson,19.02,155,815,+0.01
196,0,27141,J.B. Holmes,20.58,192,933,+0.12
197,0,09011,David Duval,22.43,120,535,+0.09
