RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,24357,K.J. Choi,-.075
2,0,20766,Padraig Harrington,-.059
3,0,29718,Anthony Kim,-.026
4,0,10423,Mike Weir,-.020
5,0,27770,Camilo Villegas,-.007
6,0,21633,Steve Allan,E
6,0,22806,Doug LaBelle II,E
8,0,20663,Brenden Pappas,+.008
9,0,20850,Daniel Chopra,+.011
9,0,23718,Nathan Green,+.011
11,0,06567,Vijay Singh,+.019
12,0,23541,Ben Crane,+.022
12,0,01706,Davis Love III,+.022
14,0,01320,Bob Estes,+.023
14,0,27095,Nick Watney,+.023
16,0,20574,Mathew Goggin,+.026
17,0,22621,Ben Curtis,+.027
17,0,02239,Scott Verplank,+.027
19,0,20634,Peter Lonard,+.030
20,0,01161,Mark Calcavecchia,+.039
20,0,27141,J.B. Holmes,+.039
22,0,20229,Stewart Cink,+.040
23,0,21961,Charles Howell III,+.041
24,0,02206,David Toms,+.043
25,0,24449,Parker McLachlin,+.044
26,0,23157,Richard Johnson,+.045
26,0,02223,Bob Tway,+.045
28,0,25804,Bubba Watson,+.049
29,0,07749,Brett Quigley,+.052
29,0,23797,Brett Rumford,+.052
29,0,23349,Charles Warren,+.052
32,0,22548,Patrick Sheehan,+.054
33,0,07867,Woody Austin,+.056
34,0,24924,Bill Haas,+.057
34,0,24361,Pat Perez,+.057
36,0,08075,Jerry Kelly,+.060
37,0,01553,John Huston,+.061
38,0,20098,Stuart Appleby,+.065
39,0,21209,Sergio Garcia,+.069
39,0,24358,Robert Garrigus,+.069
41,0,25720,Chad Collins,+.071
41,0,12716,Charley Hoffman,+.071
43,0,21805,Harrison Frazar,+.075
43,0,23353,J.J. Henry,+.075
45,0,27649,Brandt Snedeker,+.076
46,0,06004,Stephen Ames,+.078
46,0,26679,Kevin Stadler,+.078
48,0,10585,Scott McCarron,+.080
48,0,23623,Bo Van Pelt,+.080
48,0,20160,Charlie Wi,+.080
51,0,20498,Briny Baird,+.082
