RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
37,0,01941,Tom Pernice Jr.,43.8,213,486,+2.02
38,0,20472,Alex Cejka,44.1,131,297,+1.91
38,0,24024,Zach Johnson,44.1,112,254,+1.43
40,0,24925,Jonathan Byrd,44.4,152,342,+2.17
40,0,06643,Paul Goydos,44.4,122,275,+2.38
40,0,21731,Freddie Jacobson,44.4,151,340,+1.92
40,0,27936,Martin Laird,44.4,201,453,+2.69
44,0,20104,Ken Duke,44.5,245,551,+1.47
45,0,20105,Jeff Gove,44.6,75,168,+3.33
45,0,20127,Chris Riley,44.6,82,184,+2.44
47,0,11032,Frank Lickliter II,44.8,220,491,+1.27
47,0,25562,Andres Romero,44.8,154,344,+1.62
47,0,25804,Bubba Watson,44.8,223,498,+0.13
50,0,02206,David Toms,44.9,118,263,+1.53
51,0,25594,Travis Perkins,45.0,118,262,+2.80
51,0,27770,Camilo Villegas,45.0,156,347,+1.47
53,0,25720,Chad Collins,45.3,165,364,+3.45
53,0,26289,Boo Weekley,45.3,146,322,+2.47
53,0,10425,Jay Williamson,45.3,146,322,+3.29
56,0,22913,John Rollins,45.4,158,348,+0.95
57,0,25349,Tim Wilkinson,45.8,169,369,+1.54
58,0,26300,Matt Jones,45.9,247,538,+1.74
59,0,12782,Tim Herron,46.0,217,472,+1.52
59,0,24912,Will MacKenzie,46.0,137,298,+2.12
59,0,10423,Mike Weir,46.0,162,352,+0.74
62,0,22621,Ben Curtis,46.1,124,269,+1.69
63,0,06251,Chris DiMarco,46.2,181,392,+1.77
64,0,24924,Bill Haas,46.4,234,504,+0.98
64,0,02002,John Riegger,46.4,129,278,+1.86
66,0,23778,Brad Adamonis,46.6,208,446,+1.92
66,0,07867,Woody Austin,46.6,184,395,+0.38
66,0,08845,Scott Sterling,46.6,160,343,+2.19
66,0,23623,Bo Van Pelt,46.6,229,491,+2.40
70,0,27214,Kevin Streelman,46.7,238,510,+1.39
71,0,24361,Pat Perez,46.8,183,391,+1.37
72,0,12510,Chad Campbell,46.9,188,401,+2.07
72,0,27649,Brandt Snedeker,46.9,175,373,+1.94
74,0,24781,Hunter Mahan,47.0,159,338,+1.07
75,0,24490,George McNeill,47.1,237,503,+1.86
76,0,27561,Nick Flanagan,47.2,192,407,+2.66
76,0,21350,Ryuji Imada,47.2,179,379,+0.89
78,0,21461,Kenneth Ferrie,47.3,130,275,+2.38
79,0,23541,Ben Crane,47.4,158,333,+0.89
79,0,24358,Robert Garrigus,47.4,247,521,+1.01
81,0,21209,Sergio Garcia,47.5,149,314,+1.34
81,0,24140,Sean O'Hair,47.5,173,364,+1.16
81,0,20572,Rod Pampling,47.5,155,326,+2.00
84,0,21753,Brian Davis,47.6,187,393,+1.93
84,0,28089,Jason Day,47.6,200,420,+1.45
84,0,12680,Shigeki Maruyama,47.6,117,246,+1.88
84,0,22548,Patrick Sheehan,47.6,233,490,+2.40
88,0,10885,Robert Allenby,47.7,195,409,+1.18
88,0,01473,Todd Hamilton,47.7,153,321,+2.68
88,0,22582,Kyle Thompson,47.7,146,306,+3.77
88,0,26668,Marc Turnesa,47.7,180,377,+2.11
92,0,25632,Jimmy Walker,47.8,196,410,+2.30
93,0,06004,Stephen Ames,47.9,162,338,+1.67
93,0,01707,Steve Lowery,47.9,180,376,+1.94
95,0,06197,Michael Allen,48.0,157,327,+2.48
96,0,01388,Robert Gamez,48.1,130,270,+2.54
96,0,28475,Jeff Overton,48.1,278,578,+1.80
98,0,23497,Tag Ridings,48.2,230,477,+2.48
99,0,24227,Justin Bolli,48.3,170,352,+2.82
99,0,29718,Anthony Kim,48.3,180,373,+1.00
99,0,20382,Stephen Leaney,48.3,102,211,+2.35
99,0,01797,Rocco Mediate,48.3,156,323,+2.05
99,0,20160,Charlie Wi,48.3,194,402,+1.60
104,0,06567,Vijay Singh,48.4,170,351,E
105,0,20850,Daniel Chopra,48.5,226,466,+1.24
106,0,12652,Cameron Beckman,48.6,160,329,+3.25
106,0,26631,Cody Freeman,48.6,162,333,+1.60
106,0,26596,Ryan Moore,48.6,144,296,+2.22
106,0,24663,Y.E. Yang,48.6,204,420,+3.73
110,0,01142,Bart Bryant,48.7,116,238,+1.64
110,0,25900,Lucas Glover,48.7,213,437,+1.74
110,0,12716,Charley Hoffman,48.7,218,448,+1.70
113,0,20663,Brenden Pappas,48.8,164,336,+1.52
114,0,01035,Tommy Armour III,48.9,162,331,+1.91
114,0,06595,Kevin Sutherland,48.9,224,458,+1.38
116,0,20157,Retief Goosen,49.0,120,245,+2.83
116,0,28780,Nicholas Thompson,49.0,220,449,+2.64
118,0,24502,Adam Scott,49.1,113,230,+0.71
119,0,25842,Jon Mills,49.3,225,456,+3.02
119,0,19913,Ron Whittaker,49.3,75,152,+2.53
121,0,01024,Billy Andrade,49.4,175,354,+2.80
121,0,20498,Briny Baird,49.4,220,445,+1.41
121,0,26476,Chez Reavie,49.4,165,334,+2.48
124,0,01706,Davis Love III,49.5,181,366,+1.55
125,0,01553,John Huston,49.6,115,232,+2.09
125,0,01810,Phil Mickelson,49.6,181,365,+0.88
127,0,20443,Jin Park,49.7,154,310,+3.38
128,0,23540,Jason Allred,49.8,160,321,+2.13
128,0,23325,Vaughn Taylor,49.8,244,490,+2.30
128,0,08385,Omar Uresti,49.8,108,217,+1.67
131,0,10505,Shane Bertsch,50.0,187,374,+2.57
131,0,01161,Mark Calcavecchia,50.0,130,260,+1.31
131,0,20574,Mathew Goggin,50.0,199,398,+1.11
134,0,23048,Eric Axley,50.1,302,603,+2.35
135,0,23409,James Driscoll,50.2,251,500,+1.71
135,0,23125,Brad Elder,50.2,146,291,+2.81
135,0,10649,Tom Scherrer,50.2,115,229,+2.00
138,0,23135,Tim Clark,50.3,175,348,+1.43
139,0,23614,Rich Beem,50.4,178,353,+2.08
140,0,08931,Glen Day,50.6,124,245,+2.26
141,0,20766,Padraig Harrington,50.8,95,187,+1.16
141,0,26695,Michael Letzig,50.8,180,354,+1.39
141,0,20645,John Senden,50.8,183,360,+2.08
144,0,01313,Steve Elkington,51.0,149,292,E
144,0,26420,Richard Johnson,51.0,127,249,+1.65
146,0,25364,Paul Casey,51.1,92,180,+2.50
146,0,20623,Gavin Coles,51.1,89,174,+1.80
146,0,06090,Jim McGovern,51.1,165,323,+2.06
149,0,20634,Peter Lonard,51.2,190,371,+1.63
149,0,01724,Jeff Maggert,51.2,188,367,+1.76
149,0,07749,Brett Quigley,51.2,197,385,+1.32
152,0,06575,Dudley Hart,51.6,190,368,+2.05
152,0,25396,Kevin Na,51.6,212,411,+1.60
152,0,01948,Tim Petrovic,51.6,194,376,+2.53
155,0,22892,Jason Gore,51.7,197,381,+1.78
155,0,30925,Dustin Johnson,51.7,274,530,+1.93
157,0,26679,Kevin Stadler,52.0,198,381,+1.36
158,0,10585,Scott McCarron,52.1,122,234,+1.97
158,0,26951,Johnson Wagner,52.1,197,378,+2.13
158,0,12602,Dean Wilson,52.1,257,493,+1.95
161,0,06034,Marco Dawson,52.2,155,297,+2.65
162,0,23320,Ryan Palmer,52.3,160,306,+1.56
163,0,23718,Nathan Green,52.4,271,517,+1.70
164,0,10733,Kent Jones,52.5,115,219,+1.74
164,0,27060,John Mallinger,52.5,180,343,+2.22
166,0,26500,Alejandro Cañizares,52.7,116,220,+2.76
166,0,02223,Bob Tway,52.7,135,256,+1.78
168,0,22293,Heath Slocum,52.8,161,305,+1.74
169,0,21959,Ted Purdy,52.9,172,325,+2.56
170,0,28158,Steve Marino,53.0,276,521,+1.59
170,0,06527,Steve Stricker,53.0,183,345,+0.38
172,0,23157,Richard Johnson,53.2,236,444,+2.03
173,0,20378,Mathias Grönberg,53.3,219,411,+1.92
174,0,07547,Craig Kanada,53.9,124,230,+2.82
174,0,23108,Matt Kuchar,53.9,179,332,+1.84
176,0,24357,K.J. Choi,54.0,161,298,+1.74
176,0,27141,J.B. Holmes,54.0,247,457,+1.50
178,0,10860,Justin Leonard,54.1,173,320,+1.50
179,0,06012,Greg Kraft,54.4,112,206,+4.11
180,0,19846,Brian Gay,54.8,182,332,+2.53
181,0,20433,Mark Hensby,55.0,208,378,+1.68
182,0,10875,Todd Demsey,55.2,192,348,+1.72
183,0,22348,Nick O'Hern,55.3,146,264,+1.92
184,0,12823,Carlos Franco,55.5,206,371,+1.02
184,0,23353,J.J. Henry,55.5,267,481,+2.47
186,0,21949,Joe Ogilvie,55.6,237,426,+1.56
187,0,12705,Cliff Kresge,55.7,210,377,+3.00
187,0,25345,Carl Pettersson,55.7,303,544,+1.12
189,0,01945,Kenny Perry,55.8,275,493,+1.38
190,0,08075,Jerry Kelly,55.9,186,333,+0.86
191,0,07457,Steve Flesch,56.3,245,435,+1.43
192,0,23349,Charles Warren,56.5,200,354,+3.20
193,0,06621,Joe Durant,56.7,169,298,+2.84
194,0,01577,Lee Janzen,58.3,228,391,+2.41
195,0,01139,Olin Browne,60.9,117,192,+3.33
196,0,22806,Doug LaBelle II,61.0,136,223,+3.09
197,0,09011,David Duval,62.4,176,282,+3.30
