RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,12309,Bob Sowards,36.7,104,283,+3.37
2,0,24449,Parker McLachlin,37.5,169,451,+1.18
3,0,01677,Tom Lehman,37.7,69,183,+1.74
4,0,01226,Fred Couples,38.0,116,305,+1.38
5,0,01928,Corey Pavin,38.1,88,231,+2.73
6,0,01766,Billy Mayfair,38.3,140,366,+1.57
7,0,20229,Stewart Cink,39.1,153,391,+0.85
8,0,19803,Ryan Armour,40.0,128,320,+3.52
9,0,30750,Tommy Gainey,40.2,105,261,+4.57
10,0,22378,Trevor Immelman,40.8,119,292,+2.18
11,0,23621,Rory Sabbatini,40.9,131,320,+2.06
11,0,02239,Scott Verplank,40.9,95,232,+1.89
13,0,22371,Aaron Baddeley,41.1,137,333,+1.31
14,0,25190,Jeff Quinney,41.2,154,374,+2.66
15,0,27933,John Merrick,41.5,153,369,+2.09
16,0,21805,Harrison Frazar,41.7,145,348,+0.69
17,0,06522,Ernie Els,41.8,87,208,+2.18
18,0,10809,Jim Furyk,41.9,129,308,+1.40
19,0,27095,Nick Watney,42.0,193,460,+2.49
20,0,27613,David Lutterus,42.1,115,273,+2.78
20,0,27963,Chris Stroud,42.1,128,304,+2.34
22,0,08537,J.P. Hayes,42.5,138,325,+2.90
22,0,12660,Jesper Parnevik,42.5,169,398,+1.07
24,0,20098,Stuart Appleby,42.7,166,389,+1.39
24,0,24138,Ian Poulter,42.7,85,199,+1.06
26,0,21961,Charles Howell III,42.9,225,525,+0.98
27,0,21633,Steve Allan,43.0,122,284,+2.38
27,0,27120,Troy Matteson,43.0,208,484,+1.97
29,0,12826,Paul Claxton,43.1,88,204,+3.30
30,0,20848,Ángel Cabrera,43.2,118,273,+1.27
30,0,22046,Geoff Ogilvy,43.2,117,271,+2.74
32,0,06573,Brandt Jobe,43.4,122,281,+1.56
32,0,21878,Mark Wilson,43.4,185,426,+1.95
34,0,01320,Bob Estes,43.5,173,398,+1.16
35,0,23797,Brett Rumford,43.6,163,374,+2.27
36,0,23788,D.J. Trahan,43.7,163,373,+2.02
