RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,09011,David Duval,37.6,106,282,+3.77
2,0,22806,Doug LaBelle II,39.0,87,223,E
3,0,01139,Olin Browne,39.1,75,192,+3.20
4,0,01577,Lee Janzen,41.7,163,391,+2.33
5,0,06621,Joe Durant,43.3,129,298,+1.24
6,0,23349,Charles Warren,43.5,154,354,+0.91
7,0,07457,Steve Flesch,43.7,190,435,+2.00
8,0,08075,Jerry Kelly,44.1,147,333,+2.24
9,0,01945,Kenny Perry,44.2,218,493,+1.51
10,0,12705,Cliff Kresge,44.3,167,377,+2.10
10,0,25345,Carl Pettersson,44.3,241,544,+1.70
12,0,21949,Joe Ogilvie,44.4,189,426,+1.06
13,0,12823,Carlos Franco,44.5,165,371,+2.00
13,0,23353,J.J. Henry,44.5,214,481,+1.31
15,0,22348,Nick O'Hern,44.7,118,264,+2.80
16,0,10875,Todd Demsey,44.8,156,348,+2.44
17,0,20433,Mark Hensby,45.0,170,378,+2.59
18,0,19846,Brian Gay,45.2,150,332,+1.40
19,0,06012,Greg Kraft,45.6,94,206,+1.81
20,0,10860,Justin Leonard,45.9,147,320,+1.90
21,0,24357,K.J. Choi,46.0,137,298,+0.29
21,0,27141,J.B. Holmes,46.0,210,457,+1.29
23,0,07547,Craig Kanada,46.1,106,230,+3.40
23,0,23108,Matt Kuchar,46.1,153,332,+1.63
25,0,20378,Mathias Grönberg,46.7,192,411,+2.50
26,0,23157,Richard Johnson,46.8,208,444,+1.83
27,0,28158,Steve Marino,47.0,245,521,+1.76
27,0,06527,Steve Stricker,47.0,162,345,+1.91
29,0,21959,Ted Purdy,47.1,153,325,+2.29
30,0,22293,Heath Slocum,47.2,144,305,+2.36
31,0,26500,Alejandro Cañizares,47.3,104,220,+1.92
31,0,02223,Bob Tway,47.3,121,256,+0.17
33,0,10733,Kent Jones,47.5,104,219,+3.17
33,0,27060,John Mallinger,47.5,163,343,+1.90
35,0,23718,Nathan Green,47.6,246,517,+1.42
36,0,23320,Ryan Palmer,47.7,146,306,+1.44
37,0,06034,Marco Dawson,47.8,142,297,+3.38
38,0,10585,Scott McCarron,47.9,112,234,+1.96
38,0,26951,Johnson Wagner,47.9,181,378,+2.38
38,0,12602,Dean Wilson,47.9,236,493,+2.29
41,0,26679,Kevin Stadler,48.0,183,381,+1.69
42,0,22892,Jason Gore,48.3,184,381,+2.28
42,0,30925,Dustin Johnson,48.3,256,530,+2.03
44,0,06575,Dudley Hart,48.4,178,368,+2.75
44,0,25396,Kevin Na,48.4,199,411,+1.96
44,0,01948,Tim Petrovic,48.4,182,376,+1.76
47,0,20634,Peter Lonard,48.8,181,371,+0.83
47,0,01724,Jeff Maggert,48.8,179,367,+3.35
47,0,07749,Brett Quigley,48.8,188,385,+1.65
50,0,25364,Paul Casey,48.9,88,180,+2.95
50,0,20623,Gavin Coles,48.9,85,174,+0.94
50,0,06090,Jim McGovern,48.9,158,323,+2.97
53,0,01313,Steve Elkington,49.0,143,292,+1.68
53,0,26420,Richard Johnson,49.0,122,249,+2.21
55,0,20766,Padraig Harrington,49.2,92,187,+0.22
55,0,26695,Michael Letzig,49.2,174,354,+1.26
55,0,20645,John Senden,49.2,177,360,+2.15
58,0,08931,Glen Day,49.4,121,245,+1.49
59,0,23614,Rich Beem,49.6,175,353,+2.06
60,0,23135,Tim Clark,49.7,173,348,+2.25
61,0,23409,James Driscoll,49.8,249,500,+1.93
61,0,23125,Brad Elder,49.8,145,291,+1.45
61,0,10649,Tom Scherrer,49.8,114,229,+3.60
64,0,23048,Eric Axley,49.9,301,603,+2.59
65,0,10505,Shane Bertsch,50.0,187,374,+1.23
65,0,01161,Mark Calcavecchia,50.0,130,260,+1.38
65,0,20574,Mathew Goggin,50.0,199,398,+1.51
68,0,23540,Jason Allred,50.2,161,321,+1.93
68,0,23325,Vaughn Taylor,50.2,246,490,+1.91
68,0,08385,Omar Uresti,50.2,109,217,+1.83
71,0,20443,Jin Park,50.3,156,310,+2.76
72,0,01553,John Huston,50.4,117,232,+1.20
72,0,01810,Phil Mickelson,50.4,184,365,+0.87
74,0,01706,Davis Love III,50.5,185,366,+1.30
75,0,01024,Billy Andrade,50.6,179,354,+1.51
75,0,20498,Briny Baird,50.6,225,445,+1.64
75,0,26476,Chez Reavie,50.6,169,334,+2.60
78,0,25842,Jon Mills,50.7,231,456,+1.82
78,0,19913,Ron Whittaker,50.7,77,152,+4.03
80,0,24502,Adam Scott,50.9,117,230,+1.71
81,0,20157,Retief Goosen,51.0,125,245,+1.84
81,0,28780,Nicholas Thompson,51.0,229,449,+1.92
83,0,01035,Tommy Armour III,51.1,169,331,+2.49
83,0,06595,Kevin Sutherland,51.1,234,458,+0.68
85,0,20663,Brenden Pappas,51.2,172,336,+1.34
86,0,01142,Bart Bryant,51.3,122,238,+3.03
86,0,25900,Lucas Glover,51.3,224,437,+1.38
86,0,12716,Charley Hoffman,51.3,230,448,+1.43
89,0,12652,Cameron Beckman,51.4,169,329,+2.01
89,0,26631,Cody Freeman,51.4,171,333,+2.05
89,0,26596,Ryan Moore,51.4,152,296,+2.50
89,0,24663,Y.E. Yang,51.4,216,420,+2.36
93,0,20850,Daniel Chopra,51.5,240,466,+1.13
94,0,06567,Vijay Singh,51.6,181,351,+0.66
95,0,24227,Justin Bolli,51.7,182,352,+2.09
95,0,29718,Anthony Kim,51.7,193,373,+0.62
95,0,20382,Stephen Leaney,51.7,109,211,+3.30
95,0,01797,Rocco Mediate,51.7,167,323,+2.16
95,0,20160,Charlie Wi,51.7,208,402,+1.35
100,0,23497,Tag Ridings,51.8,247,477,+1.74
101,0,01388,Robert Gamez,51.9,140,270,+2.50
101,0,28475,Jeff Overton,51.9,300,578,+1.40
103,0,06197,Michael Allen,52.0,170,327,+1.94
104,0,06004,Stephen Ames,52.1,176,338,+0.68
104,0,01707,Steve Lowery,52.1,196,376,+1.48
106,0,25632,Jimmy Walker,52.2,214,410,+1.82
107,0,10885,Robert Allenby,52.3,214,409,+1.59
107,0,01473,Todd Hamilton,52.3,168,321,+2.86
107,0,22582,Kyle Thompson,52.3,160,306,+2.25
107,0,26668,Marc Turnesa,52.3,197,377,+1.42
111,0,21753,Brian Davis,52.4,206,393,+1.41
111,0,28089,Jason Day,52.4,220,420,+2.18
111,0,12680,Shigeki Maruyama,52.4,129,246,+2.33
111,0,22548,Patrick Sheehan,52.4,257,490,+1.67
115,0,21209,Sergio Garcia,52.5,165,314,+0.18
115,0,24140,Sean O'Hair,52.5,191,364,+1.52
115,0,20572,Rod Pampling,52.5,171,326,+2.63
118,0,23541,Ben Crane,52.6,175,333,+1.49
118,0,24358,Robert Garrigus,52.6,274,521,+2.15
120,0,21461,Kenneth Ferrie,52.7,145,275,+2.41
121,0,27561,Nick Flanagan,52.8,215,407,+1.58
121,0,21350,Ryuji Imada,52.8,200,379,+1.50
123,0,24490,George McNeill,52.9,266,503,+2.11
124,0,24781,Hunter Mahan,53.0,179,338,+2.23
125,0,12510,Chad Campbell,53.1,213,401,+2.44
125,0,27649,Brandt Snedeker,53.1,198,373,+1.57
127,0,24361,Pat Perez,53.2,208,391,+1.30
128,0,27214,Kevin Streelman,53.3,272,510,+1.84
129,0,23778,Brad Adamonis,53.4,238,446,+1.76
129,0,07867,Woody Austin,53.4,211,395,+1.18
129,0,08845,Scott Sterling,53.4,183,343,+0.98
129,0,23623,Bo Van Pelt,53.4,262,491,+1.30
133,0,24924,Bill Haas,53.6,270,504,+1.33
133,0,02002,John Riegger,53.6,149,278,+2.08
135,0,06251,Chris DiMarco,53.8,211,392,+2.04
136,0,22621,Ben Curtis,53.9,145,269,+1.59
137,0,12782,Tim Herron,54.0,255,472,+1.53
137,0,24912,Will MacKenzie,54.0,161,298,+2.80
137,0,10423,Mike Weir,54.0,190,352,+0.79
140,0,26300,Matt Jones,54.1,291,538,+1.92
141,0,25349,Tim Wilkinson,54.2,200,369,+2.15
142,0,22913,John Rollins,54.6,190,348,+1.63
143,0,25720,Chad Collins,54.7,199,364,+1.31
143,0,26289,Boo Weekley,54.7,176,322,+0.51
143,0,10425,Jay Williamson,54.7,176,322,+1.93
146,0,25594,Travis Perkins,55.0,144,262,+2.08
146,0,27770,Camilo Villegas,55.0,191,347,+1.05
148,0,02206,David Toms,55.1,145,263,+1.52
149,0,11032,Frank Lickliter II,55.2,271,491,+2.55
149,0,25562,Andres Romero,55.2,190,344,+2.58
149,0,25804,Bubba Watson,55.2,275,498,+1.05
152,0,20105,Jeff Gove,55.4,93,168,+1.94
152,0,20127,Chris Riley,55.4,102,184,+1.57
154,0,20104,Ken Duke,55.5,306,551,+1.83
155,0,24925,Jonathan Byrd,55.6,190,342,+1.84
155,0,06643,Paul Goydos,55.6,153,275,+1.90
155,0,21731,Freddie Jacobson,55.6,189,340,+2.38
155,0,27936,Martin Laird,55.6,252,453,+1.43
159,0,20472,Alex Cejka,55.9,166,297,+2.59
159,0,24024,Zach Johnson,55.9,142,254,+2.04
161,0,01941,Tom Pernice Jr.,56.2,273,486,+2.12
162,0,23788,D.J. Trahan,56.3,210,373,+3.00
163,0,23797,Brett Rumford,56.4,211,374,+1.80
164,0,01320,Bob Estes,56.5,225,398,+0.80
165,0,06573,Brandt Jobe,56.6,159,281,+1.51
165,0,21878,Mark Wilson,56.6,241,426,+1.95
167,0,20848,Ángel Cabrera,56.8,155,273,+2.19
167,0,22046,Geoff Ogilvy,56.8,154,271,+0.39
169,0,12826,Paul Claxton,56.9,116,204,+2.59
170,0,21633,Steve Allan,57.0,162,284,+1.36
170,0,27120,Troy Matteson,57.0,276,484,+1.78
172,0,21961,Charles Howell III,57.1,300,525,+1.07
173,0,20098,Stuart Appleby,57.3,223,389,+0.90
173,0,24138,Ian Poulter,57.3,114,199,+2.02
175,0,08537,J.P. Hayes,57.5,187,325,+2.51
175,0,12660,Jesper Parnevik,57.5,229,398,+3.32
177,0,27613,David Lutterus,57.9,158,273,+3.67
177,0,27963,Chris Stroud,57.9,176,304,+2.33
179,0,27095,Nick Watney,58.0,267,460,+1.05
180,0,10809,Jim Furyk,58.1,179,308,+1.34
181,0,06522,Ernie Els,58.2,121,208,+2.15
182,0,21805,Harrison Frazar,58.3,203,348,+1.67
183,0,27933,John Merrick,58.5,216,369,+2.13
184,0,25190,Jeff Quinney,58.8,220,374,+2.86
185,0,22371,Aaron Baddeley,58.9,196,333,+0.77
186,0,23621,Rory Sabbatini,59.1,189,320,+1.69
186,0,02239,Scott Verplank,59.1,137,232,+1.39
188,0,22378,Trevor Immelman,59.2,173,292,+3.01
189,0,30750,Tommy Gainey,59.8,156,261,+2.63
190,0,19803,Ryan Armour,60.0,192,320,+3.13
191,0,20229,Stewart Cink,60.9,238,391,+1.89
192,0,01766,Billy Mayfair,61.7,226,366,+1.24
193,0,01928,Corey Pavin,61.9,143,231,+2.24
194,0,01226,Fred Couples,62.0,189,305,+2.06
195,0,01677,Tom Lehman,62.3,114,183,+2.89
196,0,24449,Parker McLachlin,62.5,282,451,+0.78
197,0,12309,Bob Sowards,63.3,179,283,+2.68
