RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,01958,Dan Pohl,61,15,46
2,0,02146,Payne Stewart,64,25,39
3,0,01690,Bruce Lietzke,74,66,8
4,0,01725,John Mahaffey,78,68,10
5,0,01771,Blaine McCallister,83,51,32
5,0,01837,Gil Morgan,83,57,26
5,0,02170,Hal Sutton,83,76,7
8,0,01783,Mark McCumber,85,45,40
8,0,01926,Steve Pate,85,22,63
10,0,01418,Bill Glasson,92,8,84
11,0,01968,Nick Price,94,71,23
12,0,01444,Ken Green,96,48,48
13,0,01156,Curt Byrum,97,16,81
14,0,01060,Dave Barr,98,70,28
15,0,02133,Craig Stadler,100,10,90
16,0,01161,Mark Calcavecchia,101,14,87
16,0,02255,Denis Watson,101,63,38
18,0,01975,Tom Purtzer,102,34,68
18,0,02033,Dave Rummells,102,29,73
20,0,01876,Greg Norman,105,4,101
21,0,01042,Paul Azinger,107,29,78
22,0,02256,Tom Watson,113,28,85
23,0,01475,Donnie Hammond,116,46,70
24,0,01072,Chip Beck,117,87,30
25,0,01717,Sandy Lyle,118,46,72
26,0,02049,Gene Sauers,121,79,42
26,0,02159,Curtis Strange,121,107,14
28,0,01569,Peter Jacobsen,125,94,31
28,0,01736,Roger Maltbie,125,81,44
28,0,02101,Joey Sindelar,125,3,122
28,0,02241,Bobby Wadkins,125,49,76
32,0,01378,David Frost,127,123,4
33,0,02321,Fuzzy Zoeller,130,81,49
34,0,01984,Sam Randolph,131,19,112
34,0,02023,Clarence Rose,131,38,93
36,0,01823,Larry Mize,133,128,5
37,0,02190,Doug Tewell,134,117,17
38,0,02246,Duffy Waldorf,135,32,103
39,0,01723,Andrew Magee,137,35,102
40,0,01549,Mike Hulbert,138,58,80
41,0,02100,Tim Simpson,139,104,35
42,0,01682,Wayne Levi,141,129,12
42,0,01846,Jodie Mudd,141,13,128
44,0,01945,Kenny Perry,142,18,124
45,0,01864,Larry Nelson,143,125,18
46,0,01192,T.C. Chen,144,122,22
46,0,01777,John McComish,144,1,143
48,0,02104,Jeff Sluman,148,87,61
49,0,02167,Mike Sullivan,150,61,89
50,0,01203,Russ Cochran,152,23,129
50,0,01288,Ed Dougherty,152,54,98
52,0,01457,Jay Haas,153,134,19
53,0,01887,Mark O'Meara,154,111,43
54,0,01527,Scott Hoch,155,99,56
55,0,01884,Mac O'Grady,156,4,152
56,0,01068,Andy Bean,159,26,133
56,0,01093,Ronnie Black,159,63,96
56,0,01197,Bobby Clampett,159,71,88
59,0,02094,Tony Sills,162,126,36
59,0,02223,Bob Tway,162,71,91
61,0,02267,D.A. Weibring,163,148,15
62,0,01666,Bernhard Langer,166,111,55
62,0,01706,Davis Love III,166,2,164
64,0,01305,Danny Edwards,167,134,33
64,0,02067,Ted Schulz,167,27,140
66,0,01226,Fred Couples,169,6,163
66,0,01235,Ben Crenshaw,169,86,83
66,0,01633,Tom Kite,169,156,13
69,0,01559,Hale Irwin,170,154,16
