RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,06643,Paul Goydos,149.3,1301133000,242
2,0,19846,Brian Gay,157.3,1500691000,265
3,0,26420,Richard Johnson,160.4,843176000,146
4,0,10733,Kent Jones,160.9,1280488000,221
5,0,30711,Colt Knost,161.5,1168819000,201
6,0,12602,Dean Wilson,162.6,1041928000,178
7,0,23800,Bryce Molder,163.1,1555856000,265
8,0,25444,Justin Hicks,163.5,735827000,125
9,0,22621,Ben Curtis,163.9,1185918000,201
10,0,10505,Shane Bertsch,164.3,1159539000,196
10,0,26758,David Hearn,164.3,1573031000,266
12,0,20593,Greg Chalmers,164.4,1591893000,269
13,0,06004,Stephen Ames,164.7,1150547000,194
14,0,06251,Chris DiMarco,165.5,1650534000,277
14,0,08537,J.P. Hayes,165.5,935482000,157
16,0,30692,Scott Stallings,165.6,1478367000,248
17,0,23108,Matt Kuchar,165.8,1742666000,292
17,0,31202,William McGirt,165.8,1796915000,301
19,0,22348,Nick O'Hern,166.0,1577621000,264
19,0,06527,Steve Stricker,166.0,1398757000,234
21,0,29720,Andres Gonzales,166.1,956726000,160
22,0,07867,Woody Austin,166.2,1082814000,181
23,0,09011,David Duval,166.3,1113569000,186
24,0,26668,Marc Turnesa,166.4,868418000,145
25,0,10860,Justin Leonard,166.7,1284337000,214
25,0,30946,Alex Prugh,166.7,1397893000,233
27,0,29478,Kevin Kisner,167.0,1093997000,182
28,0,20498,Briny Baird,167.2,1047572000,174
29,0,33413,Ben Martin,167.3,1385209000,230
30,0,24357,K.J. Choi,167.4,1271367000,211
31,0,25345,Carl Pettersson,167.5,2128236000,353
32,0,12652,Cameron Beckman,167.6,1369952000,227
33,0,24507,Jason Bohn,167.9,1499224000,248
34,0,32150,Michael Thompson,168.0,1475605000,244
35,0,22961,David Mathis,168.2,1459611000,241
35,0,24138,Ian Poulter,168.2,884279000,146
37,0,29910,Blake Adams,168.4,2400476000,396
37,0,21407,Arjun Atwal,168.4,1801066000,297
37,0,28620,Aron Price,168.4,1109538000,183
40,0,01577,Lee Janzen,168.5,1122290000,185
41,0,25572,Graeme McDowell,168.8,905510000,149
42,0,21805,Harrison Frazar,169.0,912355000,150
43,0,21753,Brian Davis,169.1,2143415000,352
43,0,23983,Luke Donald,169.1,1363227000,224
45,0,23614,Rich Beem,169.3,767764000,126
45,0,20229,Stewart Cink,169.3,1188673000,195
47,0,21731,Freddie Jacobson,169.4,1585181000,260
47,0,33911,Nate Smith,169.4,993765000,163
47,0,26951,Johnson Wagner,169.4,1372106000,225
50,0,20098,Stuart Appleby,169.8,1179562000,193
50,0,07457,Steve Flesch,169.8,1668451000,273
50,0,08725,Tom Gillis,169.8,996499000,163
53,0,01116,Michael Bradley,169.9,1241884000,203
53,0,01797,Rocco Mediate,169.9,929688000,152
55,0,22293,Heath Slocum,170.0,1585179000,259
55,0,23325,Vaughn Taylor,170.0,1750051000,286
55,0,20436,Garrett Willis,170.0,1395577000,228
58,0,08075,Jerry Kelly,170.1,1432903000,234
59,0,27770,Camilo Villegas,170.2,1286629000,210
60,0,10809,Jim Furyk,170.4,1508824000,246
60,0,24024,Zach Johnson,170.4,1515004000,247
60,0,21878,Mark Wilson,170.4,1540095000,251
63,0,30750,Tommy Gainey,170.5,2190980000,357
64,0,31557,Jim Herman,170.6,1203702000,196
65,0,23548,Bill Lunde,170.7,1745194000,284
66,0,25686,Jason Dufner,170.8,1512382000,246
67,0,06621,Joe Durant,170.9,1254849000,204
67,0,27939,Matt McQuillan,170.9,1058282000,172
69,0,27466,Spencer Levin,171.1,2001942000,325
70,0,30926,Chris Kirk,171.3,1831791000,297
71,0,20160,Charlie Wi,171.5,1735005000,281
72,0,02206,David Toms,171.6,1476230000,239
73,0,24781,Hunter Mahan,171.7,2021293000,327
73,0,24140,Sean O'Hair,171.7,1211308000,196
75,0,24361,Pat Perez,171.8,1657565000,268
75,0,25457,Alexandre Rocha,171.8,927767000,150
77,0,27120,Troy Matteson,172.0,1808587000,292
78,0,27974,Sung Kang,172.1,1059189000,171
79,0,01948,Tim Petrovic,172.3,1606651000,259
80,0,25632,Jimmy Walker,172.6,1671370000,269
81,0,20127,Chris Riley,172.7,1348952000,217
82,0,20472,Alex Cejka,172.8,995131000,160
82,0,12782,Tim Herron,172.8,1636024000,263
84,0,23673,Michael Connell,173.0,1389114000,223
84,0,06573,Brandt Jobe,173.0,1899957000,305
84,0,29718,Anthony Kim,173.0,1320625000,212
87,0,21949,Joe Ogilvie,173.1,1364396000,219
88,0,26679,Kevin Stadler,173.3,1647331000,264
89,0,01313,Steve Elkington,173.4,824041000,132
90,0,28087,Kris Blanks,173.6,1836987000,294
90,0,23541,Ben Crane,173.6,1374832000,220
92,0,20766,Padraig Harrington,173.7,1012910000,162
93,0,29221,Webb Simpson,174.3,2359141000,376
94,0,27649,Brandt Snedeker,174.4,1732658000,276
95,0,28158,Steve Marino,174.5,1552067000,247
96,0,22046,Geoff Ogilvy,174.7,1339936000,213
97,0,22913,John Rollins,174.9,1712658000,272
98,0,06515,Shaun Micheel,175.1,1216278000,193
98,0,25834,Daniel Summerhays,175.1,1128659000,179
100,0,10885,Robert Allenby,175.2,1620599000,257
100,0,26476,Chez Reavie,175.2,1993199000,316
102,0,27933,John Merrick,175.4,1395138000,221
103,0,12510,Chad Campbell,175.5,1921149000,304
103,0,26287,Roland Thatcher,175.5,1282666000,203
105,0,33141,Keegan Bradley,175.7,1720349000,272
106,0,24846,Ricky Barnes,175.8,1373443000,217
106,0,24290,D.J. Brigman,175.8,1069867000,169
106,0,28475,Jeff Overton,175.8,1721228000,272
106,0,25818,Scott Piercy,175.8,1582413000,250
110,0,32102,Rickie Fowler,176.1,1807259000,285
110,0,23718,Nathan Green,176.1,1438695000,227
112,0,28679,Fabián Gómez,176.2,1541168000,243
113,0,21350,Ryuji Imada,176.3,1656188000,261
114,0,23621,Rory Sabbatini,176.4,1530676000,241
114,0,27214,Kevin Streelman,176.4,1657044000,261
116,0,24358,Robert Garrigus,176.6,1792754000,282
117,0,06567,Vijay Singh,176.8,1769248000,278
118,0,27963,Chris Stroud,177.0,1733514000,272
118,0,23623,Bo Van Pelt,177.0,1745660000,274
120,0,01706,Davis Love III,177.1,1160266000,182
120,0,32876,Martin Piller,177.1,1032653000,162
122,0,26289,Boo Weekley,177.2,1346233000,211
123,0,32640,Troy Merritt,177.3,1097604000,172
124,0,23638,Brendon de Jonge,177.4,2254197000,353
125,0,19970,Robert Karlsson,177.5,1048048000,164
125,0,08375,Paul Stankowski,177.5,1476374000,231
127,0,22371,Aaron Baddeley,177.8,1740993000,272
127,0,27141,J.B. Holmes,177.8,1242104000,194
127,0,23497,Tag Ridings,177.8,1664103000,260
130,0,20070,Matt Bettencourt,177.9,1691128000,264
130,0,21961,Charles Howell III,177.9,2087250000,326
