RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,WGC POINTS
83,0,51151,Todd Clements,13,0
83,0,57688,Casey Jarvis,13,0
85,0,46879,Naoyuki Kataoka,13,0
86,0,54869,Chase Johnson,13,0
87,0,27408,Martin Kaymer,12,0
88,0,39524,Sean Crocker,11,0
89,0,61193,David Puig,11,0
90,0,23481,Marcel Siem,10,0
91,0,46594,Ricardo Gouveia,10,0
91,0,59827,Tom Vaillant,10,0
91,0,29939,Fabrizio Zanotti,10,0
94,0,45526,Abraham Ancer,9,0
94,0,39859,Cristobal Del Solar,9,0
94,0,49120,Kensei Hirata,9,0
97,0,46443,Brian Campbell,9,0
98,0,51734,Nicolo Galletti,9,0
99,0,57123,Steven Fisk,9,0
100,0,59652,Sam Bennett,8,0
101,0,48936,Ugo Coussaud,8,0
101,0,47443,Junghwan Lee,8,0
103,0,46402,Talor Gooch,8,0
104,0,39958,Jeunghun Wang,8,0
105,0,12195,Tom Johnson,7,0
106,0,27506,Oliver Wilson,7,0
107,0,47125,Matt Atkins,6,0
108,0,46405,Sebastian Soderberg,6,0
109,0,58816,Marcus Byrd,6,0
110,0,63181,Braden Shattuck,6,0
111,0,56555,Myles Creighton,5,0
111,0,46837,Yuxin Lin,5,0
111,0,36521,Young-han Song,5,0
111,0,60019,Jackson Suber,5,0
115,0,32775,Shugo Imahira,5,0
115,0,30852,Ryo Ishikawa,5,0
117,0,34607,Francesco Laporta,5,0
118,0,51635,Chris Nido,5,0
119,0,46628,Jeremy Wells,5,0
120,0,48001,Zach Bauchou,5,0
121,0,58188,James Nicholas,5,0
121,0,57944,Andy Ogletree,5,0
123,0,35490,Wil Bateman,4,0
124,0,20721,Darren Fichardt,4,0
125,0,29675,Dan McCarthy,4,0
126,0,52462,Chase Hanna,4,0
126,0,55509,Hurly Long,4,0
128,0,65465,Connor Jones,4,0
128,0,33870,Ashun Wu,4,0
130,0,52411,Kyle Westmoreland,4,0
131,0,55074,Sebastian Friedrichsen,4,0
131,0,46404,Marcus Kinhult,4,0
131,0,55940,Andrew Wilson,4,0
134,0,33459,Jens Dantorp,3,0
134,0,28593,Jesse Mueller,3,0
136,0,48929,Santiago Tarrio,3,0
137,0,32662,Michael Gligic,3,0
138,0,32627,Espen Kofstad,3,0
139,0,27747,Hiroshi Iwata,3,0
140,0,33404,Chris Baker,3,0
140,0,28340,Julien Guerrier,3,0
142,0,32686,Takahiro Hataji,3,0
143,0,46270,Takashi Ogiso,3,0
144,0,65423,Egor Eroshenko,3,0
145,0,58989,Brandon Berry,2,0
146,0,59567,Emilio Gonzalez,2,0
147,0,55623,Kaito Onishi,2,0
148,0,59570,Tyler Collet,2,0
148,0,51690,Taylor Dickson,2,0
150,0,24494,Erik Compton,2,0
151,0,64052,Angel Ayora,2,0
