RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
39,0,30925,Dustin Johnson,70.02,3011,43
39,0,49771,J.T. Poston,70.02,3291,47
41,0,32102,Rickie Fowler,70.05,2872,41
42,0,22371,Aaron Baddeley,70.07,1962,28
42,0,33418,Shawn Stefani,70.07,2873,41
44,0,33399,Adam Hadwin,70.08,2733,39
44,0,48822,Sebastián Muñoz,70.08,2803,40
44,0,33667,Carlos Ortiz,70.08,2663,38
47,0,26851,Marc Leishman,70.09,2453,35
47,0,24138,Ian Poulter,70.09,2383,34
49,0,25364,Paul Casey,70.10,2944,42
50,0,35376,Roberto Díaz,70.12,2384,34
50,0,32640,Troy Merritt,70.12,2384,34
50,0,46601,Trey Mullinax,70.12,2384,34
53,0,32200,Roberto Castro,70.13,2244,32
53,0,45486,Joaquin Niemann,70.13,3226,46
55,0,23320,Ryan Palmer,70.14,1964,28
56,0,01810,Phil Mickelson,70.16,1754,25
56,0,24361,Pat Perez,70.16,2175,31
58,0,29725,Tony Finau,70.17,3368,48
59,0,24924,Bill Haas,70.19,2176,31
59,0,26329,Louis Oosthuizen,70.19,2176,31
61,0,35506,Mackenzie Hughes,70.20,2457,35
62,0,29535,Brice Garnett,70.21,3019,43
62,0,47347,Adam Schenk,70.21,3651,52
64,0,47504,Sam Burns,70.25,2529,36
64,0,45609,Tyler Duncan,70.25,2529,36
64,0,21528,Henrik Stenson,70.25,1967,28
67,0,19803,Ryan Armour,70.27,3092,44
67,0,37455,Si Woo Kim,70.27,2600,37
67,0,32757,Patton Kizzire,70.27,2319,33
70,0,31557,Jim Herman,70.28,1757,25
71,0,29970,Dylan Frittelli,70.29,2882,41
72,0,27095,Nick Watney,70.30,2812,40
73,0,52372,Cameron Champ,70.32,2883,41
74,0,29478,Kevin Kisner,70.33,2954,42
75,0,30110,Kyle Stanley,70.34,2251,32
76,0,32791,K.H. Lee,70.35,3025,43
77,0,29420,Billy Horschel,70.38,3378,48
77,0,21961,Charles Howell III,70.38,3378,48
77,0,26300,Matt Jones,70.38,3167,45
77,0,34360,Patrick Reed,70.38,3378,48
81,0,45157,Cam Davis,70.39,2323,33
81,0,39977,Max Homa,70.39,2182,31
83,0,35879,Kelly Kraft,70.41,2887,41
84,0,49766,Hank Lebioda,70.42,2183,31
85,0,39971,Sungjae Im,70.44,4297,61
85,0,33419,Cameron Tringale,70.44,2395,34
85,0,37189,Harold Varner III,70.44,2888,41
88,0,34264,Hudson Swafford,70.45,2184,31
89,0,27974,Sung Kang,70.46,2607,37
89,0,27556,Ted Potter Jr.,70.46,1973,28
89,0,30692,Scott Stallings,70.46,2466,35
89,0,31560,Brian Stuard,70.46,3241,46
93,0,34021,Bud Cauley,70.47,2678,38
93,0,19846,Brian Gay,70.47,3312,47
93,0,27649,Brandt Snedeker,70.47,3030,43
96,0,25198,Francesco Molinari,70.48,1762,25
97,0,33122,Russell Knox,70.52,2186,31
98,0,27644,Brian Harman,70.54,3245,46
98,0,37340,Chase Wright,70.54,2469,35
100,0,33948,Byeong Hun An,70.55,2681,38
100,0,25572,Graeme McDowell,70.55,2328,33
102,0,29479,Scott Brown,70.57,2611,37
102,0,34256,Andrew Putnam,70.57,2964,42
104,0,32058,José de Jesús Rodríguez,70.58,2329,33
105,0,36799,Stephan Jaeger,70.59,2400,34
105,0,39324,J.J. Spaun,70.59,2612,37
107,0,28089,Jason Day,70.61,2330,33
107,0,35461,Beau Hossler,70.61,2542,36
107,0,40115,Adam Svensson,70.61,2542,36
110,0,34046,Jordan Spieth,70.62,3178,45
111,0,36699,Patrick Rodgers,70.65,1625,23
112,0,29484,Peter Uihlein,70.66,2473,35
113,0,35421,Brandon Harkins,70.67,2332,33
114,0,21209,Sergio Garcia,70.68,1555,22
114,0,27936,Martin Laird,70.68,2827,40
116,0,46523,Joey Garber,70.70,2121,30
116,0,29926,Danny Lee,70.70,2616,37
118,0,27895,Jonas Blixt,70.71,2475,35
119,0,49964,Aaron Wise,70.73,2122,30
120,0,49303,Anders Albertson,70.76,2406,34
120,0,25804,Bubba Watson,70.76,2052,29
122,0,26499,Rafa Cabrera Bello,70.78,2265,32
123,0,34076,Joel Dahmen,70.79,3398,48
123,0,27349,Alex Noren,70.79,1982,28
123,0,27963,Chris Stroud,70.79,2053,29
123,0,47128,Richy Werenski,70.79,2761,39
127,0,40026,Daniel Berger,70.81,2266,32
128,0,32150,Michael Thompson,70.82,2337,33
129,0,25686,Jason Dufner,70.83,2550,36
129,0,33486,Roger Sloan,70.83,3258,46
131,0,29223,Sam Saunders,70.85,2409,34
132,0,27958,Ryan Blaum,70.86,2976,42
132,0,49960,Sepp Straka,70.86,3047,43
134,0,34099,Harris English,70.87,2764,39
135,0,28679,Fabián Gómez,70.88,1772,25
136,0,29908,C.T. Pan,70.89,2623,37
136,0,30946,Alex Prugh,70.89,2481,35
138,0,31420,Anirban Lahiri,70.90,2198,31
139,0,40098,Matt Fitzpatrick,70.91,1631,23
140,0,10809,Jim Furyk,70.92,2624,37
141,0,27214,Kevin Streelman,70.95,2838,40
142,0,29268,Bronson Burgoon,70.96,1774,25
142,0,30786,Brady Schnell,70.96,1774,25
144,0,25396,Kevin Na,70.97,2200,31
145,0,26758,David Hearn,71.00,1562,22
146,0,24024,Zach Johnson,71.04,1918,27
147,0,39327,Ben Silverman,71.06,2345,33
147,0,34431,Robert Streb,71.06,2558,36
149,0,30191,Julián Etulain,71.07,1919,27
150,0,31646,Emiliano Grillo,71.08,2843,40
150,0,36852,Jim Knous,71.08,1848,26
152,0,27064,Jhonattan Vegas,71.09,2488,35
153,0,20472,Alex Cejka,71.10,1493,21
154,0,47990,Kyle Jones,71.12,2418,34
155,0,34261,Scott Langley,71.15,2348,33
156,0,12716,Charley Hoffman,71.18,2420,34
157,0,37380,Curtis Luck,71.27,2138,30
158,0,46435,Austin Cook,71.28,2281,32
159,0,33141,Keegan Bradley,71.29,2495,35
159,0,06522,Ernie Els,71.29,1711,24
161,0,35449,Adam Long,71.30,2638,37
162,0,29518,Brendan Steele,71.32,1783,25
163,0,24781,Hunter Mahan,71.33,1712,24
164,0,49298,Kramer Hickok,71.34,2497,35
165,0,24925,Jonathan Byrd,71.35,1641,23
166,0,35532,Tom Hoge,71.36,3140,44
167,0,34563,Chesson Hadley,71.38,2641,37
168,0,46501,Ollie Schniederjans,71.41,2428,34
169,0,39954,Cody Gribble,71.42,2214,31
170,0,23353,J.J. Henry,71.43,1643,23
171,0,25632,Jimmy Walker,71.44,2572,36
172,0,30978,Kiradech Aphibarnrat,71.45,2072,29
173,0,47856,Seth Reeves,71.47,2430,34
174,0,27141,J.B. Holmes,71.49,2645,37
175,0,20572,Rod Pampling,71.50,1716,24
176,0,27129,Luke List,71.52,2074,29
177,0,32139,Danny Willett,71.55,2361,33
178,0,34306,John Chin,71.61,1647,23
179,0,29974,Branden Grace,71.62,1862,26
180,0,21731,Freddie Jacobson,71.68,1577,22
180,0,39546,Keith Mitchell,71.68,2867,40
182,0,28252,Seamus Power,71.79,2369,33
183,0,32816,Satoshi Kodaira,71.85,1868,26
184,0,28259,Sangmoon Bae,71.88,1797,25
185,0,34363,Tyrrell Hatton,71.93,2014,28
186,0,37454,Whee Kim,72.03,2233,31
187,0,35617,Martin Trainer,72.28,2313,32
188,0,39975,Michael Kim,73.21,2050,28
