RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
1,0,33448,Justin Thomas,65.00,65,1
2,0,34360,Patrick Reed,66.00,66,1
3,0,24138,Ian Poulter,66.50,266,4
4,0,34046,Jordan Spieth,67.50,270,4
5,0,24502,Adam Scott,68.00,272,4
6,0,30911,Tommy Fleetwood,68.25,273,4
7,0,46970,Jon Rahm,68.33,205,3
8,0,25818,Scott Piercy,68.60,1029,15
9,0,45526,Abraham Ancer,68.69,893,13
10,0,33410,Andrew Landry,68.71,962,14
11,0,21528,Henrik Stenson,68.80,344,5
12,0,35891,Cameron Smith,68.91,758,11
13,0,40009,Dominic Bozzelli,68.93,1034,15
13,0,23325,Vaughn Taylor,68.93,965,14
15,0,25900,Lucas Glover,69.00,690,10
15,0,22405,Justin Rose,69.00,207,3
15,0,23621,Rory Sabbatini,69.00,966,14
18,0,51766,Wyndham Clark,69.11,1244,18
19,0,39971,Sungjae Im,69.20,1038,15
20,0,47959,Bryson DeChambeau,69.25,277,4
21,0,49964,Aaron Wise,69.29,485,7
22,0,29420,Billy Horschel,69.33,832,12
22,0,48081,Xander Schauffele,69.33,624,9
24,0,29970,Dylan Frittelli,69.38,902,13
25,0,32640,Troy Merritt,69.41,1180,17
26,0,36689,Brooks Koepka,69.50,139,2
26,0,28775,Nate Lashley,69.50,973,14
28,0,35506,Mackenzie Hughes,69.54,904,13
29,0,26499,Rafa Cabrera Bello,69.55,765,11
29,0,37275,Sam Ryder,69.55,765,11
31,0,40098,Matt Fitzpatrick,69.57,487,7
32,0,26951,Johnson Wagner,69.58,835,12
33,0,46601,Trey Mullinax,69.62,1462,21
34,0,29478,Kevin Kisner,69.64,766,11
34,0,32757,Patton Kizzire,69.64,975,14
36,0,26596,Ryan Moore,69.69,1115,16
37,0,29479,Scott Brown,69.71,976,14
38,0,22371,Aaron Baddeley,69.77,907,13
38,0,48822,Sebastián Muñoz,69.77,907,13
40,0,31323,Gary Woodland,69.78,628,9
41,0,33667,Carlos Ortiz,69.79,1326,19
42,0,35450,Patrick Cantlay,69.80,349,5
43,0,34021,Bud Cauley,69.81,1117,16
44,0,19846,Brian Gay,69.84,1746,25
45,0,34076,Joel Dahmen,69.87,1048,15
