RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,46046,Scottie Scheffler,68.629,6007,32.329,88
2,0,28237,Rory McIlroy,68.777,4411,-9.244,64
3,0,46970,Jon Rahm,69.037,4886,15.615,71
4,0,46717,Viktor Hovland,69.123,6065,17.843,88
5,0,48081,Xander Schauffele,69.127,5595,4.323,81
6,0,35450,Patrick Cantlay,69.190,4956,25.696,72
7,0,30911,Tommy Fleetwood,69.248,5132,-7.649,74
8,0,50525,Collin Morikawa,69.429,5608,15.742,81
9,0,34363,Tyrrell Hatton,69.435,5417,-1.100,78
10,0,39977,Max Homa,69.516,5951,27.401,86
11,0,32102,Rickie Fowler,69.576,6660,19.289,96
12,0,52955,Ludvig Åberg,69.603,3416,64.131,50
13,0,51766,Wyndham Clark,69.642,7079,24.505,102
14,0,22405,Justin Rose,69.693,4740,-0.875,68
15,0,47591,Eric Cole,69.757,8710,79.361,126
16,0,34098,Russell Henley,69.759,5822,37.771,84
17,0,47993,Denny McCarthy,69.825,6942,40.467,100
18,0,55182,Tom Kim,69.832,6225,59.837,90
19,0,39971,Sungjae Im,69.839,7218,45.261,104
20,0,29725,Tony Finau,69.933,5840,34.407,84
21,0,27644,Brian Harman,69.978,6443,64.960,93
22,0,52453,Nicolai Hojgaard,69.994,3211,8.733,46
23,0,28089,Jason Day,70.018,5571,30.473,80
24,0,33141,Keegan Bradley,70.050,5724,20.127,82
25,0,40098,Matt Fitzpatrick,70.079,5107,8.783,73
26,0,24502,Adam Scott,70.101,4747,19.898,68
27,0,34256,Andrew Putnam,70.118,7726,57.099,111
28,0,33204,Shane Lowry,70.132,4367,-18.811,62
29,0,39997,Corey Conners,70.144,5996,36.419,86
30,0,34046,Jordan Spieth,70.150,5049,1.803,72
31,0,45157,Cam Davis,70.175,6334,51.911,91
32,0,32839,Hideki Matsuyama,70.181,6085,20.766,87
33,0,36799,Stephan Jaeger,70.185,8462,100.615,122
34,0,49771,J.T. Poston,70.202,6963,57.208,100
35,0,51634,Sahith Theegala,70.219,7409,34.265,106
36,0,37455,Si Woo Kim,70.229,6991,31.857,100
37,0,47504,Sam Burns,70.233,5673,15.911,81
38,0,33948,Byeong Hun An,70.244,7323,52.578,105
39,0,54591,Ben Griffin,70.286,8279,85.077,119
40,0,25493,Nick Taylor,70.309,6496,42.725,93
41,0,36699,Patrick Rodgers,70.321,7137,35.723,102
41,0,30927,Brendon Todd,70.321,7242,71.420,104
43,0,23108,Matt Kuchar,70.353,6338,64.134,91
44,0,33399,Adam Hadwin,70.360,6143,48.655,88
45,0,47347,Adam Schenk,70.368,8323,50.816,119
46,0,35461,Beau Hossler,70.398,7669,74.794,110
46,0,46414,Aaron Rai,70.398,7325,66.780,105
48,0,34099,Harris English,70.414,6800,30.178,97
49,0,30926,Chris Kirk,70.417,6429,49.402,92
50,0,27349,Alex Noren,70.422,6444,34.838,92
51,0,55789,Taylor Montgomery,70.424,7114,69.205,102
51,0,39324,J.J. Spaun,70.424,7097,86.298,102
53,0,56630,Akshay Bhatia,70.431,5836,80.235,84
54,0,40115,Adam Svensson,70.471,8507,90.454,122
55,0,33653,Thomas Detry,70.478,6924,53.290,99
56,0,46442,Maverick McNealy,70.509,4412,30.091,63
57,0,57366,Cameron Young,70.515,6008,56.311,86
58,0,33448,Justin Thomas,70.520,5067,10.468,72
59,0,48117,Kurt Kitayama,70.534,5087,-8.525,72
60,0,31323,Gary Woodland,70.542,5867,-11.983,83
61,0,54783,Dylan Wu,70.545,7401,76.740,106
62,0,46340,Alex Smalley,70.556,7829,73.241,112
63,0,37275,Sam Ryder,70.559,7743,89.046,111
64,0,49947,Taylor Moore,70.560,7103,23.527,101
65,0,36801,Mark Hubbard,70.561,8112,73.052,116
66,0,35532,Tom Hoge,70.567,7270,68.998,104
67,0,31646,Emiliano Grillo,70.579,7925,50.473,113
68,0,34255,Joseph Bramlett,70.580,5600,46.425,80
69,0,58696,Peter Kuest,70.588,3177,70.053,46
70,0,49960,Sepp Straka,70.597,6461,33.939,92
71,0,54628,Lee Hodges,70.623,7525,31.665,107
72,0,50493,Justin Suh,70.646,7995,58.671,114
73,0,39546,Keith Mitchell,70.652,6598,43.313,94
74,0,22371,Aaron Baddeley,70.659,5581,71.694,80
75,0,32791,K.H. Lee,70.679,7489,73.702,107
76,0,57362,Austin Eckroat,70.692,6851,76.771,98
77,0,47988,Nick Hardy,70.694,8255,86.883,118
78,0,52374,Brandon Wu,70.720,8025,107.822,115
79,0,45522,Christiaan Bezuidenhout,70.747,6242,54.441,89
80,0,35506,Mackenzie Hughes,70.749,6244,52.705,89
81,0,51070,Vincent Norrman,70.755,5947,67.196,85
82,0,39975,Michael Kim,70.764,6808,56.108,97
83,0,51890,Greyson Sigg,70.788,7328,104.710,105
84,0,45242,Kevin Yu,70.808,4941,86.354,71
85,0,50188,S.H. Kim,70.824,7798,63.444,111
86,0,28775,Nate Lashley,70.834,7471,108.265,107
87,0,55893,Sam Stevens,70.845,7455,54.599,106
88,0,57975,Harry Hall,70.846,7135,91.245,102
89,0,28252,Seamus Power,70.847,5764,45.417,82
90,0,58168,Davis Thompson,70.855,6719,83.098,96
91,0,29908,C.T. Pan,70.857,3766,60.258,54
92,0,36871,Matt NeSmith,70.870,6955,61.092,99
93,0,25900,Lucas Glover,70.874,6989,98.369,100
94,0,55708,Hayden Buckley,70.887,5905,49.522,84
95,0,34563,Chesson Hadley,70.917,6568,98.236,94
96,0,33413,Ben Martin,70.936,7223,83.442,103
97,0,34076,Joel Dahmen,70.951,6492,35.501,92
98,0,52375,Doug Ghim,70.952,6497,101.512,93
99,0,56762,Will Gordon,70.960,7785,91.554,111
100,0,51997,Andrew Novak,70.973,6661,81.418,95
101,0,48887,Matt Wallace,70.980,5942,20.308,84
102,0,27129,Luke List,70.981,7017,81.104,100
103,0,40058,Zac Blair,71.009,5477,61.663,78
