RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,23135,Tim Clark,75.32,58,77
2,0,20098,Stuart Appleby,65.33,49,75
3,0,08793,Tiger Woods,65.22,30,46
4,0,22046,Geoff Ogilvy,64.86,48,74
5,0,20127,Chris Riley,64.79,46,71
6,0,21961,Charles Howell III,63.64,56,88
6,0,22405,Justin Rose,63.64,35,55
8,0,10213,Dicky Pride,63.41,52,82
9,0,06522,Ernie Els,62.50,35,56
10,0,24925,Jonathan Byrd,61.90,52,84
11,0,23621,Rory Sabbatini,61.73,50,81
12,0,19972,José Coceres,61.64,45,73
13,0,23983,Luke Donald,61.43,43,70
14,0,06034,Marco Dawson,61.33,46,75
15,0,21209,Sergio Garcia,61.11,33,54
15,0,10423,Mike Weir,61.11,44,72
17,0,19824,Craig Barlow,61.02,36,59
18,0,29718,Anthony Kim,60.82,59,97
19,0,02239,Scott Verplank,60.71,51,84
20,0,10117,Bob Heintz,60.58,63,104
21,0,20472,Alex Cejka,60.49,49,81
22,0,25273,Andrew Buckle,60.47,52,86
23,0,23108,Matt Kuchar,60.42,58,96
24,0,01381,Fred Funk,60.00,48,80
24,0,24361,Pat Perez,60.00,51,85
26,0,24357,K.J. Choi,59.78,55,92
26,0,20572,Rod Pampling,59.78,55,92
28,0,22913,John Rollins,59.63,65,109
29,0,21528,Henrik Stenson,59.57,28,47
30,0,26882,Michael Sim,59.52,25,42
31,0,20104,Ken Duke,59.46,66,111
32,0,10809,Jim Furyk,59.09,39,66
33,0,22371,Aaron Baddeley,59.05,62,105
34,0,01810,Phil Mickelson,59.02,36,61
35,0,20160,Charlie Wi,58.76,57,97
36,0,20628,Arron Oberholser,58.73,37,63
37,0,06004,Stephen Ames,58.67,44,75
38,0,10860,Justin Leonard,58.43,52,89
39,0,21806,Paul Gow,58.23,46,79
40,0,08931,Glen Day,57.84,59,102
41,0,24490,George McNeill,57.61,53,92
42,0,01941,Tom Pernice Jr.,57.38,70,122
43,0,21878,Mark Wilson,57.29,55,96
44,0,20498,Briny Baird,57.28,59,103
45,0,21753,Brian Davis,57.01,61,107
46,0,24138,Ian Poulter,56.94,41,72
47,0,25686,Jason Dufner,56.57,56,99
48,0,01132,Mark Brooks,56.52,26,46
48,0,25396,Kevin Na,56.52,65,115
50,0,02206,David Toms,56.45,35,62
51,0,22892,Jason Gore,56.44,57,101
52,0,22212,Craig Lile,56.41,44,78
53,0,20433,Mark Hensby,55.96,61,109
54,0,22378,Trevor Immelman,55.93,33,59
55,0,22806,Doug LaBelle II,55.91,71,127
55,0,27649,Brandt Snedeker,55.91,71,127
57,0,01766,Billy Mayfair,55.77,58,104
58,0,12705,Cliff Kresge,55.71,78,140
59,0,07547,Craig Kanada,55.65,69,124
60,0,01161,Mark Calcavecchia,55.56,55,99
61,0,25892,Steve Wheatcroft,55.41,41,74
62,0,01577,Lee Janzen,55.32,52,94
63,0,20850,Daniel Chopra,55.17,64,116
63,0,19846,Brian Gay,55.17,80,145
65,0,02214,Kirk Triplett,55.06,49,89
66,0,07457,Steve Flesch,55.00,55,100
67,0,23718,Nathan Green,54.93,78,142
67,0,23800,Bryce Molder,54.93,39,71
69,0,21350,Ryuji Imada,54.92,67,122
70,0,01948,Tim Petrovic,54.86,79,144
71,0,24140,Sean O'Hair,54.84,51,93
71,0,24457,Jaco Van Zyl,54.84,34,62
73,0,24024,Zach Johnson,54.55,42,77
74,0,06567,Vijay Singh,54.39,62,114
75,0,20623,Gavin Coles,54.37,56,103
75,0,08881,Tripp Isenhour,54.37,56,103
77,0,12602,Dean Wilson,54.05,40,74
78,0,20574,Mathew Goggin,53.85,56,104
79,0,08375,Paul Stankowski,53.70,29,54
80,0,01024,Billy Andrade,53.64,59,110
81,0,12680,Shigeki Maruyama,53.15,59,111
82,0,21731,Freddie Jacobson,53.09,43,81
83,0,07867,Woody Austin,53.04,61,115
84,0,24502,Adam Scott,52.94,36,68
85,0,23320,Ryan Palmer,52.75,48,91
86,0,08537,J.P. Hayes,52.68,59,112
87,0,06643,Paul Goydos,52.58,51,97
87,0,21959,Ted Purdy,52.58,51,97
89,0,25804,Bubba Watson,52.38,44,84
90,0,01313,Steve Elkington,52.33,45,86
91,0,01928,Corey Pavin,52.17,48,92
92,0,20229,Stewart Cink,52.00,52,100
93,0,23325,Vaughn Taylor,51.90,41,79
94,0,27060,John Mallinger,51.72,60,116
95,0,24924,Bill Haas,51.59,65,126
96,0,28158,Steve Marino,51.43,54,105
97,0,21633,Steve Allan,51.39,37,72
97,0,23933,Michael Boyd,51.39,37,72
99,0,01473,Todd Hamilton,51.35,57,111
100,0,01724,Jeff Maggert,51.28,40,78
101,0,02104,Jeff Sluman,51.25,41,80
102,0,12782,Tim Herron,51.06,48,94
103,0,23048,Eric Axley,50.78,65,128
104,0,06527,Steve Stricker,50.67,38,75
105,0,27770,Camilo Villegas,50.59,43,85
106,0,07363,Craig Bowden,50.50,51,101
107,0,12652,Cameron Beckman,50.00,43,86
107,0,24290,D.J. Brigman,50.00,37,74
107,0,01157,Tom Byrum,50.00,26,52
107,0,20859,Anders Hansen,50.00,21,42
107,0,06373,José María Olazábal,50.00,30,60
107,0,28475,Jeff Overton,50.00,28,56
107,0,25345,Carl Pettersson,50.00,64,128
107,0,25190,Jeff Quinney,50.00,54,108
107,0,21660,Jason Schultz,50.00,33,66
116,0,22293,Heath Slocum,49.56,56,113
117,0,25900,Lucas Glover,49.41,42,85
118,0,27141,J.B. Holmes,49.25,33,67
119,0,23497,Tag Ridings,49.15,29,59
120,0,26360,Bubba Dickerson,49.09,27,55
121,0,26596,Ryan Moore,49.02,50,102
121,0,10425,Jay Williamson,49.02,25,51
123,0,01677,Tom Lehman,48.98,24,49
124,0,23614,Rich Beem,48.75,39,80
125,0,24507,Jason Bohn,48.72,38,78
126,0,24781,Hunter Mahan,48.54,50,103
127,0,24980,Scott Gutschewski,48.39,30,62
128,0,01035,Tommy Armour III,48.05,37,77
129,0,29476,Kyle Reifers,48.00,36,75
130,0,23322,Brett Wetterich,47.83,33,69
131,0,24449,Parker McLachlin,47.66,51,107
132,0,06197,Michael Allen,47.37,36,76
133,0,23788,D.J. Trahan,47.31,44,93
134,0,01797,Rocco Mediate,47.30,35,74
135,0,20634,Peter Lonard,47.25,43,91
136,0,02036,Jim Rutledge,47.14,33,70
137,0,21949,Joe Ogilvie,46.79,51,109
138,0,26289,Boo Weekley,46.67,56,120
139,0,08123,Jeff Brehaut,46.43,26,56
140,0,07223,Brian Bateman,46.30,25,54
140,0,23623,Bo Van Pelt,46.30,50,108
142,0,26679,Kevin Stadler,46.23,49,106
143,0,20378,Mathias Grönberg,46.15,60,130
143,0,27120,Troy Matteson,46.15,36,78
145,0,26420,Richard Johnson,46.09,53,115
146,0,24912,Will MacKenzie,46.02,52,113
147,0,20645,John Senden,46.00,46,100
148,0,10733,Kent Jones,45.45,50,110
149,0,01320,Bob Estes,45.38,54,119
150,0,06251,Chris DiMarco,45.35,39,86
151,0,01706,Davis Love III,45.16,28,62
152,0,20382,Stephen Leaney,45.12,37,82
153,0,21805,Harrison Frazar,45.05,50,111
154,0,21646,David Branshaw,44.90,44,98
155,0,27933,John Merrick,44.71,38,85
155,0,27095,Nick Watney,44.71,38,85
157,0,12660,Jesper Parnevik,44.68,42,94
158,0,12510,Chad Campbell,44.55,45,101
159,0,20766,Padraig Harrington,44.44,20,45
160,0,06621,Joe Durant,44.05,37,84
160,0,26881,Jarrod Lyle,44.05,37,84
162,0,23349,Charles Warren,43.97,51,116
163,0,01142,Bart Bryant,43.90,36,82
164,0,02246,Duffy Waldorf,43.55,27,62
165,0,20105,Jeff Gove,43.43,43,99
166,0,06515,Shaun Micheel,43.28,29,67
167,0,27963,Chris Stroud,43.06,31,72
168,0,10885,Robert Allenby,42.86,30,70
168,0,01249,John Daly,42.86,24,56
170,0,22621,Ben Curtis,42.72,44,103
171,0,06595,Kevin Sutherland,42.35,36,85
172,0,08075,Jerry Kelly,42.34,47,111
173,0,11123,Chris Couch,42.27,41,97
174,0,01945,Kenny Perry,41.98,34,81
175,0,02101,Joey Sindelar,41.94,39,93
176,0,01388,Robert Gamez,41.90,44,105
177,0,20157,Retief Goosen,41.51,22,53
178,0,21470,Daisuke Maruyama,41.30,38,92
179,0,23613,Rich Barcelo,41.24,40,97
180,0,20691,Greg Owen,41.18,35,85
181,0,24358,Robert Garrigus,40.82,40,98
182,0,07749,Brett Quigley,40.45,36,89
183,0,19803,Ryan Armour,40.37,44,109
184,0,22295,Darron Stiles,40.24,33,82
185,0,11032,Frank Lickliter II,39.77,35,88
186,0,27702,Matt Hendrix,39.71,27,68
187,0,12714,Chris Tidland,39.68,25,63
