RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,20127,Chris Riley,65.33,245,375
2,0,23621,Rory Sabbatini,63.92,349,546
3,0,25396,Kevin Na,63.65,366,575
4,0,23135,Tim Clark,63.60,283,445
5,0,23108,Matt Kuchar,63.41,324,511
6,0,19972,José Coceres,63.17,199,315
7,0,28475,Jeff Overton,62.46,203,325
8,0,26882,Michael Sim,62.35,207,332
9,0,24357,K.J. Choi,62.34,331,531
10,0,20623,Gavin Coles,62.08,347,559
11,0,20472,Alex Cejka,62.00,266,429
12,0,07363,Craig Bowden,61.88,297,480
12,0,27060,John Mallinger,61.88,396,640
14,0,01928,Corey Pavin,61.71,353,572
15,0,20766,Padraig Harrington,61.63,273,443
16,0,22293,Heath Slocum,61.48,375,610
17,0,27649,Brandt Snedeker,61.18,394,644
18,0,02239,Scott Verplank,61.15,318,520
19,0,19846,Brian Gay,61.14,420,687
20,0,08793,Tiger Woods,61.02,191,313
21,0,06527,Steve Stricker,60.98,300,492
22,0,23718,Nathan Green,60.97,414,679
23,0,20104,Ken Duke,60.95,423,694
24,0,07867,Woody Austin,60.85,359,590
25,0,22371,Aaron Baddeley,60.60,346,571
26,0,01948,Tim Petrovic,60.59,429,708
26,0,10213,Dicky Pride,60.59,266,439
28,0,21878,Mark Wilson,60.57,318,525
29,0,10809,Jim Furyk,60.53,273,451
30,0,24024,Zach Johnson,60.42,290,480
31,0,20850,Daniel Chopra,60.39,401,664
32,0,01313,Steve Elkington,60.33,333,552
33,0,01132,Mark Brooks,60.32,187,310
34,0,22806,Doug LaBelle II,60.28,387,642
35,0,23623,Bo Van Pelt,60.25,379,629
36,0,24140,Sean O'Hair,60.17,349,580
37,0,06522,Ernie Els,60.16,222,369
38,0,22212,Craig Lile,60.12,300,499
39,0,10860,Justin Leonard,59.97,361,602
40,0,01941,Tom Pernice Jr.,59.94,428,714
41,0,22405,Justin Rose,59.89,218,364
42,0,20634,Peter Lonard,59.88,309,516
43,0,21660,Jason Schultz,59.85,240,401
44,0,06034,Marco Dawson,59.78,278,465
45,0,20498,Briny Baird,59.77,367,614
46,0,20628,Arron Oberholser,59.74,276,462
47,0,21753,Brian Davis,59.65,380,637
48,0,21350,Ryuji Imada,59.61,400,671
48,0,07547,Craig Kanada,59.61,400,671
50,0,20382,Stephen Leaney,59.44,277,466
51,0,24138,Ian Poulter,59.42,246,414
52,0,12602,Dean Wilson,59.31,360,607
53,0,01810,Phil Mickelson,59.15,265,448
54,0,20160,Charlie Wi,59.10,315,533
55,0,28158,Steve Marino,59.07,368,623
56,0,24449,Parker McLachlin,59.00,331,561
56,0,22913,John Rollins,59.00,390,661
58,0,01945,Kenny Perry,58.97,286,485
59,0,01142,Bart Bryant,58.93,307,521
60,0,08537,J.P. Hayes,58.92,350,594
61,0,06567,Vijay Singh,58.88,358,608
62,0,08931,Glen Day,58.85,306,520
63,0,23788,D.J. Trahan,58.74,346,589
64,0,12680,Shigeki Maruyama,58.66,342,583
65,0,12705,Cliff Kresge,58.62,398,679
66,0,25900,Lucas Glover,58.57,345,589
66,0,02206,David Toms,58.57,294,502
68,0,06004,Stephen Ames,58.49,279,477
69,0,24925,Jonathan Byrd,58.46,280,479
70,0,10423,Mike Weir,58.44,315,539
71,0,20098,Stuart Appleby,58.42,295,505
72,0,22892,Jason Gore,58.35,311,533
73,0,23933,Michael Boyd,58.31,221,379
74,0,01766,Billy Mayfair,58.26,328,563
74,0,24490,George McNeill,58.26,349,599
76,0,20572,Rod Pampling,58.23,329,565
77,0,24457,Jaco Van Zyl,58.18,185,318
78,0,08075,Jerry Kelly,58.14,357,614
79,0,10117,Bob Heintz,58.10,312,537
79,0,29718,Anthony Kim,58.10,337,580
81,0,26881,Jarrod Lyle,58.06,270,465
82,0,07457,Steve Flesch,58.05,357,615
83,0,07223,Brian Bateman,58.03,206,355
84,0,21209,Sergio Garcia,57.96,244,421
85,0,20433,Mark Hensby,57.87,309,534
86,0,02214,Kirk Triplett,57.86,276,477
87,0,26596,Ryan Moore,57.82,329,569
88,0,24924,Bill Haas,57.80,315,545
89,0,10425,Jay Williamson,57.76,175,303
90,0,20574,Mathew Goggin,57.72,314,544
91,0,25273,Andrew Buckle,57.71,292,506
91,0,27095,Nick Watney,57.71,303,525
93,0,25345,Carl Pettersson,57.68,413,716
94,0,23497,Tag Ridings,57.61,193,335
95,0,08123,Jeff Brehaut,57.54,206,358
96,0,21731,Freddie Jacobson,57.51,245,426
97,0,23983,Luke Donald,57.43,255,444
98,0,06643,Paul Goydos,57.31,247,431
98,0,27770,Camilo Villegas,57.31,290,506
100,0,06515,Shaun Micheel,57.25,308,538
101,0,06595,Kevin Sutherland,57.20,302,528
102,0,01157,Tom Byrum,57.14,172,301
103,0,12660,Jesper Parnevik,57.11,289,506
104,0,21949,Joe Ogilvie,57.10,386,676
105,0,01320,Bob Estes,56.95,332,583
106,0,02223,Bob Tway,56.92,370,650
107,0,20229,Stewart Cink,56.90,305,536
108,0,26289,Boo Weekley,56.88,339,596
109,0,08881,Tripp Isenhour,56.70,330,582
110,0,19824,Craig Barlow,56.68,174,307
111,0,22046,Geoff Ogilvy,56.60,296,523
112,0,20645,John Senden,56.56,293,518
113,0,25804,Bubba Watson,56.54,281,497
114,0,02036,Jim Rutledge,56.50,200,354
115,0,01381,Fred Funk,56.43,237,420
115,0,12782,Tim Herron,56.43,338,599
117,0,01161,Mark Calcavecchia,56.35,324,575
118,0,26420,Richard Johnson,56.30,326,579
118,0,01724,Jeff Maggert,56.30,268,476
120,0,22348,Nick O'Hern,56.26,274,487
121,0,27120,Troy Matteson,56.22,321,571
122,0,20378,Mathias Grönberg,56.18,341,607
123,0,22378,Trevor Immelman,56.16,237,422
124,0,27963,Chris Stroud,56.15,219,390
125,0,01707,Steve Lowery,56.12,252,449
126,0,12714,Chris Tidland,56.11,202,360
127,0,25686,Jason Dufner,55.96,352,629
128,0,24912,Will MacKenzie,55.83,340,609
129,0,10733,Kent Jones,55.81,322,577
130,0,23613,Rich Barcelo,55.79,289,518
131,0,01035,Tommy Armour III,55.74,233,418
132,0,12652,Cameron Beckman,55.71,278,499
133,0,21961,Charles Howell III,55.38,314,567
134,0,23800,Bryce Molder,55.33,218,394
135,0,23320,Ryan Palmer,55.31,328,593
136,0,21959,Ted Purdy,55.19,319,578
137,0,20859,Anders Hansen,55.13,188,341
138,0,21633,Steve Allan,55.08,206,374
139,0,23048,Eric Axley,55.03,410,745
140,0,01577,Lee Janzen,54.99,226,411
140,0,06373,José María Olazábal,54.99,226,411
142,0,01797,Rocco Mediate,54.95,250,455
143,0,24507,Jason Bohn,54.87,197,359
143,0,11032,Frank Lickliter II,54.87,327,596
145,0,24781,Hunter Mahan,54.80,297,542
146,0,21806,Paul Gow,54.76,236,431
146,0,25190,Jeff Quinney,54.76,322,588
148,0,25892,Steve Wheatcroft,54.73,243,444
149,0,21470,Daisuke Maruyama,54.63,283,518
150,0,27933,John Merrick,54.60,267,489
151,0,20105,Jeff Gove,54.43,301,553
152,0,19803,Ryan Armour,54.40,340,625
153,0,06197,Michael Allen,54.39,229,421
154,0,20157,Retief Goosen,54.37,193,355
154,0,23325,Vaughn Taylor,54.37,305,561
156,0,06251,Chris DiMarco,53.93,295,547
157,0,12195,Tom Johnson,53.91,248,460
157,0,23349,Charles Warren,53.91,310,575
159,0,02246,Duffy Waldorf,53.90,221,410
160,0,01677,Tom Lehman,53.80,191,355
161,0,08375,Paul Stankowski,53.77,171,318
162,0,11123,Chris Couch,53.36,262,491
163,0,10885,Robert Allenby,53.35,271,508
164,0,02101,Joey Sindelar,53.33,240,450
165,0,21805,Harrison Frazar,53.29,300,563
165,0,29476,Kyle Reifers,53.29,235,441
167,0,21528,Henrik Stenson,53.27,171,321
168,0,24361,Pat Perez,53.12,264,497
169,0,26951,Johnson Wagner,53.11,299,563
170,0,23614,Rich Beem,53.06,303,571
171,0,24980,Scott Gutschewski,52.96,224,423
172,0,06621,Joe Durant,52.94,261,493
173,0,21646,David Branshaw,52.75,278,527
174,0,01706,Davis Love III,52.73,222,421
175,0,12716,Charley Hoffman,52.71,331,628
176,0,22621,Ben Curtis,52.46,298,568
177,0,01024,Billy Andrade,52.35,290,554
178,0,26360,Bubba Dickerson,52.03,179,344
179,0,24502,Adam Scott,52.01,220,423
180,0,22295,Darron Stiles,51.98,197,379
181,0,20691,Greg Owen,51.88,235,453
182,0,27141,J.B. Holmes,51.82,228,440
183,0,24358,Robert Garrigus,51.77,292,564
184,0,23353,J.J. Henry,51.76,264,510
185,0,24290,D.J. Brigman,51.69,199,385
186,0,26679,Kevin Stadler,51.24,289,564
187,0,02104,Jeff Sluman,51.15,201,393
188,0,12510,Chad Campbell,51.11,300,587
189,0,01473,Todd Hamilton,50.76,299,589
190,0,07749,Brett Quigley,50.75,270,532
191,0,01388,Robert Gamez,50.68,262,517
192,0,23638,Brendon de Jonge,50.43,233,462
193,0,27702,Matt Hendrix,49.87,192,385
194,0,28486,Michael Putnam,49.08,268,546
195,0,01249,John Daly,48.91,201,411
196,0,23322,Brett Wetterich,48.86,258,528
