RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,22212,Craig Lile,74.40,125,168
2,0,01132,Mark Brooks,74.31,81,109
3,0,23621,Rory Sabbatini,73.71,129,175
4,0,06527,Steve Stricker,73.43,105,143
5,0,25396,Kevin Na,73.06,160,219
6,0,10860,Justin Leonard,72.41,147,203
7,0,22371,Aaron Baddeley,72.33,149,206
8,0,20098,Stuart Appleby,71.78,117,163
9,0,24357,K.J. Choi,71.75,127,177
10,0,21350,Ryuji Imada,71.31,169,237
11,0,22913,John Rollins,70.94,166,234
12,0,01313,Steve Elkington,70.87,146,206
13,0,22806,Doug LaBelle II,70.61,173,245
14,0,23135,Tim Clark,70.59,108,153
15,0,24925,Jonathan Byrd,70.19,113,161
16,0,01810,Phil Mickelson,70.09,82,117
17,0,08793,Tiger Woods,70.00,56,80
18,0,24138,Ian Poulter,69.67,85,122
19,0,07223,Brian Bateman,69.63,94,135
20,0,23613,Rich Barcelo,69.61,142,204
21,0,20572,Rod Pampling,69.49,123,177
22,0,01320,Bob Estes,69.46,141,203
23,0,10117,Bob Heintz,69.27,142,205
24,0,23718,Nathan Green,69.08,172,249
25,0,21878,Mark Wilson,69.06,125,181
26,0,20127,Chris Riley,68.99,89,129
27,0,01928,Corey Pavin,68.95,151,219
28,0,07547,Craig Kanada,68.83,170,247
29,0,22378,Trevor Immelman,68.80,86,125
30,0,23800,Bryce Molder,68.70,90,131
31,0,23108,Matt Kuchar,68.48,126,184
32,0,21209,Sergio Garcia,68.42,104,152
33,0,02206,David Toms,68.29,112,164
34,0,20850,Daniel Chopra,68.25,172,252
35,0,20498,Briny Baird,68.24,174,255
36,0,02239,Scott Verplank,68.10,111,163
37,0,12602,Dean Wilson,68.04,132,194
38,0,10809,Jim Furyk,68.03,100,147
39,0,27649,Brandt Snedeker,68.02,151,222
40,0,06251,Chris DiMarco,67.84,116,171
41,0,27060,John Mallinger,67.72,172,254
42,0,21528,Henrik Stenson,67.71,65,96
43,0,20628,Arron Oberholser,67.63,94,139
44,0,27933,John Merrick,67.55,127,188
45,0,25273,Andrew Buckle,67.40,122,181
45,0,02214,Kirk Triplett,67.40,122,181
47,0,20382,Stephen Leaney,67.32,103,153
48,0,22293,Heath Slocum,67.22,162,241
49,0,24140,Sean O'Hair,67.02,126,188
50,0,28158,Steve Marino,66.96,150,224
51,0,12680,Shigeki Maruyama,66.81,153,229
52,0,08537,J.P. Hayes,66.67,144,216
52,0,01577,Lee Janzen,66.67,90,135
52,0,06567,Vijay Singh,66.67,144,216
52,0,23623,Bo Van Pelt,66.67,172,258
56,0,07457,Steve Flesch,66.51,139,209
57,0,20766,Padraig Harrington,66.39,79,119
58,0,01941,Tom Pernice Jr.,66.38,152,229
59,0,25686,Jason Dufner,66.06,146,221
60,0,22046,Geoff Ogilvy,66.05,107,162
61,0,24490,George McNeill,66.04,140,212
62,0,07363,Craig Bowden,65.99,130,197
63,0,20433,Mark Hensby,65.93,120,182
63,0,26596,Ryan Moore,65.93,120,182
65,0,19972,José Coceres,65.89,85,129
66,0,24024,Zach Johnson,65.84,106,161
67,0,20160,Charlie Wi,65.79,125,190
68,0,20157,Retief Goosen,65.71,69,105
69,0,23497,Tag Ridings,65.63,84,128
70,0,06373,José María Olazábal,65.49,74,113
