RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,30925,Dustin Johnson,.912,49.234,54
2,0,25804,Bubba Watson,.898,52.996,59
3,0,24502,Adam Scott,.793,35.670,45
4,0,31323,Gary Woodland,.742,51.944,70
5,0,27141,J.B. Holmes,.726,34.107,47
6,0,33141,Keegan Bradley,.683,52.628,77
6,0,26289,Boo Weekley,.683,38.913,57
8,0,24358,Robert Garrigus,.662,45.673,69
9,0,22913,John Rollins,.647,46.600,72
10,0,27330,Josh Teater,.632,58.140,92
11,0,24924,Bill Haas,.628,45.233,72
12,0,11123,Chris Couch,.606,41.190,68
13,0,23623,Bo Van Pelt,.586,41.587,71
14,0,23788,D.J. Trahan,.565,46.857,83
15,0,27095,Nick Watney,.543,33.683,62
16,0,21209,Sergio Garcia,.528,23.756,45
17,0,30110,Kyle Stanley,.516,41.309,80
18,0,25686,Jason Dufner,.515,33.484,65
19,0,27064,Jhonattan Vegas,.507,35.477,70
20,0,27936,Martin Laird,.499,30.912,62
21,0,20645,John Senden,.496,40.170,81
22,0,26331,Charl Schwartzel,.490,19.594,40
23,0,06573,Brandt Jobe,.478,38.718,81
24,0,29221,Webb Simpson,.476,39.509,83
25,0,10885,Robert Allenby,.462,32.334,70
26,0,12716,Charley Hoffman,.453,33.550,74
27,0,30692,Scott Stallings,.443,30.584,69
28,0,27214,Kevin Streelman,.442,31.384,71
29,0,28475,Jeff Overton,.402,29.349,73
30,0,32102,Rickie Fowler,.384,25.346,66
31,0,06621,Joe Durant,.382,24.430,64
32,0,26476,Chez Reavie,.381,31.265,82
33,0,24781,Hunter Mahan,.371,28.187,76
34,0,28158,Steve Marino,.364,22.572,62
35,0,25274,Steven Bowditch,.339,26.412,78
36,0,27933,John Merrick,.319,19.156,60
36,0,24361,Pat Perez,.319,22.297,70
38,0,06567,Vijay Singh,.315,22.664,72
39,0,29420,Billy Horschel,.310,19.222,62
40,0,23108,Matt Kuchar,.304,21.602,71
41,0,25572,Graeme McDowell,.301,11.137,37
42,0,27120,Troy Matteson,.295,23.892,81
43,0,25900,Lucas Glover,.270,16.459,61
44,0,21805,Harrison Frazar,.259,10.898,42
45,0,30750,Tommy Gainey,.245,22.277,91
45,0,01706,Davis Love III,.245,12.745,52
47,0,31557,Jim Herman,.244,13.933,57
48,0,29910,Blake Adams,.241,25.271,105
49,0,23353,J.J. Henry,.239,18.867,79
50,0,21753,Brian Davis,.226,20.827,92
51,0,23621,Rory Sabbatini,.218,13.275,61
52,0,20848,Ángel Cabrera,.217,7.588,35
52,0,26758,David Hearn,.217,16.462,76
54,0,01766,Billy Mayfair,.213,18.122,85
55,0,28089,Jason Day,.204,12.064,59
55,0,30946,Alex Prugh,.204,14.507,71
57,0,25444,Justin Hicks,.202,8.905,44
58,0,25818,Scott Piercy,.201,12.641,63
58,0,25562,Andres Romero,.201,13.670,68
60,0,20572,Rod Pampling,.193,11.608,60
61,0,22293,Heath Slocum,.192,14.203,74
62,0,22371,Aaron Baddeley,.190,11.751,62
63,0,22405,Justin Rose,.186,11.704,63
64,0,10585,Scott McCarron,.181,9.777,54
65,0,21961,Charles Howell III,.168,15.295,91
66,0,02206,David Toms,.166,9.795,59
67,0,31193,Jim Renner,.162,8.562,53
68,0,26596,Ryan Moore,.158,9.453,60
69,0,23548,Bill Lunde,.156,11.978,77
70,0,33419,Cameron Tringale,.154,14.929,97
71,0,24663,Y.E. Yang,.152,6.379,42
72,0,32366,Kevin Chappell,.140,8.555,61
72,0,01810,Phil Mickelson,.140,8.109,58
74,0,27974,Sung Kang,.135,6.881,51
75,0,32698,Bobby Gates,.133,8.905,67
76,0,24490,George McNeill,.130,7.523,58
77,0,27649,Brandt Snedeker,.127,8.535,67
78,0,06522,Ernie Els,.121,7.133,59
79,0,29518,Brendan Steele,.118,9.099,77
80,0,23497,Tag Ridings,.114,8.429,74
81,0,25345,Carl Pettersson,.113,10.142,90
82,0,26679,Kevin Stadler,.109,7.972,73
83,0,20498,Briny Baird,.101,4.946,49
83,0,23541,Ben Crane,.101,6.277,62
85,0,27466,Spencer Levin,.097,9.085,94
86,0,12510,Chad Campbell,.082,7.139,87
87,0,08725,Tom Gillis,.076,3.812,50
88,0,33413,Ben Martin,.073,4.743,65
89,0,31401,Zack Miller,.057,4.246,75
90,0,06527,Steve Stricker,.047,2.507,53
91,0,25240,D.A. Points,.044,3.226,74
92,0,23983,Luke Donald,.040,2.092,52
93,0,19970,Robert Karlsson,.038,1.689,45
93,0,08075,Jerry Kelly,.038,2.602,68
95,0,34255,Joseph Bramlett,.030,1.803,61
96,0,28486,Michael Putnam,.020,1.066,53
97,0,22046,Geoff Ogilvy,.017,.926,54
98,0,22348,Nick O'Hern,.013,.957,76
99,0,24024,Zach Johnson,.012,.739,64
100,0,21878,Mark Wilson,.007,.489,70
101,0,01313,Steve Elkington,-.004,-.176,42
102,0,26287,Roland Thatcher,-.007,-.427,61
103,0,24846,Ricky Barnes,-.011,-.720,64
104,0,24604,Hunter Haas,-.015,-1.238,85
105,0,10809,Jim Furyk,-.017,-1.177,70
105,0,21731,Freddie Jacobson,-.017,-1.165,70
107,0,08537,J.P. Hayes,-.035,-1.686,48
108,0,31202,William McGirt,-.039,-3.547,92
109,0,24925,Jonathan Byrd,-.041,-2.946,72
110,0,22621,Ben Curtis,-.046,-2.824,62
111,0,20229,Stewart Cink,-.055,-2.868,52
112,0,10733,Kent Jones,-.059,-3.983,67
112,0,26951,Johnson Wagner,-.059,-4.108,70
114,0,23320,Ryan Palmer,-.060,-3.628,60
114,0,27963,Chris Stroud,-.060,-4.656,78
116,0,23638,Brendon de Jonge,-.065,-5.981,92
117,0,20436,Garrett Willis,-.066,-4.200,64
118,0,24357,K.J. Choi,-.070,-4.035,58
119,0,24980,Scott Gutschewski,-.072,-3.974,55
120,0,26668,Marc Turnesa,-.077,-3.554,46
121,0,28087,Kris Blanks,-.078,-6.512,83
122,0,20127,Chris Riley,-.087,-5.947,68
123,0,22961,David Mathis,-.091,-6.349,70
124,0,24507,Jason Bohn,-.103,-6.917,67
125,0,26851,Marc Leishman,-.116,-9.246,80
126,0,30926,Chris Kirk,-.118,-9.088,77
127,0,24140,Sean O'Hair,-.122,-7.306,60
128,0,12782,Tim Herron,-.125,-9.647,77
128,0,27770,Camilo Villegas,-.125,-7.143,57
130,0,06004,Stephen Ames,-.131,-7.867,60
131,0,20160,Charlie Wi,-.133,-10.214,77
132,0,26300,Matt Jones,-.135,-8.667,64
133,0,20472,Alex Cejka,-.145,-6.813,47
134,0,07867,Woody Austin,-.149,-7.466,50
135,0,23614,Rich Beem,-.152,-7.007,46
136,0,26881,Jarrod Lyle,-.175,-12.610,72
137,0,28620,Aron Price,-.176,-8.639,49
138,0,32640,Troy Merritt,-.181,-10.308,57
139,0,25457,Alexandre Rocha,-.184,-9.018,49
140,0,28679,Fabián Gómez,-.186,-12.867,69
141,0,20157,Retief Goosen,-.204,-8.164,40
142,0,21350,Ryuji Imada,-.211,-16.048,76
143,0,30711,Colt Knost,-.229,-15.336,67
144,0,23409,James Driscoll,-.243,-14.823,61
144,0,09011,David Duval,-.243,-14.098,58
146,0,10505,Shane Bertsch,-.245,-12.746,52
147,0,29478,Kevin Kisner,-.247,-14.066,57
148,0,01797,Rocco Mediate,-.248,-11.891,48
149,0,10860,Justin Leonard,-.257,-19.016,74
150,0,20070,Matt Bettencourt,-.267,-20.590,77
150,0,34072,Will Strickler,-.267,-11.463,43
152,0,21949,Joe Ogilvie,-.271,-16.520,61
153,0,06643,Paul Goydos,-.276,-20.422,74
154,0,25632,Jimmy Walker,-.285,-21.665,76
155,0,23325,Vaughn Taylor,-.294,-24.424,83
156,0,22378,Trevor Immelman,-.299,-20.046,67
157,0,06251,Chris DiMarco,-.313,-25.674,82
158,0,01948,Tim Petrovic,-.316,-24.340,77
159,0,23800,Bryce Molder,-.325,-23.048,71
160,0,32876,Martin Piller,-.326,-16.939,52
161,0,32150,Michael Thompson,-.335,-23.087,69
162,0,24138,Ian Poulter,-.354,-13.799,39
163,0,19846,Brian Gay,-.360,-26.673,74
164,0,27939,Matt McQuillan,-.363,-17.412,48
165,0,23718,Nathan Green,-.367,-25.693,70
166,0,20766,Padraig Harrington,-.392,-17.644,45
167,0,23673,Michael Connell,-.393,-28.295,72
168,0,01577,Lee Janzen,-.401,-20.037,50
169,0,20593,Greg Chalmers,-.411,-32.434,79
170,0,12652,Cameron Beckman,-.423,-27.083,64
171,0,29718,Anthony Kim,-.455,-26.412,58
172,0,07457,Steve Flesch,-.460,-35.917,78
173,0,20098,Stuart Appleby,-.461,-27.668,60
174,0,29720,Andres Gonzales,-.473,-21.775,46
175,0,08375,Paul Stankowski,-.529,-34.411,65
176,0,35087,Bio Kim,-.563,-32.680,58
177,0,01116,Michael Bradley,-.572,-33.756,59
178,0,24290,D.J. Brigman,-.606,-33.340,55
179,0,06515,Shaun Micheel,-.640,-41.602,65
180,0,26420,Richard Johnson,-.689,-37.212,54
181,0,27797,Derek Lamely,-.700,-40.583,58
182,0,21407,Arjun Atwal,-.705,-58.505,83
183,0,25834,Daniel Summerhays,-.719,-47.476,66
184,0,25396,Kevin Na,-.757,-51.496,68
185,0,12602,Dean Wilson,-.863,-49.190,57
186,0,33911,Nate Smith,-.882,-46.744,53
