RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,29221,Webb Simpson,1.492,.476,.755,.261,83
2,0,23983,Luke Donald,1.408,.040,1.094,.273,52
3,0,01810,Phil Mickelson,1.373,.140,.900,.333,58
4,0,30110,Kyle Stanley,1.171,.516,.515,.139,80
5,0,27095,Nick Watney,1.165,.543,.604,.018,62
6,0,23108,Matt Kuchar,1.161,.304,.698,.158,71
7,0,31323,Gary Woodland,1.157,.742,.380,.035,70
8,0,30925,Dustin Johnson,1.125,.912,.195,.019,54
9,0,23621,Rory Sabbatini,1.122,.218,.657,.248,61
10,0,21209,Sergio Garcia,1.103,.528,.312,.263,45
11,0,23623,Bo Van Pelt,1.034,.586,.344,.104,71
12,0,10885,Robert Allenby,.991,.462,.494,.035,70
13,0,23788,D.J. Trahan,.984,.565,.405,.015,83
14,0,06527,Steve Stricker,.950,.047,.538,.364,53
15,0,22405,Justin Rose,.937,.186,.508,.243,63
16,0,12510,Chad Campbell,.932,.082,.987,-.137,87
17,0,24357,K.J. Choi,.915,-.070,.689,.296,58
18,0,27141,J.B. Holmes,.912,.726,.388,-.202,47
19,0,26331,Charl Schwartzel,.898,.490,.287,.121,40
20,0,24502,Adam Scott,.882,.793,.102,-.013,45
21,0,06522,Ernie Els,.865,.121,.635,.109,59
22,0,21961,Charles Howell III,.860,.168,.333,.358,91
23,0,02206,David Toms,.836,.166,.669,.001,59
24,0,27936,Martin Laird,.835,.499,.234,.103,62
25,0,25686,Jason Dufner,.833,.515,.248,.069,65
26,0,22371,Aaron Baddeley,.824,.190,.196,.438,62
27,0,26289,Boo Weekley,.818,.683,.492,-.357,57
28,0,10809,Jim Furyk,.816,-.017,.643,.190,70
29,0,27466,Spencer Levin,.806,.097,.508,.202,94
30,0,12716,Charley Hoffman,.782,.453,.200,.129,74
31,0,25804,Bubba Watson,.775,.898,.193,-.317,59
32,0,22913,John Rollins,.773,.647,.124,.002,72
33,0,24924,Bill Haas,.752,.628,.044,.080,72
34,0,06567,Vijay Singh,.730,.315,.260,.156,72
35,0,01706,Davis Love III,.708,.245,.528,-.065,52
36,0,24846,Ricky Barnes,.704,-.011,.584,.132,64
37,0,24781,Hunter Mahan,.691,.371,.066,.254,76
38,0,20645,John Senden,.665,.496,.453,-.283,81
39,0,21753,Brian Davis,.640,.226,.493,-.079,92
40,0,30926,Chris Kirk,.634,-.118,.611,.142,77
41,0,06621,Joe Durant,.629,.382,.494,-.246,64
42,0,01766,Billy Mayfair,.621,.213,.116,.292,85
43,0,19970,Robert Karlsson,.612,.038,.388,.187,45
44,0,06573,Brandt Jobe,.611,.478,.262,-.129,81
45,0,28087,Kris Blanks,.592,-.078,.576,.095,83
46,0,27214,Kevin Streelman,.578,.442,.305,-.168,71
47,0,32102,Rickie Fowler,.566,.384,.194,-.013,66
48,0,20472,Alex Cejka,.527,-.145,.259,.413,47
49,0,24358,Robert Garrigus,.523,.662,.280,-.419,69
50,0,22348,Nick O'Hern,.518,.013,.127,.378,76
51,0,27649,Brandt Snedeker,.507,.127,.191,.189,67
52,0,20229,Stewart Cink,.501,-.055,.396,.160,52
53,0,26476,Chez Reavie,.497,.381,.461,-.346,82
54,0,28158,Steve Marino,.476,.364,.184,-.072,62
55,0,20498,Briny Baird,.465,.101,.252,.112,49
56,0,22293,Heath Slocum,.457,.192,.339,-.074,74
57,0,24024,Zach Johnson,.453,.012,.349,.092,64
58,0,07867,Woody Austin,.450,-.149,.588,.011,50
59,0,08075,Jerry Kelly,.410,.038,.161,.211,68
60,0,28089,Jason Day,.400,.204,.026,.169,59
61,0,27933,John Merrick,.372,.319,.134,-.081,60
62,0,20572,Rod Pampling,.366,.193,-.180,.353,60
63,0,23541,Ben Crane,.356,.101,.162,.093,62
64,0,24925,Jonathan Byrd,.354,-.041,.248,.147,72
65,0,23638,Brendon de Jonge,.303,-.065,.312,.057,92
66,0,25345,Carl Pettersson,.284,.113,.147,.025,90
66,0,27770,Camilo Villegas,.284,-.125,.399,.010,57
68,0,26596,Ryan Moore,.278,.158,.192,-.071,60
69,0,21731,Freddie Jacobson,.275,-.017,.105,.187,70
70,0,33141,Keegan Bradley,.272,.683,-.330,-.081,77
71,0,24361,Pat Perez,.271,.319,-.048,.001,70
72,0,21878,Mark Wilson,.245,.007,-.017,.255,70
73,0,23353,J.J. Henry,.233,.239,.080,-.086,79
74,0,10505,Shane Bertsch,.220,-.245,.199,.267,52
75,0,30692,Scott Stallings,.213,.443,.244,-.475,69
76,0,27963,Chris Stroud,.212,-.060,.230,.041,78
77,0,26679,Kevin Stadler,.208,.109,.400,-.301,73
78,0,25900,Lucas Glover,.206,.270,.052,-.116,61
