RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
79,0,22046,Geoff Ogilvy,.205,.017,.029,.159,54
80,0,20127,Chris Riley,.201,-.087,-.301,.590,68
81,0,32366,Kevin Chappell,.187,.140,.082,-.036,61
82,0,28620,Aron Price,.186,-.176,.453,-.091,49
83,0,19846,Brian Gay,.181,-.360,.117,.425,74
84,0,27330,Josh Teater,.174,.632,-.390,-.068,92
85,0,31557,Jim Herman,.165,.244,.011,-.090,57
86,0,24140,Sean O'Hair,.164,-.122,.140,.145,60
87,0,20157,Retief Goosen,.162,-.204,.212,.154,40
88,0,30750,Tommy Gainey,.158,.245,.167,-.254,91
89,0,25632,Jimmy Walker,.155,-.285,.271,.168,76
90,0,27064,Jhonattan Vegas,.143,.507,-.246,-.117,70
91,0,26851,Marc Leishman,.125,-.116,.034,.207,80
92,0,06251,Chris DiMarco,.123,-.313,.383,.053,82
93,0,21805,Harrison Frazar,.121,.259,-.025,-.114,42
93,0,25396,Kevin Na,.121,-.757,.286,.593,68
95,0,34255,Joseph Bramlett,.111,.030,.068,.013,61
96,0,01116,Michael Bradley,.110,-.572,.448,.234,59
97,0,25818,Scott Piercy,.104,.201,.240,-.337,63
98,0,25562,Andres Romero,.074,.201,-.038,-.090,68
99,0,25240,D.A. Points,.071,.044,-.097,.124,74
100,0,25572,Graeme McDowell,.066,.301,.029,-.265,37
101,0,23548,Bill Lunde,.057,.156,.027,-.126,77
102,0,29518,Brendan Steele,.054,.118,.209,-.273,77
103,0,11123,Chris Couch,.052,.606,-.345,-.208,68
104,0,28475,Jeff Overton,.042,.402,-.119,-.241,73
104,0,33419,Cameron Tringale,.042,.154,-.133,.022,97
106,0,21350,Ryuji Imada,.040,-.211,-.085,.337,76
107,0,22378,Trevor Immelman,.036,-.299,.085,.250,67
108,0,06643,Paul Goydos,.034,-.276,.452,-.142,74
109,0,24490,George McNeill,.016,.130,.039,-.153,58
110,0,10860,Justin Leonard,.011,-.257,-.070,.338,74
111,0,20766,Padraig Harrington,.007,-.392,.209,.190,45
112,0,24663,Y.E. Yang,.003,.152,-.111,-.038,42
113,0,26758,David Hearn,-.001,.217,.016,-.234,76
114,0,27120,Troy Matteson,-.013,.295,-.089,-.218,81
115,0,31202,William McGirt,-.023,-.039,-.021,.036,92
116,0,12782,Tim Herron,-.026,-.125,-.122,.221,77
117,0,24980,Scott Gutschewski,-.029,-.072,-.013,.056,55
118,0,24138,Ian Poulter,-.032,-.354,.222,.100,39
119,0,22621,Ben Curtis,-.049,-.046,-.063,.060,62
120,0,29910,Blake Adams,-.064,.241,-.453,.148,105
121,0,24507,Jason Bohn,-.075,-.103,.167,-.139,67
122,0,23325,Vaughn Taylor,-.076,-.294,.191,.028,83
123,0,23320,Ryan Palmer,-.078,-.060,-.064,.047,60
124,0,24604,Hunter Haas,-.082,-.015,-.141,.074,85
125,0,23800,Bryce Molder,-.116,-.325,-.138,.346,71
126,0,22961,David Mathis,-.120,-.091,.003,-.032,70
127,0,08725,Tom Gillis,-.137,.076,-.212,-.001,50
128,0,27974,Sung Kang,-.143,.135,-.003,-.274,51
129,0,29420,Billy Horschel,-.168,.310,-.290,-.189,62
130,0,23409,James Driscoll,-.184,-.243,-.226,.285,61
131,0,10733,Kent Jones,-.205,-.059,-.008,-.137,67
132,0,20593,Greg Chalmers,-.215,-.411,-.057,.253,79
133,0,20436,Garrett Willis,-.247,-.066,-.037,-.144,64
134,0,31193,Jim Renner,-.261,.162,-.188,-.234,53
135,0,06004,Stephen Ames,-.274,-.131,.029,-.171,60
136,0,01948,Tim Petrovic,-.296,-.316,-.247,.267,77
137,0,23497,Tag Ridings,-.302,.114,-.165,-.251,74
138,0,29718,Anthony Kim,-.310,-.455,.103,.043,58
139,0,23673,Michael Connell,-.327,-.393,.042,.023,72
140,0,20848,Ángel Cabrera,-.337,.217,.126,-.679,35
141,0,08375,Paul Stankowski,-.345,-.529,-.014,.199,65
142,0,26951,Johnson Wagner,-.370,-.059,-.119,-.192,70
143,0,25457,Alexandre Rocha,-.374,-.184,.005,-.195,49
144,0,30946,Alex Prugh,-.375,.204,-.109,-.470,71
145,0,26300,Matt Jones,-.379,-.135,-.506,.262,64
146,0,25274,Steven Bowditch,-.429,.339,-.615,-.153,78
147,0,09011,David Duval,-.437,-.243,.065,-.259,58
148,0,32698,Bobby Gates,-.445,.133,-.183,-.396,67
149,0,21407,Arjun Atwal,-.453,-.705,.241,.011,83
150,0,25444,Justin Hicks,-.461,.202,-.192,-.472,44
151,0,21949,Joe Ogilvie,-.473,-.271,-.236,.034,61
152,0,20098,Stuart Appleby,-.479,-.461,-.152,.134,60
153,0,28679,Fabián Gómez,-.485,-.186,-.146,-.152,69
154,0,32150,Michael Thompson,-.499,-.335,-.321,.156,69
155,0,23718,Nathan Green,-.501,-.367,-.225,.091,70
156,0,20160,Charlie Wi,-.502,-.133,-.608,.239,77
157,0,27939,Matt McQuillan,-.520,-.363,-.188,.031,48
158,0,12652,Cameron Beckman,-.541,-.423,-.061,-.057,64
159,0,08537,J.P. Hayes,-.552,-.035,-.406,-.111,48
160,0,31401,Zack Miller,-.568,.057,-.612,-.012,75
161,0,07457,Steve Flesch,-.575,-.460,-.367,.253,78
162,0,28486,Michael Putnam,-.585,.020,-.418,-.187,53
162,0,26668,Marc Turnesa,-.585,-.077,-.092,-.416,46
164,0,01577,Lee Janzen,-.613,-.401,-.264,.052,50
165,0,01313,Steve Elkington,-.653,-.004,-.651,.003,42
166,0,26881,Jarrod Lyle,-.657,-.175,-.505,.024,72
167,0,33413,Ben Martin,-.681,.073,-.301,-.453,65
168,0,26287,Roland Thatcher,-.685,-.007,-.259,-.419,61
169,0,23614,Rich Beem,-.689,-.152,-.257,-.280,46
170,0,32640,Troy Merritt,-.697,-.181,-.468,-.049,57
171,0,12602,Dean Wilson,-.712,-.863,.073,.079,57
172,0,06515,Shaun Micheel,-.713,-.640,-.319,.245,65
173,0,29720,Andres Gonzales,-.795,-.473,-.184,-.137,46
174,0,24290,D.J. Brigman,-.808,-.606,-.119,-.083,55
175,0,20070,Matt Bettencourt,-.845,-.267,-.309,-.269,77
176,0,10585,Scott McCarron,-.866,.181,-1.240,.193,54
177,0,35087,Bio Kim,-.886,-.563,-.838,.515,58
178,0,01797,Rocco Mediate,-.900,-.248,-.682,.030,48
179,0,30711,Colt Knost,-.938,-.229,-.672,-.037,67
180,0,29478,Kevin Kisner,-1.044,-.247,-.707,-.090,57
181,0,27797,Derek Lamely,-1.062,-.700,-.636,.273,58
182,0,26420,Richard Johnson,-1.161,-.689,-.335,-.137,54
183,0,25834,Daniel Summerhays,-1.288,-.719,-.434,-.134,66
184,0,33911,Nate Smith,-1.293,-.882,-.547,.136,53
185,0,34072,Will Strickler,-1.294,-.267,-.648,-.380,43
186,0,32876,Martin Piller,-1.559,-.326,-.610,-.623,52
