RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,12602,Dean Wilson,68.53,1165,17
2,0,12716,Charley Hoffman,69.08,1658,24
3,0,06595,Kevin Sutherland,69.09,1589,23
4,0,20127,Chris Riley,69.22,1592,23
5,0,26695,Michael Letzig,69.29,2148,31
6,0,24361,Pat Perez,69.33,2288,33
7,0,20686,Jeev Milkha Singh,69.42,1319,19
8,0,08375,Paul Stankowski,69.43,1458,21
9,0,23108,Matt Kuchar,69.52,1877,27
10,0,25720,Chad Collins,69.57,1948,28
11,0,08725,Tom Gillis,69.61,2645,38
12,0,27436,Graham DeLaet,69.62,2019,29
12,0,23800,Bryce Molder,69.62,1462,21
12,0,22405,Justin Rose,69.62,1810,26
15,0,25364,Paul Casey,69.63,1114,16
15,0,23349,Charles Warren,69.63,1323,19
17,0,29221,Webb Simpson,69.69,1812,26
18,0,26289,Boo Weekley,69.72,2022,29
19,0,25804,Bubba Watson,69.73,1534,22
20,0,27963,Chris Stroud,69.74,1883,27
21,0,06621,Joe Durant,69.82,1536,22
22,0,25396,Kevin Na,69.86,2026,29
23,0,31560,Brian Stuard,69.90,1468,21
24,0,02206,David Toms,69.93,1888,27
25,0,01313,Steve Elkington,69.96,1609,23
25,0,20160,Charlie Wi,69.96,1959,28
27,0,20593,Greg Chalmers,69.97,2099,30
28,0,20498,Briny Baird,70.00,2240,32
28,0,23541,Ben Crane,70.00,2520,36
28,0,26300,Matt Jones,70.00,1960,28
28,0,22056,Cameron Percy,70.00,1470,21
28,0,22913,John Rollins,70.00,1750,25
28,0,06567,Vijay Singh,70.00,1610,23
34,0,23353,J.J. Henry,70.03,2661,38
35,0,24357,K.J. Choi,70.04,1821,26
35,0,20157,Retief Goosen,70.04,1681,24
35,0,30925,Dustin Johnson,70.04,1611,23
35,0,26301,James Nitties,70.04,1961,28
39,0,23322,Brett Wetterich,70.05,1331,19
40,0,27141,J.B. Holmes,70.09,2313,33
40,0,21731,Freddie Jacobson,70.09,2313,33
42,0,06004,Stephen Ames,70.10,2033,29
43,0,20229,Stewart Cink,70.11,1893,27
43,0,27095,Nick Watney,70.11,1963,28
45,0,19846,Brian Gay,70.12,2875,41
46,0,24924,Bill Haas,70.13,1683,24
46,0,27214,Kevin Streelman,70.13,2174,31
48,0,01810,Phil Mickelson,70.14,982,14
49,0,20848,Ángel Cabrera,70.15,912,13
50,0,06251,Chris DiMarco,70.16,2596,37
50,0,32102,Rickie Fowler,70.16,1754,25
50,0,23623,Bo Van Pelt,70.16,2175,31
53,0,28620,Aron Price,70.19,1123,16
53,0,22293,Heath Slocum,70.19,2176,31
55,0,10585,Scott McCarron,70.20,2106,30
55,0,25190,Jeff Quinney,70.20,2106,30
57,0,21949,Joe Ogilvie,70.22,1896,27
57,0,20645,John Senden,70.22,2598,37
59,0,08075,Jerry Kelly,70.23,2107,30
59,0,30946,Alex Prugh,70.23,1826,26
61,0,24925,Jonathan Byrd,70.24,1756,25
62,0,21961,Charles Howell III,70.27,2881,41
63,0,23638,Brendon de Jonge,70.30,2320,33
64,0,23983,Luke Donald,70.31,1125,16
64,0,01320,Bob Estes,70.31,1828,26
66,0,01724,Jeff Maggert,70.32,1547,22
67,0,10425,Jay Williamson,70.33,1688,24
68,0,23409,James Driscoll,70.35,1618,23
68,0,28780,Nicholas Thompson,70.35,1618,23
70,0,23135,Tim Clark,70.37,2111,30
70,0,28089,Jason Day,70.37,1900,27
72,0,24358,Robert Garrigus,70.38,1689,24
73,0,23621,Rory Sabbatini,70.39,2182,31
74,0,12705,Cliff Kresge,70.40,1408,20
74,0,01941,Tom Pernice Jr.,70.40,2112,30
76,0,24846,Ricky Barnes,70.44,2395,34
76,0,27466,Spencer Levin,70.44,2395,34
78,0,11123,Chris Couch,70.47,1339,19
78,0,01948,Tim Petrovic,70.47,2678,38
80,0,24140,Sean O'Hair,70.48,1480,21
80,0,26679,Kevin Stadler,70.48,2185,31
82,0,21350,Ryuji Imada,70.49,2608,37
83,0,07867,Woody Austin,70.50,1974,28
83,0,26881,Jarrod Lyle,70.50,1128,16
85,0,06522,Ernie Els,70.53,1340,19
85,0,25345,Carl Pettersson,70.53,2257,32
85,0,26882,Michael Sim,70.53,1340,19
88,0,06643,Paul Goydos,70.54,1693,24
89,0,24781,Hunter Mahan,70.56,1764,25
89,0,12714,Chris Tidland,70.56,1905,27
91,0,25686,Jason Dufner,70.59,2612,37
91,0,23325,Vaughn Taylor,70.59,2400,34
93,0,01116,Michael Bradley,70.61,2330,33
93,0,20691,Greg Owen,70.61,1271,18
95,0,20574,Mathew Goggin,70.62,2048,29
96,0,01577,Lee Janzen,70.64,1766,25
96,0,27649,Brandt Snedeker,70.64,1978,28
96,0,26951,Johnson Wagner,70.64,1978,28
