RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
99,0,26851,Marc Leishman,70.66,2049,29
100,0,10860,Justin Leonard,70.67,2120,30
100,0,23320,Ryan Palmer,70.67,1908,27
102,0,26287,Roland Thatcher,70.68,1767,25
103,0,28307,Matt Every,70.69,1131,16
104,0,23613,Rich Barcelo,70.70,1626,23
104,0,24912,Will MacKenzie,70.70,1626,23
104,0,28237,Rory McIlroy,70.70,1414,20
104,0,24663,Y.E. Yang,70.70,2333,33
108,0,28158,Steve Marino,70.71,1697,24
108,0,27302,Garth Mulroy,70.71,990,14
108,0,23788,D.J. Trahan,70.71,1980,28
111,0,21959,Ted Purdy,70.73,1556,22
111,0,25632,Jimmy Walker,70.73,1839,26
113,0,27060,John Mallinger,70.75,1132,16
114,0,01619,Skip Kendall,70.76,1203,17
115,0,20766,Padraig Harrington,70.77,920,13
116,0,12510,Chad Campbell,70.78,2619,37
116,0,27933,John Merrick,70.78,2619,37
118,0,06527,Steve Stricker,70.81,1133,16
119,0,27120,Troy Matteson,70.83,2125,30
120,0,08537,J.P. Hayes,70.84,1346,19
121,0,12652,Cameron Beckman,70.86,1488,21
121,0,22946,Henrik Bjornstad,70.86,1559,22
123,0,20436,Garrett Willis,70.89,1985,28
124,0,29910,Blake Adams,70.90,2127,30
124,0,24490,George McNeill,70.90,1489,21
124,0,27330,Josh Teater,70.90,2056,29
127,0,07749,Brett Quigley,70.91,2269,32
128,0,22378,Trevor Immelman,70.94,1277,18
128,0,24138,Ian Poulter,70.94,1277,18
130,0,10885,Robert Allenby,70.96,1774,25
131,0,26420,Richard Johnson,70.97,2058,29
131,0,25818,Scott Piercy,70.97,2342,33
133,0,07363,Craig Bowden,71.00,710,10
133,0,21753,Brian Davis,71.00,1704,24
133,0,01797,Rocco Mediate,71.00,1704,24
133,0,22046,Geoff Ogilvy,71.00,1278,18
133,0,24502,Adam Scott,71.00,1065,15
138,0,32617,Jerod Turner,71.04,1634,23
139,0,01707,Steve Lowery,71.05,1421,20
139,0,06515,Shaun Micheel,71.05,1421,20
141,0,20850,Daniel Chopra,71.10,1493,21
142,0,01766,Billy Mayfair,71.13,1707,24
143,0,27797,Derek Lamely,71.14,1565,22
143,0,23548,Bill Lunde,71.14,1565,22
145,0,28475,Jeff Overton,71.15,1921,27
146,0,08385,Omar Uresti,71.16,1779,25
147,0,21878,Mark Wilson,71.18,1993,28
148,0,24024,Zach Johnson,71.20,2492,35
149,0,20663,Brenden Pappas,71.22,1638,23
150,0,28087,Kris Blanks,71.24,1781,25
151,0,25900,Lucas Glover,71.25,1710,24
152,0,24507,Jason Bohn,71.28,2067,29
152,0,25892,Steve Wheatcroft,71.28,1782,25
154,0,10809,Jim Furyk,71.29,998,14
154,0,27613,David Lutterus,71.29,1711,24
156,0,26596,Ryan Moore,71.39,1642,23
157,0,01249,John Daly,71.41,1571,22
157,0,27770,Camilo Villegas,71.41,1571,22
159,0,23673,Michael Connell,71.42,2214,31
160,0,22371,Aaron Baddeley,71.43,2143,30
161,0,20472,Alex Cejka,71.46,1715,24
162,0,25240,D.A. Points,71.47,2144,30
163,0,25562,Andres Romero,71.48,1644,23
164,0,20378,Mathias Grönberg,71.50,1430,20
165,0,27936,Martin Laird,71.52,2074,29
166,0,29285,Brent Delahoussaye,71.53,1359,19
166,0,21209,Sergio Garcia,71.53,1359,19
168,0,01706,Davis Love III,71.56,1288,18
169,0,20572,Rod Pampling,71.57,2004,28
170,0,07457,Steve Flesch,71.61,2363,33
171,0,20070,Matt Bettencourt,71.64,2006,28
171,0,33419,Cameron Tringale,71.64,1003,14
173,0,22621,Ben Curtis,71.69,2079,29
173,0,28500,Martin Flores,71.69,1147,16
175,0,01161,Mark Calcavecchia,71.75,1148,16
176,0,20098,Stuart Appleby,71.77,2799,39
177,0,01329,Brad Faxon,71.79,1005,14
178,0,24227,Justin Bolli,71.80,1077,15
179,0,12782,Tim Herron,71.81,1867,26
179,0,01945,Kenny Perry,71.81,1508,21
181,0,02239,Scott Verplank,71.84,2299,32
182,0,23307,Roger Tambellini,71.87,1653,23
183,0,06514,Kevin Johnson,71.90,1438,20
184,0,26392,Chris Wilson,72.05,1369,19
185,0,10423,Mike Weir,72.06,1225,17
186,0,32640,Troy Merritt,72.13,1731,24
187,0,23718,Nathan Green,72.18,2021,28
188,0,20105,Jeff Gove,72.24,1228,17
189,0,22122,Andrew McLardy,72.38,1158,16
190,0,09011,David Duval,72.62,1525,21
191,0,12755,Vance Veazey,72.88,1239,17
192,0,06012,Greg Kraft,74.25,891,12
