RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,23614,Rich Beem,3.667,11,3
2,0,23135,Tim Clark,3.875,31,8
2,0,20572,Rod Pampling,3.875,31,8
4,0,23036,Chris Anderson,4.000,12,3
4,0,01139,Olin Browne,4.000,20,5
4,0,20623,Gavin Coles,4.000,16,4
4,0,12645,Brent Geiberger,4.000,12,3
4,0,20378,Mathias Grönberg,4.000,4,1
4,0,21961,Charles Howell III,4.000,44,11
4,0,21731,Freddie Jacobson,4.000,24,6
4,0,06332,Neal Lancaster,4.000,20,5
4,0,06515,Shaun Micheel,4.000,20,5
4,0,23320,Ryan Palmer,4.000,28,7
4,0,12454,Mario Tiziani,4.000,12,3
4,0,20812,Tjaart van der Walt,4.000,16,4
16,0,24024,Zach Johnson,4.125,33,8
16,0,02206,David Toms,4.125,33,8
18,0,21805,Harrison Frazar,4.143,29,7
18,0,23621,Rory Sabbatini,4.143,29,7
20,0,21753,Brian Davis,4.167,25,6
20,0,23983,Luke Donald,4.167,25,6
20,0,07457,Steve Flesch,4.167,25,6
20,0,20548,Hidemichi Tanaka,4.167,25,6
24,0,23322,Brett Wetterich,4.200,21,5
25,0,12826,Paul Claxton,4.250,17,4
25,0,23541,Ben Crane,4.250,34,8
25,0,10117,Bob Heintz,4.250,17,4
25,0,01706,Davis Love III,4.250,34,8
25,0,02104,Jeff Sluman,4.250,51,12
30,0,01457,Jay Haas,4.286,30,7
30,0,20382,Stephen Leaney,4.286,30,7
30,0,10860,Justin Leonard,4.286,30,7
30,0,01766,Billy Mayfair,4.286,60,14
34,0,10809,Jim Furyk,4.308,56,13
35,0,06034,Marco Dawson,4.333,26,6
35,0,08931,Glen Day,4.333,13,3
35,0,01381,Fred Funk,4.333,52,12
35,0,20766,Padraig Harrington,4.333,26,6
35,0,23725,Brendan Jones,4.333,13,3
35,0,01724,Jeff Maggert,4.333,13,3
35,0,22293,Heath Slocum,4.333,26,6
35,0,08385,Omar Uresti,4.333,26,6
35,0,21878,Mark Wilson,4.333,13,3
44,0,25900,Lucas Glover,4.364,48,11
45,0,21633,Steve Allan,4.375,35,8
45,0,02101,Joey Sindelar,4.375,35,8
45,0,06567,Vijay Singh,4.375,35,8
48,0,22371,Aaron Baddeley,4.400,44,10
48,0,06621,Joe Durant,4.400,22,5
48,0,24604,Hunter Haas,4.400,22,5
48,0,01577,Lee Janzen,4.400,22,5
48,0,12680,Shigeki Maruyama,4.400,44,10
48,0,23788,D.J. Trahan,4.400,22,5
48,0,23623,Bo Van Pelt,4.400,44,10
48,0,20396,Lee Westwood,4.400,22,5
56,0,06004,Stephen Ames,4.429,31,7
56,0,01226,Fred Couples,4.429,31,7
58,0,08075,Jerry Kelly,4.444,40,9
58,0,08793,Tiger Woods,4.444,40,9
60,0,20498,Briny Baird,4.455,49,11
61,0,01142,Bart Bryant,4.462,58,13
62,0,01035,Tommy Armour III,4.500,36,8
62,0,01157,Tom Byrum,4.500,27,6
62,0,20850,Daniel Chopra,4.500,27,6
62,0,19881,Robert Damron,4.500,18,4
