RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,32617,Jerod Turner,1.372,1334,972
2,0,26881,Jarrod Lyle,1.384,1345,972
3,0,01619,Skip Kendall,1.390,1451,1044
4,0,01161,Mark Calcavecchia,1.401,1261,900
5,0,06515,Shaun Micheel,1.416,1784,1260
6,0,08375,Paul Stankowski,1.420,1585,1116
7,0,12602,Dean Wilson,1.422,1382,972
8,0,25720,Chad Collins,1.427,2234,1566
9,0,20070,Matt Bettencourt,1.442,2362,1638
9,0,25345,Carl Pettersson,1.442,2570,1782
11,0,01249,John Daly,1.444,1638,1134
12,0,25892,Steve Wheatcroft,1.456,1940,1332
13,0,01941,Tom Pernice Jr.,1.461,1946,1332
14,0,06012,Greg Kraft,1.464,1370,936
15,0,23613,Rich Barcelo,1.471,1854,1260
16,0,01724,Jeff Maggert,1.472,2014,1368
17,0,23673,Michael Connell,1.473,2359,1602
17,0,12755,Vance Veazey,1.473,1538,1044
19,0,29285,Brent Delahoussaye,1.476,1514,1026
20,0,10425,Jay Williamson,1.477,2021,1368
21,0,06514,Kevin Johnson,1.478,1650,1116
22,0,20127,Chris Riley,1.479,1943,1314
23,0,01313,Steve Elkington,1.485,1978,1332
24,0,26679,Kevin Stadler,1.488,2303,1548
25,0,26392,Chris Wilson,1.491,1744,1170
26,0,07363,Craig Bowden,1.494,1506,1008
27,0,24227,Justin Bolli,1.495,1480,990
28,0,20378,Mathias Grönberg,1.496,1643,1098
29,0,26420,Richard Johnson,1.498,2427,1620
30,0,20686,Jeev Milkha Singh,1.500,1512,1008
31,0,01329,Brad Faxon,1.501,1567,1044
31,0,27797,Derek Lamely,1.501,2188,1458
33,0,23353,J.J. Henry,1.507,2495,1656
33,0,12782,Tim Herron,1.507,2143,1422
33,0,27963,Chris Stroud,1.507,2441,1620
33,0,33419,Cameron Tringale,1.507,1492,990
37,0,28620,Aron Price,1.508,1900,1260
38,0,27466,Spencer Levin,1.511,2992,1980
39,0,06621,Joe Durant,1.512,1823,1206
40,0,26289,Boo Weekley,1.513,2396,1584
41,0,27613,David Lutterus,1.514,1881,1242
41,0,31560,Brian Stuard,1.514,2207,1458
43,0,23800,Bryce Molder,1.518,2295,1512
44,0,24358,Robert Garrigus,1.520,1943,1278
44,0,26301,James Nitties,1.520,2517,1656
44,0,08385,Omar Uresti,1.520,2025,1332
47,0,12705,Cliff Kresge,1.521,1369,900
47,0,01766,Billy Mayfair,1.521,2135,1404
49,0,22122,Andrew McLardy,1.522,1425,936
49,0,25190,Jeff Quinney,1.522,2493,1638
51,0,23638,Brendon de Jonge,1.524,3128,2052
51,0,23349,Charles Warren,1.524,1756,1152
53,0,21949,Joe Ogilvie,1.525,2718,1782
54,0,08537,J.P. Hayes,1.527,2171,1422
55,0,23307,Roger Tambellini,1.529,2119,1386
56,0,07457,Steve Flesch,1.538,2160,1404
57,0,22946,Henrik Bjornstad,1.539,1994,1296
57,0,12714,Chris Tidland,1.539,2133,1386
59,0,20663,Brenden Pappas,1.540,1829,1188
59,0,25632,Jimmy Walker,1.540,2273,1476
61,0,20105,Jeff Gove,1.541,1581,1026
61,0,27933,John Merrick,1.541,3024,1962
61,0,28475,Jeff Overton,1.541,2468,1602
64,0,27214,Kevin Streelman,1.543,2500,1620
65,0,24357,K.J. Choi,1.545,2280,1476
66,0,06251,Chris DiMarco,1.546,2449,1584
66,0,21961,Charles Howell III,1.546,2867,1854
68,0,28500,Martin Flores,1.547,2088,1350
69,0,12652,Cameron Beckman,1.548,1895,1224
70,0,27302,Garth Mulroy,1.550,1479,954
71,0,28087,Kris Blanks,1.551,2540,1638
72,0,28307,Matt Every,1.554,1678,1080
72,0,27649,Brandt Snedeker,1.554,2489,1602
74,0,27436,Graham DeLaet,1.557,2466,1584
74,0,19846,Brian Gay,1.557,2746,1764
76,0,12716,Charley Hoffman,1.559,2385,1530
76,0,22056,Cameron Percy,1.559,2049,1314
78,0,01116,Michael Bradley,1.560,2162,1386
79,0,26951,Johnson Wagner,1.563,2391,1530
80,0,10423,Mike Weir,1.564,1605,1026
81,0,20436,Garrett Willis,1.567,2313,1476
82,0,21959,Ted Purdy,1.568,2428,1548
83,0,01707,Steve Lowery,1.569,1892,1206
84,0,23548,Bill Lunde,1.570,2233,1422
85,0,07867,Woody Austin,1.571,2630,1674
86,0,20498,Briny Baird,1.572,2461,1566
86,0,20766,Padraig Harrington,1.572,1585,1008
86,0,32640,Troy Merritt,1.572,2433,1548
89,0,20098,Stuart Appleby,1.573,2860,1818
90,0,21878,Mark Wilson,1.575,2466,1566
91,0,21350,Ryuji Imada,1.578,2556,1620
91,0,22293,Heath Slocum,1.578,2755,1746
93,0,08075,Jerry Kelly,1.580,2815,1782
94,0,23983,Luke Donald,1.581,1935,1224
95,0,29910,Blake Adams,1.583,2394,1512
96,0,20593,Greg Chalmers,1.585,2653,1674
97,0,22371,Aaron Baddeley,1.587,2686,1692
97,0,25396,Kevin Na,1.587,2657,1674
99,0,27060,John Mallinger,1.588,2229,1404
99,0,20160,Charlie Wi,1.588,2715,1710
101,0,23621,Rory Sabbatini,1.589,2231,1404
102,0,22405,Justin Rose,1.591,2234,1404
103,0,09011,David Duval,1.592,2034,1278
103,0,20157,Retief Goosen,1.592,2034,1278
103,0,26300,Matt Jones,1.592,2550,1602
106,0,06527,Steve Stricker,1.594,2066,1296
107,0,24024,Zach Johnson,1.596,2614,1638
107,0,23108,Matt Kuchar,1.596,2730,1710
107,0,29221,Webb Simpson,1.596,2816,1764
110,0,10809,Jim Furyk,1.597,2127,1332
110,0,08725,Tom Gillis,1.597,2789,1746
110,0,26882,Michael Sim,1.597,1811,1134
110,0,02239,Scott Verplank,1.597,2099,1314
114,0,11123,Chris Couch,1.598,1899,1188
115,0,01810,Phil Mickelson,1.599,2188,1368
115,0,23320,Ryan Palmer,1.599,2417,1512
117,0,30946,Alex Prugh,1.600,2534,1584
118,0,28780,Nicholas Thompson,1.602,2537,1584
119,0,27141,J.B. Holmes,1.603,2886,1800
120,0,20850,Daniel Chopra,1.604,2137,1332
120,0,23135,Tim Clark,1.604,2454,1530
120,0,21753,Brian Davis,1.604,2916,1818
123,0,24138,Ian Poulter,1.605,1416,882
123,0,02206,David Toms,1.605,2456,1530
125,0,24361,Pat Perez,1.606,2602,1620
126,0,21731,Freddie Jacobson,1.607,2401,1494
126,0,25562,Andres Romero,1.607,2112,1314
128,0,23718,Nathan Green,1.608,2489,1548
129,0,20472,Alex Cejka,1.609,2346,1458
130,0,06522,Ernie Els,1.610,2029,1260
130,0,10585,Scott McCarron,1.610,2608,1620
132,0,10860,Justin Leonard,1.612,2554,1584
133,0,26596,Ryan Moore,1.614,2295,1422
134,0,25364,Paul Casey,1.615,1686,1044
134,0,23541,Ben Crane,1.615,2384,1476
134,0,06643,Paul Goydos,1.615,2268,1404
134,0,24663,Y.E. Yang,1.615,2035,1260
138,0,25818,Scott Piercy,1.617,2562,1584
139,0,06004,Stephen Ames,1.619,2157,1332
139,0,28089,Jason Day,1.619,2390,1476
139,0,27330,Josh Teater,1.619,2944,1818
142,0,22046,Geoff Ogilvy,1.623,1753,1080
143,0,01948,Tim Petrovic,1.624,3069,1890
144,0,24507,Jason Bohn,1.625,2457,1512
145,0,28237,Rory McIlroy,1.626,1522,936
146,0,10885,Robert Allenby,1.628,2169,1332
146,0,23409,James Driscoll,1.628,2286,1404
146,0,32102,Rickie Fowler,1.628,2871,1764
146,0,23623,Bo Van Pelt,1.628,3048,1872
150,0,24846,Ricky Barnes,1.629,3020,1854
150,0,24490,George McNeill,1.629,2316,1422
150,0,27095,Nick Watney,1.629,2580,1584
153,0,30925,Dustin Johnson,1.631,2408,1476
154,0,01577,Lee Janzen,1.632,2262,1386
155,0,23325,Vaughn Taylor,1.633,2557,1566
155,0,25804,Bubba Watson,1.633,2264,1386
157,0,26695,Michael Letzig,1.634,2471,1512
158,0,26851,Marc Leishman,1.635,2561,1566
158,0,01797,Rocco Mediate,1.635,2089,1278
158,0,27770,Camilo Villegas,1.635,2119,1296
161,0,20848,Ángel Cabrera,1.638,1857,1134
161,0,20229,Stewart Cink,1.638,2358,1440
161,0,24924,Bill Haas,1.638,2565,1566
164,0,20572,Rod Pampling,1.639,2271,1386
165,0,24925,Jonathan Byrd,1.641,2511,1530
165,0,12510,Chad Campbell,1.641,2747,1674
165,0,28158,Steve Marino,1.641,2392,1458
168,0,01320,Bob Estes,1.644,2338,1422
168,0,24781,Hunter Mahan,1.644,2486,1512
168,0,22913,John Rollins,1.644,2397,1458
171,0,22621,Ben Curtis,1.645,2309,1404
172,0,07749,Brett Quigley,1.646,2844,1728
173,0,25900,Lucas Glover,1.647,2194,1332
