RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
174,0,27936,Martin Laird,1.649,2701,1638
175,0,26287,Roland Thatcher,1.650,2138,1296
176,0,25240,D.A. Points,1.652,2677,1620
177,0,24912,Will MacKenzie,1.654,2144,1296
178,0,23322,Brett Wetterich,1.655,1609,972
179,0,25686,Jason Dufner,1.656,2594,1566
179,0,24140,Sean O'Hair,1.656,2444,1476
181,0,06567,Vijay Singh,1.658,2208,1332
182,0,21209,Sergio Garcia,1.660,1554,936
183,0,22378,Trevor Immelman,1.661,1644,990
183,0,06595,Kevin Sutherland,1.661,2571,1548
185,0,01945,Kenny Perry,1.665,2038,1224
186,0,23788,D.J. Trahan,1.668,2762,1656
187,0,24502,Adam Scott,1.671,2045,1224
187,0,20645,John Senden,1.671,3098,1854
189,0,20691,Greg Owen,1.672,2077,1242
190,0,01706,Davis Love III,1.680,2389,1422
191,0,20574,Mathew Goggin,1.685,2578,1530
192,0,27120,Troy Matteson,1.691,2557,1512
