RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,27649,Brandt Snedeker,1.710,1708,999,32.73
2,0,22371,Aaron Baddeley,1.735,1896,1093,31.65
2,0,19846,Brian Gay,1.735,1941,1119,29.12
4,0,25345,Carl Pettersson,1.736,1814,1045,29.82
5,0,08537,J.P. Hayes,1.738,1549,891,29.95
6,0,24024,Zach Johnson,1.739,1895,1090,30.58
6,0,23108,Matt Kuchar,1.739,2063,1186,31.22
8,0,11123,Chris Couch,1.742,1376,790,32.32
8,0,25190,Jeff Quinney,1.742,1786,1025,31.02
10,0,23320,Ryan Palmer,1.744,1727,990,32.19
11,0,26882,Michael Sim,1.745,1293,741,29.82
12,0,06527,Steve Stricker,1.746,1545,885,30.80
13,0,20593,Greg Chalmers,1.748,1932,1105,29.19
14,0,08725,Tom Gillis,1.749,2015,1152,32.93
15,0,20070,Matt Bettencourt,1.750,1573,899,31.28
15,0,20766,Padraig Harrington,1.750,1092,624,29.65
17,0,25720,Chad Collins,1.751,1576,900,28.87
17,0,23983,Luke Donald,1.751,1399,799,28.54
17,0,01329,Brad Faxon,1.751,1005,574,29.27
17,0,29221,Webb Simpson,1.751,2043,1167,29.86
21,0,23541,Ben Crane,1.752,1764,1007,29.94
21,0,12716,Charley Hoffman,1.752,1741,994,32.93
21,0,25396,Kevin Na,1.752,1932,1103,30.31
21,0,22046,Geoff Ogilvy,1.752,1281,731,31.46
21,0,20160,Charlie Wi,1.752,1994,1138,29.64
26,0,25364,Paul Casey,1.753,1257,717,31.38
26,0,26300,Matt Jones,1.753,1834,1046,30.87
26,0,28475,Jeff Overton,1.753,1793,1023,30.85
26,0,08375,Paul Stankowski,1.753,1208,689,30.77
26,0,02206,David Toms,1.753,1813,1034,30.17
31,0,24507,Jason Bohn,1.755,1799,1025,29.03
31,0,21350,Ryuji Imada,1.755,1834,1045,29.34
31,0,10860,Justin Leonard,1.755,1809,1031,29.21
31,0,27214,Kevin Streelman,1.755,1811,1032,31.36
35,0,23135,Tim Clark,1.756,1793,1021,28.39
36,0,32640,Troy Merritt,1.758,1740,990,31.95
37,0,23638,Brendon de Jonge,1.759,2352,1337,29.31
37,0,06643,Paul Goydos,1.759,1629,926,29.47
37,0,02239,Scott Verplank,1.759,1476,839,28.76
40,0,25818,Scott Piercy,1.760,1889,1073,30.65
40,0,22405,Justin Rose,1.760,1639,931,30.75
42,0,06515,Shaun Micheel,1.761,1270,721,28.51
42,0,24361,Pat Perez,1.761,1967,1117,30.73
42,0,10423,Mike Weir,1.761,1046,594,28.47
45,0,01810,Phil Mickelson,1.762,1570,891,32.81
46,0,24490,George McNeill,1.763,1655,939,30.56
46,0,25804,Bubba Watson,1.763,1675,950,32.03
46,0,12602,Dean Wilson,1.763,1051,596,28.02
49,0,21961,Charles Howell III,1.764,2156,1222,27.46
49,0,27095,Nick Watney,1.764,1946,1103,31.57
49,0,24663,Y.E. Yang,1.764,1466,831,30.24
52,0,27466,Spencer Levin,1.765,2265,1283,28.76
53,0,20157,Retief Goosen,1.766,1489,843,29.69
53,0,21731,Freddie Jacobson,1.766,1789,1013,29.12
53,0,23800,Bryce Molder,1.766,1660,940,28.68
56,0,10809,Jim Furyk,1.767,1580,894,28.33
56,0,30925,Dustin Johnson,1.767,1772,1003,32.57
56,0,23325,Vaughn Taylor,1.767,1891,1070,29.64
59,0,23613,Rich Barcelo,1.768,1257,711,28.21
59,0,06251,Chris DiMarco,1.768,1802,1019,26.65
59,0,06522,Ernie Els,1.768,1512,855,29.51
59,0,26596,Ryan Moore,1.768,1676,948,29.92
59,0,30946,Alex Prugh,1.768,1878,1062,30.25
59,0,23621,Rory Sabbatini,1.768,1614,913,32.13
59,0,32617,Jerod Turner,1.768,863,488,28.89
66,0,07457,Steve Flesch,1.769,1479,836,27.92
67,0,29910,Blake Adams,1.770,1743,985,28.44
67,0,10885,Robert Allenby,1.770,1607,908,29.46
67,0,27141,J.B. Holmes,1.770,2087,1179,31.80
67,0,28158,Steve Marino,1.770,1742,984,30.31
67,0,25632,Jimmy Walker,1.770,1637,925,29.22
72,0,06004,Stephen Ames,1.771,1599,903,27.72
73,0,09011,David Duval,1.772,1455,821,28.87
73,0,28307,Matt Every,1.772,1198,676,31.95
75,0,23673,Michael Connell,1.773,1730,976,29.16
75,0,01313,Steve Elkington,1.773,1491,841,26.61
77,0,24357,K.J. Choi,1.774,1707,962,28.93
77,0,24924,Bill Haas,1.774,1942,1095,29.21
79,0,20127,Chris Riley,1.775,1441,812,27.13
79,0,25892,Steve Wheatcroft,1.775,1338,754,29.75
81,0,24846,Ricky Barnes,1.776,2247,1265,28.84
81,0,20850,Daniel Chopra,1.776,1458,821,28.94
81,0,26301,James Nitties,1.776,1827,1029,29.77
81,0,21949,Joe Ogilvie,1.776,1964,1106,28.88
81,0,01948,Tim Petrovic,1.776,2227,1254,27.93
81,0,23623,Bo Van Pelt,1.776,2302,1296,30.40
87,0,20229,Stewart Cink,1.777,1756,988,29.37
87,0,28089,Jason Day,1.777,1775,999,28.89
89,0,20098,Stuart Appleby,1.778,1959,1102,28.61
89,0,28620,Aron Price,1.778,1444,812,29.10
91,0,32102,Rickie Fowler,1.779,2194,1233,28.09
91,0,26695,Michael Letzig,1.779,1827,1027,30.05
91,0,26679,Kevin Stadler,1.779,1697,954,29.77
91,0,31560,Brian Stuard,1.779,1562,878,27.45
95,0,20436,Garrett Willis,1.780,1746,981,28.88
96,0,23718,Nathan Green,1.781,1742,978,28.07
96,0,25562,Andres Romero,1.781,1523,855,28.91
98,0,10585,Scott McCarron,1.782,1900,1066,28.15
99,0,25900,Lucas Glover,1.783,1601,898,30.10
100,0,01941,Tom Pernice Jr.,1.785,1480,829,25.81
101,0,07867,Woody Austin,1.786,1943,1088,28.29
101,0,21753,Brian Davis,1.786,2048,1147,27.69
101,0,28500,Martin Flores,1.786,1479,828,29.14
101,0,24358,Robert Garrigus,1.786,1413,791,31.31
101,0,12714,Chris Tidland,1.786,1557,872,28.13
101,0,26951,Johnson Wagner,1.786,1777,995,28.13
107,0,23409,James Driscoll,1.787,1676,938,28.31
107,0,06621,Joe Durant,1.787,1412,790,27.03
109,0,01249,John Daly,1.788,1162,650,29.89
109,0,20663,Brenden Pappas,1.788,1327,742,26.89
111,0,01619,Skip Kendall,1.789,1007,563,26.47
112,0,07749,Brett Quigley,1.790,2146,1199,27.57
112,0,06567,Vijay Singh,1.790,1636,914,28.76
112,0,23788,D.J. Trahan,1.790,2112,1180,29.65
115,0,23353,J.J. Henry,1.791,1861,1039,25.97
115,0,01577,Lee Janzen,1.791,1680,938,26.84
115,0,27060,John Mallinger,1.791,1644,918,27.48
115,0,27330,Josh Teater,1.791,2196,1226,27.64
119,0,26851,Marc Leishman,1.792,1871,1044,28.95
120,0,26420,Richard Johnson,1.793,1813,1011,25.22
120,0,08075,Jerry Kelly,1.793,2069,1154,26.87
120,0,01724,Jeff Maggert,1.793,1465,817,26.75
123,0,12510,Chad Campbell,1.794,2074,1156,26.69
123,0,27936,Martin Laird,1.794,1993,1111,28.92
123,0,27797,Derek Lamely,1.794,1500,836,27.97
123,0,22913,John Rollins,1.794,1783,994,29.39
123,0,20686,Jeev Milkha Singh,1.794,1096,611,25.94
128,0,28237,Rory McIlroy,1.795,1113,620,28.76
129,0,24925,Jonathan Byrd,1.796,1924,1071,28.06
129,0,12782,Tim Herron,1.796,1570,874,27.84
129,0,27933,John Merrick,1.796,2293,1277,27.80
132,0,01707,Steve Lowery,1.797,1335,743,26.05
132,0,24781,Hunter Mahan,1.797,1865,1038,28.31
132,0,27770,Camilo Villegas,1.797,1538,856,29.01
135,0,06514,Kevin Johnson,1.798,1133,630,25.08
136,0,20848,Ángel Cabrera,1.799,1342,746,28.86
136,0,21959,Ted Purdy,1.799,1698,944,27.78
136,0,24502,Adam Scott,1.799,1533,852,29.52
136,0,06595,Kevin Sutherland,1.799,2004,1114,26.26
140,0,01116,Michael Bradley,1.800,1624,902,26.19
140,0,20472,Alex Cejka,1.800,1705,947,26.41
140,0,22621,Ben Curtis,1.800,1719,955,24.50
140,0,01320,Bob Estes,1.800,1735,964,26.79
140,0,20572,Rod Pampling,1.800,1620,900,25.56
140,0,10425,Jay Williamson,1.800,1519,844,26.69
146,0,23322,Brett Wetterich,1.801,1192,662,28.90
147,0,22293,Heath Slocum,1.802,2099,1165,26.61
148,0,28780,Nicholas Thompson,1.803,1850,1026,27.19
149,0,22946,Henrik Bjornstad,1.804,1481,821,27.80
149,0,24138,Ian Poulter,1.804,994,551,26.13
149,0,12755,Vance Veazey,1.804,1059,587,26.50
152,0,27963,Chris Stroud,1.805,1847,1023,27.30
152,0,23349,Charles Warren,1.805,1352,749,29.91
152,0,21878,Mark Wilson,1.805,1895,1050,25.17
155,0,20498,Briny Baird,1.807,1874,1037,24.64
155,0,12652,Cameron Beckman,1.807,1377,762,25.59
155,0,24912,Will MacKenzie,1.807,1605,888,27.31
158,0,25240,D.A. Points,1.808,1989,1100,27.01
159,0,21209,Sergio Garcia,1.809,1120,619,28.20
159,0,22122,Andrew McLardy,1.809,1031,570,24.78
159,0,20691,Greg Owen,1.809,1550,857,26.67
162,0,26881,Jarrod Lyle,1.810,979,541,26.67
163,0,25686,Jason Dufner,1.812,1892,1044,27.76
163,0,20645,John Senden,1.812,2435,1344,25.84
165,0,26392,Chris Wilson,1.813,1218,672,26.27
166,0,29285,Brent Delahoussaye,1.814,1112,613,23.00
167,0,27436,Graham DeLaet,1.815,1909,1052,29.71
167,0,12705,Cliff Kresge,1.815,1002,552,25.77
167,0,01706,Davis Love III,1.815,1813,999,27.29
170,0,24140,Sean O'Hair,1.817,1830,1007,26.77
170,0,26289,Boo Weekley,1.817,1833,1009,25.72
172,0,22056,Cameron Percy,1.818,1567,862,27.18
173,0,23548,Bill Lunde,1.819,1617,889,25.93
173,0,27302,Garth Mulroy,1.819,1124,618,27.35
173,0,08385,Omar Uresti,1.819,1519,835,22.87
176,0,01797,Rocco Mediate,1.821,1568,861,24.03
177,0,01161,Mark Calcavecchia,1.822,902,495,27.94
178,0,27613,David Lutterus,1.824,1330,729,24.90
179,0,20574,Mathew Goggin,1.825,1947,1067,24.77
179,0,01945,Kenny Perry,1.825,1542,845,24.88
181,0,27120,Troy Matteson,1.828,1974,1080,25.42
182,0,06012,Greg Kraft,1.829,918,502,23.71
182,0,26287,Roland Thatcher,1.829,1562,854,25.44
184,0,07363,Craig Bowden,1.831,1053,575,22.96
184,0,20378,Mathias Grönberg,1.831,1210,661,27.84
186,0,28087,Kris Blanks,1.832,1947,1063,25.05
187,0,22378,Trevor Immelman,1.833,1199,654,24.54
188,0,24227,Justin Bolli,1.834,1049,572,23.99
188,0,33419,Cameron Tringale,1.834,1135,619,25.40
190,0,01766,Billy Mayfair,1.835,1611,878,25.03
191,0,23307,Roger Tambellini,1.842,1595,866,23.50
192,0,20105,Jeff Gove,1.850,1184,640,22.85
