RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,01049,Ian Baker-Finch,.62,2,324
2,0,01968,Nick Price,1.07,5,468
3,0,01353,Bruce Fleisher,1.39,7,504
3,0,01361,Dan Forsman,1.39,7,504
3,0,01706,Davis Love III,1.39,6,432
6,0,01042,Paul Azinger,1.52,6,396
6,0,02322,Richard Zokol,1.52,6,396
8,0,01458,Jerry Haas,1.54,5,324
9,0,01690,Bruce Lietzke,1.63,5,306
10,0,01214,Frank Conner,1.67,9,540
11,0,02033,Dave Rummells,1.72,9,522
12,0,01331,Rick Fehr,1.78,8,450
13,0,01023,Jerry Anderson,1.85,11,594
13,0,01355,Raymond Floyd,1.85,5,270
13,0,01797,Rocco Mediate,1.85,8,432
13,0,02007,Larry Rinker,1.85,8,432
17,0,02225,Howard Twitty,1.92,9,468
18,0,01235,Ben Crenshaw,1.93,8,414
18,0,01313,Steve Elkington,1.93,8,414
18,0,01837,Gil Morgan,1.93,8,414
21,0,01736,Roger Maltbie,1.94,7,360
22,0,01553,John Huston,2.04,11,540
23,0,01559,Hale Irwin,2.05,7,342
24,0,01378,David Frost,2.08,9,432
25,0,06012,Greg Kraft,2.11,11,522
26,0,01142,Bart Bryant,2.16,7,324
27,0,02146,Payne Stewart,2.17,9,414
28,0,01261,Jay Delsing,2.18,11,504
28,0,01346,Ed Fiori,2.18,11,504
28,0,01457,Jay Haas,2.18,11,504
31,0,02279,Mark Wiebe,2.22,10,450
32,0,02131,Mike Springer,2.26,11,486
33,0,01701,Bob Lohr,2.30,12,522
34,0,01928,Corey Pavin,2.31,10,432
34,0,02133,Craig Stadler,2.31,10,432
34,0,02242,Lanny Wadkins,2.31,10,432
37,0,01846,Jodie Mudd,2.34,8,342
38,0,01203,Russ Cochran,2.35,11,468
38,0,01495,Morris Hatalsky,2.35,11,468
38,0,06048,Dicky Thompson,2.35,11,468
41,0,01219,John Cook,2.38,9,378
41,0,01435,Wayne Grady,2.38,9,378
41,0,01946,Peter Persons,2.38,12,504
41,0,02099,Scott Simpson,2.38,9,378
41,0,02135,Mike Standly,2.38,12,504
46,0,01444,Ken Green,2.42,10,414
46,0,01633,Tom Kite,2.42,10,414
46,0,01975,Tom Purtzer,2.42,10,414
49,0,01960,Don Pooley,2.43,7,288
49,0,02159,Curtis Strange,2.43,7,288
51,0,01329,Brad Faxon,2.44,11,450
52,0,01677,Tom Lehman,2.47,12,486
52,0,02321,Fuzzy Zoeller,2.47,8,324
54,0,01577,Lee Janzen,2.51,14,558
55,0,01766,Billy Mayfair,2.53,15,594
55,0,02190,Doug Tewell,2.53,10,396
57,0,01060,Dave Barr,2.55,11,432
57,0,01682,Wayne Levi,2.55,11,432
59,0,01823,Larry Mize,2.66,11,414
60,0,01024,Billy Andrade,2.67,13,486
60,0,06034,Marco Dawson,2.67,13,486
60,0,01938,David Peoples,2.67,13,486
60,0,01943,Chris Perry,2.67,13,486
64,0,02206,David Toms,2.68,14,522
65,0,01288,Ed Dougherty,2.70,17,630
66,0,01133,Billy Ray Brown,2.78,11,396
66,0,01306,David Edwards,2.78,13,468
66,0,01385,Jim Gallagher Jr.,2.78,14,504
66,0,06044,Scott Gump,2.78,16,576
66,0,01527,Scott Hoch,2.78,8,288
66,0,01926,Steve Pate,2.78,15,540
66,0,01945,Kenny Perry,2.78,12,432
66,0,02230,Stan Utley,2.78,14,504
74,0,01639,Kenny Knox,2.87,16,558
75,0,01168,David Canipe,2.88,14,486
75,0,01723,Andrew Magee,2.88,14,486
77,0,06124,Patrick Burke,2.89,13,450
77,0,01161,Mark Calcavecchia,2.89,13,450
79,0,01783,Mark McCumber,2.90,12,414
79,0,01887,Mark O'Meara,2.90,12,414
79,0,02298,Jim Woodward,2.90,12,414
82,0,01876,Greg Norman,2.96,8,270
83,0,01035,Tommy Armour III,2.98,15,504
83,0,01181,Jon Chaffee,2.98,15,504
83,0,01196,Brian Claar,2.98,15,504
83,0,02010,Loren Roberts,2.98,15,504
87,0,01093,Ronnie Black,3.01,13,432
87,0,01249,John Daly,3.01,13,432
87,0,01996,Mike Reid,3.01,13,432
90,0,01226,Fred Couples,3.03,12,396
91,0,01284,Mike Donald,3.05,17,558
92,0,01522,Lon Hinkle,3.09,10,324
92,0,08277,Greg Lesher,3.09,15,486
94,0,01143,Brad Bryant,3.13,18,576
94,0,06090,Jim McGovern,3.13,18,576
94,0,02224,Greg Twiggs,3.13,9,288
97,0,01098,Jay Don Blake,3.14,13,414
97,0,06383,E.J. Pfister,3.14,13,414
99,0,01755,Dick Mast,3.21,15,468
99,0,02167,Mike Sullivan,3.21,15,468
101,0,01139,Olin Browne,3.26,17,522
101,0,01414,Bob Gilder,3.26,17,522
103,0,06284,Jim Hallet,3.27,20,612
104,0,01185,Brandel Chamblee,3.29,16,486
104,0,01323,Brad Fabel,3.29,16,486
106,0,01200,Keith Clearwater,3.33,18,540
106,0,01557,John Inman,3.33,18,540
106,0,02292,Bob Wolcott,3.33,21,630
109,0,01014,Fulton Allem,3.37,17,504
109,0,01971,Dillard Pruitt,3.37,17,504
109,0,02303,Robert Wrenn,3.37,17,504
112,0,02246,Duffy Waldorf,3.38,14,414
113,0,02041,Bill Sander,3.40,11,324
114,0,01468,Gary Hallberg,3.42,16,468
115,0,01132,Mark Brooks,3.45,18,522
116,0,01129,Bill Britton,3.47,15,432
117,0,01320,Bob Estes,3.50,17,486
117,0,01569,Peter Jacobsen,3.50,17,486
119,0,01549,Mike Hulbert,3.52,19,540
120,0,02185,Lance Ten Broeck,3.54,21,594
121,0,01072,Chip Beck,3.56,16,450
121,0,01388,Robert Gamez,3.56,16,450
121,0,01724,Jeff Maggert,3.56,16,450
124,0,06575,Dudley Hart,3.57,18,504
125,0,01748,Doug Martin,3.58,20,558
126,0,01475,Donnie Hammond,3.61,13,360
127,0,08537,J.P. Hayes,3.63,17,468
127,0,02094,Tony Sills,3.63,17,468
129,0,06010,Brad Bell,3.70,14,378
129,0,07569,Mark Carnevale,3.70,18,486
129,0,01550,Ed Humenik,3.70,20,540
129,0,02067,Ted Schulz,3.70,20,540
129,0,02111,Mike Smith,3.70,20,540
134,0,02101,Joey Sindelar,3.76,21,558
135,0,02195,Leonard Thompson,3.78,17,450
136,0,01443,Hubert Green,3.80,13,342
137,0,01374,Robin Freeman,3.83,20,522
138,0,02313,Bruce Zabriski,3.85,18,468
139,0,06332,Neal Lancaster,3.87,23,594
140,0,01376,Bob Friend,3.89,21,540
140,0,01489,Steve Hart,3.89,21,540
140,0,02104,Jeff Sluman,3.89,21,540
140,0,02223,Bob Tway,3.89,14,360
144,0,01418,Bill Glasson,3.92,12,306
145,0,01390,Buddy Gardner,3.94,22,558
145,0,02214,Kirk Triplett,3.94,17,432
147,0,01771,Blaine McCallister,3.97,20,504
147,0,01891,David Ogrin,3.97,20,504
147,0,06040,John Ross,3.97,20,504
150,0,06122,Greg Hickman,4.00,18,450
151,0,01510,Nolan Henke,4.06,19,468
151,0,02226,Tray Tyner,4.06,19,468
153,0,01307,Joel Edwards,4.09,14,342
154,0,02090,Tom Sieckmann,4.17,21,504
155,0,06142,Mitch Adcock,4.27,20,468
155,0,01533,P.H. Horgan III,4.27,20,468
157,0,06132,Sonny Skinner,4.32,21,486
158,0,02267,D.A. Weibring,4.35,18,414
159,0,01006,John Adams,4.37,22,504
159,0,06128,Steve Lamontagne,4.37,22,504
159,0,01725,John Mahaffey,4.37,22,504
162,0,01096,Phil Blackmar,4.40,19,432
162,0,02311,Kim Young,4.40,19,432
164,0,06150,Carl Cooper,4.41,23,522
165,0,01381,Fred Funk,4.44,24,540
165,0,02201,Jim Thorpe,4.44,16,360
167,0,01408,Kelly Gibson,4.51,26,576
168,0,02049,Gene Sauers,4.55,18,396
169,0,02063,Dave Schreyer,4.59,19,414
170,0,02170,Hal Sutton,4.60,24,522
171,0,02002,John Riegger,4.63,20,432
171,0,02095,Larry Silveira,4.63,15,324
173,0,01040,Emlyn Aubrey,4.73,23,486
174,0,06072,Greg Whisman,4.76,24,504
175,0,01469,Dan Halldorson,4.98,26,522
176,0,01978,Fran Quinn,5.05,20,396
177,0,01958,Dan Pohl,5.25,17,324
178,0,02100,Tim Simpson,5.29,20,378
179,0,01157,Tom Byrum,5.35,26,486
180,0,06599,John Elliott,5.56,23,414
180,0,01934,Dave Peege,5.56,27,486
182,0,01239,Michael Cunning,5.94,31,522
183,0,06751,Chris Tucker,6.25,36,576
